net,sta,loc,chan,year,revstat,evid,rstat_ohe,file,pref_nslc
UW,MULN,,HHZ,2022,automatic,uw61869727,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/automatic/2022/uw61869727.tgz,True
UW,MULN,,HHZ,2022,automatic,uw61868306,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/automatic/2022/uw61868306.tgz,True
UW,MULN,,HHZ,2022,automatic,uw61848577,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/automatic/2022/uw61848577.tgz,True
UW,MULN,,HHZ,2022,automatic,uw61859842,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/automatic/2022/uw61859842.tgz,True
UW,MULN,,HHZ,2022,automatic,uw61834661,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/automatic/2022/uw61834661.tgz,True
UW,MULN,,HHZ,2022,automatic,uw61861017,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/automatic/2022/uw61861017.tgz,True
UW,MULN,,HHZ,2022,automatic,uw61859577,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/automatic/2022/uw61859577.tgz,True
UW,MULN,,HHZ,2025,automatic,uw62071251,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/automatic/2025/uw62071251.tgz,True
UW,MULN,,HHZ,2025,automatic,uw62061782,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/automatic/2025/uw62061782.tgz,True
UW,MULN,,HHZ,2025,automatic,uw62062282,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/automatic/2025/uw62062282.tgz,True
UW,MULN,,HHZ,2025,automatic,uw62064867,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/automatic/2025/uw62064867.tgz,True
UW,MULN,,HHZ,2024,automatic,uw61999162,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/automatic/2024/uw61999162.tgz,True
UW,MULN,,HHZ,2024,automatic,uw62059336,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/automatic/2024/uw62059336.tgz,True
UW,MULN,,HHZ,2024,automatic,uw62030431,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/automatic/2024/uw62030431.tgz,True
UW,MULN,,HHZ,2024,automatic,uw62040276,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/automatic/2024/uw62040276.tgz,True
UW,MULN,,HHZ,2024,automatic,uw62049537,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/automatic/2024/uw62049537.tgz,True
UW,MULN,,HHZ,2024,automatic,uw62057241,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/automatic/2024/uw62057241.tgz,True
UW,MULN,,HHZ,2024,automatic,uw62030796,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/automatic/2024/uw62030796.tgz,True
UW,MULN,,HHZ,2024,automatic,uw62016182,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/automatic/2024/uw62016182.tgz,True
UW,MULN,,HHZ,2024,automatic,uw62035161,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/automatic/2024/uw62035161.tgz,True
UW,MULN,,HHZ,2024,automatic,uw62036681,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/automatic/2024/uw62036681.tgz,True
UW,MULN,,HHZ,2024,automatic,uw62017166,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/automatic/2024/uw62017166.tgz,True
UW,MULN,,HHZ,2024,automatic,uw62066576,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/automatic/2024/uw62066576.tgz,True
UW,MULN,,HHZ,2024,automatic,uw62030321,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/automatic/2024/uw62030321.tgz,True
UW,MULN,,HHZ,2024,automatic,uw62022057,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/automatic/2024/uw62022057.tgz,True
UW,MULN,,HHZ,2024,automatic,uw62033951,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/automatic/2024/uw62033951.tgz,True
UW,MULN,,HHZ,2024,automatic,uw62011702,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/automatic/2024/uw62011702.tgz,True
UW,MULN,,HHZ,2024,automatic,uw62023161,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/automatic/2024/uw62023161.tgz,True
UW,MULN,,HHZ,2024,automatic,uw62048931,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/automatic/2024/uw62048931.tgz,True
UW,MULN,,HHZ,2024,automatic,uw61503063,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/automatic/2024/uw61503063.tgz,True
UW,MULN,,HHZ,2024,automatic,uw62020652,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/automatic/2024/uw62020652.tgz,True
UW,MULN,,HHZ,2024,automatic,uw62017411,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/automatic/2024/uw62017411.tgz,True
UW,MULN,,HHZ,2024,automatic,uw62053286,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/automatic/2024/uw62053286.tgz,True
UW,MULN,,HHZ,2024,automatic,uw62016661,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/automatic/2024/uw62016661.tgz,True
UW,MULN,,HHZ,2024,automatic,uw62044871,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/automatic/2024/uw62044871.tgz,True
UW,MULN,,HHZ,2024,automatic,uw62051272,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/automatic/2024/uw62051272.tgz,True
UW,MULN,,HHZ,2024,automatic,uw62045207,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/automatic/2024/uw62045207.tgz,True
UW,MULN,,HHZ,2024,automatic,uw62019971,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/automatic/2024/uw62019971.tgz,True
UW,MULN,,HHZ,2024,automatic,uw62007192,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/automatic/2024/uw62007192.tgz,True
UW,MULN,,HHZ,2024,automatic,uw62045406,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/automatic/2024/uw62045406.tgz,True
UW,MULN,,HHZ,2024,automatic,uw62060057,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/automatic/2024/uw62060057.tgz,True
UW,MULN,,HHZ,2024,automatic,uw62060631,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/automatic/2024/uw62060631.tgz,True
UW,MULN,,HHZ,2024,automatic,uw62043412,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/automatic/2024/uw62043412.tgz,True
UW,MULN,,HHZ,2024,automatic,uw62021487,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/automatic/2024/uw62021487.tgz,True
UW,MULN,,HHZ,2024,automatic,uw62034471,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/automatic/2024/uw62034471.tgz,True
UW,MULN,,HHZ,2024,automatic,uw62027632,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/automatic/2024/uw62027632.tgz,True
UW,MULN,,HHZ,2024,automatic,uw62017242,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/automatic/2024/uw62017242.tgz,True
UW,MULN,,HHZ,2024,automatic,uw62041616,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/automatic/2024/uw62041616.tgz,True
UW,MULN,,HHZ,2024,automatic,uw62017652,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/automatic/2024/uw62017652.tgz,True
UW,MULN,,HHZ,2023,automatic,uw61965641,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/automatic/2023/uw61965641.tgz,True
UW,MULN,,HHZ,2023,automatic,uw61942576,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/automatic/2023/uw61942576.tgz,True
UW,MULN,,HHZ,2023,automatic,uw61943246,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/automatic/2023/uw61943246.tgz,True
UW,MULN,,HHZ,2023,automatic,uw61965646,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/automatic/2023/uw61965646.tgz,True
UW,MULN,,HHZ,2023,automatic,uw61942861,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/automatic/2023/uw61942861.tgz,True
UW,MULN,,HHZ,2023,automatic,uw61957101,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/automatic/2023/uw61957101.tgz,True
UW,MULN,,HHZ,2023,automatic,uw61904006,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/automatic/2023/uw61904006.tgz,True
UW,MULN,,HHZ,2023,automatic,uw61972281,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/automatic/2023/uw61972281.tgz,True
UW,MULN,,HHZ,2023,automatic,uw61936986,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/automatic/2023/uw61936986.tgz,True
UW,MULN,,HHZ,2023,automatic,uw61942752,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/automatic/2023/uw61942752.tgz,True
UW,MULN,,HHZ,2023,automatic,uw61935041,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/automatic/2023/uw61935041.tgz,True
UW,MULN,,HHZ,2023,automatic,uw61943701,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/automatic/2023/uw61943701.tgz,True
UW,MULN,,HHZ,2023,automatic,uw61957006,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/automatic/2023/uw61957006.tgz,True
UW,MULN,,HHZ,2023,automatic,uw61947572,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/automatic/2023/uw61947572.tgz,True
UW,MULN,,HHZ,2023,automatic,uw61942152,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/automatic/2023/uw61942152.tgz,True
UW,MULN,,HHZ,2021,automatic,uw61789482,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/automatic/2021/uw61789482.tgz,True
UW,MULN,,HHZ,2021,automatic,uw61788642,-1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/automatic/2021/uw61788642.tgz,True
UW,MULN,,HHZ,2022,manual,uw61873236,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/manual/2022/uw61873236.tgz,True
UW,MULN,,HHZ,2022,manual,uw61857632,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/manual/2022/uw61857632.tgz,True
UW,MULN,,HHZ,2022,manual,uw61877912,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/manual/2022/uw61877912.tgz,True
UW,MULN,,HHZ,2022,manual,uw61866942,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/manual/2022/uw61866942.tgz,True
UW,MULN,,HHZ,2022,manual,uw61822721,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/manual/2022/uw61822721.tgz,True
UW,MULN,,HHZ,2022,manual,uw61867296,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/manual/2022/uw61867296.tgz,True
UW,MULN,,HHZ,2022,manual,uw61877282,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/manual/2022/uw61877282.tgz,True
UW,MULN,,HHZ,2022,manual,uw61861227,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/manual/2022/uw61861227.tgz,True
UW,MULN,,HHZ,2022,manual,uw61876216,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/manual/2022/uw61876216.tgz,True
UW,MULN,,HHZ,2022,manual,uw61867051,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/manual/2022/uw61867051.tgz,True
UW,MULN,,HHZ,2022,manual,uw61863091,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/manual/2022/uw61863091.tgz,True
UW,MULN,,HHZ,2022,manual,uw61822386,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/manual/2022/uw61822386.tgz,True
UW,MULN,,HHZ,2022,manual,uw61869422,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/manual/2022/uw61869422.tgz,True
UW,MULN,,HHZ,2022,manual,uw61863737,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/manual/2022/uw61863737.tgz,True
UW,MULN,,HHZ,2022,manual,uw61820746,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/manual/2022/uw61820746.tgz,True
UW,MULN,,HHZ,2022,manual,uw61860362,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/manual/2022/uw61860362.tgz,True
UW,MULN,,HHZ,2022,manual,uw61862602,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/manual/2022/uw61862602.tgz,True
UW,MULN,,HHZ,2022,manual,uw61860777,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/manual/2022/uw61860777.tgz,True
UW,MULN,,HHZ,2022,manual,uw61860987,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/manual/2022/uw61860987.tgz,True
UW,MULN,,HHZ,2022,manual,uw61879811,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/manual/2022/uw61879811.tgz,True
UW,MULN,,HHZ,2022,manual,uw61856207,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/manual/2022/uw61856207.tgz,True
UW,MULN,,HHZ,2022,manual,uw61873091,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/manual/2022/uw61873091.tgz,True
UW,MULN,,HHZ,2022,manual,uw61859687,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/manual/2022/uw61859687.tgz,True
UW,MULN,,HHZ,2022,manual,uw61862176,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/manual/2022/uw61862176.tgz,True
UW,MULN,,HHZ,2022,manual,uw61859502,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/manual/2022/uw61859502.tgz,True
UW,MULN,,HHZ,2022,manual,uw61865167,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/manual/2022/uw61865167.tgz,True
UW,MULN,,HHZ,2022,manual,uw61849882,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/manual/2022/uw61849882.tgz,True
UW,MULN,,HHZ,2022,manual,uw61866727,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/manual/2022/uw61866727.tgz,True
UW,MULN,,HHZ,2022,manual,uw61866492,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/manual/2022/uw61866492.tgz,True
UW,MULN,,HHZ,2022,manual,uw61876681,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/manual/2022/uw61876681.tgz,True
UW,MULN,,HHZ,2022,manual,uw61821736,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/manual/2022/uw61821736.tgz,True
UW,MULN,,HHZ,2022,manual,uw61851207,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/manual/2022/uw61851207.tgz,True
UW,MULN,,HHZ,2022,manual,uw61859667,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/manual/2022/uw61859667.tgz,True
UW,MULN,,HHZ,2022,manual,uw61879371,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/manual/2022/uw61879371.tgz,True
UW,MULN,,HHZ,2022,manual,uw61865502,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/manual/2022/uw61865502.tgz,True
UW,MULN,,HHZ,2022,manual,uw61868542,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/manual/2022/uw61868542.tgz,True
UW,MULN,,HHZ,2022,manual,uw61856452,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/manual/2022/uw61856452.tgz,True
UW,MULN,,HHZ,2022,manual,uw61876392,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/manual/2022/uw61876392.tgz,True
UW,MULN,,HHZ,2022,manual,uw61844292,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/manual/2022/uw61844292.tgz,True
UW,MULN,,HHZ,2022,manual,uw61866796,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/manual/2022/uw61866796.tgz,True
UW,MULN,,HHZ,2022,manual,uw61888711,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/manual/2022/uw61888711.tgz,True
UW,MULN,,HHZ,2022,manual,uw61862097,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/manual/2022/uw61862097.tgz,True
UW,MULN,,HHZ,2022,manual,uw61875892,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/manual/2022/uw61875892.tgz,True
UW,MULN,,HHZ,2022,manual,uw61881046,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/manual/2022/uw61881046.tgz,True
UW,MULN,,HHZ,2022,manual,uw61874742,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/manual/2022/uw61874742.tgz,True
UW,MULN,,HHZ,2025,manual,uw62072461,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/manual/2025/uw62072461.tgz,True
UW,MULN,,HHZ,2025,manual,uw62072261,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/manual/2025/uw62072261.tgz,True
UW,MULN,,HHZ,2025,manual,uw62067067,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/manual/2025/uw62067067.tgz,True
UW,MULN,,HHZ,2025,manual,uw62076791,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/manual/2025/uw62076791.tgz,True
UW,MULN,,HHZ,2025,manual,uw62076596,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/manual/2025/uw62076596.tgz,True
UW,MULN,,HHZ,2025,manual,uw62064972,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/manual/2025/uw62064972.tgz,True
UW,MULN,,HHZ,2024,manual,uw62026086,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/manual/2024/uw62026086.tgz,True
UW,MULN,,HHZ,2024,manual,uw62039171,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/manual/2024/uw62039171.tgz,True
UW,MULN,,HHZ,2024,manual,uw62027401,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/manual/2024/uw62027401.tgz,True
UW,MULN,,HHZ,2024,manual,uw61503588,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/manual/2024/uw61503588.tgz,True
UW,MULN,,HHZ,2024,manual,uw62021677,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/manual/2024/uw62021677.tgz,True
UW,MULN,,HHZ,2024,manual,uw61998902,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/manual/2024/uw61998902.tgz,True
UW,MULN,,HHZ,2024,manual,uw61981506,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/manual/2024/uw61981506.tgz,True
UW,MULN,,HHZ,2024,manual,uw62043231,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/manual/2024/uw62043231.tgz,True
UW,MULN,,HHZ,2024,manual,uw62022022,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/manual/2024/uw62022022.tgz,True
UW,MULN,,HHZ,2024,manual,uw62044371,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/manual/2024/uw62044371.tgz,True
UW,MULN,,HHZ,2024,manual,uw61985207,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/manual/2024/uw61985207.tgz,True
UW,MULN,,HHZ,2024,manual,uw62050116,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/manual/2024/uw62050116.tgz,True
UW,MULN,,HHZ,2024,manual,uw62017076,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/manual/2024/uw62017076.tgz,True
UW,MULN,,HHZ,2024,manual,uw62061241,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/manual/2024/uw62061241.tgz,True
UW,MULN,,HHZ,2024,manual,uw62045242,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/manual/2024/uw62045242.tgz,True
UW,MULN,,HHZ,2024,manual,uw61980231,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/manual/2024/uw61980231.tgz,True
UW,MULN,,HHZ,2024,manual,uw62059087,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/manual/2024/uw62059087.tgz,True
UW,MULN,,HHZ,2024,manual,uw62008052,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/manual/2024/uw62008052.tgz,True
UW,MULN,,HHZ,2024,manual,uw62015567,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/manual/2024/uw62015567.tgz,True
UW,MULN,,HHZ,2024,manual,uw62041081,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/manual/2024/uw62041081.tgz,True
UW,MULN,,HHZ,2024,manual,uw62016442,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/manual/2024/uw62016442.tgz,True
UW,MULN,,HHZ,2024,manual,uw62006687,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/manual/2024/uw62006687.tgz,True
UW,MULN,,HHZ,2024,manual,uw62060847,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/manual/2024/uw62060847.tgz,True
UW,MULN,,HHZ,2024,manual,uw62056111,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/manual/2024/uw62056111.tgz,True
UW,MULN,,HHZ,2024,manual,uw61980686,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/manual/2024/uw61980686.tgz,True
UW,MULN,,HHZ,2024,manual,uw62043736,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/manual/2024/uw62043736.tgz,True
UW,MULN,,HHZ,2024,manual,uw62042776,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/manual/2024/uw62042776.tgz,True
UW,MULN,,HHZ,2024,manual,uw62033171,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/manual/2024/uw62033171.tgz,True
UW,MULN,,HHZ,2024,manual,uw61996422,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/manual/2024/uw61996422.tgz,True
UW,MULN,,HHZ,2024,manual,uw62026781,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/manual/2024/uw62026781.tgz,True
UW,MULN,,HHZ,2024,manual,uw62013312,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/manual/2024/uw62013312.tgz,True
UW,MULN,,HHZ,2024,manual,uw61991956,1,/Users/nates/Code/Mt_Baker_LF_Research/processed_data/template/single_station/UW.MULN..HHZ/manual/2024/uw61991956.tgz,True
