,event_id,etype,lat,lon,depth,zerr,herr,prefor_time,mag,magtype,offset_km,CAT0,CAT1,CAT2,time_fixed,epi_fixed,depth_fixed,herr_large,zerr_large,terr_large,low_phase_count,closest_sta_too_far,too_few_sta,WC
uw10707743,quakeml:uw.anss.org/Event/UW/10707743,eq,48.7428333,-122.3208333,14051.0,1850.0,817.0,2006-10-17 01:09:01.670,1.7,Md,37.08712908128737,False,False,False,False,False,False,False,False,False,False,True,False,False
uw10707938,quakeml:uw.anss.org/Event/UW/10707938,eq,48.7378333,-122.3123333,7863.0,39760.0,1709.0,2006-10-17 03:33:34.390,1.4,Md,36.52656511684157,False,False,False,False,True,True,False,True,False,False,True,False,False
uw10707953,quakeml:uw.anss.org/Event/UW/10707953,eq,48.7365,-122.32,14241.0,2580.0,937.0,2006-10-17 04:12:08.220,1.4,Md,37.102229418764985,False,False,False,False,False,False,False,False,False,False,True,False,False
uw10708113,quakeml:uw.anss.org/Event/UW/10708113,eq,48.7436667,-122.31916669999998,14131.0,1240.0,619.0,2006-10-17 04:28:16.290,1.2,Md,36.95649390454479,False,False,False,False,False,False,False,False,False,False,True,False,False
uw10709848,quakeml:uw.anss.org/Event/UW/10709848,eq,48.6433333,-122.3661667,11858.0,6880.0,1787.0,2006-10-27 20:20:02.000,1.1,Md,42.84193562720508,False,False,False,False,True,True,False,False,False,False,True,False,False
uw10709863,quakeml:uw.anss.org/Event/UW/10709863,eq,48.6378333,-122.34316669999998,-774.0,420.0,128.0,2006-10-27 23:16:19.110,1.3,Md,41.48116531772925,False,False,False,False,False,True,False,False,False,False,True,False,False
uw10709998,quakeml:uw.anss.org/Event/UW/10709998,eq,49.0153333,-122.0371667,-803.0,200.0,198.0,2006-10-30 04:35:51.660,1.1,Md,31.23792206694701,False,False,False,False,False,True,False,False,False,False,True,False,False
uw10701223,quakeml:uw.anss.org/Event/UW/10701223,eq,48.5511667,-121.7933333,3134.0,,344.0,2006-11-07 22:37:26.900,0.2,Md,24.89644958254079,True,True,True,False,False,False,False,True,False,True,True,True,False
uw10705318,quakeml:uw.anss.org/Event/UW/10705318,eq,48.3285,-121.7478333,652.0,350.0,239.0,2006-12-16 02:42:24.430,0.4,Md,49.85733861725187,False,False,False,False,False,False,False,False,False,False,True,False,False
uw10720253,quakeml:uw.anss.org/Event/UW/10720253,eq,48.9063333,-122.0791667,1339.0,560.0,796.0,2007-01-26 12:21:30.630,1.9,Md,24.135029815570498,True,True,True,False,False,False,False,False,False,False,True,False,False
uw10713598,quakeml:uw.anss.org/Event/UW/10713598,eq,48.6301667,-122.26466670000002,4737.0,15470.0,4400.0,2007-02-10 16:07:58.620,0.8,Md,36.55125919472065,False,False,False,False,False,False,False,True,False,False,True,False,False
uw10713978,quakeml:uw.anss.org/Event/UW/10713978,eq,48.5655,-122.0936667,2243.0,99900.0,24225.0,2007-02-11 20:11:47.550,0.9,Md,30.8597972931377,False,False,False,True,True,True,True,True,True,False,True,False,False
uw10719918,quakeml:uw.anss.org/Event/UW/10719918,eq,48.6921667,-122.47316669999998,7649.0,470.0,85.0,2007-02-28 14:16:22.210,1.3,Md,48.97416507066679,False,False,False,False,False,False,False,False,False,False,True,False,False
uw10711443,quakeml:uw.anss.org/Event/UW/10711443,eq,48.6911667,-122.4606667,3821.0,,283.0,2007-03-06 01:15:38.730,0.8,Md,48.09560873366611,False,False,False,False,True,True,False,True,False,False,True,False,False
uw10716363,quakeml:uw.anss.org/Event/UW/10716363,eq,48.5373333,-121.9898333,-705.0,1420.0,1458.0,2007-03-21 07:25:15.900,1.0,Md,29.263271887407537,True,True,True,False,False,False,False,False,False,False,True,False,False
uw10719628,quakeml:uw.anss.org/Event/UW/10719628,eq,48.7003333,-122.488,3382.0,,160.0,2007-03-28 11:44:55.020,1.1,Md,49.88122577113189,False,False,False,False,False,False,False,True,False,False,True,False,False
uw10720688,quakeml:uw.anss.org/Event/UW/10720688,eq,48.6903333,-122.464,11940.0,1510.0,528.0,2007-03-30 20:00:30.210,3.0,Md,48.35376518926705,False,False,False,False,False,False,False,False,False,False,True,False,False
uw10720883,quakeml:uw.anss.org/Event/UW/10720883,eq,48.6958333,-122.48133330000002,9407.0,2030.0,32.0,2007-03-31 10:23:43.500,1.2,Md,49.487252544530335,False,False,False,False,False,False,False,False,False,False,True,False,False
uw10710563,quakeml:uw.anss.org/Event/UW/10710563,eq,48.7035,-122.48533329999998,15820.0,720.0,158.0,2007-04-01 09:13:32.600,1.6,Md,49.62960481466785,False,False,False,False,False,False,False,False,False,False,True,False,False
uw10710903,quakeml:uw.anss.org/Event/UW/10710903,eq,48.6803333,-122.4776667,-680.0,250.0,94.0,2007-04-02 02:01:15.540,1.0,Md,49.565240787802345,False,False,False,False,False,True,False,False,False,False,True,False,False
uw10712853,quakeml:uw.anss.org/Event/UW/10712853,eq,48.8905,-121.9753333,482.0,470.0,333.0,2007-04-05 01:37:58.630,1.4,Md,17.33128918101363,True,True,True,False,False,False,False,False,False,False,True,False,False
uw10712958,quakeml:uw.anss.org/Event/UW/10712958,eq,48.6975,-122.09833329999998,19530.0,6440.0,3598.0,2007-04-05 05:09:53.950,0.7,Md,22.32543757925341,True,True,True,False,True,True,False,False,False,False,False,False,False
uw10714853,quakeml:uw.anss.org/Event/UW/10714853,eq,48.8331667,-122.2135,6113.0,1140.0,686.0,2007-04-09 13:15:07.940,1.2,Md,29.749346488163855,True,True,True,False,False,False,False,False,False,False,True,False,False
uw10715333,quakeml:uw.anss.org/Event/UW/10715333,eq,48.688,-122.45483330000002,-369.0,130.0,92.0,2007-04-10 21:24:30.140,1.2,Md,47.74698844404801,False,False,False,False,False,True,False,False,False,False,True,False,False
uw10716993,quakeml:uw.anss.org/Event/UW/10716993,eq,48.9773333,-122.1136667,7233.0,870.0,1126.0,2007-04-15 01:21:29.700,2.7,Md,31.28650472366852,False,False,False,False,False,False,False,False,False,False,True,False,False
uw10717058,quakeml:uw.anss.org/Event/UW/10717058,eq,48.5386667,-122.3626667,18603.0,70.0,36.0,2007-04-15 02:53:42.400,1.8,Md,47.886538571339464,False,False,False,False,False,True,False,False,False,False,True,False,False
uw10718073,quakeml:uw.anss.org/Event/UW/10718073,eq,48.8233333,-122.1271667,11029.0,1230.0,614.0,2007-04-17 20:01:40.170,2.3,Md,23.34472987184464,True,True,True,False,False,False,False,False,False,False,True,False,False
uw10727903,quakeml:uw.anss.org/Event/UW/10727903,eq,48.5338333,-121.9725,-996.0,200.0,146.0,2007-04-20 21:26:32.260,1.0,Md,29.092225717600215,True,True,True,False,False,True,False,False,False,False,True,False,False
uw10728473,quakeml:uw.anss.org/Event/UW/10728473,eq,48.84,-122.10766669999998,14853.0,580.0,470.0,2007-04-24 11:13:28.840,1.6,Md,22.484893061385332,True,True,True,False,True,True,False,False,False,False,True,False,False
uw10710433,quakeml:uw.anss.org/Event/UW/10710433,px,49.1366667,-122.0276667,9219.0,120.0,108.0,2007-05-01 17:17:29.310,0.1,Md,43.10547105647314,False,False,False,False,False,True,False,False,False,True,False,True,False
uw10711313,quakeml:uw.anss.org/Event/UW/10711313,eq,48.6965,-122.4658333,14873.0,630.0,424.0,2007-05-05 07:16:58.690,2.7,Md,48.3551351073123,False,False,False,False,False,False,False,False,False,False,True,False,False
uw10711353,quakeml:uw.anss.org/Event/UW/10711353,eq,48.6823333,-122.4661667,13840.0,1700.0,870.0,2007-05-05 09:01:46.630,1.7,Md,48.69284456185518,False,False,False,False,False,False,False,False,False,False,True,False,False
uw10711518,quakeml:uw.anss.org/Event/UW/10711518,eq,48.696,-122.4673333,6769.0,2220.0,672.0,2007-05-05 10:00:09.300,1.8,Md,48.47357920610152,False,False,False,False,True,True,False,False,False,False,True,False,False
uw10711538,quakeml:uw.anss.org/Event/UW/10711538,eq,48.6858333,-122.4616667,560.0,570.0,291.0,2007-05-05 10:04:18.060,1.4,Md,48.2876372383678,False,False,False,False,False,False,False,False,False,False,True,False,False
uw10711903,quakeml:uw.anss.org/Event/UW/10711903,eq,48.6941667,-122.4651667,5529.0,2020.0,722.0,2007-05-06 02:15:20.690,2.1,Md,48.35538395469275,False,False,False,False,False,False,False,False,False,False,True,False,False
uw10710853,quakeml:uw.anss.org/Event/UW/10710853,eq,48.5303333,-122.06916669999998,-893.0,240.0,161.0,2007-06-03 04:45:29.820,0.5,Md,32.8604206264991,False,False,False,False,False,True,False,False,False,False,True,False,False
uw10711563,quakeml:uw.anss.org/Event/UW/10711563,lf,48.7325,-121.85633330000002,-980.0,31610.0,5180.0,2007-06-05 19:25:35.680,1.49,Ml,5.48123488748429,True,True,True,False,True,True,False,True,False,False,False,False,False
uw10712468,quakeml:uw.anss.org/Event/UW/10712468,lf,48.7491667,-121.8475,19323.0,2970.0,2509.0,2007-06-09 23:18:37.640,1.6,Md,3.587325907162293,True,True,True,False,False,False,False,False,False,False,True,False,False
uw10712878,quakeml:uw.anss.org/Event/UW/10712878,px,49.1485,-122.11583330000002,-574.0,1110.0,2441.0,2007-06-11 19:48:46.920,2.3,Md,46.957442540817695,False,False,False,False,False,True,False,False,False,False,True,False,False
uw10713153,quakeml:uw.anss.org/Event/UW/10713153,eq,48.8036667,-122.1175,1699.0,770.0,566.0,2007-06-12 19:42:26.550,2.1,Md,22.238407442131347,True,True,True,False,False,False,False,False,False,False,True,False,False
uw10716233,quakeml:uw.anss.org/Event/UW/10716233,eq,48.4791667,-122.11583330000002,3615.0,2620.0,1134.0,2007-06-18 10:49:52.420,1.3,Md,39.50058994719865,False,False,False,False,False,False,False,False,False,False,True,False,False
uw10717203,quakeml:uw.anss.org/Event/UW/10717203,eq,48.5053333,-122.0145,-373.0,140.0,106.0,2007-06-20 04:58:16.600,0.5,Md,33.25751087339348,False,False,False,False,False,False,False,False,False,False,True,False,False
uw10719148,quakeml:uw.anss.org/Event/UW/10719148,eq,48.556,-121.5746667,1893.0,490.0,297.0,2007-06-24 15:43:15.030,0.8,Md,30.12691546976595,False,False,False,False,False,False,False,False,False,True,False,True,False
uw10722093,quakeml:uw.anss.org/Event/UW/10722093,eq,48.819,-122.2505,1829.0,120.0,966.0,2007-07-05 05:07:55.860,1.4,Md,32.12304444318984,False,False,False,False,False,False,False,False,False,False,True,False,False
uw10722513,quakeml:uw.anss.org/Event/UW/10722513,eq,48.4133333,-122.197,1437.0,2200.0,3568.0,2007-07-09 17:19:54.710,0.7,Md,48.92040728400847,False,False,False,False,True,True,False,False,False,True,True,False,False
uw10727158,quakeml:uw.anss.org/Event/UW/10727158,eq,49.1533333,-122.1336667,-539.0,170.0,617.0,2007-07-19 22:17:08.550,1.6,Md,48.045954626063725,False,False,False,False,False,True,False,False,False,True,False,False,False
uw10729563,quakeml:uw.anss.org/Event/UW/10729563,eq,48.9658333,-122.06933329999998,-786.0,20.0,,2007-07-25 00:19:59.410,0.4,Md,28.1564190280156,True,True,True,False,False,True,True,False,False,True,False,False,False
uw10729683,quakeml:uw.anss.org/Event/UW/10729683,lf,48.7615,-121.8206667,25944.0,1480.0,665.0,2007-07-25 06:35:01.720,1.0,Md,1.4677596673929705,True,True,True,False,False,False,False,False,False,False,True,False,False
uw10729713,quakeml:uw.anss.org/Event/UW/10729713,lf,48.79,-121.7823333,35744.0,750.0,680.0,2007-07-25 06:35:16.520,0.78,Md,3.0818162870875345,True,True,True,False,False,False,False,False,False,False,True,False,False
uw10731078,quakeml:uw.anss.org/Event/UW/10731078,eq,48.6936667,-121.9241667,16594.0,1010.0,1057.0,2007-07-27 11:36:04.500,1.5,Md,11.930767270250817,True,True,True,False,True,True,False,False,False,True,False,False,False
uw10733193,quakeml:uw.anss.org/Event/UW/10733193,eq,48.575,-122.40816669999998,3237.0,,1761.0,2007-07-29 14:29:06.900,1.2,Md,48.73577731619655,False,False,False,False,False,False,False,True,False,False,True,False,False
uw10734188,quakeml:uw.anss.org/Event/UW/10734188,eq,49.099,-122.1666667,-468.0,160.0,171.0,2007-07-31 20:51:19.700,1.3,Md,44.20085705932811,False,False,False,False,False,False,False,False,False,True,False,False,False
uw10725083,quakeml:uw.anss.org/Event/UW/10725083,lf,48.7426667,-121.7655,30054.0,,,2007-08-12 20:05:06.960,1.9,Md,5.185981902738085,True,True,True,False,False,False,True,True,False,False,True,False,False
uw10725348,quakeml:uw.anss.org/Event/UW/10725348,eq,48.8953333,-122.067,6432.0,30.0,22.0,2007-08-13 10:19:50.190,1.0,Md,22.69039764020812,True,True,True,False,False,True,False,False,False,False,False,False,True
uw10727563,quakeml:uw.anss.org/Event/UW/10727563,eq,48.8973333,-122.0578333,3122.0,30.0,22.0,2007-08-16 17:44:48.070,1.1,Md,22.288612203190205,True,True,True,False,False,True,False,False,False,False,False,False,True
uw10736593,quakeml:uw.anss.org/Event/UW/10736593,eq,49.0876667,-122.174,694.0,200.0,406.0,2007-08-31 17:11:31.380,1.5,Md,43.49875994705495,False,False,False,False,False,False,False,False,False,False,False,False,True
uw10726428,quakeml:uw.anss.org/Event/UW/10726428,eq,49.1198333,-121.9678333,-549.0,50.0,112.0,2007-09-10 17:13:24.540,2.0,Md,39.9457130726445,False,False,False,False,False,True,False,False,False,False,False,False,True
uw10729373,quakeml:uw.anss.org/Event/UW/10729373,eq,48.9111667,-122.1836667,10954.0,4300.0,3468.0,2007-09-14 00:04:38.300,0.8,Md,30.82589136200059,False,False,False,False,False,False,False,False,False,True,False,False,False
uw10732233,quakeml:uw.anss.org/Event/UW/10732233,px,48.988,-122.11816670000002,-665.0,1750.0,902.0,2007-09-19 18:29:16.650,2.0,Md,32.37337373315073,False,False,False,False,True,True,False,False,False,False,False,False,False
uw10736828,quakeml:uw.anss.org/Event/UW/10736828,eq,48.7525,-121.6235,740.0,2210.0,806.0,2007-09-29 19:42:34.650,1.6,Md,14.407340657954252,True,True,True,False,False,False,False,False,False,False,True,False,False
uw10722768,quakeml:uw.anss.org/Event/UW/10722768,eq,48.8851667,-122.33916670000002,12403.0,3010.0,1374.0,2007-10-01 03:45:29.260,2.4,Md,40.14210818346196,False,False,False,False,True,True,False,False,False,False,True,False,False
uw10723753,quakeml:uw.anss.org/Event/UW/10723753,eq,48.4531667,-121.7786667,3148.0,,9299.0,2007-10-04 07:55:58.820,1.3,Md,35.844382111040844,False,False,False,False,False,False,False,True,False,True,False,False,False
uw10725658,quakeml:uw.anss.org/Event/UW/10725658,eq,48.8918333,-122.3466667,18336.0,270.0,351.0,2007-10-12 00:14:15.670,1.2,Md,40.893036435928856,False,False,False,False,False,False,False,False,False,False,True,False,False
uw10726333,quakeml:uw.anss.org/Event/UW/10726333,eq,48.5085,-121.994,-913.0,50.0,28.0,2007-10-14 07:06:01.910,0.8,Md,32.3061715137158,False,False,False,False,False,True,False,False,False,False,True,False,False
uw10726948,quakeml:uw.anss.org/Event/UW/10726948,eq,48.5075,-121.94266670000002,-769.0,50.0,57.0,2007-10-16 18:01:00.080,1.2,Md,31.08874748942745,False,False,False,False,False,True,False,False,False,False,True,False,False
uw10727073,quakeml:uw.anss.org/Event/UW/10727073,eq,48.4956667,-122.0303333,1217.0,1080.0,688.0,2007-10-17 17:00:50.590,0.3,Md,34.73757582392686,False,False,False,False,False,False,False,False,False,False,True,False,False
uw10727248,quakeml:uw.anss.org/Event/UW/10727248,eq,48.9073333,-121.9566667,11029.0,50.0,117.0,2007-10-18 15:31:58.030,-0.1,Md,17.95462375085897,True,True,True,False,False,True,False,False,False,True,False,True,False
uw10728248,quakeml:uw.anss.org/Event/UW/10728248,eq,48.8818333,-121.98133330000002,844.0,150.0,128.0,2007-10-24 07:55:24.430,0.7,Md,16.935903563509832,True,True,True,False,False,True,False,False,False,False,True,False,False
uw10730068,quakeml:uw.anss.org/Event/UW/10730068,eq,48.8448333,-122.4631667,14276.0,1770.0,804.0,2007-10-30 07:23:26.810,0.9,Md,47.947549086670335,False,False,False,False,False,False,False,False,False,False,True,False,False
uw10724648,quakeml:uw.anss.org/Event/UW/10724648,eq,48.9486667,-121.5215,284.0,,979.0,2007-11-08 09:33:33.590,1.4,Md,29.035297575261403,True,True,True,False,False,False,False,True,False,True,False,False,False
uw10728953,quakeml:uw.anss.org/Event/UW/10728953,eq,48.3798333,-122.1151667,-1077.0,170.0,134.0,2007-11-20 18:40:28.610,1.2,Md,49.057274658383825,False,False,False,False,False,True,False,False,False,False,True,False,False
uw10731953,quakeml:uw.anss.org/Event/UW/10731953,eq,48.7596667,-121.1645,4601.0,4540.0,1964.0,2007-12-06 17:56:05.520,1.2,Md,47.86748599418415,False,False,False,False,False,False,False,False,False,False,False,False,True
uw10731958,quakeml:uw.anss.org/Event/UW/10731958,eq,48.595,-122.022,1838.0,3460.0,947.0,2007-12-06 18:14:15.520,1.0,Md,24.989516993006134,True,True,True,False,False,False,False,False,False,False,True,False,False
uw10733388,quakeml:uw.anss.org/Event/UW/10733388,eq,48.371,-122.1116667,-707.0,270.0,166.0,2007-12-10 20:34:33.750,0.8,Md,49.82626380614777,False,False,False,False,False,True,False,False,False,True,True,False,False
uw10733478,quakeml:uw.anss.org/Event/UW/10733478,eq,49.0493333,-122.152,1453.0,,,2007-12-11 00:29:37.150,1.6,Md,39.149503949216815,False,False,False,False,False,False,True,True,False,True,False,False,False
uw10734058,quakeml:uw.anss.org/Event/UW/10734058,eq,48.5976667,-122.014,3291.0,,1187.0,2007-12-11 21:37:06.610,0.9,Md,24.40079927043621,True,True,True,False,False,False,False,True,False,False,True,False,False
uw10737603,quakeml:uw.anss.org/Event/UW/10737603,eq,48.8416667,-122.09550000000002,9529.0,4910.0,3113.0,2007-12-24 13:17:39.760,0.9,Md,21.70658067358409,True,True,True,False,False,False,False,False,False,False,False,False,True
uw10737798,quakeml:uw.anss.org/Event/UW/10737798,eq,48.8463333,-122.0046667,18109.0,4110.0,3962.0,2007-12-25 13:12:05.290,1.1,Md,15.883144317582683,True,True,True,False,False,False,False,False,False,False,True,False,False
uw10738453,quakeml:uw.anss.org/Event/UW/10738453,eq,48.8085,-122.0911667,14039.0,2650.0,1387.0,2007-12-28 12:25:43.390,2.1,Md,20.423429340998577,True,True,True,False,False,False,False,False,False,False,True,False,False
uw10738483,quakeml:uw.anss.org/Event/UW/10738483,eq,48.8491667,-122.0338333,21049.0,3730.0,3025.0,2007-12-28 16:42:07.870,1.8,Md,17.905299252487957,True,True,True,False,False,False,False,False,False,False,True,False,False
uw10738498,quakeml:uw.anss.org/Event/UW/10738498,eq,48.8488333,-122.0496667,21769.0,3280.0,2941.0,2007-12-28 16:52:29.340,1.6,Md,18.92402605020903,True,True,True,False,False,False,False,False,False,False,True,False,False
uw10738563,quakeml:uw.anss.org/Event/UW/10738563,eq,48.8245,-122.0843333,14899.0,,,2007-12-29 00:43:41.270,1.2,Md,20.34132048266992,True,True,True,False,True,True,True,True,False,False,True,False,False
uw10738573,quakeml:uw.anss.org/Event/UW/10738573,eq,48.8751667,-122.024,23672.0,4900.0,4609.0,2007-12-29 04:45:21.520,1.3,Md,18.828771786204634,True,True,True,False,False,False,False,False,False,False,True,False,False
uw10738583,quakeml:uw.anss.org/Event/UW/10738583,eq,48.8533333,-121.9746667,15602.0,300.0,242.0,2007-12-29 06:41:12.140,1.2,Md,14.484579778642525,True,True,True,False,False,True,False,False,False,False,True,False,False
uw10738668,quakeml:uw.anss.org/Event/UW/10738668,eq,48.8385,-121.9736667,12765.0,3780.0,1756.0,2007-12-29 20:26:22.960,1.3,Md,13.489258025724808,True,True,True,False,False,False,False,False,False,False,True,False,False
uw10738798,quakeml:uw.anss.org/Event/UW/10738798,eq,48.914,-121.8125,15599.0,50.0,50.0,2007-12-30 01:48:18.560,0.2,Md,15.516212733370804,True,True,True,False,False,True,False,False,False,True,False,True,False
uw10739098,quakeml:uw.anss.org/Event/UW/10739098,eq,48.8178333,-122.1048333,7363.0,90.0,,2007-12-31 21:13:29.450,1.6,Md,21.613655888072746,True,True,True,False,False,True,True,False,False,False,True,False,False
uw10734148,quakeml:uw.anss.org/Event/UW/10734148,eq,48.5923333,-121.97316669999998,-906.0,60.0,36.0,2008-01-12 05:22:29.310,1.2,Md,23.269229460009264,True,True,True,False,False,True,False,False,False,False,True,False,False
uw10735873,quakeml:uw.anss.org/Event/UW/10735873,eq,48.8035,-122.115,2059.0,50.0,36.0,2008-01-17 00:39:37.790,1.5,Md,22.05454458994368,True,True,True,False,False,True,False,False,False,False,True,False,False
uw10738598,quakeml:uw.anss.org/Event/UW/10738598,eq,48.714,-121.512,337.0,7910.0,1402.0,2008-01-22 09:36:45.760,1.8,Md,23.36891249662025,True,True,True,False,True,True,False,False,True,False,True,False,False
uw10738823,quakeml:uw.anss.org/Event/UW/10738823,eq,48.6786667,-121.5818333,446.0,,811.0,2008-01-23 01:04:38.290,1.2,Md,20.28897359842768,True,True,True,False,False,False,False,True,False,False,True,False,False
uw10739783,quakeml:uw.anss.org/Event/UW/10739783,eq,49.0915,-122.1373333,723.0,30.0,45.0,2008-01-24 19:54:22.180,1.3,Md,42.30252281024248,False,False,False,False,False,False,False,False,False,True,False,False,False
uw10740838,quakeml:uw.anss.org/Event/UW/10740838,eq,48.8118333,-122.1125,6159.0,130.0,72.0,2008-01-27 10:28:23.590,1.2,Md,22.027302136312688,True,True,True,False,False,True,False,False,False,False,True,False,False
uw10740883,quakeml:uw.anss.org/Event/UW/10740883,eq,48.8128333,-122.106,5939.0,3820.0,2166.0,2008-01-27 11:07:25.900,0.8,Md,21.581338719115596,True,True,True,False,False,False,False,False,False,False,True,False,False
uw10740898,quakeml:uw.anss.org/Event/UW/10740898,eq,48.8343333,-122.0408333,14176.0,3960.0,4477.0,2008-01-27 12:44:22.380,0.8,Md,17.678670324798656,True,True,True,False,True,True,False,False,False,False,True,False,False
uw10735193,quakeml:uw.anss.org/Event/UW/10735193,eq,48.8111667,-122.1395,699.0,1430.0,1904.0,2008-02-05 08:55:56.890,1.1,Md,23.960098250024934,True,True,True,False,False,False,False,False,False,False,True,False,False
uw10735278,quakeml:uw.anss.org/Event/UW/10735278,eq,48.394,-122.13033330000002,14900.0,1380.0,2270.0,2008-02-06 02:56:50.390,1.4,Md,48.17511811059508,False,False,False,False,False,False,False,False,False,False,True,False,False
uw10737338,quakeml:uw.anss.org/Event/UW/10737338,eq,48.3753333,-121.9236667,-582.0,160.0,78.0,2008-02-14 23:03:35.140,2.2,Md,45.07320544112156,False,False,False,False,False,True,False,False,False,False,True,False,False
uw10739038,quakeml:uw.anss.org/Event/UW/10739038,eq,48.6056667,-122.0111667,-593.0,60.0,45.0,2008-02-21 06:18:02.560,0.8,Md,23.562797423467657,True,True,True,False,False,True,False,False,False,False,True,False,False
uw10739068,quakeml:uw.anss.org/Event/UW/10739068,eq,48.599,-121.9715,6628.0,2480.0,1679.0,2008-02-21 09:21:06.750,1.7,Md,22.56475092847138,True,True,True,False,True,True,False,False,False,True,True,False,False
uw10739088,quakeml:uw.anss.org/Event/UW/10739088,eq,48.6058333,-121.993,4023.0,9610.0,1056.0,2008-02-21 09:22:40.230,2.0,Md,22.76647956689541,True,True,True,False,True,True,False,False,True,False,True,False,False
uw10739128,quakeml:uw.anss.org/Event/UW/10739128,eq,48.6115,-121.95633329999998,1041.0,310.0,338.0,2008-02-21 10:24:45.170,0.9,Md,20.804725183978785,True,True,True,False,False,False,False,False,False,False,True,False,False
uw10737028,quakeml:uw.anss.org/Event/UW/10737028,eq,48.4796667,-121.80983329999998,13354.0,,,2008-03-08 21:55:25.580,0.8,Md,32.78993346570657,False,False,False,False,False,False,True,True,False,True,True,True,False
uw10738413,quakeml:uw.anss.org/Event/UW/10738413,lf,48.7128333,-121.8373333,21431.0,3680.0,3733.0,2008-03-15 04:28:20.420,1.8,Md,7.0144610355724355,True,True,True,False,False,False,False,False,False,False,True,False,False
uw10739698,quakeml:uw.anss.org/Event/UW/10739698,eq,48.5768333,-121.98283329999998,-887.0,50.0,36.0,2008-04-03 23:50:48.700,1.7,Md,25.120889079936173,True,True,True,False,False,True,False,False,False,False,True,False,False
uw10739713,quakeml:uw.anss.org/Event/UW/10739713,eq,48.5773333,-121.9726667,9141.0,11240.0,2129.0,2008-04-04 00:38:28.000,1.3,Md,24.718734001452955,True,True,True,False,True,True,False,True,False,False,True,False,False
uw10739723,quakeml:uw.anss.org/Event/UW/10739723,eq,48.5746667,-121.9741667,-887.0,40.0,36.0,2008-04-04 01:27:42.270,1.1,Md,25.032780933801696,True,True,True,False,False,True,False,False,False,False,True,False,False
uw10739738,quakeml:uw.anss.org/Event/UW/10739738,eq,48.5771667,-121.9675,-729.0,110.0,71.0,2008-04-04 02:22:48.600,0.8,Md,24.562396816337472,True,True,True,False,False,True,False,False,False,False,True,False,False
uw10739963,quakeml:uw.anss.org/Event/UW/10739963,eq,48.6866667,-121.5928333,7199.0,690.0,1356.0,2008-04-04 08:11:39.880,0.5,Md,19.136871525206864,True,True,True,False,True,True,False,False,False,True,False,True,False
uw10740848,quakeml:uw.anss.org/Event/UW/10740848,eq,48.571,-121.9785,-557.0,360.0,305.0,2008-04-05 11:55:45.310,1.4,Md,25.5416069831055,True,True,True,False,False,False,False,False,False,False,True,False,False
uw10740878,quakeml:uw.anss.org/Event/UW/10740878,eq,48.5715,-121.99566670000002,5198.0,4610.0,721.0,2008-04-05 15:14:55.390,0.9,Md,26.101910423794592,True,True,True,False,False,False,False,False,False,False,True,False,False
uw10740888,quakeml:uw.anss.org/Event/UW/10740888,eq,48.573,-121.9805,-962.0,60.0,36.0,2008-04-05 15:41:00.930,1.4,Md,25.41363044518103,True,True,True,False,False,True,False,False,False,False,True,False,False
uw10740903,quakeml:uw.anss.org/Event/UW/10740903,eq,48.5866667,-122.2096667,-807.0,160.0,125.0,2008-04-05 17:19:55.370,1.2,Md,35.58895642343945,False,False,False,False,False,True,False,False,False,False,True,False,False
uw10742093,quakeml:uw.anss.org/Event/UW/10742093,eq,48.5726667,-121.99483329999998,2328.0,1320.0,519.0,2008-04-07 16:01:53.010,0.9,Md,25.95891203663037,True,True,True,False,False,False,False,False,False,False,True,False,False
uw10742098,quakeml:uw.anss.org/Event/UW/10742098,eq,48.5828333,-121.9618333,12089.0,2280.0,1281.0,2008-04-07 16:46:45.580,0.8,Md,23.812403314063864,True,True,True,False,False,False,False,False,False,False,True,False,False
uw10742153,quakeml:uw.anss.org/Event/UW/10742153,eq,48.5573333,-122.2453333,17056.0,1220.0,483.0,2008-04-08 02:39:23.750,1.5,Md,39.64617684715902,False,False,False,False,False,False,False,False,False,False,True,False,False
uw10742303,quakeml:uw.anss.org/Event/UW/10742303,eq,48.6193333,-121.3748333,771.0,3090.0,1326.0,2008-04-08 18:12:48.250,2.0,Md,36.76819341601169,False,False,False,False,False,False,False,False,False,False,True,False,False
uw10744498,quakeml:uw.anss.org/Event/UW/10744498,eq,48.3285,-121.7476667,2748.0,21570.0,2889.0,2008-04-12 10:35:07.880,1.6,Md,49.85859597093387,False,False,False,False,True,True,False,True,True,False,True,False,False
uw10745568,quakeml:uw.anss.org/Event/UW/10745568,eq,48.6053333,-122.2891667,15463.0,1580.0,1743.0,2008-04-14 11:20:11.450,1.1,Md,39.42304306882082,False,False,False,False,False,False,False,False,False,False,True,False,False
uw10749223,quakeml:uw.anss.org/Event/UW/10749223,eq,48.59,-122.2226667,-1038.0,240.0,320.0,2008-04-21 16:29:26.170,1.1,Md,36.15363288423044,False,False,False,False,False,True,False,False,False,False,True,False,False
uw10751293,quakeml:uw.anss.org/Event/UW/10751293,eq,48.689,-122.1388333,1199.0,20.0,465.0,2008-04-25 22:43:45.400,1.1,Md,25.434302917878423,True,True,True,False,False,False,False,False,False,True,True,False,False
