,event_id,etype,lat,lon,depth,zerr,herr,prefor_time,mag,magtype,offset_km,CAT0,CAT1,CAT2,time_fixed,epi_fixed,depth_fixed,herr_large,zerr_large,terr_large,low_phase_count,closest_sta_too_far,too_few_sta,WC
uw10535308,quakeml:uw.anss.org/Event/UW/10535308,px,48.439,-122.185,-1020.0,90.0,50.0,2001-08-11 00:23:33.260,1.5,Md,46.0782236678176,False,False,False,False,False,True,False,False,False,False,True,False,False
uw10538068,quakeml:uw.anss.org/Event/UW/10538068,eq,48.4325,-122.1778333,-1028.0,160.0,121.0,2001-08-14 23:56:38.220,1.4,Md,46.362957670112344,False,False,False,False,False,True,False,False,False,False,True,False,False
uw10539233,quakeml:uw.anss.org/Event/UW/10539233,eq,48.592,-121.8376667,9304.0,10.0,,2001-08-16 17:20:12.810,0.3,Md,20.34955086189416,True,True,True,False,False,True,True,False,False,True,True,True,False
uw10541303,quakeml:uw.anss.org/Event/UW/10541303,px,48.4418333,-122.2006667,-892.0,90.0,64.0,2001-08-21 00:33:43.980,1.1,Md,46.51215156169596,False,False,False,False,False,True,False,False,False,False,True,False,False
uw10541908,quakeml:uw.anss.org/Event/UW/10541908,eq,48.5563333,-122.3646667,-300.0,680.0,470.0,2001-08-21 20:54:55.430,1.5,Md,46.95924694606593,False,False,False,False,False,False,False,False,False,False,True,False,False
uw10542313,quakeml:uw.anss.org/Event/UW/10542313,eq,48.431,-122.20233330000002,-892.0,80.0,57.0,2001-08-23 19:12:37.150,1.2,Md,47.55054795980911,False,False,False,False,False,True,False,False,False,False,True,False,False
uw10544738,quakeml:uw.anss.org/Event/UW/10544738,eq,48.6003333,-121.92983329999998,3793.0,13090.0,1846.0,2001-08-28 08:38:13.310,0.4,Md,21.058515535271976,True,True,True,False,True,True,False,True,True,False,True,False,False
uw10546343,quakeml:uw.anss.org/Event/UW/10546343,px,48.4298333,-122.1958333,-882.0,90.0,50.0,2001-08-30 19:11:33.030,1.6,Md,47.37253268993667,False,False,False,False,False,True,False,False,False,False,True,False,False
uw10533923,quakeml:uw.anss.org/Event/UW/10533923,px,48.429,-122.1975,-872.0,60.0,28.0,2001-09-06 19:00:57.610,1.7,Md,47.519690382651206,False,False,False,False,False,True,False,False,False,False,True,False,False
uw10538623,quakeml:uw.anss.org/Event/UW/10538623,eq,48.422,-121.834,3053.0,,114.0,2001-09-12 19:44:48.700,-0.1,Md,39.21746536161817,False,False,False,False,False,False,False,True,False,False,True,False,False
uw10534193,quakeml:uw.anss.org/Event/UW/10534193,eq,48.8298333,-122.1133333,11152.0,2460.0,894.0,2001-10-05 02:26:41.210,3.0,Md,22.54558615616244,True,True,True,False,True,True,False,False,False,False,True,False,False
uw10534363,quakeml:uw.anss.org/Event/UW/10534363,eq,48.8235,-122.1116667,11482.0,2210.0,1104.0,2001-10-05 12:23:58.650,2.5,Md,22.24659949134114,True,True,True,False,False,False,False,False,False,False,True,False,False
uw10534538,quakeml:uw.anss.org/Event/UW/10534538,eq,48.8186667,-122.113,11846.0,950.0,552.0,2001-10-05 12:31:33.580,1.1,Md,22.21735127519553,True,True,True,False,False,False,False,False,False,False,False,False,True
uw10535178,quakeml:uw.anss.org/Event/UW/10535178,eq,48.8248333,-122.1106667,14032.0,1200.0,871.0,2001-10-06 10:34:12.590,1.9,Md,22.21220841335133,True,True,True,False,False,False,False,False,False,False,True,False,False
uw10535218,quakeml:uw.anss.org/Event/UW/10535218,eq,48.839,-122.1073333,12272.0,1490.0,814.0,2001-10-06 10:52:09.980,3.0,Md,22.426183485645065,True,True,True,False,False,False,False,False,False,False,True,False,False
uw10535313,quakeml:uw.anss.org/Event/UW/10535313,eq,48.8358333,-122.0948333,12851.0,1980.0,1147.0,2001-10-06 11:03:22.790,2.1,Md,21.446838811882813,True,True,True,False,False,False,False,False,False,False,True,False,False
uw10535348,quakeml:uw.anss.org/Event/UW/10535348,eq,48.8238333,-122.1121667,12331.0,1660.0,818.0,2001-10-06 11:04:26.450,1.8,Md,22.291132196568824,True,True,True,False,False,False,False,False,False,False,True,False,False
uw10541513,quakeml:uw.anss.org/Event/UW/10541513,eq,48.922,-122.1505,11832.0,470.0,546.0,2001-10-18 09:04:58.590,0.8,Md,29.391668565677367,True,True,True,False,False,False,False,False,False,False,True,False,False
uw10542543,quakeml:uw.anss.org/Event/UW/10542543,eq,48.6746667,-122.4623333,14684.0,2080.0,1324.0,2001-10-20 02:35:58.350,0.9,Md,48.609108852208976,False,False,False,False,False,False,False,False,False,False,True,False,False
uw10542558,quakeml:uw.anss.org/Event/UW/10542558,eq,48.9188333,-122.1763333,12397.0,370.0,844.0,2001-10-20 11:39:36.950,0.7,Md,30.793989003148234,False,False,False,False,False,False,False,False,False,True,False,True,False
uw10542958,quakeml:uw.anss.org/Event/UW/10542958,eq,48.9148333,-122.1593333,12017.0,590.0,1126.0,2001-10-21 12:04:42.260,1.1,Md,29.502542120027694,True,True,True,False,False,False,False,False,False,True,False,True,False
uw10544088,quakeml:uw.anss.org/Event/UW/10544088,eq,48.8351667,-122.1005,14763.0,70.0,64.0,2001-10-26 08:19:18.650,1.1,Md,21.817811479562835,True,True,True,False,False,True,False,False,False,False,True,False,False
uw10544103,quakeml:uw.anss.org/Event/UW/10544103,eq,48.8353333,-122.08933330000002,13688.0,1110.0,1080.0,2001-10-26 09:06:41.020,0.7,Md,21.04748526103243,True,True,True,False,False,False,False,False,False,True,False,False,False
uw10546213,quakeml:uw.anss.org/Event/UW/10546213,eq,48.8376667,-122.2515,7614.0,2610.0,1374.0,2001-10-29 18:22:22.570,1.0,Md,32.57330568711569,False,False,False,False,False,False,False,False,False,False,True,False,False
uw10546908,quakeml:uw.anss.org/Event/UW/10546908,eq,48.831,-122.0921667,14631.0,1760.0,1270.0,2001-10-31 11:26:05.090,0.9,Md,21.096434744539764,True,True,True,False,False,False,False,False,False,False,False,False,True
uw10537853,quakeml:uw.anss.org/Event/UW/10537853,eq,48.923,-122.1335,11517.0,1010.0,1714.0,2001-11-04 09:30:50.610,0.2,Md,28.43214735852401,True,True,True,False,False,False,False,False,False,True,False,True,False
uw10538843,quakeml:uw.anss.org/Event/UW/10538843,eq,48.8415,-122.0658333,13617.0,,,2001-11-07 07:51:35.620,0.4,Md,19.67382805709649,True,True,True,False,False,False,True,True,False,True,False,True,False
uw10546998,quakeml:uw.anss.org/Event/UW/10546998,eq,48.4683333,-121.997,-1179.0,130.0,54.0,2001-11-24 08:20:34.960,0.5,Md,36.52103615117663,False,False,False,False,False,True,False,False,False,True,True,False,False
uw10547473,quakeml:uw.anss.org/Event/UW/10547473,eq,48.6898333,-122.3526667,-845.0,420.0,141.0,2001-11-27 03:09:17.990,0.6,Md,40.38658906153896,False,False,False,False,False,True,False,False,False,False,True,False,False
uw10548088,quakeml:uw.anss.org/Event/UW/10548088,eq,48.6751667,-122.3678333,14468.0,2490.0,880.0,2001-11-28 19:41:46.270,1.0,Md,41.87523182271924,False,False,False,False,False,False,False,False,False,False,True,False,False
uw10549048,quakeml:uw.anss.org/Event/UW/10549048,eq,48.8383333,-122.0896667,12621.0,1220.0,802.0,2001-12-07 06:03:41.180,1.1,Md,21.17950421304748,True,True,True,False,False,False,False,False,False,False,False,False,True
uw10551593,quakeml:uw.anss.org/Event/UW/10551593,eq,48.5041667,-121.9893333,2234.0,,638.0,2001-12-17 17:06:09.000,0.2,Md,32.61363957186102,False,False,False,False,False,False,False,True,False,True,True,False,False
uw10551098,quakeml:uw.anss.org/Event/UW/10551098,eq,48.7743333,-122.356,18082.0,1010.0,1089.0,2002-01-14 12:01:56.330,1.6,Md,39.48513640293349,False,False,False,False,False,False,False,False,False,False,True,False,False
uw10553428,quakeml:uw.anss.org/Event/UW/10553428,eq,48.5316667,-122.30599999999998,18320.0,250.0,113.0,2002-02-25 11:33:32.330,1.4,Md,44.927741923684465,False,False,False,False,True,True,False,False,False,False,True,False,False
uw10553458,quakeml:uw.anss.org/Event/UW/10553458,eq,48.7176667,-121.486,2944.0,3710.0,1695.0,2002-03-21 02:32:47.110,0.5,Md,25.094060944334363,True,True,True,False,False,False,False,False,False,False,True,False,False
uw10554313,quakeml:uw.anss.org/Event/UW/10554313,eq,48.7071667,-121.50766670000002,5129.0,2470.0,1945.0,2002-03-24 01:41:20.570,1.2,Md,23.901898379149305,True,True,True,False,True,True,False,False,False,False,True,False,False
uw10555368,quakeml:uw.anss.org/Event/UW/10555368,eq,48.3468333,-121.7561667,-1086.0,210.0,142.0,2002-03-26 21:10:18.420,1.3,Md,47.76818614602406,False,False,False,False,False,True,False,False,False,False,True,False,False
uw10551598,quakeml:uw.anss.org/Event/UW/10551598,px,49.1466667,-122.124,-809.0,740.0,1817.0,2002-04-08 22:17:23.180,2.1,Md,47.058050537828414,False,False,False,False,False,True,False,False,False,True,True,False,False
uw10553808,quakeml:uw.anss.org/Event/UW/10553808,eq,48.3595,-121.827,11036.0,1190.0,417.0,2002-04-16 10:31:24.240,1.2,Md,46.15363407822225,False,False,False,False,False,False,False,False,False,False,True,False,False
uw10553823,quakeml:uw.anss.org/Event/UW/10553823,eq,48.3708333,-121.845,3174.0,,605.0,2002-04-16 10:59:41.580,0.4,Md,44.93431600965896,False,False,False,False,False,False,False,True,False,True,True,True,False
uw10553833,quakeml:uw.anss.org/Event/UW/10553833,eq,48.4815,-121.8328333,-885.0,80.0,42.0,2002-04-16 13:38:57.850,2.2,Md,32.60185348893532,False,False,False,False,False,True,False,False,False,False,True,False,False
uw10553843,quakeml:uw.anss.org/Event/UW/10553843,eq,48.4401667,-121.8233333,3174.0,,319.0,2002-04-16 20:11:17.240,0.4,Md,37.18059790200443,False,False,False,False,False,False,False,True,False,False,True,True,False
uw10555068,quakeml:uw.anss.org/Event/UW/10555068,eq,48.563,-121.4516667,6112.0,1040.0,2158.0,2002-04-21 01:30:58.920,0.7,Md,35.68929316169902,False,False,False,False,False,False,False,False,False,True,True,False,False
uw10556438,quakeml:uw.anss.org/Event/UW/10556438,eq,48.9281667,-122.10616670000002,12367.0,1640.0,1916.0,2002-04-24 01:52:07.960,0.7,Md,27.185663040657193,True,True,True,False,False,False,False,False,False,False,True,False,False
uw10559583,quakeml:uw.anss.org/Event/UW/10559583,eq,48.7928333,-122.3036667,19582.0,1580.0,1090.0,2002-04-29 15:49:02.120,1.8,Md,35.70166457628515,False,False,False,False,False,False,False,False,False,False,True,False,False
uw10549638,quakeml:uw.anss.org/Event/UW/10549638,eq,48.4818333,-121.8713333,13123.0,2810.0,1032.0,2002-05-01 18:15:15.260,0.4,Md,32.78682971022556,False,False,False,False,False,False,False,False,False,False,True,False,False
uw10549808,quakeml:uw.anss.org/Event/UW/10549808,eq,48.8545,-122.2451667,14247.0,1230.0,1135.0,2002-05-02 04:02:33.140,1.1,Md,32.57605664875219,False,False,False,False,False,False,False,False,False,True,True,False,False
uw10552478,quakeml:uw.anss.org/Event/UW/10552478,eq,48.614,-121.95499999999998,2882.0,1030.0,434.0,2002-05-08 05:49:53.480,1.3,Md,20.514423508730136,True,True,True,False,False,False,False,False,False,False,True,False,False
uw10553863,quakeml:uw.anss.org/Event/UW/10553863,eq,48.5391667,-121.5993333,4882.0,180.0,143.0,2002-05-12 14:28:29.720,0.5,Md,30.67454017427435,False,False,False,False,False,False,False,False,False,False,True,False,False
uw10554518,quakeml:uw.anss.org/Event/UW/10554518,lf,48.7445,-121.761,24354.0,2440.0,1640.0,2002-05-14 15:26:46.080,0.65,Md,5.301069751344895,True,True,True,False,False,False,False,False,False,False,True,False,False
uw10554973,quakeml:uw.anss.org/Event/UW/10554973,eq,48.675,-122.03583329999998,4214.0,96810.0,20689.0,2002-05-15 05:48:21.270,0.9,Md,19.48436824775183,True,True,True,False,True,True,True,True,True,True,True,False,False
uw10557083,quakeml:uw.anss.org/Event/UW/10557083,eq,48.4665,-122.1773333,-1199.0,190.0,364.0,2002-05-21 19:31:14.080,0.5,Md,43.28774518514757,False,False,False,False,True,True,False,False,False,True,True,True,False
uw10562373,quakeml:uw.anss.org/Event/UW/10562373,eq,48.8768333,-122.2,13023.0,2000.0,1350.0,2002-05-30 01:40:16.090,1.6,Md,30.24652141144813,False,False,False,False,False,False,False,False,False,False,True,False,False
uw10556338,quakeml:uw.anss.org/Event/UW/10556338,eq,48.6348333,-122.4526667,3893.0,,425.0,2002-06-05 01:08:31.270,1.0,Md,49.151998245789414,False,False,False,False,False,False,False,True,False,False,True,False,False
uw10557513,quakeml:uw.anss.org/Event/UW/10557513,eq,48.8236667,-122.1018333,14182.0,780.0,602.0,2002-06-07 13:02:09.350,1.4,Md,21.55364843703152,True,True,True,False,False,False,False,False,False,False,True,False,False
uw10557848,quakeml:uw.anss.org/Event/UW/10557848,eq,48.3865,-121.797,4696.0,2490.0,1318.0,2002-06-09 00:27:11.230,1.2,Md,43.171183315726495,False,False,False,False,True,True,False,False,False,False,True,False,False
uw10567803,quakeml:uw.anss.org/Event/UW/10567803,eq,48.5195,-122.06,-1107.0,130.0,89.0,2002-06-26 06:25:04.230,0.1,Md,33.50026319024897,False,False,False,False,False,True,False,False,False,False,True,False,False
uw10555988,quakeml:uw.anss.org/Event/UW/10555988,eq,48.8326667,-122.1791667,-904.0,170.0,78.0,2002-07-01 07:57:46.740,1.2,Md,27.288432157574945,True,True,True,False,False,True,False,False,False,False,True,False,False
uw10557898,quakeml:uw.anss.org/Event/UW/10557898,eq,48.824,-122.11966669999998,11142.0,2830.0,1200.0,2002-07-06 04:28:15.890,2.1,Md,22.82841860992411,True,True,True,False,False,False,False,False,False,False,True,False,False
uw10557938,quakeml:uw.anss.org/Event/UW/10557938,eq,48.8378333,-122.0978333,11491.0,170.0,76.0,2002-07-06 05:35:55.520,1.2,Md,21.725943053491704,True,True,True,False,False,True,False,False,False,False,True,False,False
uw10565513,quakeml:uw.anss.org/Event/UW/10565513,eq,48.5711667,-121.58233330000002,3212.0,1330.0,882.0,2002-07-24 15:30:51.040,1.7,Md,28.43744626288376,True,True,True,False,False,False,False,False,False,False,True,False,False
uw10564053,quakeml:uw.anss.org/Event/UW/10564053,eq,48.5866667,-122.4013333,11887.0,2270.0,594.0,2002-08-12 10:58:23.570,1.8,Md,47.70301375554691,False,False,False,False,False,False,False,False,False,False,True,False,False
uw10571568,quakeml:uw.anss.org/Event/UW/10571568,eq,48.636,-121.5126667,933.0,2930.0,1485.0,2002-08-20 16:52:49.350,0.5,Md,27.140922917956107,True,True,True,False,False,False,False,False,False,False,False,False,True
uw10577598,quakeml:uw.anss.org/Event/UW/10577598,eq,48.52,-122.0535,-905.0,100.0,67.0,2002-08-29 05:05:50.290,0.9,Md,33.200983359175545,False,False,False,False,False,True,False,False,False,False,True,False,False
uw10559213,quakeml:uw.anss.org/Event/UW/10559213,eq,48.6051667,-122.3175,14282.0,90.0,50.0,2002-09-03 13:38:01.200,1.6,Md,41.27127781105736,False,False,False,False,False,True,False,False,False,False,True,False,False
uw10562948,quakeml:uw.anss.org/Event/UW/10562948,eq,48.606,-121.9621667,-939.0,90.0,50.0,2002-09-13 14:33:04.670,2.3,Md,21.548164773300893,True,True,True,False,False,True,False,False,False,False,True,False,False
uw10562978,quakeml:uw.anss.org/Event/UW/10562978,eq,48.6068333,-121.9726667,3104.0,,108.0,2002-09-13 14:46:28.220,0.5,Md,21.859907966402393,True,True,True,False,False,False,False,True,False,True,True,False,False
uw10562998,quakeml:uw.anss.org/Event/UW/10562998,eq,48.6125,-121.9648333,2615.0,20.0,,2002-09-13 14:58:35.850,1.5,Md,21.022572706942757,True,True,True,False,False,True,True,False,False,False,True,False,False
uw10563018,quakeml:uw.anss.org/Event/UW/10563018,eq,48.6025,-121.97333329999998,-939.0,80.0,50.0,2002-09-13 14:59:54.050,2.3,Md,22.297679437806927,True,True,True,False,False,True,False,False,False,False,True,False,False
uw10563093,quakeml:uw.anss.org/Event/UW/10563093,eq,48.6126667,-121.9555,7924.0,1970.0,712.0,2002-09-13 15:58:39.720,0.4,Md,20.66161452454856,True,True,True,False,False,False,False,False,False,False,True,False,False
uw10564153,quakeml:uw.anss.org/Event/UW/10564153,eq,48.5156667,-122.0515,-905.0,100.0,50.0,2002-09-16 21:54:01.650,1.7,Md,33.537388501251634,False,False,False,False,False,True,False,False,False,False,True,False,False
uw10565878,quakeml:uw.anss.org/Event/UW/10565878,eq,48.5278333,-122.0588333,-748.0,130.0,50.0,2002-09-21 08:07:14.360,2.5,Md,32.672171541468686,False,False,False,False,False,True,False,False,False,False,True,False,False
uw10566378,quakeml:uw.anss.org/Event/UW/10566378,eq,48.4906667,-121.7053333,5032.0,1240.0,802.0,2002-09-22 03:03:35.030,0.6,Md,32.61537630264601,False,False,False,False,False,False,False,False,False,False,True,False,False
uw10568143,quakeml:uw.anss.org/Event/UW/10568143,eq,48.6033333,-121.9758333,2425.0,28270.0,3322.0,2002-09-25 02:35:45.840,1.1,Md,22.313422266452697,True,True,True,False,True,True,False,True,False,False,True,False,False
uw10568218,quakeml:uw.anss.org/Event/UW/10568218,eq,48.6083333,-121.9645,-949.0,100.0,58.0,2002-09-25 05:30:54.220,2.4,Md,21.408800782413124,True,True,True,False,False,True,False,False,False,False,True,False,False
uw10568243,quakeml:uw.anss.org/Event/UW/10568243,eq,48.6155,-121.952,-949.0,90.0,50.0,2002-09-25 05:35:49.450,2.6,Md,20.260960622414032,True,True,True,False,False,True,False,False,False,False,True,False,False
uw10568278,quakeml:uw.anss.org/Event/UW/10568278,eq,48.603,-121.9798333,1555.0,35390.0,1644.0,2002-09-25 05:43:01.870,1.0,Md,22.499487501844765,True,True,True,False,True,True,False,True,False,False,True,False,False
uw10568283,quakeml:uw.anss.org/Event/UW/10568283,eq,48.5861667,-121.983,1817.0,99900.0,15395.0,2002-09-25 05:45:20.170,0.5,Md,24.2235563878918,True,True,True,False,True,True,True,True,True,True,False,True,False
uw10568288,quakeml:uw.anss.org/Event/UW/10568288,eq,48.6026667,-121.97066669999998,2495.0,1830.0,688.0,2002-09-25 06:27:44.250,1.4,Md,22.181713528601968,True,True,True,False,False,False,False,False,False,False,True,False,False
uw10568293,quakeml:uw.anss.org/Event/UW/10568293,eq,48.6101667,-121.9603333,9614.0,1120.0,394.0,2002-09-25 06:48:29.500,0.4,Md,21.078887188006913,True,True,True,False,False,False,False,False,False,False,True,False,False
uw10568303,quakeml:uw.anss.org/Event/UW/10568303,eq,48.6113333,-121.963,6904.0,220.0,108.0,2002-09-25 07:22:12.950,0.4,Md,21.065230800288862,True,True,True,False,False,False,False,False,False,False,True,False,False
uw10568378,quakeml:uw.anss.org/Event/UW/10568378,eq,48.6071667,-121.9718333,3063.0,,793.0,2002-09-25 07:42:52.330,0.4,Md,21.79635475656408,True,True,True,False,False,False,False,True,False,False,True,False,False
uw10568388,quakeml:uw.anss.org/Event/UW/10568388,eq,48.6041667,-121.9741667,2913.0,310.0,54.0,2002-09-25 07:45:28.360,0.6,Md,22.17054274538288,True,True,True,False,False,True,False,False,False,False,True,False,False
uw10568398,quakeml:uw.anss.org/Event/UW/10568398,eq,48.6028333,-121.96683330000002,2901.0,2130.0,738.0,2002-09-25 08:16:12.720,1.2,Md,22.024056716152085,True,True,True,False,False,False,False,False,False,False,True,False,False
uw10568408,quakeml:uw.anss.org/Event/UW/10568408,eq,48.6043333,-121.98116670000002,2933.0,,865.0,2002-09-25 08:42:12.960,0.5,Md,22.426253902824087,True,True,True,False,False,False,False,True,False,False,True,False,False
uw10568423,quakeml:uw.anss.org/Event/UW/10568423,eq,48.6035,-121.9751667,3201.0,1860.0,693.0,2002-09-25 08:55:02.490,1.5,Md,22.27208522263087,True,True,True,False,True,True,False,False,False,False,True,False,False
uw10568443,quakeml:uw.anss.org/Event/UW/10568443,eq,48.6031667,-121.98133330000002,2933.0,,602.0,2002-09-25 09:17:21.070,0.6,Md,22.542428613711778,True,True,True,False,False,False,False,True,False,False,True,False,False
uw10568488,quakeml:uw.anss.org/Event/UW/10568488,eq,48.6036667,-121.9576667,4221.0,10460.0,1279.0,2002-09-25 10:33:53.380,2.1,Md,21.614754906052497,True,True,True,False,True,True,False,True,True,False,True,False,False
uw10568703,quakeml:uw.anss.org/Event/UW/10568703,eq,48.5546667,-122.3933333,14527.0,1840.0,1083.0,2002-09-26 01:45:55.740,0.9,Md,48.86703789189541,False,False,False,False,False,False,False,False,False,False,True,False,False
uw10568838,quakeml:uw.anss.org/Event/UW/10568838,eq,48.5251667,-122.0525,-718.0,110.0,50.0,2002-09-26 07:40:13.940,1.2,Md,32.67323182379556,False,False,False,False,False,True,False,False,False,False,True,False,False
uw10568943,quakeml:uw.anss.org/Event/UW/10568943,eq,48.5223333,-122.0521667,-748.0,90.0,45.0,2002-09-27 06:11:57.070,1.0,Md,32.92842998298977,False,False,False,False,False,True,False,False,False,False,True,False,False
uw10568993,quakeml:uw.anss.org/Event/UW/10568993,eq,48.5385,-122.08499999999998,-904.0,50.0,67.0,2002-10-13 02:07:45.010,0.5,Md,32.79735863996909,False,False,False,False,False,True,False,False,False,True,True,True,False
uw10573668,quakeml:uw.anss.org/Event/UW/10573668,eq,48.8456667,-122.2485,-43.0,36620.0,24040.0,2002-10-24 18:22:56.950,0.6,Md,32.56103901993302,False,False,False,False,True,True,True,True,False,True,False,True,False
uw10573763,quakeml:uw.anss.org/Event/UW/10573763,eq,49.018,-122.15699999999998,-1033.0,230.0,133.0,2002-10-24 21:55:50.020,0.5,Md,36.74586609405047,False,False,False,False,False,True,False,False,False,True,False,False,False
uw10572443,quakeml:uw.anss.org/Event/UW/10572443,eq,48.6975,-121.8728333,1267.0,1780.0,1237.0,2002-11-05 02:43:57.240,1.3,Md,9.48483679778153,True,True,True,False,False,False,False,False,False,False,True,False,False
uw10573563,quakeml:uw.anss.org/Event/UW/10573563,eq,48.509,-122.04399999999998,18794.0,,,2002-11-06 03:57:01.530,0.3,Md,33.9020541993565,False,False,False,False,False,False,True,True,False,True,True,True,False
uw10581258,quakeml:uw.anss.org/Event/UW/10581258,eq,48.8266667,-122.1085,14476.0,60.0,50.0,2002-11-22 19:00:48.440,1.4,Md,22.1108952030546,True,True,True,False,False,True,False,False,False,False,True,False,False
uw10581283,quakeml:uw.anss.org/Event/UW/10581283,eq,49.0183333,-122.1503333,-1033.0,260.0,143.0,2002-11-22 21:31:25.110,0.8,Md,36.44567243966319,False,False,False,False,False,True,False,False,False,True,False,False,False
uw10581643,quakeml:uw.anss.org/Event/UW/10581643,eq,49.0408333,-122.09,4268.0,820.0,1748.0,2002-11-23 21:45:16.170,1.3,Md,35.70250774100767,False,False,False,False,False,False,False,False,False,True,True,False,False
uw10584198,quakeml:uw.anss.org/Event/UW/10584198,eq,48.8288333,-122.0921667,11678.0,100.0,64.0,2002-11-28 07:21:01.320,1.4,Md,21.026355487888868,True,True,True,False,False,True,False,False,False,False,True,False,False
uw10585428,quakeml:uw.anss.org/Event/UW/10585428,eq,48.472,-121.60533329999998,5714.0,820.0,399.0,2002-11-30 11:27:58.280,0.2,Md,37.06794031847817,False,False,False,False,False,False,False,False,False,True,True,True,False
uw10569808,quakeml:uw.anss.org/Event/UW/10569808,eq,49.1225,-122.11966669999998,440.0,2570.0,3584.0,2002-12-02 12:08:09.400,1.8,Md,44.5579993451117,False,False,False,False,False,False,False,False,False,False,True,False,False
uw10574073,quakeml:uw.anss.org/Event/UW/10574073,eq,48.4815,-121.8363333,3792.0,1920.0,283.0,2002-12-17 12:28:58.760,0.3,Md,32.611932704577264,False,False,False,False,False,False,False,False,False,False,True,False,False
uw10575403,quakeml:uw.anss.org/Event/UW/10575403,eq,48.841,-122.1996667,1012.0,60200.0,3549.0,2002-12-24 00:23:53.070,2.0,Md,28.969589989671555,True,True,True,False,True,True,False,True,False,False,True,False,False
uw10573743,quakeml:uw.anss.org/Event/UW/10573743,eq,48.8255,-121.50766670000002,2783.0,1700.0,1008.0,2003-01-13 21:09:05.190,0.9,Md,23.37067457805969,True,True,True,False,False,False,False,False,False,False,False,False,True
uw10577898,quakeml:uw.anss.org/Event/UW/10577898,eq,48.5285,-122.0541667,-905.0,170.0,81.0,2003-01-21 05:17:02.510,1.5,Md,32.424555492171415,False,False,False,False,False,True,False,False,False,False,True,False,False
uw10580923,quakeml:uw.anss.org/Event/UW/10580923,eq,49.0756667,-122.0495,3084.0,10430.0,7350.0,2003-01-25 13:23:40.400,1.1,Md,37.54503102353676,False,False,False,False,True,True,False,True,False,False,True,False,False
uw10834223,quakeml:uw.anss.org/Event/UW/10834223,eq,48.7465,-122.0915,15371.0,3590.0,1761.0,2003-01-31 10:14:48.900,0.9,Md,20.34689848733367,True,True,True,False,True,True,False,False,False,False,True,False,False
uw10578028,quakeml:uw.anss.org/Event/UW/10578028,eq,48.8341667,-122.09,14420.0,1160.0,859.0,2003-03-05 17:42:49.500,1.8,Md,21.05270562439198,True,True,True,False,False,False,False,False,False,False,True,False,False
uw10580118,quakeml:uw.anss.org/Event/UW/10580118,eq,48.5333333,-122.3686667,17413.0,1190.0,698.0,2003-03-17 06:56:00.360,1.5,Md,48.58254382281314,False,False,False,False,False,False,False,False,False,False,True,False,False
uw10581038,quakeml:uw.anss.org/Event/UW/10581038,eq,49.1586667,-122.1391667,5310.0,220.0,210.0,2003-03-18 09:10:07.850,2.0,Md,48.75847889991446,False,False,False,False,False,True,False,False,False,False,True,False,False
uw10582303,quakeml:uw.anss.org/Event/UW/10582303,eq,48.6073333,-121.96666670000002,-706.0,650.0,484.0,2003-03-20 20:58:56.940,0.7,Md,21.585309941610173,True,True,True,False,False,False,False,False,False,True,True,False,False
uw10584853,quakeml:uw.anss.org/Event/UW/10584853,eq,48.9018333,-121.9605,1697.0,270.0,248.0,2003-03-30 10:43:35.770,1.0,Md,17.620797334786737,True,True,True,False,False,True,False,False,False,False,False,False,True
uw10586363,quakeml:uw.anss.org/Event/UW/10586363,eq,48.525,-122.0538333,4590.0,50660.0,4428.0,2003-05-26 23:44:46.060,1.3,Md,32.740881765211824,False,False,False,False,True,True,False,True,True,False,True,False,False
uw10586988,quakeml:uw.anss.org/Event/UW/10586988,eq,48.4558333,-121.9168333,14194.0,,,2003-05-30 16:38:29.560,0.5,Md,36.18481530537081,False,False,False,False,False,False,True,True,False,True,True,True,False
uw10582333,quakeml:uw.anss.org/Event/UW/10582333,eq,48.5598333,-122.2878333,19191.0,730.0,373.0,2003-06-04 03:48:50.990,1.2,Md,42.00517713820168,False,False,False,False,False,False,False,False,False,True,True,False,False
uw10583633,quakeml:uw.anss.org/Event/UW/10583633,eq,49.1495,-122.15833329999998,3350.0,3390.0,1836.0,2003-06-08 12:12:12.810,1.4,Md,48.57143030445448,False,False,False,False,False,False,False,False,False,False,True,False,False
uw10583803,quakeml:uw.anss.org/Event/UW/10583803,eq,48.6771667,-122.0586667,594.0,,,2003-06-08 20:39:29.460,0.7,Md,20.757780756204777,True,True,True,False,False,False,True,True,False,True,True,False,False
uw10585973,quakeml:uw.anss.org/Event/UW/10585973,eq,48.5628333,-121.9365,2442.0,200.0,2701.0,2003-06-19 19:57:56.770,1.1,Md,25.11500169980665,True,True,True,False,False,False,False,False,False,True,True,False,False
uw10587223,quakeml:uw.anss.org/Event/UW/10587223,eq,48.532,-122.0638333,-1107.0,950.0,36.0,2003-06-25 13:01:12.330,2.0,Md,32.48716358176884,False,False,False,False,False,True,False,False,False,False,True,False,False
uw10585173,quakeml:uw.anss.org/Event/UW/10585173,eq,48.4816667,-121.9313333,698.0,1560.0,852.0,2003-07-05 16:06:19.090,0.6,Md,33.626157440745125,False,False,False,False,False,False,False,False,False,False,True,False,False
uw10585548,quakeml:uw.anss.org/Event/UW/10585548,eq,48.6,-122.2068333,-1048.0,150.0,121.0,2003-07-06 21:37:35.510,1.1,Md,34.5640509560102,False,False,False,False,False,True,False,False,False,False,True,False,False
