evid,prefor,prefmag,etype,timestamp,lat,lon,depth,magnitude,magtype,nsta,nobs,uncertainty
10739128,1022043,796583,eq,2008-02-21 02:25:08.17-08,48.6115,-121.9563333,1.041,0.9,d,2,2,0.07
10738413,1021328,796038,lf,2008-03-14 21:28:43.42-07,48.7128333,-121.8373333,21.431,1.8,d,2,2,0.06
10739963,1022878,797138,eq,2008-04-04 01:12:02.88-07,48.6866667,-121.5928333,7.199,0.5,d,2,2,0.04
10744743,1027673,800338,eq,2008-07-07 02:49:50.26-07,48.8933333,-121.9733333,0.519,1.2,d,1,1,0.06
10757568,1040498,808663,lf,2009-01-15 05:53:04.18-08,48.7071667,-121.797,28.051,1,d,2,2,0.06
10772768,1057068,821548,lf,2009-06-16 11:35:23.26-07,48.7555,-121.8158333,-0.586,1.7,d,3,3,0.07
10773688,1057988,822138,lf,2009-06-19 09:16:07.33-07,48.7471667,-121.8391667,-0.616,1.6,d,2,2,0.06
10776743,1061048,824163,lf,2009-06-25 14:22:41.29-07,48.753,-121.8535,-0.684,1.7,d,3,3,0.08
10765968,1048898,815223,lf,2009-07-02 07:00:10.89-07,48.7531667,-121.826,-0.616,1.9,d,4,4,0.06
10769513,1052443,817898,lf,2009-07-08 15:18:14.64-07,48.7826667,-121.8316667,-0.616,2,d,3,3,0.07
10771253,1055553,820368,lf,2009-07-12 03:44:08.77-07,48.7335,-121.8461667,-0.684,1.6,d,2,2,0.09
10772278,1056578,821183,eq,2009-07-13 21:31:31.59-07,48.9113333,-121.8088333,10.819,0.7,d,2,2,0.05
10773263,1057563,821903,lf,2009-07-15 19:41:50.96-07,48.7608333,-121.8668333,-0.604,1.8,d,2,2,0.05
10774443,1058743,822633,lf,2009-07-17 20:44:48.58-07,48.7571667,-121.8488333,-0.684,1.7,d,2,2,0.08
10775668,1059968,823433,lf,2009-07-22 10:04:18.98-07,48.7513333,-121.8383333,-0.839,1.6,d,3,3,0.05
10776873,1061178,824248,lf,2009-07-25 07:17:39.06-07,48.7573333,-121.8358333,-0.616,1.6,d,4,4,0.09
10777573,1061878,824648,lf,2009-07-27 05:49:52.18-07,48.7436667,-121.834,-0.596,1.8,d,2,2,0.12
10778433,1062738,825243,lf,2009-07-30 01:59:07.75-07,48.7706667,-121.8316667,-0.799,1.8,d,2,2,0.07
10778993,1063298,825633,lf,2009-07-31 12:01:54.18-07,48.7393333,-121.8375,-0.552,1.9,d,2,2,0.04
10765353,1048283,814728,lf,2009-08-02 09:30:26.84-07,48.7578333,-121.8468333,-0.664,2,d,3,3,0.09
10766078,1049008,815293,lf,2009-08-03 10:18:01.04-07,48.766,-121.839,-0.684,1.8,d,2,2,0.06
10766718,1049648,815833,lf,2009-08-04 16:55:29.19-07,48.7786667,-121.8276667,-0.616,1.7,d,1,1,0.11
10767633,1050563,816503,lf,2009-08-05 22:08:06.48-07,48.7471667,-121.827,-0.596,1.7,d,4,4,0.09
10768748,1051678,817313,lf,2009-08-07 23:19:31.11-07,48.7681667,-121.854,-0.908,2,d,1,1,0.05
10770698,1054998,819978,lf,2009-08-11 12:39:26.91-07,48.7698333,-121.8488333,-0.819,1.8,d,3,3,0.05
10776358,1060663,823918,lf,2009-08-21 08:25:26.2-07,48.7803333,-121.8181667,-0.616,1.8,d,4,4,0.08
10773498,1057798,2539778,eq,2009-09-01 16:41:53.47-07,48.748,-121.6656667,-0.616,1.76,l,10,12,0.184
10773513,1057813,822058,lf,2009-09-01 16:42:50.28-07,48.7721667,-121.8433333,-0.616,1.7,d,3,3,0.09
10784958,2647898,2548188,eq,2009-12-09 17:21:59.079998-08,48.7111667,-121.5205,5.84,1.47,l,7,9,0.31
10783103,1067408,2518528,eq,2010-02-03 14:54:21.49-08,48.8548333,-121.5515,2.611,1.74,l,9,10,0.161
10787338,1248933,993033,lf,2010-02-12 06:42:30.29-08,48.7595,-121.8475,21.923,1.41,d,6,6,0.301
10796448,1080798,2521458,eq,2010-04-14 01:24:06.22-07,48.6676667,-121.8553333,-0.159,0.86,l,3,4,0.109
10796668,1081078,2521538,eq,2010-04-14 14:25:06.15-07,48.6585,-121.8755,-0.522,1.15,l,4,6,0.065
10796888,1081298,2521648,eq,2010-04-15 03:26:59.88-07,48.6635,-121.898,-0.962,1.27,l,3,4,0.042
10804583,1089008,842243,lf,2010-06-30 01:45:02.48-07,48.7583333,-121.8376667,-0.904,1.6,d,4,4,0.03
10793683,1078033,834413,lf,2010-06-30 17:30:47.77-07,48.7451667,-121.8545,-0.749,1.7,d,2,2,0.07
10796033,1080383,2521298,eq,2010-08-04 05:06:05.9-07,48.8886667,-121.9135,-0.861,1.19,l,4,5,0.139
10801128,1085548,839713,eq,2010-08-21 05:06:25.54-07,48.8658333,-121.574,9.876,1.3,d,4,4,0.04
10806433,1092043,844633,eq,2010-09-06 07:55:18.13-07,48.8848333,-121.9448333,3.299,0.3,d,2,2,0.05
10806453,1092063,844653,eq,2010-09-06 11:36:10.12-07,48.8466667,-122.0256667,6.537,0.2,d,2,2,0.05
10806463,1092073,2526448,eq,2010-09-06 11:54:30.68-07,48.8775,-121.9808333,1.129,2.46,l,20,33,0.131
10806473,1092083,844668,eq,2010-09-06 11:55:15.81-07,48.8378333,-122.0453333,2.888,0.9,d,1,1,0.04
10806488,1092098,844683,eq,2010-09-06 11:58:36.21-07,48.9005,-121.9116667,1.251,0.7,d,2,2,0.05
10806868,1092503,2526638,eq,2010-10-11 17:26:17.83-07,48.811,-121.8588333,-0.829,1.46,l,6,8,0.175
10809433,1095118,2528018,eq,2010-10-28 12:53:52.1-07,48.9225,-122.0441667,1.229,1.57,l,7,8,0.075
10809973,2635643,2497688,lf,2010-12-31 23:40:46.459999-08,48.809,-121.7838333,-0.89,1.2,l,6,8,0.185
10818908,1104653,2502778,px,2011-05-31 12:44:14.55-07,48.7211667,-122.0136667,-1.021,1.35,l,9,12,0.203
10821183,1106928,854583,lf,2011-07-08 10:31:31.75-07,48.8466667,-121.8516667,-0.747,1.7,d,3,3,0.06
10821438,1107183,854728,lf,2011-07-09 03:03:09.33-07,48.7451667,-121.7385,1.583,1.7,d,3,3,0.08
10821763,2468353,2230103,lf,2011-07-10 09:26:11.169998-07,48.7311667,-121.7443333,-0.6,1.41,l,4,6,0.174
60403867,1155428,2431813,eq,2012-05-18 13:08:43.869999-07,48.878,-121.52,-1.04,1.57,l,6,8,0.189
60423002,1224793,2433608,eq,2012-07-06 21:30:06.27-07,48.8815,-122.0235,0.395,1.6,l,6,9,0.165
60431962,1231403,2434458,px,2012-07-28 08:24:18.5-07,48.6576667,-121.9346667,-0.894,1.09,l,5,7,0.083
60463647,1272883,2437473,eq,2012-10-12 14:57:13.379997-07,48.869,-122.006,14.989,1.55,l,5,7,0.127
60493937,2466048,2227393,lf,2012-12-06 01:21:57.169998-08,48.7685,-121.8533333,35.48,0.84,d,3,3,0.004
60494821,2466053,2441568,eq,2012-12-16 07:57:21.68-08,48.7633333,-121.9463333,5.45,2.18,l,7,13,0.117
60503761,1364748,1107193,eq,2013-01-31 15:23:15.709999-08,48.8346667,-122.0018333,18.084,0.13,d,1,1,0
60591562,1481083,2451478,eq,2013-09-15 02:48:59.32-07,48.6173333,-121.6653333,-0.834,1.6,l,17,22,0.183
60593167,1478153,1225098,px,2013-09-16 11:56:49.75-07,48.8385,-121.8715,-1.199,0.73,d,2,2,0.3
60621302,1498193,2453053,eq,2013-11-01 01:21:48.719999-07,48.6491667,-121.5586667,3.109,1.38,l,8,11,0.227
60046613,1620948,2457988,eq,2014-03-01 09:15:57.25-08,48.7475,-121.6636667,3.12,1.1,l,4,5,0.24
60714901,1629543,2459188,eq,2014-03-10 04:34:39.309999-07,48.75,-121.666,-0.948,1.44,l,7,8,0.227
60738461,1669948,1415188,eq,2014-04-08 05:11:21.629997-07,48.8403333,-121.9665,13.649,-0.15,d,1,1,0
60831957,1785903,2464273,eq,2014-08-01 00:28:03.399998-07,48.6161667,-121.9581667,-1.041,2.45,l,10,23,0.087
60838757,1795063,2464608,eq,2014-08-09 09:33:21.369999-07,48.7581667,-121.4956667,0.216,0.99,l,6,6,0.172
60840157,1797358,2464633,eq,2014-08-10 22:48:21.110001-07,48.6543333,-121.6138333,3.298,1.16,l,4,5,0.131
60865751,1825043,1568888,px,2014-08-29 11:07:51.93-07,48.8873333,-121.8918333,-0.844,1.1,d,2,2,0.036
60870916,1835343,1578988,px,2014-09-05 09:12:12.169998-07,48.7731667,-122.0235,-0.894,0.99,d,3,3,0.062
60892982,1910248,2468993,eq,2014-10-14 19:55:10.529999-07,48.6753333,-121.616,7.471,1.57,l,3,4,0.096
60917886,3084183,2985433,lf,2014-11-05 00:38:13.829998-08,48.85883333333334,-121.77516666666666,-1.1,1.48,l,8,10,0.07548374442234429
60914762,3086898,2989923,eq,2014-11-12 19:45:17.23-08,48.73866666666667,-121.69566666666667,3.08,1.1500000000000001,l,4,6,0.14784938550857962
60939762,1977043,2470388,eq,2014-12-18 05:58:23.889999-08,48.608,-121.9475,2.011,1.24,l,7,10,0.162
61005657,2135948,2476693,eq,2015-05-18 15:14:10.34-07,48.7053333,-121.5375,2.271,0.77,l,4,5,0.249
61035442,2728478,2630823,lf,2015-06-28 12:20:14.059998-07,48.7716667,-121.8438333,-0.86,1.32,l,4,7,0.105
61038437,2168383,2478078,eq,2015-07-07 08:06:54.349998-07,48.6095,-121.9955,-1.07,1.28,l,7,9,0.115
61038472,2168393,2478088,eq,2015-07-07 09:41:17.119999-07,48.6111667,-121.9841667,2.94,1.27,l,8,10,0.137
61040817,2169963,2478208,eq,2015-07-11 02:23:11.52-07,48.7928333,-121.5705,3.31,1.33,l,5,7,0.289
61041082,2170748,2478253,eq,2015-07-12 08:31:28.05-07,48.616,-121.999,3.74,1.55,l,8,12,0.106
61060676,2177643,1918688,eq,2015-07-31 14:29:26.25-07,48.9353333,-122.0455,13.91,0.67,d,2,2,0.415
61067376,2614853,2415508,eq,2015-08-14 22:50:28-07,48.8951667,-122.0283333,4.75,-0.16,d,1,1,0
61057012,2186868,2479403,eq,2015-08-22 05:55:43.82-07,48.7688333,-121.9805,1.78,0.93,l,4,6,0.096
61057017,2186863,2479408,eq,2015-08-22 05:59:06.59-07,48.7686667,-121.9811667,0.31,1.22,l,7,11,0.067
61086916,2538748,2482513,eq,2015-10-02 04:56:21.279999-07,48.6511667,-122.041,0.76,1.51,l,9,13,0.045
61103906,2263553,2485098,eq,2015-11-11 03:46:35.63-08,48.6988333,-121.5563333,13.67,1.25,l,3,4,0.27
61128502,2430658,2191303,lf,2016-04-19 23:18:37.13-07,48.732,-121.8028333,25.09,1.18,l,7,9,0.308
61128847,2432753,2488343,eq,2016-04-20 16:23:44.869999-07,48.6561667,-121.588,1.54,1.41,l,3,4,0.045
61136897,2457843,2218888,eq,2016-05-11 11:29:21.18-07,48.934,-122.0473333,7.67,0.77,d,1,1,0
61138827,2466798,2228368,lf,2016-05-14 12:12:14.889999-07,48.7663333,-121.8288333,-0.77,1.43,l,7,11,0.17
61138927,2466843,2228488,lf,2016-05-14 18:31:38.849999-07,48.7811667,-121.8451667,-0.9,1.3,l,7,10,0.08
61140572,2466763,2228318,lf,2016-05-17 16:55:09.279999-07,48.7448333,-121.841,-0.75,1.35,l,6,10,0.106
61141292,2468948,2230698,lf,2016-05-19 07:34:58.77-07,48.8048333,-121.8851667,-1.12,1.15,d,2,2,0.25
61141477,2468978,2230748,lf,2016-05-19 15:47:02.899998-07,48.7346667,-121.8486667,-0.88,0.89,l,3,5,0.047
61142277,2469268,2231033,lf,2016-05-21 21:17:45.6-07,48.739,-121.8528333,-0.77,1.2,l,6,8,0.061
61165421,2480143,2241888,lf,2016-06-09 01:54:05.369999-07,48.732,-121.8561667,-0.69,1.37,l,6,9,0.049
61177051,2507953,2270013,eq,2016-07-03 16:44:53.269999-07,48.724,-122.0125,3.34,0.66,d,4,4,0.26
61177056,2508043,2493608,eq,2016-07-03 16:46:27.58-07,48.7223333,-122.0171667,3.18,0.86,l,3,4,0.042
61177151,2508143,2493643,eq,2016-07-04 06:54:51.4-07,48.7248333,-122.0271667,3.23,0.88,l,4,6,0.102
61164037,2515048,2491893,eq,2016-07-09 06:22:15.48-07,48.727,-122.025,3.32,0.84,l,4,5,0.088
60126908,2513448,2485928,eq,2016-07-09 06:22:29.36-07,48.7231667,-122.0235,3.64,1.06,l,4,5,0.129
61164052,2515143,2491898,eq,2016-07-09 06:43:46.219999-07,48.733,-121.9993333,4.21,1.86,l,4,10,0.131
61166207,2516248,2492183,eq,2016-07-14 09:13:12.259998-07,48.7228333,-122.0251667,3.36,1.23,l,5,7,0.071
61183392,2565948,2367398,eq,2016-08-22 20:43:14.450001-07,48.6285,-121.9878333,2.93,0.6,d,3,3,0.003
61204172,2602443,2403488,eq,2016-10-10 09:28:47.199999-07,48.6676667,-121.7196667,3.9,0.25,d,2,2,0.12
61225026,2621243,2421188,lf,2016-10-23 22:33:46.809999-07,48.7143333,-121.8638333,25.19,1.47,l,7,11,0.2
61217442,2635553,2497613,eq,2016-11-15 03:45:50.83-08,48.6131667,-121.9731667,3.13,1.25,l,5,7,0.183
61274886,2711048,2612688,eq,2017-04-25 15:33:58.559999-07,48.7321667,-121.9846667,1.91,1.86,l,7,10,0.16
61275336,2711148,2612798,eq,2017-04-26 12:53:07.73-07,48.7328333,-121.9341667,0.2,1.82,l,8,12,0.094
61275716,2711788,2613533,eq,2017-04-27 18:23:39.95-07,48.7365,-121.9398333,0.62,1.58,l,7,11,0.149
61294181,2730988,2633388,lf,2017-06-19 10:32:23.119999-07,48.7456667,-121.8693333,1.02,1.34,l,3,5,0.045
61294471,2731853,2634288,lf,2017-06-20 02:00:11.539997-07,48.7411667,-121.8871667,-1.03,1.43,l,3,5,0.097
61276562,2734043,2636388,px,2017-06-23 10:37:22.049999-07,48.8153333,-121.8798333,-0.79,1.36,l,3,5,0.085
61278762,2739183,2641938,lf,2017-07-01 09:30:04.989998-07,48.7563333,-121.8558333,-0.96,1.37,l,5,7,0.108
61280137,3114943,3035963,lf,2017-07-07 06:19:59.149998-07,48.73016666666667,-121.83266666666667,23.92,1.24,l,5,7,0.03633344774326153
60135818,2739973,2642713,lf,2017-07-07 06:20:11.789997-07,48.6963333,-121.8723333,36.71,1.58,l,5,8,0.134
61280762,2740098,2642988,lf,2017-07-09 20:38:04.739998-07,48.8273333,-121.8155,-0.83,1.45,l,5,6,0.216
61292127,2754753,2658008,eq,2017-08-11 06:31:39.969999-07,48.6806667,-121.6843333,2.82,1.19,l,5,8,0.245
61302977,2762963,2667003,eq,2017-09-03 11:06:00.459999-07,48.8973333,-121.5705,11.07,1.19,l,3,4,0.14
61314607,2776043,2680488,eq,2017-10-04 13:45:03.899998-07,48.8415,-122.0291667,0.56,2.13,l,10,16,0.154
61314677,2776293,2680813,eq,2017-10-04 19:50:07.32-07,48.8458333,-122.0276667,0.9,1.65,l,8,13,0.156
61314692,2776263,2680728,eq,2017-10-04 20:28:09.969997-07,48.8363333,-122.0488333,3.53,1.1,l,5,5,0.132
61360776,2797853,2704098,px,2017-12-18 18:19:01.07-08,48.696,-121.9576667,-0.96,1.42,l,6,9,0.173
61344922,2818143,2724488,eq,2018-01-26 06:57:43.209999-08,48.9345,-121.8663333,4.26,0.58,d,2,2,0.474
61345147,2821643,2728088,eq,2018-01-27 15:41:17.32-08,48.6431667,-121.7476667,3.89,1.35,l,4,5,0.602
61404896,3114953,3035988,lf,2018-06-30 16:05:20.669998-07,48.75083333333333,-121.84833333333333,-1.04,1.48,l,3,4,0.060330954400815484
61414686,2978248,2882598,eq,2018-08-02 03:12:14.23-07,48.7675,-121.9678333,5.41,0.84,l,3,4,0.049
61410997,3114958,2901588,lf,2018-08-21 10:35:11.950001-07,48.76316666666666,-121.87583333333333,-0.33,-5,h,0,0,
61526881,3096638,3005983,eq,2019-06-07 02:34:56.469999-07,48.766,-121.54083333333334,-0.32,0.73,d,2,2,0.08525498720667768
61500398,3114948,3035973,lf,2019-06-11 04:49:40.75-07,48.788833333333336,-121.75533333333334,-0.86,1.23,l,3,5,0.1283281583545266
61528601,3114968,3036018,lf,2019-06-16 14:08:55.01-07,48.78483333333333,-121.917,-0.86,1.77,l,6,8,0.3774590958123998
61541011,3102953,3016543,eq,2019-08-02 21:27:59.84-07,48.81316666666667,-122.03883333333333,8.01,2.37,l,7,17,0.18996851580593122
61541216,3103053,3016718,eq,2019-08-03 23:42:03.889999-07,48.813,-122.04183333333333,7.98,1.94,l,12,18,0.13396188745077198
61596577,3123773,3049048,eq,2020-04-11 08:47:14.149998-07,48.844166666666666,-121.5305,0.06,1.5,d,9,9,0.39062387266528953
61623006,3126358,3052768,eq,2020-05-08 14:08:59.869999-07,48.708333333333336,-121.54583333333333,1.74,1.12,l,4,5,0.10981635174042492
61613892,3126918,3053588,eq,2020-05-13 07:15:00.77-07,48.75116666666667,-121.85316666666667,31.17,0.8,l,3,5,0.21827954710051134
61637576,3129513,3057298,eq,2020-06-06 06:25:51.99-07,48.90083333333333,-122.008,1.51,1,l,4,6,0.37731615181309197
61644786,3131623,3060513,eq,2020-06-19 21:49:18.469997-07,48.614,-121.97383333333333,7.55,1.69,l,5,10,0.15369223369449025
61644936,3130968,3059468,eq,2020-06-20 11:19:51.529999-07,48.61516666666667,-121.96316666666667,4.14,0.8200000000000001,l,4,5,0.3090940152830536
61653141,3133213,3062973,eq,2020-07-04 00:56:34.6-07,48.898,-121.96583333333334,0.55,2.1,l,8,18,0.15517328297388333
61663902,3138018,3070288,eq,2020-08-26 03:51:07.649998-07,48.666333333333334,-121.70833333333333,6.28,0.58,l,4,5,0.23617071817202256
61682031,3216603,3192163,eq,2020-09-11 00:46:40.25-07,48.77283333333333,-121.8195,5.31,1.07,l,7,10,0.18002592882967938
61682971,3139463,3072443,eq,2020-09-13 00:07:20.789997-07,48.653666666666666,-121.72716666666666,4.84,0.86,l,5,8,0.04415478614944873
61686821,3140833,3074543,eq,2020-09-23 08:02:13.689999-07,48.91133333333333,-121.97383333333333,3.71,0.28,d,3,3,0.3859618563730174
61501233,3143003,3077968,lf,2020-10-16 20:54:51.639999-07,48.74033333333333,-121.88733333333333,-0.96,1.2,l,2,4,0.07091056251110983
61684702,3143068,3078078,eq,2020-10-20 08:45:44.879999-07,48.6655,-121.72416666666666,4.06,1.19,l,2,4,0.03344958802083964
61693212,3146108,3082798,eq,2020-11-28 18:06:28.9-08,48.91166666666667,-121.97683333333333,0.7,1.6400000000000001,l,8,17,0.2830648834314684
61707391,3148118,3085988,eq,2020-12-29 10:54:52.949999-08,48.8725,-122.049,-0.03,2.1,l,6,14,0.1479773879667463
61754166,3164603,3112103,px,2021-07-15 12:32:38.07-07,48.659166666666664,-121.65383333333334,-0.61,1.6,l,3,5,0.11996924670539766
61501723,3165018,3112738,lf,2021-07-18 06:07:52.869999-07,48.718333333333334,-121.73116666666667,-0.8,1.45,l,8,14,0.19872316000124457
61766966,3167468,3116243,lf,2021-08-15 14:43:54.49-07,48.78816666666667,-121.72366666666667,1.9,1.57,l,4,8,0.2042518842506621
61761832,3169188,3118448,eq,2021-08-23 16:20:37.37-07,48.614666666666665,-121.95683333333334,1.88,0.99,l,2,4,0.03510168692252047
61761847,3168738,3117838,eq,2021-08-23 16:32:21.539997-07,48.6115,-121.96616666666667,3.56,0.74,l,2,4,0.042810403070694725
61763617,3169118,3118343,eq,2021-08-27 05:24:07.790001-07,48.611666666666665,-121.9615,2.3,1.55,l,3,8,0.02424265869600717
61773061,3170298,3120153,eq,2021-08-29 16:09:41.139999-07,48.60966666666667,-121.955,2.28,1.71,l,4,10,0.08232960698031722
61773066,3170313,3120183,eq,2021-08-29 16:13:00-07,48.61566666666667,-121.968,3.7,0.67,l,3,4,0.14952117875909485
61777551,3170343,3120203,lf,2021-09-09 00:38:24.82-07,48.772166666666664,-121.79633333333334,3.49,1.05,l,4,7,0.2858693142308919
61777751,3170408,3120293,lf,2021-09-09 10:01:30.8-07,48.782333333333334,-121.8,30.53,1.47,l,4,9,0.29753161165829534
61782746,3171328,3121663,eq,2021-09-20 13:30:47.17-07,48.6085,-121.97416666666666,6.26,0.9500000000000001,l,2,4,0.05951935437856354
61501833,3171913,3122478,lf,2021-09-26 04:37:42.9-07,48.75983333333333,-121.76533333333333,2.85,1.28,l,4,8,0.17386939339374152
61776202,3171918,3122488,lf,2021-09-26 09:22:12.889999-07,48.790166666666664,-121.75433333333334,15.24,1.41,l,4,9,0.11039632309404213
61778377,3172398,3123188,lf,2021-10-06 11:35:11.34-07,48.775666666666666,-121.73983333333334,3.69,1.47,l,3,7,0.06803049862155719
61791846,3174163,3125898,lf,2021-10-22 13:03:35.91-07,48.78666666666667,-121.8625,-0.95,0.46,d,5,5,0.399347173774633
61785317,3174608,3126638,lf,2021-10-31 10:42:19.579998-07,48.734833333333334,-121.7365,-0.66,1.62,l,3,5,0.17782439087547175
61786522,3175978,3128798,su,2021-11-05 13:18:26.849998-07,48.811,-121.895,-0.8,-5,h,0,0,
61788642,3177028,3130358,su,2021-11-14 19:06:02-08,48.77183333333333,-121.856,-0.98,-5,h,0,0,
61789482,3175983,3128813,su,2021-11-15 21:17:12.66-08,48.808166666666665,-121.83033333333333,-0.8,-5,h,0,0,
61798331,3176183,3129123,eq,2021-11-16 17:01:41.53-08,48.752833333333335,-121.62566666666666,2.79,1.08,d,5,5,0.24790599829738902
61798666,3176163,3129083,su,2021-11-18 12:35:06.329998-08,48.7715,-121.85833333333333,-0.8,-5,h,0,0,
61790602,3176378,3129433,su,2021-11-21 13:58:13.279999-08,48.76866666666667,-121.85083333333333,-0.8,-5,h,0,0,
61800106,3176543,3129638,su,2021-11-24 03:00:45.58-08,48.78666666666667,-121.88016666666667,-0.68,-5,h,0,0,
61801236,3176933,3130218,su,2021-11-29 13:30:48.799999-08,48.79383333333333,-121.87266666666666,-0.8,-5,h,0,0,
61802006,3177113,3130518,su,2021-12-02 08:09:10.82-08,48.803666666666665,-121.90366666666667,-0.8,-5,h,0,0,
61802931,3177603,3131248,su,2021-12-05 03:25:01.540001-08,48.75533333333333,-121.85083333333333,-0.8,-5,h,0,0,
61819136,3184903,3141873,eq,2022-02-28 08:57:16.399998-08,48.674,-121.50883333333333,3.4,0.38,d,4,4,0.112392161751246
61820746,3185958,3143498,lf,2022-03-07 23:55:25.68-08,48.79333333333334,-121.81816666666667,27.06,1.43,l,3,5,0.3517759911067784
61821736,3186328,3144113,eq,2022-03-10 23:18:23.959999-08,48.903,-121.98433333333334,-0.7,2.04,l,3,10,0.19101947711051104
61822386,3186258,3144013,eq,2022-03-14 12:49:42.009999-07,48.89516666666667,-121.9895,-0.67,0.84,d,4,4,0.26376543327532165
61822721,3186508,3144388,lf,2022-03-16 07:40:59.219997-07,48.75083333333333,-121.83566666666667,30.96,0.9500000000000001,d,7,7,0.17554066509890998
61824032,3190433,3150503,eq,2022-04-19 08:12:37.98-07,48.6115,-121.96783333333333,2.59,0.6900000000000001,d,7,7,0.21009089942418235
61834661,3191678,3152373,px,2022-04-27 11:45:10.860001-07,48.641333333333336,-121.729,-1.03,0.36,d,3,3,0.024243370211592508
61844292,3196408,3159623,lf,2022-06-18 01:40:26.98-07,48.7615,-121.8455,-0.71,1.35,l,3,9,0.19719770511653256
61848577,3201658,3167908,lf,2022-07-02 15:18:32.35-07,48.73383333333334,-121.85416666666667,-0.15,1.26,l,6,11,0.10444605433283471
61849882,3204043,3171793,lf,2022-07-05 16:29:31.58-07,48.76116666666667,-121.831,-0.71,1.53,l,6,18,0.0895104475187295
61851207,3208013,3177883,lf,2022-07-09 02:26:06.07-07,48.779333333333334,-121.7965,-0.71,1.52,l,6,18,0.1309165720600347
61852817,3214113,3187943,lf,2022-07-13 11:42:13.200001-07,48.797,-121.8435,-0.97,1.24,l,4,8,0.17032002566213222
61862176,3198748,3163223,lf,2022-07-15 04:46:31.62-07,48.782666666666664,-121.85066666666667,-0.71,1.36,l,5,15,0.10918144745853042
61863091,3198988,3163633,lf,2022-07-18 02:49:38.5-07,48.74183333333333,-121.82933333333334,0.09,1.58,l,7,23,0.0743537181192333
61856207,3199798,3164943,lf,2022-07-23 08:53:04.950001-07,48.77316666666667,-121.85966666666667,0.18,1.27,l,4,12,0.1161303609193507
61856452,3199458,3164408,lf,2022-07-24 10:22:38.03-07,48.77283333333333,-121.8485,-0.81,1.19,l,5,11,0.05524499032421737
61857632,3199948,3165118,lf,2022-07-28 03:14:20.509998-07,48.79216666666667,-121.87483333333333,-0.57,1.3900000000000001,l,5,15,0.111482507298025
61866796,3200078,3165358,lf,2022-07-29 00:36:44.119999-07,48.79066666666667,-121.86283333333333,-0.71,1.37,l,5,16,0.09620783819061207
61867051,3215178,3189718,lf,2022-07-29 17:39:55.629999-07,48.80166666666667,-121.87916666666666,-0.79,1.27,l,5,14,0.06749875024637442
61867296,3200243,3165593,lf,2022-07-30 10:39:34.46-07,48.75066666666667,-121.85216666666666,0.33,1.49,l,5,16,0.04643567517946268
61868306,3215268,3189883,lf,2022-08-01 12:49:49.15-07,48.799,-121.83133333333333,-0.92,1.53,l,4,11,0.1605896430379654
61859502,3200508,3166033,lf,2022-08-02 08:15:56.73-07,48.81633333333333,-121.8615,-0.63,1.33,l,5,13,0.1254032818851354
61859577,3201273,3167273,lf,2022-08-02 14:05:49.67-07,48.74633333333333,-121.874,-0.53,0.78,l,2,4,0.07939021290405718
61859667,3201228,3167208,lf,2022-08-03 00:03:28.08-07,48.769666666666666,-121.8335,-0.43,1.08,l,5,11,0.08495304445520846
61859687,3200593,3166193,lf,2022-08-03 03:15:42.24-07,48.8025,-121.85483333333333,-0.81,1.01,l,4,8,0.1093687236659101
61859842,3200763,3166448,lf,2022-08-03 14:34:45.219999-07,48.74333333333333,-121.88016666666667,-0.7,1.22,l,3,7,0.13244837927068986
61860362,3201238,3167228,lf,2022-08-05 07:03:53.51-07,48.769666666666666,-121.86,0.47,1.46,l,5,15,0.08460586442769191
61860482,3201193,3167163,eq,2022-08-05 17:22:49.369999-07,48.84733333333333,-121.8525,3.42,-0.32,d,2,2,0.07893812218802199
61860777,3201138,3167088,lf,2022-08-06 20:15:33.04-07,48.773,-121.85716666666667,-0.27,1.51,l,4,14,0.08350694391660973
61860987,3215668,3190488,lf,2022-08-07 18:52:16.639999-07,48.760333333333335,-121.85066666666667,-0.24,1.07,l,5,10,0.07865648427234784
61861017,3201233,3167218,lf,2022-08-08 02:35:22.649998-07,48.796,-121.85716666666667,-0.79,1.02,l,3,5,0.0035965943798785815
61861227,3201538,3167698,lf,2022-08-08 19:16:06.77-07,48.781,-121.86083333333333,-0.83,1.33,l,5,14,0.07546806769712855
61862097,3201723,3168043,eq,2022-08-10 21:01:25.399998-07,48.69133333333333,-121.83233333333334,26.51,1.07,l,4,7,0.09714952038661795
61862327,3201763,3168123,lf,2022-08-11 11:01:24.199997-07,48.76983333333333,-121.8485,-0.71,1.46,l,5,17,0.08319232360214257
61862602,3215768,3190628,lf,2022-08-12 04:37:40.91-07,48.771,-121.821,-0.7,1.34,l,9,19,0.10288855445647349
61863097,3201978,3168488,lf,2022-08-13 13:24:29.49-07,48.77733333333333,-121.8405,-0.67,1.4000000000000001,l,4,11,0.09645030703410118
61863737,3202258,3168913,lf,2022-08-16 02:16:07.259998-07,48.781,-121.87233333333333,-0.71,1.4000000000000001,l,6,18,0.11236229163804312
61873091,3202318,3168998,lf,2022-08-17 09:55:30.12-07,48.8145,-121.8875,-0.52,0.92,l,4,6,0.05120344633509055
61873236,3202383,3169088,lf,2022-08-18 07:24:23.689999-07,48.76283333333333,-121.84233333333333,-0.68,1.49,l,6,20,0.08317151313183069
