evid,etype,event_timestamp,lat,lon,depth,distance,wrms,erhor,sdep,rflag,arrival_timestamp,net,sta,location,seedchan,iphase,quality,deltim,magnitude,magtype,nsta,nobs,uncertainty
10076128,lf,1980-03-20 15:47:52.46-08,46.192,-122.2038333,0.353,2.0,0.18,5.165,3.87,F,1980-03-20 15:47:53.25-08,UW,SHW,,EHZ,P,1.0,0.02,4.2,d,2,2,0.05
10076128,lf,1980-03-20 15:47:52.46-08,46.192,-122.2038333,0.353,2.0,0.18,5.165,3.87,F,1980-03-20 15:48:02.14-08,UW,LMW,,EHZ,P,1.0,0.03,4.2,d,2,2,0.05
10076128,lf,1980-03-20 15:47:52.46-08,46.192,-122.2038333,0.353,2.0,0.18,5.165,3.87,F,1980-03-20 15:48:07.89-08,UW,FMW,,EHZ,P,1.0,0.01,4.2,d,2,2,0.05
10076128,lf,1980-03-20 15:47:52.46-08,46.192,-122.2038333,0.353,2.0,0.18,5.165,3.87,F,1980-03-20 15:48:07.9-08,UW,GHW,,EHZ,P,0.5,0.13,4.2,d,2,2,0.05
10076128,lf,1980-03-20 15:47:52.46-08,46.192,-122.2038333,0.353,2.0,0.18,5.165,3.87,F,1980-03-20 15:48:11.06-08,UW,CPW,,EHZ,P,1.0,0.03,4.2,d,2,2,0.05
10076128,lf,1980-03-20 15:47:52.46-08,46.192,-122.2038333,0.353,2.0,0.18,5.165,3.87,F,1980-03-20 15:48:11.57-08,UW,GSM,,EHZ,P,0.8,0.03,4.2,d,2,2,0.05
10076128,lf,1980-03-20 15:47:52.46-08,46.192,-122.2038333,0.353,2.0,0.18,5.165,3.87,F,1980-03-20 15:48:12.79-08,UW,NAC,,EHZ,P,0.5,0.12,4.2,d,2,2,0.05
10076128,lf,1980-03-20 15:47:52.46-08,46.192,-122.2038333,0.353,2.0,0.18,5.165,3.87,F,1980-03-20 15:48:15.03-08,UW,YAK,,EHZ,P,0.3,0.25,4.2,d,2,2,0.05
10076128,lf,1980-03-20 15:47:52.46-08,46.192,-122.2038333,0.353,2.0,0.18,5.165,3.87,F,1980-03-20 15:48:15.35-08,UW,EST,,EHZ,P,0.5,0.07,4.2,d,2,2,0.05
10076128,lf,1980-03-20 15:47:52.46-08,46.192,-122.2038333,0.353,2.0,0.18,5.165,3.87,F,1980-03-20 15:48:15.44-08,UW,RMW,,EHZ,P,0.5,0.1,4.2,d,2,2,0.05
10076128,lf,1980-03-20 15:47:52.46-08,46.192,-122.2038333,0.353,2.0,0.18,5.165,3.87,F,1980-03-20 15:48:17.03-08,UW,SPW,,EHZ,P,0.3,0.3,4.2,d,2,2,0.05
10076128,lf,1980-03-20 15:47:52.46-08,46.192,-122.2038333,0.353,2.0,0.18,5.165,3.87,F,1980-03-20 15:48:17.15-08,UW,SMW,,EHZ,P,1.0,0.03,4.2,d,2,2,0.05
10076128,lf,1980-03-20 15:47:52.46-08,46.192,-122.2038333,0.353,2.0,0.18,5.165,3.87,F,1980-03-20 15:48:17.41-08,UW,GMW,,EHZ,P,0.5,0.09,4.2,d,2,2,0.05
10076128,lf,1980-03-20 15:47:52.46-08,46.192,-122.2038333,0.353,2.0,0.18,5.165,3.87,F,1980-03-20 15:48:19.52-08,UW,HDW,,EHZ,P,0.3,0.16,4.2,d,2,2,0.05
10076128,lf,1980-03-20 15:47:52.46-08,46.192,-122.2038333,0.353,2.0,0.18,5.165,3.87,F,1980-03-20 15:48:21.07-08,UW,HTW,,EHZ,P,0.5,0.09,4.2,d,2,2,0.05
10076128,lf,1980-03-20 15:47:52.46-08,46.192,-122.2038333,0.353,2.0,0.18,5.165,3.87,F,1980-03-20 15:48:21.92-08,UW,MOW,,EHZ,P,0.3,0.23,4.2,d,2,2,0.05
10076128,lf,1980-03-20 15:47:52.46-08,46.192,-122.2038333,0.353,2.0,0.18,5.165,3.87,F,1980-03-20 15:48:23.77-08,UW,PRO,,EHZ,P,0.3,0.25,4.2,d,2,2,0.05
10076128,lf,1980-03-20 15:47:52.46-08,46.192,-122.2038333,0.353,2.0,0.18,5.165,3.87,F,1980-03-20 15:48:23.81-08,UW,MDW,,EHZ,P,0.3,0.19,4.2,d,2,2,0.05
10076128,lf,1980-03-20 15:47:52.46-08,46.192,-122.2038333,0.353,2.0,0.18,5.165,3.87,F,1980-03-20 15:48:24.67-08,UW,RSW,,EHZ,P,0.5,0.12,4.2,d,2,2,0.05
10076128,lf,1980-03-20 15:47:52.46-08,46.192,-122.2038333,0.353,2.0,0.18,5.165,3.87,F,1980-03-20 15:48:24.86-08,UW,BLN,,EHZ,P,0.5,0.08,4.2,d,2,2,0.05
10076128,lf,1980-03-20 15:47:52.46-08,46.192,-122.2038333,0.353,2.0,0.18,5.165,3.87,F,1980-03-20 15:48:26.49-08,UW,GBL,,EHZ,P,0.5,0.12,4.2,d,2,2,0.05
10076128,lf,1980-03-20 15:47:52.46-08,46.192,-122.2038333,0.353,2.0,0.18,5.165,3.87,F,1980-03-20 15:48:26.9-08,UW,PLN,,EHZ,P,0.3,0.17,4.2,d,2,2,0.05
10076128,lf,1980-03-20 15:47:52.46-08,46.192,-122.2038333,0.353,2.0,0.18,5.165,3.87,F,1980-03-20 15:48:27.28-08,UW,BDG,,EHZ,P,0.3,0.2,4.2,d,2,2,0.05
10076128,lf,1980-03-20 15:47:52.46-08,46.192,-122.2038333,0.353,2.0,0.18,5.165,3.87,F,1980-03-20 15:48:27.41-08,UW,ETT,,EHZ,P,0.3,0.3,4.2,d,2,2,0.05
10076128,lf,1980-03-20 15:47:52.46-08,46.192,-122.2038333,0.353,2.0,0.18,5.165,3.87,F,1980-03-20 15:48:27.64-08,UW,WIW,,EHZ,P,0.3,0.28,4.2,d,2,2,0.05
10076128,lf,1980-03-20 15:47:52.46-08,46.192,-122.2038333,0.353,2.0,0.18,5.165,3.87,F,1980-03-20 15:48:27.78-08,UW,CRF,,EHZ,P,0.5,0.11,4.2,d,2,2,0.05
10076128,lf,1980-03-20 15:47:52.46-08,46.192,-122.2038333,0.353,2.0,0.18,5.165,3.87,F,1980-03-20 15:48:29.19-08,UW,EPH,,EHZ,P,0.3,0.28,4.2,d,2,2,0.05
10076128,lf,1980-03-20 15:47:52.46-08,46.192,-122.2038333,0.353,2.0,0.18,5.165,3.87,F,1980-03-20 15:48:29.79-08,UW,ETP,,EHZ,P,0.3,0.17,4.2,d,2,2,0.05
10076128,lf,1980-03-20 15:47:52.46-08,46.192,-122.2038333,0.353,2.0,0.18,5.165,3.87,F,1980-03-20 15:48:30.33-08,UW,WRD,,EHZ,P,0.3,0.29,4.2,d,2,2,0.05
10076128,lf,1980-03-20 15:47:52.46-08,46.192,-122.2038333,0.353,2.0,0.18,5.165,3.87,F,1980-03-20 15:48:30.79-08,UW,FPW,,EHZ,P,0.3,0.3,4.2,d,2,2,0.05
10076128,lf,1980-03-20 15:47:52.46-08,46.192,-122.2038333,0.353,2.0,0.18,5.165,3.87,F,1980-03-20 15:48:30.87-08,UW,WGW,,EHZ,P,0.3,0.23,4.2,d,2,2,0.05
10076128,lf,1980-03-20 15:47:52.46-08,46.192,-122.2038333,0.353,2.0,0.18,5.165,3.87,F,1980-03-20 15:48:31.01-08,UW,CBW,,EHZ,P,0.0,0.33,4.2,d,2,2,0.05
10076128,lf,1980-03-20 15:47:52.46-08,46.192,-122.2038333,0.353,2.0,0.18,5.165,3.87,F,1980-03-20 15:48:31.33-08,UW,STW,,EHZ,P,0.3,0.26,4.2,d,2,2,0.05
10076128,lf,1980-03-20 15:47:52.46-08,46.192,-122.2038333,0.353,2.0,0.18,5.165,3.87,F,1980-03-20 15:48:33.21-08,UW,SAW,,EHZ,P,0.3,0.25,4.2,d,2,2,0.05
10076128,lf,1980-03-20 15:47:52.46-08,46.192,-122.2038333,0.353,2.0,0.18,5.165,3.87,F,1980-03-20 15:48:34.06-08,UW,DYH,,EHZ,P,0.0,0.6,4.2,d,2,2,0.05
10076128,lf,1980-03-20 15:47:52.46-08,46.192,-122.2038333,0.353,2.0,0.18,5.165,3.87,F,1980-03-20 15:48:35.41-08,UW,ODS,,EHZ,P,0.3,0.3,4.2,d,2,2,0.05
10076128,lf,1980-03-20 15:47:52.46-08,46.192,-122.2038333,0.353,2.0,0.18,5.165,3.87,F,1980-03-20 15:48:36.02-08,UW,MFW,,EHZ,P,0.3,0.3,4.2,d,2,2,0.05
10076128,lf,1980-03-20 15:47:52.46-08,46.192,-122.2038333,0.353,2.0,0.18,5.165,3.87,F,1980-03-20 15:48:38.67-08,UW,WBW,,EHZ,P,0.0,0.38,4.2,d,2,2,0.05
10076128,lf,1980-03-20 15:47:52.46-08,46.192,-122.2038333,0.353,2.0,0.18,5.165,3.87,F,1980-03-20 15:48:39.77-08,UW,OMK,,EHZ,P,0.5,0.11,4.2,d,2,2,0.05
10076128,lf,1980-03-20 15:47:52.46-08,46.192,-122.2038333,0.353,2.0,0.18,5.165,3.87,F,1980-03-20 15:48:54.24-08,UW,NEW,,EHZ,P,0.0,0.58,4.2,d,2,2,0.05
10076408,lf,1980-03-22 14:22:51.54-08,46.2036667,-122.2208333,-0.873,1.0,0.29,7.162,9.59,F,1980-03-22 14:22:52.09-08,UW,SHW,,EHZ,P,1.0,0.01,4.2,d,1,1,0.07
10076408,lf,1980-03-22 14:22:51.54-08,46.2036667,-122.2208333,-0.873,1.0,0.29,7.162,9.59,F,1980-03-22 14:23:01.21-08,UW,LMW,,EHZ,P,0.8,0.05,4.2,d,1,1,0.07
10076408,lf,1980-03-22 14:22:51.54-08,46.2036667,-122.2208333,-0.873,1.0,0.29,7.162,9.59,F,1980-03-22 14:23:06.81-08,UW,FMW,,EHZ,P,1.0,0.02,4.2,d,1,1,0.07
10076408,lf,1980-03-22 14:22:51.54-08,46.2036667,-122.2208333,-0.873,1.0,0.29,7.162,9.59,F,1980-03-22 14:23:09.83-08,UW,CPW,,EHZ,P,0.8,0.06,4.2,d,1,1,0.07
10076408,lf,1980-03-22 14:22:51.54-08,46.2036667,-122.2208333,-0.873,1.0,0.29,7.162,9.59,F,1980-03-22 14:23:10.52-08,UW,GSM,,EHZ,P,0.3,0.16,4.2,d,1,1,0.07
10076408,lf,1980-03-22 14:22:51.54-08,46.2036667,-122.2208333,-0.873,1.0,0.29,7.162,9.59,F,1980-03-22 14:23:12.55-08,UW,NAC,,EHZ,P,0.5,0.12,4.2,d,1,1,0.07
10076408,lf,1980-03-22 14:22:51.54-08,46.2036667,-122.2208333,-0.873,1.0,0.29,7.162,9.59,F,1980-03-22 14:23:14.8-08,UW,YAK,,EHZ,P,0.5,0.14,4.2,d,1,1,0.07
10076408,lf,1980-03-22 14:22:51.54-08,46.2036667,-122.2208333,-0.873,1.0,0.29,7.162,9.59,F,1980-03-22 14:23:14.82-08,UW,EST,,EHZ,P,0.5,0.07,4.2,d,1,1,0.07
10076408,lf,1980-03-22 14:22:51.54-08,46.2036667,-122.2208333,-0.873,1.0,0.29,7.162,9.59,F,1980-03-22 14:23:14.93-08,UW,RMW,,EHZ,P,0.5,0.12,4.2,d,1,1,0.07
10076408,lf,1980-03-22 14:22:51.54-08,46.2036667,-122.2208333,-0.873,1.0,0.29,7.162,9.59,F,1980-03-22 14:23:16.04-08,UW,SMW,,EHZ,P,0.3,0.17,4.2,d,1,1,0.07
10076408,lf,1980-03-22 14:22:51.54-08,46.2036667,-122.2208333,-0.873,1.0,0.29,7.162,9.59,F,1980-03-22 14:23:16.51-08,UW,GMW,,EHZ,P,0.5,0.11,4.2,d,1,1,0.07
10076408,lf,1980-03-22 14:22:51.54-08,46.2036667,-122.2208333,-0.873,1.0,0.29,7.162,9.59,F,1980-03-22 14:23:16.61-08,UW,SPW,,EHZ,P,0.5,0.09,4.2,d,1,1,0.07
10076408,lf,1980-03-22 14:22:51.54-08,46.2036667,-122.2208333,-0.873,1.0,0.29,7.162,9.59,F,1980-03-22 14:23:19.28-08,UW,HDW,,EHZ,P,0.5,0.11,4.2,d,1,1,0.07
10076408,lf,1980-03-22 14:22:51.54-08,46.2036667,-122.2208333,-0.873,1.0,0.29,7.162,9.59,F,1980-03-22 14:23:20.21-08,UW,HTW,,EHZ,P,0.5,0.12,4.2,d,1,1,0.07
10076408,lf,1980-03-22 14:22:51.54-08,46.2036667,-122.2208333,-0.873,1.0,0.29,7.162,9.59,F,1980-03-22 14:23:21.18-08,UW,MOW,,EHZ,P,0.3,0.29,4.2,d,1,1,0.07
10076408,lf,1980-03-22 14:22:51.54-08,46.2036667,-122.2208333,-0.873,1.0,0.29,7.162,9.59,F,1980-03-22 14:23:22.75-08,UW,MDW,,EHZ,P,0.3,0.23,4.2,d,1,1,0.07
10076408,lf,1980-03-22 14:22:51.54-08,46.2036667,-122.2208333,-0.873,1.0,0.29,7.162,9.59,F,1980-03-22 14:23:23.06-08,UW,PRO,,EHZ,P,0.0,0.5,4.2,d,1,1,0.07
10076408,lf,1980-03-22 14:22:51.54-08,46.2036667,-122.2208333,-0.873,1.0,0.29,7.162,9.59,F,1980-03-22 14:23:24.07-08,UW,BLN,,EHZ,P,0.3,0.2,4.2,d,1,1,0.07
10076408,lf,1980-03-22 14:22:51.54-08,46.2036667,-122.2208333,-0.873,1.0,0.29,7.162,9.59,F,1980-03-22 14:23:24.09-08,UW,RSW,,EHZ,P,0.5,0.11,4.2,d,1,1,0.07
10076408,lf,1980-03-22 14:22:51.54-08,46.2036667,-122.2208333,-0.873,1.0,0.29,7.162,9.59,F,1980-03-22 14:23:25.13-08,UW,WA2,,EHZ,P,0.5,0.12,4.2,d,1,1,0.07
10076408,lf,1980-03-22 14:22:51.54-08,46.2036667,-122.2208333,-0.873,1.0,0.29,7.162,9.59,F,1980-03-22 14:23:25.67-08,UW,GBL,,EHZ,P,0.5,0.13,4.2,d,1,1,0.07
10076408,lf,1980-03-22 14:22:51.54-08,46.2036667,-122.2208333,-0.873,1.0,0.29,7.162,9.59,F,1980-03-22 14:23:26.07-08,UW,SYR,,EHZ,P,0.3,0.15,4.2,d,1,1,0.07
10076408,lf,1980-03-22 14:22:51.54-08,46.2036667,-122.2208333,-0.873,1.0,0.29,7.162,9.59,F,1980-03-22 14:23:26.28-08,UW,PLN,,EHZ,P,0.5,0.08,4.2,d,1,1,0.07
10076408,lf,1980-03-22 14:22:51.54-08,46.2036667,-122.2208333,-0.873,1.0,0.29,7.162,9.59,F,1980-03-22 14:23:26.56-08,UW,ETT,,EHZ,P,0.5,0.12,4.2,d,1,1,0.07
10076408,lf,1980-03-22 14:22:51.54-08,46.2036667,-122.2208333,-0.873,1.0,0.29,7.162,9.59,F,1980-03-22 14:23:26.65-08,UW,BDG,,EHZ,P,0.3,0.24,4.2,d,1,1,0.07
10076408,lf,1980-03-22 14:22:51.54-08,46.2036667,-122.2208333,-0.873,1.0,0.29,7.162,9.59,F,1980-03-22 14:23:26.71-08,UW,CRF,,EHZ,P,0.5,0.13,4.2,d,1,1,0.07
10076408,lf,1980-03-22 14:22:51.54-08,46.2036667,-122.2208333,-0.873,1.0,0.29,7.162,9.59,F,1980-03-22 14:23:26.96-08,UW,WIW,,EHZ,P,0.5,0.11,4.2,d,1,1,0.07
10076408,lf,1980-03-22 14:22:51.54-08,46.2036667,-122.2208333,-0.873,1.0,0.29,7.162,9.59,F,1980-03-22 14:23:28.41-08,UW,EPH,,EHZ,P,0.3,0.2,4.2,d,1,1,0.07
10076408,lf,1980-03-22 14:22:51.54-08,46.2036667,-122.2208333,-0.873,1.0,0.29,7.162,9.59,F,1980-03-22 14:23:28.87-08,UW,ETP,,EHZ,P,0.5,0.06,4.2,d,1,1,0.07
10076408,lf,1980-03-22 14:22:51.54-08,46.2036667,-122.2208333,-0.873,1.0,0.29,7.162,9.59,F,1980-03-22 14:23:29.72-08,UW,WRD,,EHZ,P,0.3,0.21,4.2,d,1,1,0.07
10076408,lf,1980-03-22 14:22:51.54-08,46.2036667,-122.2208333,-0.873,1.0,0.29,7.162,9.59,F,1980-03-22 14:23:31.12-08,UW,STW,,EHZ,P,0.3,0.23,4.2,d,1,1,0.07
10076408,lf,1980-03-22 14:22:51.54-08,46.2036667,-122.2208333,-0.873,1.0,0.29,7.162,9.59,F,1980-03-22 14:23:31.33-08,UW,CBW,,EHZ,P,0.3,0.17,4.2,d,1,1,0.07
10076408,lf,1980-03-22 14:22:51.54-08,46.2036667,-122.2208333,-0.873,1.0,0.29,7.162,9.59,F,1980-03-22 14:23:31.82-08,UW,FPW,,EHZ,P,0.5,0.09,4.2,d,1,1,0.07
10076408,lf,1980-03-22 14:22:51.54-08,46.2036667,-122.2208333,-0.873,1.0,0.29,7.162,9.59,F,1980-03-22 14:23:32.38-08,UW,SAW,,EHZ,P,0.3,0.27,4.2,d,1,1,0.07
10076408,lf,1980-03-22 14:22:51.54-08,46.2036667,-122.2208333,-0.873,1.0,0.29,7.162,9.59,F,1980-03-22 14:23:34.67-08,UW,DYH,,EHZ,P,0.3,0.17,4.2,d,1,1,0.07
10076408,lf,1980-03-22 14:22:51.54-08,46.2036667,-122.2208333,-0.873,1.0,0.29,7.162,9.59,F,1980-03-22 14:23:37.93-08,UW,WBW,,EHZ,P,0.0,0.31,4.2,d,1,1,0.07
10076408,lf,1980-03-22 14:22:51.54-08,46.2036667,-122.2208333,-0.873,1.0,0.29,7.162,9.59,F,1980-03-22 14:23:39.25-08,UW,OMK,,EHZ,P,0.3,0.19,4.2,d,1,1,0.07
10076763,lf,1980-03-25 09:18:56.110001-08,46.1868333,-122.1803333,-1.335,4.0,0.13,2.91,31.61,F,1980-03-25 09:18:57.19556-08,UW,SHW,,EHZ,P,0.8,0.06,3.39,d,8,8,0.241
10076763,lf,1980-03-25 09:18:56.110001-08,46.1868333,-122.1803333,-1.335,4.0,0.13,2.91,31.61,F,1980-03-25 09:19:06.230045-08,UW,LMW,,EHZ,P,0.8,0.06,3.39,d,8,8,0.241
10076763,lf,1980-03-25 09:18:56.110001-08,46.1868333,-122.1803333,-1.335,4.0,0.13,2.91,31.61,F,1980-03-25 09:19:11.1-08,UW,BFW,,EHZ,P,0.5,0.15,3.39,d,8,8,0.241
10076763,lf,1980-03-25 09:18:56.110001-08,46.1868333,-122.1803333,-1.335,4.0,0.13,2.91,31.61,F,1980-03-25 09:19:11.9-08,UW,FMW,,EHZ,P,1.0,0.03,3.39,d,8,8,0.241
10076763,lf,1980-03-25 09:18:56.110001-08,46.1868333,-122.1803333,-1.335,4.0,0.13,2.91,31.61,F,1980-03-25 09:19:15.25-08,UW,CPW,,EHZ,P,1.0,0.03,3.39,d,8,8,0.241
10076763,lf,1980-03-25 09:18:56.110001-08,46.1868333,-122.1803333,-1.335,4.0,0.13,2.91,31.61,F,1980-03-25 09:19:15.7-08,UW,GSM,,EHZ,P,1.0,0.03,3.39,d,8,8,0.241
10076763,lf,1980-03-25 09:18:56.110001-08,46.1868333,-122.1803333,-1.335,4.0,0.13,2.91,31.61,F,1980-03-25 09:19:21.35-08,UW,SMW,,EHZ,P,0.8,0.06,3.39,d,8,8,0.241
10076763,lf,1980-03-25 09:18:56.110001-08,46.1868333,-122.1803333,-1.335,4.0,0.13,2.91,31.61,F,1980-03-25 09:19:21.8-08,UW,GMW,,EHZ,P,1.0,0.03,3.39,d,8,8,0.241
10076763,lf,1980-03-25 09:18:56.110001-08,46.1868333,-122.1803333,-1.335,4.0,0.13,2.91,31.61,F,1980-03-25 09:19:25.35-08,UW,HTW,,EHZ,P,0.8,0.06,3.39,d,8,8,0.241
10076763,lf,1980-03-25 09:18:56.110001-08,46.1868333,-122.1803333,-1.335,4.0,0.13,2.91,31.61,F,1980-03-25 09:19:29.45-08,UW,BLN,,EHZ,P,1.0,0.03,3.39,d,8,8,0.241
10076823,lf,1980-03-25 13:03:56.969997-08,46.1788333,-122.1851667,-1.335,4.0,0.14,3.08,31.61,F,1980-03-25 13:03:58.089476-08,UW,SHW,,EHZ,P,1.0,0.03,2.84,d,8,8,0.352
10076823,lf,1980-03-25 13:03:56.969997-08,46.1788333,-122.1851667,-1.335,4.0,0.14,3.08,31.61,F,1980-03-25 13:04:07.195972-08,UW,LMW,,EHZ,P,1.0,0.03,2.84,d,8,8,0.352
10076823,lf,1980-03-25 13:03:56.969997-08,46.1788333,-122.1851667,-1.335,4.0,0.14,3.08,31.61,F,1980-03-25 13:04:11.9-08,UW,BFW,,EHZ,P,1.0,0.03,2.84,d,8,8,0.352
10076823,lf,1980-03-25 13:03:56.969997-08,46.1788333,-122.1851667,-1.335,4.0,0.14,3.08,31.61,F,1980-03-25 13:04:12.95-08,UW,FMW,,EHZ,P,1.0,0.03,2.84,d,8,8,0.352
10076823,lf,1980-03-25 13:03:56.969997-08,46.1788333,-122.1851667,-1.335,4.0,0.14,3.08,31.61,F,1980-03-25 13:04:16.05-08,UW,CPW,,EHZ,P,1.0,0.03,2.84,d,8,8,0.352
10076823,lf,1980-03-25 13:03:56.969997-08,46.1788333,-122.1851667,-1.335,4.0,0.14,3.08,31.61,F,1980-03-25 13:04:16.65-08,UW,GSM,,EHZ,P,1.0,0.03,2.84,d,8,8,0.352
10076823,lf,1980-03-25 13:03:56.969997-08,46.1788333,-122.1851667,-1.335,4.0,0.14,3.08,31.61,F,1980-03-25 13:04:22.2-08,UW,SMW,,EHZ,P,1.0,0.03,2.84,d,8,8,0.352
10076823,lf,1980-03-25 13:03:56.969997-08,46.1788333,-122.1851667,-1.335,4.0,0.14,3.08,31.61,F,1980-03-25 13:04:22.45-08,UW,GMW,,EHZ,P,0.8,0.06,2.84,d,8,8,0.352
10076823,lf,1980-03-25 13:03:56.969997-08,46.1788333,-122.1851667,-1.335,4.0,0.14,3.08,31.61,F,1980-03-25 13:04:22.9-08,UW,SPW,,EHZ,P,0.5,0.15,2.84,d,8,8,0.352
10076823,lf,1980-03-25 13:03:56.969997-08,46.1788333,-122.1851667,-1.335,4.0,0.14,3.08,31.61,F,1980-03-25 13:04:26.35-08,UW,HTW,,EHZ,P,1.0,0.03,2.84,d,8,8,0.352
10076823,lf,1980-03-25 13:03:56.969997-08,46.1788333,-122.1851667,-1.335,4.0,0.14,3.08,31.61,F,1980-03-25 13:04:30.3-08,UW,BLN,,EHZ,P,0.8,0.06,2.84,d,8,8,0.352
10076948,lf,1980-03-25 15:03:11.52-08,46.1945,-122.1828333,-1.335,4.0,0.13,2.4,31.61,F,1980-03-25 15:03:12.670048-08,UW,SHW,,EHZ,P,1.0,0.03,3.5,d,1,1,0.16
10076948,lf,1980-03-25 15:03:11.52-08,46.1945,-122.1828333,-1.335,4.0,0.13,2.4,31.61,F,1980-03-25 15:03:21.425622-08,UW,LMW,,EHZ,P,1.0,0.03,3.5,d,1,1,0.16
10076948,lf,1980-03-25 15:03:11.52-08,46.1945,-122.1828333,-1.335,4.0,0.13,2.4,31.61,F,1980-03-25 15:03:26.198937-08,UW,BFW,,EHZ,P,1.0,0.03,3.5,d,1,1,0.16
10076948,lf,1980-03-25 15:03:11.52-08,46.1945,-122.1828333,-1.335,4.0,0.13,2.4,31.61,F,1980-03-25 15:03:27.15-08,UW,FMW,,EHZ,P,1.0,0.03,3.5,d,1,1,0.16
10076948,lf,1980-03-25 15:03:11.52-08,46.1945,-122.1828333,-1.335,4.0,0.13,2.4,31.61,F,1980-03-25 15:03:30.4-08,UW,CPW,,EHZ,P,1.0,0.03,3.5,d,1,1,0.16
10076948,lf,1980-03-25 15:03:11.52-08,46.1945,-122.1828333,-1.335,4.0,0.13,2.4,31.61,F,1980-03-25 15:03:30.9-08,UW,GSM,,EHZ,P,1.0,0.03,3.5,d,1,1,0.16
10076948,lf,1980-03-25 15:03:11.52-08,46.1945,-122.1828333,-1.335,4.0,0.13,2.4,31.61,F,1980-03-25 15:03:36.65-08,UW,SMW,,EHZ,P,0.8,0.06,3.5,d,1,1,0.16
10076948,lf,1980-03-25 15:03:11.52-08,46.1945,-122.1828333,-1.335,4.0,0.13,2.4,31.61,F,1980-03-25 15:03:36.9-08,UW,GMW,,EHZ,P,1.0,0.03,3.5,d,1,1,0.16
10076948,lf,1980-03-25 15:03:11.52-08,46.1945,-122.1828333,-1.335,4.0,0.13,2.4,31.61,F,1980-03-25 15:03:40.85-08,UW,HTW,,EHZ,P,1.0,0.03,3.5,d,1,1,0.16
10076948,lf,1980-03-25 15:03:11.52-08,46.1945,-122.1828333,-1.335,4.0,0.13,2.4,31.61,F,1980-03-25 15:03:45-08,UW,BLN,,EHZ,P,0.0,0.03,3.5,d,1,1,0.16
10077028,lf,1980-03-25 16:02:24.46-08,46.216,-122.1933333,-1.345,4.0,0.18,2.8,4.49,F,1980-03-25 16:02:25.384143-08,UW,SHW,,EHZ,P,0.5,0.15,2.51,d,10,10,0.4
10077028,lf,1980-03-25 16:02:24.46-08,46.216,-122.1933333,-1.345,4.0,0.18,2.8,4.49,F,1980-03-25 16:02:34.112675-08,UW,LMW,,EHZ,P,0.8,0.06,2.51,d,10,10,0.4
10077028,lf,1980-03-25 16:02:24.46-08,46.216,-122.1933333,-1.345,4.0,0.18,2.8,4.49,F,1980-03-25 16:02:39.092703-08,UW,BFW,,EHZ,P,1.0,0.03,2.51,d,10,10,0.4
10077028,lf,1980-03-25 16:02:24.46-08,46.216,-122.1933333,-1.345,4.0,0.18,2.8,4.49,F,1980-03-25 16:02:39.8-08,UW,FMW,,EHZ,P,1.0,0.03,2.51,d,10,10,0.4
10077028,lf,1980-03-25 16:02:24.46-08,46.216,-122.1933333,-1.345,4.0,0.18,2.8,4.49,F,1980-03-25 16:02:42.994024-08,UW,CPW,,EHZ,P,1.0,0.03,2.51,d,10,10,0.4
10077028,lf,1980-03-25 16:02:24.46-08,46.216,-122.1933333,-1.345,4.0,0.18,2.8,4.49,F,1980-03-25 16:02:43.470453-08,UW,GSM,,EHZ,P,1.0,0.03,2.51,d,10,10,0.4
10077028,lf,1980-03-25 16:02:24.46-08,46.216,-122.1933333,-1.345,4.0,0.18,2.8,4.49,F,1980-03-25 16:02:47.830224-08,UW,RMW,,EHZ,P,0.8,0.06,2.51,d,10,10,0.4
10077028,lf,1980-03-25 16:02:24.46-08,46.216,-122.1933333,-1.345,4.0,0.18,2.8,4.49,F,1980-03-25 16:02:49.3-08,UW,SMW,,EHZ,P,1.0,0.03,2.51,d,10,10,0.4
10077028,lf,1980-03-25 16:02:24.46-08,46.216,-122.1933333,-1.345,4.0,0.18,2.8,4.49,F,1980-03-25 16:02:49.5-08,UW,GMW,,EHZ,P,1.0,0.03,2.51,d,10,10,0.4
10077028,lf,1980-03-25 16:02:24.46-08,46.216,-122.1933333,-1.345,4.0,0.18,2.8,4.49,F,1980-03-25 16:02:53.55-08,UW,HTW,,EHZ,P,1.0,0.03,2.51,d,10,10,0.4
10077028,lf,1980-03-25 16:02:24.46-08,46.216,-122.1933333,-1.345,4.0,0.18,2.8,4.49,F,1980-03-25 16:02:57.2-08,UW,BLN,,EHZ,P,1.0,0.03,2.51,d,10,10,0.4
10076818,lf,1980-04-04 09:32:58.35-08,46.2045,-122.1933333,0.836,3.0,0.4,1.603,1.37,F,1980-04-04 09:32:59.35-08,UW,SHW,,EHZ,P,0.8,0.03,3.3,d,3,3,0.1
10076818,lf,1980-04-04 09:32:58.35-08,46.2045,-122.1933333,0.836,3.0,0.4,1.603,1.37,F,1980-04-04 09:33:00.04-08,UW,JLF,,EHZ,P,0.8,0.03,3.3,d,3,3,0.1
10076818,lf,1980-04-04 09:32:58.35-08,46.2045,-122.1933333,0.836,3.0,0.4,1.603,1.37,F,1980-04-04 09:33:02.2-08,UW,MTM,,EHZ,P,0.8,0.04,3.3,d,3,3,0.1
10076818,lf,1980-04-04 09:32:58.35-08,46.2045,-122.1933333,0.836,3.0,0.4,1.603,1.37,F,1980-04-04 09:33:04.25-08,UW,RAN,,EHZ,P,0.5,0.11,3.3,d,3,3,0.1
