evid,etype,selectflag,version,commid,remark,magid,magnitude,magtype,uncertainty,nobs,nsta,orid,auth,subsource,to_timestamp,lat,lon,depth,quality,wrms,erhor,sdep,erlat,erlon,bogusflag,fdepth,fepi,ftime,stt,stx,sty,stz,sxx,sxy,sxz,syy,syz,szz,maglarge,azilarge,diplarge,maginter,aziinter,dipinter,magsmall,azismall,dipsmall
61827036,px,1,3,2075228,Canada blast,3147973,1.51,d,0.2502765283997388,10,10,3188883,UW,Jiggle,2022-04-01 13:30:16.719997-07,49.165333333333336,-122.14433333333334,-0.36,0.5,0.45,4,31.61,,,0,y,n,n,,,,,,,,,,,31.61,0,90,4,206,0,1.05,,
61820782,px,1,3,2075453,Canada blast,3149078,0.9,d,0.09164079105729539,4,4,3189568,UW,Jiggle,2022-04-08 17:06:13.619999-07,49.115,-122.07866666666666,-0.71,0.5,0.21,2.45,31.61,,,0,y,n,n,,,,,,,,,,,31.61,0,90,2.45,296,0,0.72,,
61830811,px,1,5,2076268,Canada blast,3152948,0.97,d,0.08368379209194132,4,4,3192063,UW,Jiggle,2022-04-11 15:30:26.329998-07,49.141333333333336,-122.1205,-0.71,0.5,0.26,1.06,31.61,,,0,y,n,n,,,,,,,,,,,31.61,0,90,1.06,146,0,0.92,,
61822662,px,1,3,2075653,Canada blast,3150418,0.98,d,0.04350169792223424,3,3,3190363,UW,Jiggle,2022-04-14 10:32:49.689999-07,49.122,-122.191,-0.38,0.5,0.18,0.58,31.61,,,0,y,n,n,,,,,,,,,,,31.61,0,90,0.58,310,0,0.41,,
61824032,eq,1,3,,,3150503,0.6900000000000001,d,0.21009089942418235,7,7,3190433,UW,Jiggle,2022-04-19 08:12:37.98-07,48.6115,-121.96783333333333,2.59,1,0.08,0.28,0.54,,,0,n,n,n,,,,,,,,,,,0.6,235,64,0.29,126,8,0.2,,
61833061,px,1,3,,,3150528,0.49,d,0.21993818957841027,6,6,3190453,UW,Jiggle,2022-04-20 11:55:25.879997-07,48.589,-121.97433333333333,-0.84,0.5,0.06,0.38,31.61,,,0,y,n,n,,,,,,,,,,,31.61,0,90,0.38,314,0,0.32,,
61834661,px,1,3,,,3152373,0.36,d,0.024243370211592508,3,3,3191678,UW,Jiggle,2022-04-27 11:45:10.860001-07,48.641333333333336,-121.729,-1.03,0.5,0.21,0.98,31.61,,,0,y,n,n,,,,,,,,,,,31.61,0,90,0.98,227,0,0.59,,
61835326,px,1,5,2076558,Canada blast,3154588,0.77,d,0.10677527399791775,4,4,3193068,UW,Jiggle,2022-04-29 15:44:48.639999-07,49.0465,-122.162,-0.69,0.5,0.25,1.75,31.61,,,0,y,n,n,,,,,,,,,,,31.61,0,90,1.75,150,0,0.77,,
61836191,px,1,5,2076778,Canada blast,3155728,0.79,d,0.037000442454758975,2,2,3193763,UW,Jiggle,2022-05-02 15:13:06.41-07,49.074333333333335,-122.14183333333334,-0.76,0.5,0.07,2.94,31.61,,,0,y,n,n,,,,,,,,,,,31.61,0,90,2.94,178,0,0.54,,
61836421,px,1,3,2076203,Canada blast,3152733,1.44,d,0.4847977063900131,8,8,3191918,UW,Jiggle,2022-05-03 11:05:50.609999-07,49.0645,-122.1155,-0.7,0.5,0.4,2.61,31.61,,,0,y,n,n,,,,,,,,,,,31.61,0,90,2.61,173,0,1.57,,
61836476,px,1,3,,,3152548,0.9400000000000001,d,0.14226413344171807,6,6,3191808,UW,Jiggle,2022-05-03 13:02:28.33-07,48.659666666666666,-122.0835,-0.67,0.5,0.25,0.77,31.61,,,0,y,n,n,,,,,,,,,,,31.61,0,90,0.77,242,0,0.45,,
61828047,px,1,2,2076213,Canada blast,3152763,1.29,l,0.08914317652534942,7,4,3191938,UW,Jiggle,2022-05-04 13:15:54.84-07,49.12,-122.14483333333334,-0.42,0.5,0.22,1.82,31.61,,,0,y,n,n,,,,,,,,,,,31.61,0,90,1.82,167,0,0.9,,
61828912,eq,1,4,,,3153023,0.76,l,0.08254547480823393,5,3,3194223,UW,Jiggle,2022-05-06 18:22:03.579998-07,48.53183333333333,-122.089,7.02,1,0.08,0.32,0.4,,,0,n,n,n,,,,,,,,,,,0.41,64,74,0.33,244,15,0.25,,
61832337,px,1,3,2076563,Canada blast,3154678,1.04,d,0.06099044368364237,4,4,3193118,UW,Jiggle,2022-05-17 13:32:16.289997-07,49.1395,-122.1925,-0.68,0.5,0.4,2.13,31.61,,,0,y,n,n,,,,,,,,,,,31.61,0,90,2.13,168,0,1.33,,
61841506,px,1,2,2076623,Canada blast,3154983,1.1500000000000001,l,0.015639989375222263,4,2,3193313,UW,Jiggle,2022-05-18 15:57:15.209999-07,49.112833333333334,-122.11116666666666,-0.73,0.25,0.37,5.59,31.61,,,0,y,n,n,,,,,,,,,,,31.61,0,90,5.59,294,0,1.62,,
61842171,px,1,2,,,3155533,1.12,l,0.14556982618819508,4,3,3193653,UW,Jiggle,2022-05-20 11:27:39.889999-07,48.39783333333333,-122.002,-0.39,0.5,0.11,0.41,31.61,,,0,y,n,n,,,,,,,,,,,31.61,0,90,0.41,189,0,0.32,,
61835887,px,1,3,2077078,Canada blast,3156598,0.88,d,0.09421113277952387,4,4,3194423,UW,Jiggle,2022-05-26 12:09:08.27-07,49.077333333333335,-122.12433333333334,-0.7,0.5,0.32,4.53,31.61,,,0,y,n,n,,,,,,,,,,,31.61,0,90,4.53,309,0,1.74,,
61836242,px,1,2,2077113,Canada blast,3156673,1.1,l,0.06257194103365205,5,2,3194488,UW,Jiggle,2022-05-27 14:27:20.18-07,49.13733333333333,-122.12166666666667,-0.73,0.5,0.3,1.27,31.61,,,0,y,n,n,,,,,,,,,,,31.61,0,90,1.27,140,0,0.87,,
61837612,px,1,2,2077403,Canada blast,3158098,0.87,l,0.022906465804622522,5,2,3195403,UW,Jiggle,2022-05-31 12:08:27.23-07,49.1455,-122.17783333333334,-0.81,0.25,0.48,5.14,31.61,,,0,y,n,n,,,,,,,,,,,31.61,0,90,5.14,311,0,2.84,,
61837932,px,1,2,2077418,Canada blast,3158128,1.28,l,0.09984517687104821,8,3,3195418,UW,Jiggle,2022-06-01 12:05:26.18-07,49.15866666666667,-122.10483333333333,-0.85,0.5,0.42,4.02,31.61,,,0,y,n,n,,,,,,,,,,,31.61,0,90,4.02,302,0,2.27,,
61840062,px,1,1,2077453,Canada blast,3158253,0.9,l,0.053855252504631745,5,2,3195498,UW,Jiggle,2022-06-06 15:04:26.689999-07,49.072,-122.14133333333334,-0.48,0.5,0.09,2.29,31.61,,,0,y,n,n,,,,,,,,,,,31.61,0,90,2.29,190,0,0.48,,
61842547,px,1,2,2077528,Canada blast,3158608,0.61,l,0.2959647500275998,6,3,3195708,UW,Jiggle,2022-06-13 14:42:57.019998-07,49.023666666666664,-122.06983333333334,-0.7,0.25,0.47,16.73,31.61,,,0,y,n,n,,,,,,,,,,,31.61,0,90,16.73,161,0,2.17,,
61851956,eq,1,2,2077598,Just across the border near Mt. Baker,3158813,1.53,l,0.23276966107356267,10,4,3195833,UW,Jiggle,2022-06-15 12:05:47.99-07,49.11633333333333,-122.12766666666667,2.94,1,0.19,0.58,1.47,,,0,n,n,n,,,,,,,,,,,1.5,298,77,0.59,153,10,0.4,,
61852311,px,1,2,2077748,Canada blast,3159358,1.26,l,0.040205400066696484,5,2,3196193,UW,Jiggle,2022-06-16 11:44:12.369999-07,49.151666666666664,-122.12233333333333,-0.73,0.5,0.23,0.87,31.61,,,0,y,n,n,,,,,,,,,,,31.61,0,90,0.87,226,0,0.75,,
61844292,lf,1,3,2077848,Mt. Baker,3159623,1.35,l,0.19719770511653256,9,3,3196408,UW,Jiggle,2022-06-18 01:40:26.98-07,48.7615,-121.8455,-0.71,0.5,0.29,1.07,3.11,,,0,n,n,n,,,,,,,,,,,3.29,356,71,0.97,217,14,0.74,,
61847017,px,1,4,2078103,Canada Blast,3167378,1.09,d,0.213441972681212,6,6,3201338,UW,Jiggle,2022-06-28 10:21:33.19-07,49.11783333333333,-122.13616666666667,-0.7,0.5,0.18,1.08,31.61,,,0,y,n,n,,,,,,,,,,,31.61,0,90,1.08,162,0,0.77,,
61848577,lf,1,4,2079788,Mt. Baker,3167908,1.26,l,0.10444605433283471,11,6,3201658,UW,Jiggle,2022-07-02 15:18:32.35-07,48.73383333333334,-121.85416666666667,-0.15,0.5,0.39,1.33,3.31,,,0,n,n,n,,,,,,,,,,,3.57,334,68,1.03,95,11,0.82,,
61849792,px,1,3,2080708,Canada blast,3171758,1.48,l,0.05135659337013676,13,7,3204013,UW,Jiggle,2022-07-05 10:52:37.51-07,49.14333333333333,-122.13983333333333,-0.68,0.5,0.35,1.79,31.61,,,0,y,n,n,,,,,,,,,,,31.61,0,90,1.79,181,0,0.99,,
61849882,lf,1,3,2078333,Mt. Baker,3171793,1.53,l,0.0895104475187295,18,6,3204043,UW,Jiggle,2022-07-05 16:29:31.58-07,48.76116666666667,-121.831,-0.71,1,0.29,0.66,1.25,,,0,n,n,n,,,,,,,,,,,1.25,301,86,0.66,60,1,0.49,,
61851112,eq,1,3,,,3177843,0.55,l,0.11248366259715831,7,4,3207988,UW,Jiggle,2022-07-08 18:26:55.08-07,48.46083333333333,-121.93716666666667,15.47,1,0.12,0.68,1.45,,,0,n,n,n,,,,,,,,,,,1.47,297,81,0.68,26,0,0.4,,
61851207,lf,1,5,2082483,Mt. Baker,3177883,1.52,l,0.1309165720600347,18,6,3208013,UW,Jiggle,2022-07-09 02:26:06.07-07,48.779333333333334,-121.7965,-0.71,0.5,0.32,1.92,7.9,,,0,n,n,n,,,,,,,,,,,8.13,74,76,1.44,324,4,0.61,,
61851512,eq,1,3,,,3183383,1.97,l,0.16070146874873492,50,21,3211413,UW,Jiggle,2022-07-10 04:18:56.09-07,48.82666666666667,-122.14083333333333,-0.32,1,0.14,0.22,0.67,,,0,n,n,n,,,,,,,,,,,0.68,303,78,0.22,197,3,0.18,,
61860271,eq,0,0,,,414196,1.52999997,d,1.51999998,2,2,1800781,UW,RT1,2022-07-10 04:18:56.379999-07,48.830833435058594,-122.11833190917969,-0.44999998807907104,0,0.379999995,0.74000001,1.76999998,,,0,n,,,,,,,,,,,,,1.80999994,348,78,0.74000001,99,4,0.569999993,,
61852817,lf,1,3,2078748,Mt Baker,3187943,1.24,l,0.17032002566213222,8,4,3214113,UW,Jiggle,2022-07-13 11:42:13.200001-07,48.797,-121.8435,-0.97,0.25,0.53,6.11,8.95,,,0,n,n,n,,,,,,,,,,,10.84,341,55,1.53,203,26,0.97,,
61852842,px,1,2,2084658,Canada blast,3187953,1.37,l,0.16821232468830927,12,5,3214118,UW,Jiggle,2022-07-13 12:29:48.949999-07,49.092666666666666,-122.16833333333334,-0.85,0.5,0.33,1.82,31.61,,,0,y,n,n,,,,,,,,,,,31.61,0,90,1.82,309,0,1.44,,
61862176,lf,1,2,2078728,Mt. Baker,3163223,1.36,l,0.10918144745853042,15,5,3198748,UW,Jiggle,2022-07-15 04:46:31.62-07,48.782666666666664,-121.85066666666667,-0.71,0.5,0.36,1.3,2.57,,,0,n,n,n,,,,,,,,,,,2.88,338,63,1.44,142,25,0.77,,
61862496,px,1,2,2078788,Canada blast,3163468,1.23,l,0.20956406824324958,10,5,3198903,UW,Jiggle,2022-07-15 14:00:24.459999-07,49.0605,-122.11116666666666,-0.81,0.5,0.15,2.17,31.61,,,0,y,n,n,,,,,,,,,,,31.61,0,90,2.17,205,0,1.01,,
61854142,eq,0,0,,,427927,2,d,1.99000001,2,2,1789542,UW,RT2,2022-07-17 10:01:30.72-07,48.417667388916016,-121.73633575439453,-0.5600000023841858,0,0.280000001,0.620000005,14.8199997,,,0,n,,,,,,,,,,,,,14.8199997,322,89,0.620000005,261,0,0.379999995,,
61862886,eq,1,2,,,3189173,1.6600000000000001,l,0.10276795744342371,22,11,3214858,UW,Jiggle,2022-07-17 10:01:30.8-07,48.413833333333336,-121.75666666666666,13.48,1,0.14,0.31,0.81,,,0,n,n,n,,,,,,,,,,,0.82,59,82,0.31,286,5,0.21,,
61863086,eq,1,2,,,3163623,0.8,l,0.08201756959752432,8,4,3198983,UW,Jiggle,2022-07-18 01:56:42.06-07,48.41883333333333,-121.76333333333334,11.33,1,0.07,0.29,1.43,,,0,n,n,n,,,,,,,,,,,1.46,112,79,0.29,307,10,0.27,,
61863091,lf,1,2,2078798,Mt. Baker,3163633,1.58,l,0.0743537181192333,23,7,3198988,UW,Jiggle,2022-07-18 02:49:38.5-07,48.74183333333333,-121.82933333333334,0.09,1,0.06,0.33,0.67,,,0,n,n,n,,,,,,,,,,,0.69,169,74,0.34,53,7,0.29,,
61855647,px,1,2,2078918,Canada blast,3164113,1.4000000000000001,l,0.09469110372149192,14,7,3199283,UW,Jiggle,2022-07-21 14:39:04-07,49.02,-122.05633333333333,-0.7,0.5,0.08,4.14,31.61,,,0,y,n,n,,,,,,,,,,,31.61,0,90,4.14,179,0,0.63,,
61856207,lf,1,2,2079113,Mt. Baker,3164943,1.27,l,0.1161303609193507,12,4,3199798,UW,Jiggle,2022-07-23 08:53:04.950001-07,48.77316666666667,-121.85966666666667,0.18,0.5,0.5,2.95,4.31,,,0,n,n,n,,,,,,,,,,,5.23,354,55,1.17,158,33,0.96,,
61856452,lf,1,2,2078963,Mt. Baker,3164408,1.19,l,0.05524499032421737,11,5,3199458,UW,Jiggle,2022-07-24 10:22:38.03-07,48.77283333333333,-121.8485,-0.81,0.5,0.42,2.66,4.25,,,0,n,n,n,,,,,,,,,,,5.01,337,57,1.19,147,31,0.76,,
61857022,px,1,3,2079098,Canada blast,3164883,0.91,l,0.07060521678249498,6,3,3199763,UW,Jiggle,2022-07-26 10:18:19.139999-07,49.09466666666667,-122.0885,-0.85,0.5,0.17,3.17,31.61,,,0,y,n,n,,,,,,,,,,,31.61,0,90,3.17,307,0,1.59,,
61857212,px,1,2,2079133,Canada blast,3165043,1.77,l,0.17555202061961872,24,9,3199863,UW,Jiggle,2022-07-26 14:40:56.029999-07,49.11266666666667,-122.168,-0.7,0.5,0.37,1.49,31.61,,,0,y,n,n,,,,,,,,,,,31.61,0,90,1.49,174,0,0.84,,
61857467,px,1,2,2079198,Canada blast,3165128,1.12,l,0.08144411532564577,8,4,3199953,UW,Jiggle,2022-07-27 13:09:57.429998-07,49.1325,-122.1835,-0.7,0.5,0.3,4.65,31.61,,,0,y,n,n,,,,,,,,,,,31.61,0,90,4.65,181,0,1.6,,
61857632,lf,1,2,2079193,Mt. Baker,3165118,1.3900000000000001,l,0.111482507298025,15,5,3199948,UW,Jiggle,2022-07-28 03:14:20.509998-07,48.79216666666667,-121.87483333333333,-0.57,0.25,0.07,6.13,7.93,,,0,y,n,n,,,,,,,,,,,10.02,332,52,0.81,159,37,0.35,,
61866671,px,1,2,2079203,Canada blast,3165268,1.3900000000000001,l,0.10377920868955415,13,6,3200023,UW,Jiggle,2022-07-28 13:41:03.84-07,49.146,-122.13233333333334,-0.68,0.5,0.44,4.31,31.61,,,0,y,n,n,,,,,,,,,,,31.61,0,90,4.31,198,0,1.6,,
61866796,lf,1,2,2079228,Mt. Baker,3165358,1.37,l,0.09620783819061207,16,5,3200078,UW,Jiggle,2022-07-29 00:36:44.119999-07,48.79066666666667,-121.86283333333333,-0.71,0.5,0.51,2,4.06,,,0,n,n,n,,,,,,,,,,,4.17,340,76,2.06,153,13,1.26,,
61867011,px,1,3,2079303,Canada blast,3165493,0.8200000000000001,d,0.05709853025456191,3,3,3200188,UW,Jiggle,2022-07-29 15:29:05.349998-07,49.129333333333335,-121.96633333333334,-1.1,0.5,0.03,0.75,31.61,,,0,y,n,n,,,,,,,,,,,31.61,0,90,0.75,162,0,0.52,,
61867051,lf,1,2,2085133,Mt. Baker,3189718,1.27,l,0.06749875024637442,14,5,3215178,UW,Jiggle,2022-07-29 17:39:55.629999-07,48.80166666666667,-121.87916666666666,-0.79,0.25,0.57,7.5,5.32,,,0,n,n,n,,,,,,,,,,,9.19,330,35,2.17,138,54,0.98,,
61867296,lf,1,2,2079308,Mt. Baker,3165593,1.49,l,0.04643567517946268,16,5,3200243,UW,Jiggle,2022-07-30 10:39:34.46-07,48.75066666666667,-121.85216666666666,0.33,0.5,0.21,1.45,3.38,,,0,n,n,n,,,,,,,,,,,3.68,331,66,0.85,172,22,0.72,,
61868306,lf,1,2,2085173,Mt. Baker,3189883,1.53,l,0.1605896430379654,11,4,3215268,UW,Jiggle,2022-08-01 12:49:49.15-07,48.799,-121.83133333333333,-0.92,0.25,0.19,5.62,9.11,,,0,n,n,n,,,,,,,,,,,10.7,333,58,0.64,153,31,0.34,,
61859502,lf,1,2,2079368,Mt. Baker,3166033,1.33,l,0.1254032818851354,13,5,3200508,UW,Jiggle,2022-08-02 08:15:56.73-07,48.81633333333333,-121.8615,-0.63,0.5,0.43,1.31,3.85,,,0,n,n,n,,,,,,,,,,,4,318,74,1.36,126,15,1.09,,
61859577,lf,1,2,2079663,Mt. Baker,3167273,0.78,l,0.07939021290405718,4,2,3201273,UW,Jiggle,2022-08-02 14:05:49.67-07,48.74633333333333,-121.874,-0.53,0.5,0.19,2.99,6.41,,,0,n,n,n,,,,,,,,,,,7.07,359,64,0.71,249,9,0.46,,
61859667,lf,1,2,2079638,Mt. Baker,3167208,1.08,l,0.08495304445520846,11,5,3201228,UW,Jiggle,2022-08-03 00:03:28.08-07,48.769666666666666,-121.8335,-0.43,0.75,0.25,0.9,2.02,,,0,n,n,n,,,,,,,,,,,2.06,317,79,0.92,170,9,0.69,,
61859687,lf,1,2,2079383,Mt. Baker,3166193,1.01,l,0.1093687236659101,8,4,3200593,UW,Jiggle,2022-08-03 03:15:42.24-07,48.8025,-121.85483333333333,-0.81,0.25,0.64,21.1,19.24,,,0,n,n,n,,,,,,,,,,,28.55,333,42,3.73,148,47,1.26,,
61859777,eq,1,2,,,3166483,0.48,l,0.1819320955725666,4,3,3200783,UW,Jiggle,2022-08-03 11:06:04.919998-07,48.410833333333336,-121.85533333333333,3.17,0.5,0.13,0.43,13.79,,,0,y,n,n,,,,,,,,,,,13.79,0,90,0.43,186,0,0.32,,
61859842,lf,1,2,2079438,Mt. Baker,3166448,1.22,l,0.13244837927068986,7,3,3200763,UW,Jiggle,2022-08-03 14:34:45.219999-07,48.74333333333333,-121.88016666666667,-0.7,0.5,0.15,1.25,3.19,,,0,n,n,n,,,,,,,,,,,3.43,10,68,0.85,240,13,0.54,,
61860307,eq,1,3,,,3190303,1.11,l,0.17900767336858947,15,6,3215558,UW,Jiggle,2022-08-05 00:52:32.22-07,48.592166666666664,-122.08166666666666,6.06,1,0.06,0.33,0.79,,,0,n,n,n,,,,,,,,,,,0.82,231,74,0.35,59,15,0.22,,
61860362,lf,1,3,2079468,Mt Baker low-freq,3167228,1.46,l,0.08460586442769191,15,5,3201238,UW,Jiggle,2022-08-05 07:03:53.51-07,48.769666666666666,-121.86,0.47,0.75,0.13,1.31,1.89,,,0,n,n,n,,,,,,,,,,,2.3,350,55,0.48,183,34,0.43,,
61860482,eq,1,3,2079613,Mt. Baker,3167163,-0.32,d,0.07893812218802199,2,2,3201193,UW,Jiggle,2022-08-05 17:22:49.369999-07,48.84733333333333,-121.8525,3.42,0.5,0.02,1.6,6.63,,,0,y,n,n,,,,,,,,,,,6.82,170,76,0.83,331,12,0.24,,
61860777,lf,1,2,2079573,Mt. Baker,3167088,1.51,l,0.08350694391660973,14,4,3201138,UW,Jiggle,2022-08-06 20:15:33.04-07,48.773,-121.85716666666667,-0.27,0.5,0.37,3.84,7.3,,,0,n,n,n,,,,,,,,,,,8.25,333,62,1.21,204,18,0.83,,
61860987,lf,1,3,2085343,Mount Baker multiple LF events,3190488,1.07,l,0.07865648427234784,10,5,3215668,UW,Jiggle,2022-08-07 18:52:16.639999-07,48.760333333333335,-121.85066666666667,-0.24,0.5,0.14,3.92,7.95,,,0,n,n,n,,,,,,,,,,,8.87,351,63,0.6,239,10,0.38,,
61861017,lf,1,3,2079503,Mount Baker low-freq. poor arrivals,3167218,1.02,l,0.0035965943798785815,5,3,3201233,UW,Jiggle,2022-08-08 02:35:22.649998-07,48.796,-121.85716666666667,-0.79,0.25,0.36,14.12,22.56,,,0,y,n,n,,,,,,,,,,,26.61,332,57,3.52,157,31,0.86,,
61861162,px,1,2,2079553,Canada blast,3167013,1.6600000000000001,l,0.13591198847709907,8,4,3201088,UW,Jiggle,2022-08-08 13:37:46.25-07,49.101,-122.09116666666667,-0.69,0.5,0.2,2.58,31.61,,,0,y,n,n,,,,,,,,,,,31.61,0,90,2.58,286,0,1.08,,
61861227,lf,1,2,2079743,Mt. Baker,3167698,1.33,l,0.07546806769712855,14,5,3201538,UW,Jiggle,2022-08-08 19:16:06.77-07,48.781,-121.86083333333333,-0.83,0.75,0.25,0.93,2.19,,,0,n,n,n,,,,,,,,,,,2.38,355,67,0.91,141,19,0.48,,
61862097,eq,1,2,,,3168043,1.07,l,0.09714952038661795,7,4,3201723,UW,Jiggle,2022-08-10 21:01:25.399998-07,48.69133333333333,-121.83233333333334,26.51,0.5,0.4,1.36,3.16,,,0,n,n,n,,,,,,,,,,,3.24,342,77,1.38,128,10,0.96,,
61862327,lf,1,2,2079808,Mt. Baker,3168123,1.46,l,0.08319232360214257,17,5,3201763,UW,Jiggle,2022-08-11 11:01:24.199997-07,48.76983333333333,-121.8485,-0.71,0.5,0.35,2.33,4.78,,,0,n,n,n,,,,,,,,,,,5.31,356,64,1.09,134,19,0.84,,
61862352,px,1,2,2080003,Canada blast,3168818,1.1,l,0.07082100057745455,7,3,3202203,UW,Jiggle,2022-08-11 11:28:30.79-07,49.12716666666667,-122.102,-0.68,0.5,0.21,2.5,31.61,,,0,y,n,n,,,,,,,,,,,31.61,0,90,2.5,295,0,1.78,,
61862602,lf,1,3,2085358,Mt. Baker,3190628,1.34,l,0.10288855445647349,19,9,3215768,UW,Jiggle,2022-08-12 04:37:40.91-07,48.771,-121.821,-0.7,0.5,0.69,1.54,3.05,,,0,n,n,n,,,,,,,,,,,3.11,8,78,1.56,231,8,1.33,,
61863097,lf,1,2,2079873,Mt. Baker,3168488,1.4000000000000001,l,0.09645030703410118,11,4,3201978,UW,Jiggle,2022-08-13 13:24:29.49-07,48.77733333333333,-121.8405,-0.67,0.25,0.83,11.19,22.66,,,0,n,n,n,,,,,,,,,,,25.27,336,63,3.03,160,26,2.15,,
61863562,px,1,2,,,3190833,1.2,l,0.11046199395121858,7,3,3215883,UW,Jiggle,2022-08-15 11:59:06.889999-07,48.55433333333333,-122.04266666666666,-0.68,0.5,0.01,0.63,31.61,,,0,y,n,n,,,,,,,,,,,31.61,0,90,0.63,276,0,0.26,,
61863582,px,1,2,2085403,Canada blast,3190853,1.16,l,0.13739482759487354,5,3,3215893,UW,Jiggle,2022-08-15 13:06:23.529999-07,49.132,-122.15566666666666,-0.85,0.5,0.3,3.01,31.61,,,0,y,n,n,,,,,,,,,,,31.61,0,90,3.01,135,0,1.6,,
61863737,lf,1,2,2080023,Mt. Baker,3168913,1.4000000000000001,l,0.11236229163804312,18,6,3202258,UW,Jiggle,2022-08-16 02:16:07.259998-07,48.781,-121.87233333333333,-0.71,0.75,0.2,1.15,2.32,,,0,n,n,n,,,,,,,,,,,2.59,342,63,0.83,148,25,0.42,,
61873091,lf,1,2,2080058,Mt. Baker,3168998,0.92,l,0.05120344633509055,6,4,3202318,UW,Jiggle,2022-08-17 09:55:30.12-07,48.8145,-121.8875,-0.52,1,0.23,0.77,1.41,,,0,n,n,n,,,,,,,,,,,1.49,118,71,0.79,337,14,0.64,,
61873111,px,1,3,,,3169028,0.97,d,0.1793287089902793,4,4,3202333,UW,Jiggle,2022-08-17 10:41:05.200001-07,48.379333333333335,-122.01266666666666,-0.85,0.5,0.03,0.47,31.61,,,0,y,n,n,,,,,,,,,,,31.61,0,90,0.47,254,0,0.29,,
61873236,lf,1,2,2080088,Mt. Baker,3169088,1.49,l,0.08317151313183069,20,6,3202383,UW,Jiggle,2022-08-18 07:24:23.689999-07,48.76283333333333,-121.84233333333333,-0.68,0.5,0.5,1.09,31.61,,,0,y,n,n,,,,,,,,,,,31.61,0,90,1.09,220,0,0.95,,
61873256,px,1,2,2080093,Canada blast,3169098,1.3800000000000001,l,0.17562659204351871,11,5,3202388,UW,Jiggle,2022-08-18 10:26:52.699999-07,49.0915,-122.15533333333333,-0.68,0.5,0.25,1.3,31.61,,,0,y,n,n,,,,,,,,,,,31.61,0,90,1.3,182,0,0.67,,
61873311,px,1,2,2080278,Canada blast,3169843,0.9500000000000001,l,0.20258190534243736,5,3,3202863,UW,Jiggle,2022-08-18 13:28:25.609997-07,49.08166666666666,-122.12466666666667,-0.81,0.25,0.33,5.46,31.61,,,0,y,n,n,,,,,,,,,,,31.61,0,90,5.46,309,0,2.07,,
61864472,eq,1,2,,,3169248,0.72,l,0.12698750676139958,7,3,3202483,UW,Jiggle,2022-08-19 09:35:12.139999-07,48.60666666666667,-121.97266666666667,6.18,0.5,0.04,0.69,2.85,,,0,n,n,n,,,,,,,,,,,2.94,234,76,0.32,325,0,0.29,,
61864532,px,1,5,2080188,Canada blast,3169533,0.7000000000000001,d,0.12568644361746628,4,4,3202658,UW,Jiggle,2022-08-19 15:19:48.52-07,49.029333333333334,-122.06033333333333,-0.7,0.25,0.28,8.6,31.61,,,0,y,n,n,,,,,,,,,,,31.61,0,90,8.6,162,0,1.35,,
61865167,lf,1,2,2080223,Mt. Baker,3169743,1.33,l,0.1956676290668089,12,5,3202788,UW,Jiggle,2022-08-22 07:49:53.209999-07,48.7955,-121.81583333333333,4.51,0.5,0.49,2.31,29.62,,,0,y,n,n,,,,,,,,,,,29.66,14,87,2.31,183,2,1.64,,
61865502,lf,1,2,2080323,Mt. Baker,3169998,1.34,l,0.04465689621658475,15,5,3202958,UW,Jiggle,2022-08-23 12:00:13.419998-07,48.76,-121.83866666666667,-0.67,0.5,0.39,2.16,4.5,,,0,n,n,n,,,,,,,,,,,4.99,350,64,0.98,88,3,0.88,,
61866072,px,1,2,2080403,Canada blast,3170528,1.33,l,0.08079571413067099,8,4,3203268,UW,Jiggle,2022-08-25 11:08:37.61-07,49.1285,-122.14416666666666,-0.68,0.5,0.35,2.55,31.61,,,0,y,n,n,,,,,,,,,,,31.61,0,90,2.55,172,0,0.86,,
61866107,px,1,2,2080418,Canada blast,3170583,1.12,l,0.08040903901715946,6,4,3203298,UW,Jiggle,2022-08-25 13:45:24.869999-07,49.17033333333333,-122.121,-0.81,0.5,0.35,3.28,31.61,,,0,y,n,n,,,,,,,,,,,31.61,0,90,3.28,148,0,2.31,,
61866342,px,1,2,2080468,Canada blast,3170703,1.37,l,0.09692381898791214,4,3,3203383,UW,Jiggle,2022-08-26 14:09:54.849998-07,49.084,-122.17,-0.84,0.5,0.17,1.56,31.61,,,0,y,n,n,,,,,,,,,,,31.61,0,90,1.56,212,0,0.75,,
61866492,lf,1,2,2080508,Mt. Baker,3170878,1.25,l,0.08184951941950991,19,8,3203488,UW,Jiggle,2022-08-26 23:42:22.25-07,48.762,-121.7755,3.65,0.5,0.52,1.65,36.7,,,0,y,n,n,,,,,,,,,,,36.71,39,88,1.65,114,0,1.41,,
61866727,lf,1,2,2080493,Mt. Baker,3170843,1.44,l,0.15501947256400328,17,6,3203468,UW,Jiggle,2022-08-27 20:23:27.64-07,48.794666666666664,-121.80483333333333,3.22,0.5,0.29,1.91,25.77,,,0,y,n,n,,,,,,,,,,,25.77,0,90,1.91,136,0,1.11,,
61866942,lf,1,2,2080593,Mt. Baker,3171118,1.06,l,0.1297945133919729,12,6,3203638,UW,Jiggle,2022-08-29 02:30:40.24-07,48.78483333333333,-121.80583333333334,-0.65,0.5,0.45,1.51,3.86,,,0,n,n,n,,,,,,,,,,,4.07,8,71,1.53,129,9,0.82,,
