evid,etype,selectflag,version,commid,remark,magid,magnitude,magtype,uncertainty,nobs,nsta,orid,auth,subsource,to_timestamp,lat,lon,depth,quality,wrms,erhor,sdep,erlat,erlon,bogusflag,fdepth,fepi,ftime,stt,stx,sty,stz,sxx,sxy,sxz,syy,syz,szz,maglarge,azilarge,diplarge,maginter,aziinter,dipinter,magsmall,azismall,dipsmall
61142277,lf,1,4,,,2231033,1.2,l,0.061,8,6,2469268,UW,Jiggle,2016-05-21 21:17:45.6-07,48.739,-121.8528333,-0.77,0.5,0.24,1.54,2.67,,,0,n,n,n,,,,,,,,,,,3.08,36,60,1.34,228,29,0.8,,
61142292,eq,1,6,,,2231053,0.58,d,0.105,5,5,2469278,UW,Jiggle,2016-05-22 00:45:43.9-07,48.4548333,-121.924,3.92,0.5,0.1,0.56,10.03,,,0,y,n,n,,,,,,,,,,,10.05,227,86,0.44,327,0,0.35,,
61142557,eq,1,3,,,2490523,1.13,l,0.082,6,4,2469493,UW,Jiggle,2016-05-22 17:43:23.98-07,48.547,-121.5795,3.15,0.5,0.05,1.01,7.91,,,0,y,n,n,,,,,,,,,,,7.97,79,82,0.6,239,6,0.23,,
61142982,px,1,2,1763443,Canada blast,2232388,2.55,l,0.061,4,3,2470543,UW,Jiggle,2016-05-23 14:40:05.369999-07,49.1313333,-121.7643333,-0.76,0.3,0.47,6.43,31.61,,,0,y,n,n,,,,,,,,,,,31.61,0,90,6.43,184,0,1.66,,
61143422,eq,1,3,1763653,Canada,2232918,0.89,d,0.012,3,3,2471063,UW,Jiggle,2016-05-24 03:08:18.09-07,49.1005,-122.216,7.78,0.8,0.07,3.37,0.81,,,0,n,n,n,,,,,,,,,,,3.41,11,8,1.58,274,30,0.78,,
61143767,px,1,5,1770153,Canada blast,2245928,0.77,d,0.055,2,2,2484063,UW,Jiggle,2016-05-24 16:32:12.18-07,49.0181667,-122.2013333,-0.9,0.5,0.06,4.23,31.61,,,0,y,n,n,,,,,,,,,,,31.61,0,90,4.23,297,0,1.04,,
61144682,px,1,5,1769843,Canada blast,2245198,0.62,d,0.044,2,2,2483248,UW,Jiggle,2016-05-26 11:40:45.449999-07,49.0321667,-122.0658333,-0.87,0.5,0.06,0.98,31.61,,,0,y,n,n,,,,,,,,,,,31.61,0,90,0.98,193,0,0.41,,
61145662,px,1,6,1767448,Canada blast,2241998,1.82,l,0.122,8,6,2480303,UW,Jiggle,2016-05-28 13:41:00.619999-07,49.0955,-122.1866667,-0.87,0.5,0.24,1.55,31.61,,,0,y,n,n,,,,,,,,,,,31.61,0,90,1.55,197,0,0.62,,
61165421,lf,1,2,,,2241888,1.37,l,0.049,9,6,2480143,UW,Jiggle,2016-06-09 01:54:05.369999-07,48.732,-121.8561667,-0.69,0.5,0.24,0.88,2.75,,,0,n,n,n,,,,,,,,,,,2.89,16,72,0.83,242,12,0.66,,
60126313,eq,1,6,,,2249193,0.68,d,0.357,4,4,2487248,UW,Jiggle,2016-06-10 01:43:39.96-07,48.7335,-122.1346667,4.23,0.5,0.12,1.66,12.15,,,0,y,n,n,,,,,,,,,,,12.18,53,86,1.66,241,3,0.34,,
61165686,eq,1,4,,,2492078,1.28,l,0.176,8,6,2480608,UW,Jiggle,2016-06-10 02:17:38.219999-07,48.7333333,-122.1308333,3.07,0.5,0.18,0.7,4.98,,,0,n,n,n,,,,,,,,,,,5.03,69,82,0.45,216,6,0.37,,
60126508,eq,1,4,,,2246218,0.11,d,0.184,3,3,2484358,UW,Jiggle,2016-06-15 07:11:49.1-07,48.4845,-121.7291667,3.84,0.5,0.08,1.34,10.09,,,0,y,n,n,,,,,,,,,,,10.1,97,87,1.34,31,0,0.38,,
61168336,eq,1,6,,,2492423,1.09,l,0.039,6,4,2484353,UW,Jiggle,2016-06-15 07:11:56.99-07,48.4795,-121.7376667,3.01,0.5,0.07,0.71,7.88,,,0,y,n,n,,,,,,,,,,,7.88,34,89,0.71,41,0,0.24,,
61168561,eq,1,6,,,2492463,1.3,l,0.115,6,4,2485053,UW,Jiggle,2016-06-15 11:45:48.189999-07,48.4768333,-121.6266667,3.05,0.5,0.07,0.76,9.9,,,0,y,n,n,,,,,,,,,,,9.9,178,88,0.76,35,0,0.37,,
61168666,px,1,5,1771843,Canada blast,2248998,0.89,d,0.118,3,3,2487048,UW,Jiggle,2016-06-15 14:02:46.84-07,49.0421667,-122.2116667,-0.9,0.5,0.07,1.36,31.61,,,0,y,n,n,,,,,,,,,,,31.61,0,90,1.36,184,0,1.06,,
61169121,px,1,3,1770743,Canada blast,2247088,0.8,d,0.143,3,3,2485243,UW,Jiggle,2016-06-16 12:11:24.119999-07,49.0146667,-122.1755,-0.92,0.5,0.01,2.78,31.61,,,0,y,n,n,,,,,,,,,,,31.61,0,90,2.78,291,0,0.73,,
61169136,px,1,3,1770748,Canada blast,2247103,0.6,d,0.007,2,2,2485253,UW,Jiggle,2016-06-16 12:33:05.419998-07,49.0528333,-122.0023333,-0.92,0.5,0.01,1.8,31.61,,,0,y,n,n,,,,,,,,,,,31.61,0,90,1.8,193,0,0.42,,
61169691,px,1,3,1771048,Canada blast,2247838,0.9,d,0.4,2,2,2485833,UW,Jiggle,2016-06-17 10:47:30.39-07,49.0638333,-122.027,-0.73,0.5,0.28,2.42,31.61,,,0,y,n,n,,,,,,,,,,,31.61,0,90,2.42,204,0,1.23,,
61169921,eq,1,8,,,2492678,1.25,l,0.159,11,7,2497548,UW,Jiggle,2016-06-18 04:20:04.349998-07,48.4853333,-121.7203333,1.2,0.8,0.22,0.94,2.05,,,0,n,n,n,,,,,,,,,,,2.25,118,65,0.63,216,3,0.29,,
61172136,px,1,5,1772843,Canada blast,2251328,0.69,d,0.021,3,3,2489463,UW,Jiggle,2016-06-22 13:28:56.369999-07,49.0315,-122.1811667,-0.92,0.3,0.19,7.67,31.61,,,0,y,n,n,,,,,,,,,,,31.61,0,90,7.67,306,0,2.11,,
61172696,px,1,3,1773243,Canada blast,2252498,1.25,d,0.351,2,2,2490548,UW,Jiggle,2016-06-23 13:48:48.689999-07,49.1418333,-122.1176667,-0.72,0.5,0.07,1.82,31.61,,,0,y,n,n,,,,,,,,,,,31.61,0,90,1.82,186,0,0.68,,
61159047,eq,1,5,,,2491583,1.39,l,0.089,9,6,2495553,UW,Jiggle,2016-06-26 16:06:47.08-07,48.5293333,-122.0703333,1.6,1,0.19,0.47,0.89,,,0,n,n,n,,,,,,,,,,,0.92,221,76,0.48,14,12,0.39,,
61177051,eq,1,5,,,2270013,0.66,d,0.26,4,4,2507953,UW,Jiggle,2016-07-03 16:44:53.269999-07,48.724,-122.0125,3.34,0.5,0.08,0.65,8.3,,,0,y,n,n,,,,,,,,,,,8.3,47,89,0.65,58,0,0.26,,
61177056,eq,1,5,,,2493608,0.86,l,0.042,4,3,2508043,UW,Jiggle,2016-07-03 16:46:27.58-07,48.7223333,-122.0171667,3.18,0.5,0.1,0.68,11.73,,,0,y,n,n,,,,,,,,,,,11.73,44,89,0.68,59,0,0.29,,
61177151,eq,1,5,,,2493643,0.88,l,0.102,6,4,2508143,UW,Jiggle,2016-07-04 06:54:51.4-07,48.7248333,-122.0271667,3.23,0.5,0.09,0.65,10.96,,,0,y,n,n,,,,,,,,,,,10.96,0,90,0.65,238,0,0.3,,
61177226,px,1,5,1778748,Canada blast,2270838,0.79,d,0.174,3,3,2508768,UW,Jiggle,2016-07-04 15:39:25.439999-07,49.0171667,-122.1351667,-0.9,0.5,0.05,2.37,31.61,,,0,y,n,n,,,,,,,,,,,31.61,0,90,2.37,288,0,0.55,,
61162497,eq,1,6,,,2579718,0.77,l,0.085,5,4,2765613,UW,Jiggle,2016-07-05 19:46:20.09-07,48.421,-121.8338333,3.82,0.5,0.11,0.97,10.02,,,0,y,n,n,,,,,,,,,,,10.04,182,86,0.97,358,3,0.31,,
61164037,eq,1,4,,,2491893,0.84,l,0.088,5,4,2515048,UW,Jiggle,2016-07-09 06:22:15.48-07,48.727,-122.025,3.32,0.5,0.07,0.69,9.78,,,0,y,n,n,,,,,,,,,,,9.78,60,89,0.69,54,0,0.27,,
60126908,eq,1,4,,,2485928,1.06,l,0.129,5,4,2513448,UW,Jiggle,2016-07-09 06:22:29.36-07,48.7231667,-122.0235,3.64,0.5,0.11,0.72,9.74,,,0,y,n,n,,,,,,,,,,,9.75,40,88,0.72,235,1,0.28,,
61164052,eq,1,3,,,2491898,1.86,l,0.131,10,4,2515143,UW,Jiggle,2016-07-09 06:43:46.219999-07,48.733,-121.9993333,4.21,0.5,0.24,0.7,5.73,,,0,n,n,n,,,,,,,,,,,5.74,44,86,0.7,235,3,0.55,,
61164662,px,1,5,1781453,Canada blast,2277028,0.79,d,0.176,3,3,2515168,UW,Jiggle,2016-07-11 10:22:56.99-07,49.0145,-122.1333333,-0.87,0.5,0,0.73,31.61,,,0,y,n,n,,,,,,,,,,,31.61,0,90,0.73,313,0,0.4,,
61179946,px,1,2,1780848,Canada blast,2275898,1.04,l,0.054,4,3,2514048,UW,Jiggle,2016-07-11 15:23:41.049999-07,49.014,-122.1765,-0.92,0.5,0.05,3.31,31.61,,,0,y,n,n,,,,,,,,,,,31.61,0,90,3.31,294,0,0.78,,
61179966,px,1,2,1780853,Canada blast,2275908,1.1,l,0.078,5,3,2514053,UW,Jiggle,2016-07-11 16:15:33.22-07,49.042,-122.0036667,-0.92,0.5,0.03,1.59,31.61,,,0,y,n,n,,,,,,,,,,,31.61,0,90,1.59,191,0,0.41,,
61165812,px,1,5,1781953,Canada blast,2278263,0.85,d,0.197,3,3,2516288,UW,Jiggle,2016-07-13 15:17:02.09-07,49.0256667,-122.1668333,-0.92,0.3,0.19,7.5,31.61,,,0,y,n,n,,,,,,,,,,,31.61,0,90,7.5,304,0,1.81,,
61166207,eq,1,5,,,2492183,1.23,l,0.071,7,5,2516248,UW,Jiggle,2016-07-14 09:13:12.259998-07,48.7228333,-122.0251667,3.36,0.5,0.08,0.66,8.36,,,0,y,n,n,,,,,,,,,,,8.36,49,88,0.66,237,1,0.27,,
61168132,px,1,5,1784253,Canada blast,2282653,0.69,d,0.084,3,3,2520778,UW,Jiggle,2016-07-18 12:12:28.87-07,49.0108333,-122.1465,-0.87,0.5,0.06,0.83,31.61,,,0,y,n,n,,,,,,,,,,,31.61,0,90,0.83,148,0,0.49,,
61170682,px,1,5,1786843,Canada blast,2291308,0.75,d,0.164,3,3,2527253,UW,Jiggle,2016-07-22 11:37:25.189999-07,49.0121667,-122.1113333,-0.74,0.5,0.11,2.37,31.61,,,0,y,n,n,,,,,,,,,,,31.61,0,90,2.37,261,0,0.41,,
61189756,px,1,5,,,2494078,1.38,l,0.176,5,3,2535343,UW,Jiggle,2016-08-02 14:15:50.699999-07,48.9656667,-122.0841667,-0.92,0.5,0.16,1.84,31.61,,,0,y,n,n,,,,,,,,,,,31.61,0,90,1.84,240,0,0.45,,
61193656,eq,1,6,,,2494478,0.8,l,0.072,4,4,2556653,UW,Jiggle,2016-08-13 18:49:45.16-07,48.4691667,-122.0915,22.09,0.5,0.51,2.97,3.19,,,0,n,n,n,,,,,,,,,,,4.36,247,47,1.89,95,38,1.46,,
61193836,eq,1,6,,,2494493,1.17,l,0.357,4,4,2552548,UW,Jiggle,2016-08-14 05:00:48.83-07,48.4601667,-121.946,10.07,1,0.09,0.67,1.7,,,0,n,n,n,,,,,,,,,,,1.71,246,83,0.68,131,2,0.37,,
61180472,eq,1,2,1798643,Canada,2359098,2.56,l,0.063,4,2,2557848,UW,Jiggle,2016-08-17 14:29:59.099998-07,49.0446667,-121.6626667,14.53,1,0.03,0.75,1.85,,,0,n,n,n,,,,,,,,,,,1.93,196,73,0.77,53,13,0.37,,
61182382,px,1,3,,,2493943,1.45,l,0.043,4,3,2563543,UW,Jiggle,2016-08-21 17:39:21.849998-07,48.8536667,-122.1678333,-0.97,0.5,0.51,1.58,31.61,,,0,y,n,n,,,,,,,,,,,31.61,0,90,1.58,265,0,0.91,,
61183177,px,1,3,1800943,Canada blast,2365898,0.78,d,0.113,2,2,2564348,UW,Jiggle,2016-08-22 12:54:13.450001-07,49.05,-122.1828333,-0.68,0.3,0.27,8.15,31.61,,,0,y,n,n,,,,,,,,,,,31.61,0,90,8.15,228,0,2.64,,
61183192,eq,1,3,1801043,Canada,2366188,-0.05,d,0,1,1,2564743,UW,Jiggle,2016-08-22 13:48:00.380001-07,49.0211667,-122.1073333,17.37,0.3,0.15,14.29,31.61,,,0,y,n,n,,,,,,,,,,,31.61,0,90,14.29,246,0,3.98,,
61183392,eq,1,5,,,2367398,0.6,d,0.003,3,3,2565948,UW,Jiggle,2016-08-22 20:43:14.450001-07,48.6285,-121.9878333,2.93,0.5,0.26,2.15,23.25,,,0,y,n,n,,,,,,,,,,,23.25,0,90,2.15,295,0,0.59,,
61205456,px,1,3,1805253,Canada blast,2375503,0.69,d,0.083,3,3,2574053,UW,Jiggle,2016-09-07 13:06:44.549999-07,49.0213333,-122.098,-0.92,0.5,0.03,1.61,31.61,,,0,y,n,n,,,,,,,,,,,31.61,0,90,1.61,238,0,0.29,,
61215281,eq,1,3,,,2495863,1.34,l,0.046,4,3,2593243,UW,Jiggle,2016-09-29 07:58:09.739998-07,48.686,-122.1315,5.11,0.5,0.06,0.73,7.39,,,0,y,n,n,,,,,,,,,,,7.4,26,88,0.73,62,0,0.28,,
61204172,eq,1,3,,,2403488,0.25,d,0.12,2,2,2602443,UW,Jiggle,2016-10-10 09:28:47.199999-07,48.6676667,-121.7196667,3.9,0.5,0.27,2.37,31.61,,,0,y,n,n,,,,,,,,,,,31.61,0,90,2.37,225,0,0.83,,
61225026,lf,1,5,1825943,DLP at Mt. Baker,2421188,1.47,l,0.2,11,7,2621243,UW,Jiggle,2016-10-23 22:33:46.809999-07,48.7143333,-121.8638333,25.19,0.8,0.23,1.23,1.65,,,0,n,n,n,,,,,,,,,,,2.06,43,53,1.02,237,35,0.54,,
61214617,eq,1,5,,,2448288,0.87,l,0.036,4,3,2630853,UW,Jiggle,2016-11-08 22:32:30.74-08,48.4751667,-121.7136667,4.56,0.5,0.04,1.04,8.51,,,0,y,n,n,,,,,,,,,,,8.58,125,83,0.95,325,6,0.32,,
61216367,eq,1,6,,,2485308,1.62,l,0.153,15,8,2633163,UW,Jiggle,2016-11-11 18:04:11.869999-08,48.544,-122.0656667,-0.18,1,0.24,0.53,1.3,,,0,n,n,n,,,,,,,,,,,1.32,210,80,0.54,91,4,0.4,,
61217442,eq,1,3,,,2497613,1.25,l,0.183,7,5,2635553,UW,Jiggle,2016-11-15 03:45:50.83-08,48.6131667,-121.9731667,3.13,0.5,0.2,0.73,8.1,,,0,n,n,n,,,,,,,,,,,8.1,59,88,0.73,266,1,0.49,,
61219877,eq,1,2,,,2547393,1.71,l,0.058,9,6,2647148,UW,Jiggle,2016-11-25 14:10:46.189999-08,48.5761667,-121.9365,2.99,0.5,0.1,0.43,11.88,,,0,y,n,n,,,,,,,,,,,11.88,0,90,0.43,148,0,0.4,,
61220067,eq,1,4,,,2546788,1.39,l,0.189,7,5,2646443,UW,Jiggle,2016-11-26 20:23:06.290001-08,48.5336667,-121.8506667,0.84,1,0.16,0.48,1.8,,,0,n,n,n,,,,,,,,,,,1.8,78,84,0.48,345,0,0.45,,
61225867,eq,1,4,,,2567518,1.13,l,0.076,5,5,2667958,UW,Jiggle,2016-12-25 22:53:18.969997-08,48.6321667,-122.1985,8.16,0.5,0.14,0.39,13.86,,,0,y,n,n,,,,,,,,,,,13.86,50,89,0.39,14,0,0.32,,
61248406,eq,1,2,,,2585898,0.8,l,0.199,5,5,2686048,UW,Jiggle,2017-02-03 09:03:26.739998-08,48.4695,-121.9396667,11.72,0.8,0.08,0.43,2.02,,,0,n,n,n,,,,,,,,,,,2.02,234,86,0.43,334,0,0.32,,
61270691,eq,1,2,,,2608918,1.07,l,0.045,5,4,2707558,UW,Jiggle,2017-04-14 01:57:38.61-07,48.5068333,-121.9811667,1.12,0.8,0.21,1.45,1.67,,,0,n,n,n,,,,,,,,,,,2.22,186,48,0.94,337,37,0.38,,
61274886,eq,1,3,,,2612688,1.86,l,0.16,10,7,2711048,UW,Jiggle,2017-04-25 15:33:58.559999-07,48.7321667,-121.9846667,1.91,1,0.11,0.45,0.41,,,0,n,n,n,,,,,,,,,,,0.61,58,42,0.5,236,47,0.32,,
61275336,eq,1,1,,,2612798,1.82,l,0.094,12,8,2711148,UW,Jiggle,2017-04-26 12:53:07.73-07,48.7328333,-121.9341667,0.2,1,0.16,0.6,1.05,,,0,n,n,n,,,,,,,,,,,1.21,51,60,0.6,275,22,0.35,,
61275716,eq,1,4,,,2613533,1.58,l,0.149,11,7,2711788,UW,Jiggle,2017-04-27 18:23:39.95-07,48.7365,-121.9398333,0.62,1,0.16,0.77,1.01,,,0,n,n,n,,,,,,,,,,,1.27,292,52,0.65,73,30,0.41,,
61293761,eq,1,3,1883953,Just across border of BC,2634028,2.16,l,0.202,23,15,2731663,UW,Jiggle,2017-06-17 16:52:56.4-07,49.046,-122.1878333,6.87,1,0.25,0.91,1.46,,,0,n,n,n,,,,,,,,,,,1.5,146,77,0.91,27,6,0.39,,
61294181,lf,1,2,1883543,LF near Mt. Baker,2633388,1.34,l,0.045,5,3,2730988,UW,Jiggle,2017-06-19 10:32:23.119999-07,48.7456667,-121.8693333,1.02,0.5,0.09,3.85,6.68,,,0,n,n,n,,,,,,,,,,,7.71,340,60,0.86,242,4,0.34,,
61294471,lf,1,3,1884243,LF near Mt. Baker,2634288,1.43,l,0.097,5,3,2731853,UW,Jiggle,2017-06-20 02:00:11.539997-07,48.7411667,-121.8871667,-1.03,0.5,0.2,2.63,5.26,,,0,n,n,n,,,,,,,,,,,5.88,11,63,1.57,248,14,0.57,,
61276562,px,1,4,,,2636388,1.36,l,0.085,5,3,2734043,UW,Jiggle,2017-06-23 10:37:22.049999-07,48.8153333,-121.8798333,-0.79,0.5,0.36,2.77,31.61,,,0,y,n,n,,,,,,,,,,,31.61,0,90,2.77,298,0,1.08,,
61276802,eq,1,2,,,2635998,0.74,l,0.177,5,5,2733648,UW,Jiggle,2017-06-24 08:02:27.75-07,48.4665,-121.937,3.53,0.5,0.09,0.45,9.31,,,0,y,n,n,,,,,,,,,,,9.31,278,89,0.45,281,0,0.28,,
61278762,lf,1,5,1885643,LF near Mt. Baker,2641938,1.37,l,0.108,7,5,2739183,UW,Jiggle,2017-07-01 09:30:04.989998-07,48.7563333,-121.8558333,-0.96,0.5,0.6,4.76,11.42,,,0,n,n,n,,,,,,,,,,,12.37,348,67,1.4,250,3,1.13,,
61280137,lf,1,7,2046693,DLP at Mt. Baker,3035963,1.24,l,0.03633344774326153,7,5,3114943,UW,Jiggle,2017-07-07 06:19:59.149998-07,48.73016666666667,-121.83266666666667,23.92,0.5,0.22,3.27,8.03,,,0,n,n,n,,,,,,,,,,,8.67,350,67,2.19,263,0,1.23,,
60135818,lf,1,3,1887868,"LF near Mt. Baker, event in coda of earlier event",2642713,1.58,l,0.134,8,5,2739973,UW,Jiggle,2017-07-07 06:20:11.789997-07,48.6963333,-121.8723333,36.71,0.3,0.3,5.29,4.95,,,0,n,n,n,,,,,,,,,,,7.24,65,43,2.63,239,46,1.31,,
61280762,lf,1,2,1887943,LF near Mt. Baker,2642988,1.45,l,0.216,6,5,2740098,UW,Jiggle,2017-07-09 20:38:04.739998-07,48.8273333,-121.8155,-0.83,0.3,0.61,15.5,8.82,,,0,n,n,n,,,,,,,,,,,17.84,353,29,4.03,170,60,2.52,,
61281737,px,1,2,1888743,Canada blast,2644488,1.19,l,0.116,4,3,2741643,UW,Jiggle,2017-07-13 15:09:27.39-07,49.1488333,-122.077,-1.07,0.5,0.51,3.57,31.61,,,0,y,n,n,,,,,,,,,,,31.61,0,90,3.57,197,0,3.04,,
61285282,eq,1,2,,,2649288,0.96,l,0.031,4,4,2746243,UW,Jiggle,2017-07-25 11:13:33.55-07,48.4031667,-121.8238333,3.97,0.5,0.06,0.52,8.01,,,0,y,n,n,,,,,,,,,,,8.02,258,88,0.52,93,1,0.23,,
61289657,eq,1,2,,,2654698,1.37,l,0.317,11,8,2751548,UW,Jiggle,2017-08-05 11:13:42.29-07,48.5258333,-122.0621667,2.19,1,0.25,0.53,0.95,,,0,n,n,n,,,,,,,,,,,1.07,167,62,0.58,309,22,0.46,,
61291392,eq,1,2,,,2657498,1.5,l,0.178,11,7,2754248,UW,Jiggle,2017-08-09 20:55:51.209999-07,48.7518333,-122.131,13.81,0.5,0.17,1.75,3.86,,,0,n,n,n,,,,,,,,,,,4.24,27,65,0.6,206,24,0.43,,
61292127,eq,1,2,,,2658008,1.19,l,0.245,8,5,2754753,UW,Jiggle,2017-08-11 06:31:39.969999-07,48.6806667,-121.6843333,2.82,1,0.01,0.76,1.01,,,0,n,n,n,,,,,,,,,,,1.08,227,68,0.82,45,21,0.19,,
61313601,eq,1,3,,,2659778,0.85,l,0.243,4,4,2756498,UW,Jiggle,2017-08-13 23:19:18.799999-07,48.5811667,-121.85,0.95,0.8,0.21,0.62,2.04,,,0,n,n,n,,,,,,,,,,,2.06,276,81,0.63,98,8,0.4,,
61296072,eq,1,2,,,2661703,0.83,l,0.133,4,4,2758353,UW,Jiggle,2017-08-19 20:40:37.66-07,48.5488333,-122.1873333,3.02,0.5,0.1,1.57,11.56,,,0,y,n,n,,,,,,,,,,,11.56,227,88,1.57,97,0,0.41,,
61302422,eq,1,3,,,2667348,1.12,l,0.19,8,6,2763278,UW,Jiggle,2017-09-02 02:14:58.059999-07,48.5425,-122.0515,-0.89,0.5,0.33,1.81,3.37,,,0,n,n,n,,,,,,,,,,,3.82,286,61,1.2,118,27,0.78,,
61302977,eq,1,3,,,2667003,1.19,l,0.14,4,3,2762963,UW,Jiggle,2017-09-03 11:06:00.459999-07,48.8973333,-121.5705,11.07,1,0.08,0.7,0.72,,,0,n,n,n,,,,,,,,,,,0.99,12,46,0.86,236,34,0.4,,
61336686,px,1,3,1907543,Canada blast,2679648,1.47,d,0.293,5,5,2775173,UW,Jiggle,2017-10-02 16:59:12.559998-07,49.145,-122.0441667,-1.01,0.5,0.07,2.36,31.61,,,0,y,n,n,,,,,,,,,,,31.61,0,90,2.36,296,0,0.73,,
61314607,eq,1,1,,,2680488,2.13,l,0.154,16,10,2776043,UW,Jiggle,2017-10-04 13:45:03.899998-07,48.8415,-122.0291667,0.56,1,0.12,0.4,0.71,,,0,n,n,n,,,,,,,,,,,0.74,305,71,0.4,33,0,0.17,,
61337481,eq,0,0,,,285921,2,d,0.29,5,5,1336681,UW,RT1,2017-10-04 13:45:04.2-07,48.8433342,-122.0080032,2.45,1,0.03,0.91,0.41,,,0,n,,,,,,,,,,,,,0.92,16,2,0.44,114,70,0.21,,
61314677,eq,1,2,,,2680813,1.65,l,0.156,13,8,2776293,UW,Jiggle,2017-10-04 19:50:07.32-07,48.8458333,-122.0276667,0.9,1,0.16,0.62,0.83,,,0,n,n,n,,,,,,,,,,,0.89,267,68,0.63,31,12,0.27,,
61337551,eq,0,0,,,285941,1.33,d,0,2,2,1336751,UW,RT1,2017-10-04 19:50:07.72-07,48.8293343,-122.0091629,2.25,1,0.04,0.71,0.29,,,0,n,,,,,,,,,,,,,0.76,81,20,0.49,174,6,0.32,,
61314692,eq,1,1,,,2680728,1.1,l,0.132,5,5,2776263,UW,Jiggle,2017-10-04 20:28:09.969997-07,48.8363333,-122.0488333,3.53,0.5,0.08,0.73,8.06,,,0,y,n,n,,,,,,,,,,,8.07,336,87,0.73,216,1,0.27,,
61337566,eq,0,0,,,285951,0.36,d,0,2,2,1336766,UW,RT1,2017-10-04 20:28:11.21-07,48.8098335,-121.9469986,2.31,0.3,0.02,6.91,0.38,,,0,y,,,,,,,,,,,,,6.91,108,0,1.04,18,1,0.38,,
61344291,eq,1,2,,,2686998,1.16,l,0.188,6,3,2782048,UW,Jiggle,2017-10-23 09:33:55.279999-07,48.549,-121.5886667,1.59,1,0.05,0.47,0.44,,,0,n,n,n,,,,,,,,,,,0.65,79,43,0.47,218,38,0.18,,
61324427,eq,1,2,,,2690188,1.17,l,0.134,5,4,2784648,UW,Jiggle,2017-10-31 18:24:39.67-07,48.5285,-122.0641667,0.8,1,0.28,0.84,1.64,,,0,n,n,n,,,,,,,,,,,1.84,191,62,0.92,3,26,0.53,,
61324982,eq,1,2,,,2690308,0.74,l,0.121,5,5,2784753,UW,Jiggle,2017-11-02 06:25:33.67-07,48.4676667,-121.9363333,9.66,0.8,0.1,0.41,2.27,,,0,n,n,n,,,,,,,,,,,2.27,158,88,0.42,324,1,0.29,,
61349116,eq,1,2,,,2691383,1.4,l,0.069,8,6,2785708,UW,Jiggle,2017-11-04 13:35:26.629997-07,48.461,-121.9363333,9.62,1,0.07,0.39,1.92,,,0,n,n,n,,,,,,,,,,,1.93,243,85,0.39,342,0,0.29,,
61325657,eq,0,0,,,284242,1.33,d,0.25,6,6,1326357,UW,RT2,2017-11-04 13:35:26.66-07,48.4578323,-121.9225006,2.4,0.5,0.18,0.53,13.79,,,0,y,,,,,,,,,,,,,13.79,22,89,0.53,284,0,0.48,,
61327472,eq,1,4,,,2693493,0.39,l,0.165,5,5,2787698,UW,Jiggle,2017-11-10 21:21:51.73-08,48.4651667,-121.9338333,5.46,0.5,0.1,0.46,5.18,,,0,n,n,n,,,,,,,,,,,5.2,229,86,0.46,311,0,0.38,,
61328742,eq,1,3,,,2694523,1.75,l,0.074,8,5,2788663,UW,Jiggle,2017-11-15 21:02:46.31-08,48.5295,-121.791,7.09,1,0.05,0.31,1.45,,,0,n,n,n,,,,,,,,,,,1.46,67,83,0.31,216,5,0.25,,
61352406,eq,0,0,,,291936,1.33,d,0,5,5,1351506,UW,RT1,2017-11-15 21:02:46.37-08,48.5205002,-121.8063354,2.98,0.5,0.15,1.15,14.44,,,0,y,,,,,,,,,,,,,14.44,341,89,1.15,234,0,0.44,,
61331402,eq,1,2,,,2697298,1.38,l,0.162,10,8,2791548,UW,Jiggle,2017-11-27 18:36:01.549999-08,48.5803333,-122.1958333,-0.56,1,0.23,0.48,1.02,,,0,n,n,n,,,,,,,,,,,1.05,190,75,0.48,77,5,0.38,,
61360776,px,1,2,,,2704098,1.42,l,0.173,9,6,2797853,UW,Jiggle,2017-12-18 18:19:01.07-08,48.696,-121.9576667,-0.96,0.5,0.23,1.07,31.61,,,0,y,n,n,,,,,,,,,,,31.61,0,90,1.07,269,0,0.51,,
61363606,eq,1,2,,,2714498,1.16,l,0.032,4,4,2807748,UW,Jiggle,2018-01-09 10:08:13.789997-08,48.5345,-121.9986667,-0.9,1,0.23,0.71,1.59,,,0,n,n,n,,,,,,,,,,,1.63,177,77,0.72,315,9,0.46,,
61344922,eq,1,2,,,2724488,0.58,d,0.474,2,2,2818143,UW,Jiggle,2018-01-26 06:57:43.209999-08,48.9345,-121.8663333,4.26,0.5,0.09,1.08,31.61,,,0,y,n,n,,,,,,,,,,,31.61,0,90,1.08,215,0,0.48,,
61365656,eq,0,0,,,298611,0.36,d,0,2,2,1364556,UW,RT1,2018-01-26 06:57:43.5-08,48.8563347,-121.9954987,13.19,0.3,0.01,8.34,0.93,,,0,y,,,,,,,,,,,,,8.34,51,2,0.93,302,82,0.59,,
61365796,eq,0,0,,,298741,1.33,d,0,3,3,1364696,UW,RT1,2018-01-27 15:41:17.31-08,48.6371651,-121.7598343,3.66,0.5,0,1.07,8.33,,,0,y,,,,,,,,,,,,,8.33,266,88,1.07,58,1,0.31,,
61345147,eq,1,2,,,2728088,1.35,l,0.602,5,4,2821643,UW,Jiggle,2018-01-27 15:41:17.32-08,48.6431667,-121.7476667,3.89,0.8,0.05,0.62,2.25,,,0,n,n,n,,,,,,,,,,,2.31,81,77,0.64,241,11,0.32,,
