cluster_index,reftime
159,2016-07-02 00:13:50.530011
159,2016-08-11 18:10:19.400376
159,2017-01-22 00:11:12.441431
159,2017-01-22 00:12:27.861431
159,2017-01-22 06:41:29.310273
159,2017-04-16 19:56:13.250011
159,2017-04-16 21:36:41.850019
159,2017-04-16 23:09:13.530054
160,2016-07-01 20:18:43.930179
160,2016-07-01 20:24:04.570179
160,2016-07-01 20:33:11.979994
160,2016-07-02 05:52:26.440014
160,2016-07-02 08:43:10.500000
160,2016-07-03 09:41:24.310009
160,2016-07-03 13:48:08.129986
160,2016-07-06 09:01:40.680064
160,2016-07-10 08:28:33.990006
160,2016-07-11 19:02:01.900147
160,2016-08-30 09:05:39.221209
160,2016-08-30 12:32:58.820466
160,2016-08-31 06:26:36.300149
161,2016-07-03 23:44:35.460428
161,2016-07-03 23:46:09.800428
161,2016-07-04 01:18:04.230183
161,2016-07-04 13:54:33.670006
161,2016-07-09 16:17:33.009918
161,2016-07-14 16:12:54.580041
162,2016-07-09 13:21:57.710137
162,2016-07-09 13:43:14.331150
163,2016-08-02 10:27:15.260163
163,2016-08-02 10:48:04.279989
164,2016-08-22 00:38:56.990171
164,2016-08-22 04:47:55.810719
165,2016-08-28 19:36:40.460072
165,2016-08-29 09:40:38.370014
166,2016-09-05 04:21:16.999998
166,2016-09-06 06:23:48.320005
167,2016-09-09 09:52:50.621445
167,2016-09-09 12:12:11.140504
167,2016-10-02 18:07:42.970004
167,2016-10-03 01:14:59.360002
168,2016-09-25 05:03:41.450915
168,2016-09-25 09:52:40.760002
169,2016-10-11 08:50:05.671020
169,2016-10-11 11:16:43.330010
170,2016-10-19 06:48:37.590437
170,2016-10-19 07:10:11.840539
171,2016-12-21 03:18:31.690857
171,2016-12-24 16:47:48.479999
171,2016-12-26 07:05:52.900010
171,2017-01-14 11:45:15.920019
171,2017-01-15 03:20:38.180716
171,2017-01-15 04:10:19.540011
171,2022-05-17 08:07:39.560000
171,2022-05-17 08:11:08.260000
171,2022-05-17 08:13:28.260000
171,2022-05-17 08:39:46.700000
171,2022-05-17 08:40:22.210000
171,2022-05-17 09:03:25.000000
171,2022-05-17 09:07:20.880000
171,2022-05-17 11:41:48.810000
171,2022-05-17 12:25:17.090000
171,2022-05-18 01:15:46.060000
171,2022-05-18 04:53:15.340000
171,2022-05-19 09:00:42.880000
171,2022-05-30 21:45:23.380000
171,2022-06-14 01:30:58.940000
171,2022-06-25 20:18:45.370000
171,2022-06-25 20:20:17.630000
171,2022-07-05 15:15:09.000000
171,2022-07-14 09:34:41.620000
171,2022-07-15 02:40:41.530000
171,2023-09-18 01:32:19.140000
172,2016-12-22 12:24:50.639996
172,2016-12-26 20:24:38.640009
173,2017-04-25 22:33:33.530000
173,2017-04-26 19:52:42.270000
173,2017-04-27 19:09:23.510000
173,2017-04-28 01:23:14.450000
174,2017-05-03 19:20:59.090000
174,2017-05-04 07:44:08.870000
174,2017-05-04 11:21:14.380000
174,2017-05-05 03:20:10.720000
174,2020-05-12 11:49:57.370000
174,2022-06-25 13:08:51.340000
175,2017-05-18 18:11:55.140000
175,2017-05-18 18:15:55.230000
176,2017-06-01 14:47:02.880000
176,2017-06-02 15:26:28.780000
176,2017-06-20 02:03:39.130000
176,2024-01-30 19:49:59.870000
176,2024-01-31 05:20:25.750000
176,2024-04-16 20:46:53.840000
176,2024-04-23 13:09:26.980000
176,2024-04-26 13:10:38.530000
176,2024-06-27 05:47:13.010000
176,2024-06-27 21:37:44.910000
176,2024-06-27 22:16:36.110000
176,2024-06-27 22:26:31.440000
176,2024-06-28 00:24:46.460000
176,2024-07-02 17:44:47.340000
176,2024-07-12 10:23:27.970000
176,2024-07-15 14:06:51.640000
176,2024-08-01 03:27:03.170000
176,2024-08-05 14:05:15.230000
176,2024-08-29 04:24:01.460000
176,2024-08-29 05:02:17.640000
176,2024-09-12 09:18:26.050000
176,2024-09-21 08:03:56.740000
176,2024-09-21 08:28:20.270000
176,2024-10-03 13:18:29.110000
176,2024-10-28 12:18:42.480000
177,2017-06-25 03:20:40.490000
177,2017-06-25 03:25:25.030000
177,2017-06-26 03:31:18.630000
178,2017-07-06 10:48:06.410000
178,2017-07-06 15:31:13.100000
179,2017-07-10 04:16:20.150000
179,2017-07-10 22:39:03.350000
179,2017-07-10 22:46:37.810000
180,2017-07-10 06:15:22.810000
180,2017-07-11 05:33:52.310000
181,2017-08-21 20:25:30.740005
181,2017-08-22 19:44:45.700009
182,2017-08-29 18:50:40.810003
182,2017-08-29 18:53:28.040003
182,2017-08-30 08:56:30.610168
182,2017-10-01 02:32:53.630001
182,2017-12-04 19:56:36.020010
182,2017-12-04 20:20:22.740210
182,2017-12-06 05:43:27.050007
182,2017-12-17 08:06:16.830003
183,2017-09-02 14:51:40.700068
183,2017-09-03 15:48:05.990476
183,2017-09-03 18:05:38.010002
184,2017-09-14 20:18:30.069987
184,2017-09-14 20:41:52.860035
184,2017-09-15 03:09:03.270076
184,2017-09-15 11:06:26.680067
184,2017-09-15 11:07:48.790067
184,2017-09-16 13:42:02.699993
184,2017-09-17 10:37:55.390813
185,2017-09-15 11:06:01.670067
185,2017-09-15 11:07:23.770067
186,2017-10-03 23:10:30.990433
186,2017-10-03 23:15:26.645633
187,2017-10-04 20:44:38.931285
187,2017-10-05 02:49:42.290009
187,2017-10-05 03:27:44.960003
187,2017-10-08 19:25:33.250939
188,2017-10-06 11:51:34.381399
188,2017-10-06 11:55:33.381399
189,2017-10-09 08:26:52.420113
189,2017-10-09 19:31:10.080046
190,2017-10-10 05:34:23.320013
190,2017-10-10 06:40:16.410025
191,2017-10-11 02:21:21.600003
191,2017-10-14 04:09:32.050235
191,2017-10-17 02:06:45.321071
191,2017-10-28 02:07:11.200015
191,2017-11-11 11:17:13.569997
191,2017-11-26 12:29:18.020025
192,2017-10-12 19:04:19.791321
192,2017-10-13 04:33:40.960099
193,2017-10-25 17:56:16.151380
193,2017-10-28 14:31:39.770998
194,2017-11-02 13:25:12.317007
194,2017-11-04 20:35:05.271257
194,2017-11-11 05:21:30.151110
195,2017-11-03 21:24:49.040202
195,2017-11-03 23:08:33.361328
195,2018-01-14 16:26:07.140008
195,2018-01-20 09:39:52.640005
195,2023-12-13 05:02:22.810000
196,2017-11-27 15:26:44.300006
196,2017-11-27 22:57:51.280012
197,2017-12-05 16:03:17.360001
197,2017-12-07 13:30:24.530011
197,2017-12-16 11:31:02.160013
198,2017-12-13 06:09:49.810075
198,2017-12-13 12:03:22.140002
198,2017-12-23 14:34:27.790002
199,2018-01-01 17:06:51.780139
199,2018-01-02 18:04:54.230011
200,2018-01-03 08:37:42.591359
200,2018-01-03 08:40:33.011359
201,2018-01-04 20:51:55.790467
201,2018-01-04 23:08:11.940013
202,2018-02-06 15:04:47.541239
202,2018-02-06 19:40:51.260003
202,2018-02-06 21:11:50.329947
202,2018-03-23 00:28:39.211262
202,2018-04-07 21:36:03.740026
203,2018-03-04 23:26:45.181118
203,2018-03-05 05:27:22.590016
204,2018-03-21 16:01:32.734866
204,2018-03-24 08:29:55.210315
204,2018-03-24 17:36:31.540074
205,2018-03-23 22:34:11.570003
205,2018-03-24 00:45:11.210002
205,2018-03-24 17:52:36.490074
205,2018-03-30 23:52:03.799997
205,2018-05-07 14:31:44.870008
205,2018-05-07 14:38:36.580008
206,2018-03-24 15:05:39.678741
206,2018-03-25 01:31:22.640017
207,2018-06-18 20:57:43.990003
207,2018-06-18 21:13:22.971011
207,2018-09-11 15:05:21.890037
207,2018-09-11 17:20:04.820036
208,2018-07-05 08:06:16.360008
208,2018-07-05 15:15:49.620623
208,2023-02-06 02:38:33.900000
209,2018-07-10 12:39:21.660010
209,2018-07-11 13:07:46.780011
209,2018-07-21 05:01:36.991306
210,2018-07-10 18:37:15.440465
210,2018-07-15 10:35:50.580011
211,2018-08-03 19:52:15.450004
211,2018-08-03 19:57:33.040004
212,2018-08-10 18:01:50.070000
212,2018-08-11 19:42:46.840325
213,2018-08-20 09:15:56.059999
213,2018-08-23 22:39:25.879994
213,2018-09-27 14:56:54.690862
213,2018-10-22 20:45:32.500003
214,2018-08-22 09:50:19.340034
214,2018-08-22 09:51:54.320034
214,2018-08-22 12:02:02.820155
214,2018-08-22 14:14:07.861265
214,2018-08-24 17:35:09.950458
215,2018-08-22 09:51:34.360034
215,2018-08-22 09:53:09.320034
215,2018-08-22 10:13:01.499998
215,2018-08-22 14:15:22.871265
215,2018-08-23 03:35:05.360017
215,2018-08-23 13:50:43.009993
215,2018-08-24 12:22:32.910019
215,2018-08-24 17:36:24.950458
215,2018-08-25 12:03:34.090075
215,2018-08-25 19:13:37.301418
215,2018-08-28 06:59:15.530000
216,2018-08-22 09:59:16.890034
216,2018-08-23 03:33:50.270017
216,2018-08-31 04:32:20.410006
216,2018-09-01 06:20:55.530074
216,2018-09-02 05:58:58.200006
216,2018-09-03 13:32:36.890025
217,2018-08-22 11:13:08.940153
217,2018-08-22 15:42:37.840012
217,2018-08-22 18:56:11.250012
217,2018-08-24 10:51:20.640001
217,2018-08-29 10:34:02.760535
218,2018-08-30 14:54:29.140144
218,2018-08-30 15:08:48.130003
219,2018-09-17 02:54:12.760579
219,2018-09-17 21:49:54.420178
219,2018-11-01 10:27:04.760104
220,2018-10-22 04:18:58.040001
220,2018-10-24 07:52:48.601022
221,2018-10-26 07:03:13.970028
221,2018-10-29 00:25:45.540065
222,2018-11-30 06:52:48.930017
222,2018-11-30 22:11:52.090243
223,2018-12-04 00:54:11.519997
223,2018-12-04 02:41:28.000008
223,2018-12-06 04:13:01.191414
224,2018-12-05 10:31:07.690014
224,2018-12-05 10:33:07.790014
225,2018-12-18 01:09:02.910025
225,2018-12-19 19:22:33.470015
225,2018-12-19 19:49:01.130015
225,2018-12-21 19:26:06.389097
226,2019-01-11 13:14:08.220702
226,2019-01-11 14:22:41.820016
227,2019-03-31 23:20:27.840000
227,2019-04-01 15:00:40.140000
228,2019-08-03 04:27:37.560000
228,2019-08-03 04:32:43.200000
228,2019-08-03 07:10:51.810000
228,2019-08-04 04:42:33.250000
229,2019-12-19 03:11:21.620000
229,2019-12-19 12:42:14.980000
230,2020-01-24 06:54:28.220000
230,2020-01-25 17:22:50.700000
231,2022-01-14 06:17:23.750000
231,2022-01-15 05:24:28.630000
232,2022-01-27 09:51:05.390000
232,2022-01-27 11:03:15.670000
233,2022-02-03 11:41:03.110000
233,2022-02-05 08:30:17.050000
233,2022-04-13 08:31:14.260000
234,2022-02-03 11:41:33.840000
234,2022-02-05 08:30:47.780000
234,2022-04-13 08:31:44.990000
235,2022-02-05 07:52:35.100000
235,2022-02-07 01:09:55.100000
236,2022-02-05 07:52:54.990000
236,2022-02-05 08:26:01.420000
236,2022-02-07 01:10:14.990000
237,2022-02-05 08:39:18.960000
237,2022-02-05 08:51:36.210000
237,2025-03-14 03:59:22.710000
238,2022-02-18 23:19:30.040000
238,2022-02-19 02:37:18.610000
238,2022-08-26 19:14:41.960000
238,2022-08-26 22:02:13.670000
238,2023-05-02 23:11:11.930000
238,2023-05-03 02:41:13.720000
238,2023-05-03 04:47:39.630000
238,2023-05-03 07:27:18.440000
238,2023-11-30 16:12:45.320000
239,2022-03-11 07:17:58.150000
239,2022-03-14 04:54:23.830000
239,2022-03-14 06:18:35.970000
239,2022-03-14 07:09:31.330000
239,2022-03-14 19:49:16.140000
240,2022-03-26 08:27:18.930000
240,2022-03-27 14:39:14.450000
241,2022-04-19 15:12:13.140000
241,2022-04-20 19:05:30.240000
242,2022-04-26 23:22:18.840000
242,2022-04-28 03:48:49.730000
242,2023-08-08 01:51:22.930000
242,2023-08-08 10:17:38.960000
242,2023-08-08 10:30:01.340000
242,2023-08-08 10:47:37.070000
242,2023-08-08 11:51:27.820000
242,2023-08-18 08:39:39.860000
242,2023-08-22 04:23:29.360000
242,2023-08-23 17:43:53.200000
242,2023-09-17 07:09:09.470000
242,2023-10-16 13:08:20.010000
242,2024-03-10 13:05:32.570000
242,2025-01-10 17:11:40.300000
242,2025-01-20 21:35:29.970000
242,2025-01-21 01:03:39.950000
242,2025-01-21 07:53:24.410000
242,2025-02-25 05:48:37.910000
243,2022-04-26 23:22:41.060000
243,2022-04-28 03:49:11.950000
243,2023-08-22 04:23:51.580000
243,2023-08-23 17:44:15.410000
243,2023-09-29 08:58:15.520000
243,2023-10-16 13:08:42.220000
244,2022-04-27 07:58:47.760000
244,2022-04-27 14:21:51.170000
245,2022-05-01 11:15:59.710000
245,2022-05-01 13:07:00.260000
246,2022-05-01 21:17:50.470000
246,2022-05-02 10:51:02.840000
247,2022-05-07 05:07:28.010000
247,2022-05-07 05:28:15.150000
248,2022-05-17 02:12:15.860000
248,2022-05-17 02:15:55.560000
248,2022-05-17 04:38:03.510000
249,2022-05-17 08:35:57.040000
249,2022-05-17 08:42:13.140000
249,2022-10-10 06:42:54.270000
249,2022-10-10 06:43:49.220000
249,2023-06-27 19:02:17.900000
250,2022-05-22 07:21:58.160000
250,2022-05-22 13:59:04.880000
250,2022-11-09 18:01:44.110000
250,2022-11-12 07:20:47.030000
250,2022-11-12 07:41:04.850000
250,2022-11-25 11:39:39.750000
250,2023-01-12 16:40:33.520000
250,2023-02-27 06:52:35.730000
250,2023-06-22 07:49:40.040000
250,2023-07-07 07:20:40.700000
250,2023-07-28 17:49:22.770000
250,2023-08-02 01:44:11.650000
250,2023-09-05 01:08:27.160000
250,2023-09-21 21:24:17.560000
250,2023-09-22 08:33:04.300000
250,2023-09-26 14:17:23.760000
250,2023-10-12 05:11:45.770000
250,2023-10-23 10:43:02.330000
250,2023-10-26 10:38:51.200000
250,2023-11-03 12:05:37.390000
250,2023-12-22 03:30:08.060000
250,2024-02-09 09:30:24.110000
250,2024-02-12 06:23:35.500000
250,2024-05-21 10:02:56.570000
250,2024-05-25 22:36:12.870000
250,2024-06-11 05:03:27.410000
250,2024-06-24 13:47:48.340000
250,2024-07-14 12:55:50.920000
250,2024-08-17 11:48:02.900000
250,2024-08-21 08:18:37.030000
250,2024-09-04 01:32:00.790000
250,2024-09-20 00:47:02.420000
250,2024-10-14 07:51:32.570000
250,2024-10-17 11:29:50.460000
250,2024-10-20 12:42:48.320000
250,2024-10-29 06:25:32.040000
250,2024-10-31 06:13:55.830000
250,2024-11-02 05:15:18.020000
250,2024-11-06 15:50:22.500000
250,2024-11-10 09:54:56.720000
250,2024-12-21 15:43:47.990000
250,2025-01-18 06:16:11.550000
250,2025-01-23 11:25:39.810000
250,2025-03-22 01:27:31.950000
250,2025-03-31 09:54:19.170000
251,2022-06-14 23:04:01.880000
251,2022-06-15 19:05:27.940000
252,2022-06-15 13:19:07.110000
252,2022-06-15 14:22:34.970000
253,2022-06-30 03:33:19.470000
253,2022-06-30 05:28:33.220000
254,2022-07-04 01:21:45.540000
254,2022-07-04 04:39:28.390000
254,2023-04-14 00:20:05.820000
254,2023-05-07 01:22:59.300000
255,2022-07-08 23:52:02.010000
255,2022-07-09 17:38:34.470000
255,2022-07-09 21:12:23.370000
255,2022-07-10 00:23:11.380000
256,2022-07-08 23:52:26.180000
256,2022-07-09 17:38:58.640000
257,2022-07-16 02:23:28.900000
257,2022-07-17 09:57:21.360000
257,2022-07-19 15:14:05.590000
257,2022-07-19 15:14:32.310000
257,2022-07-22 12:51:10.480000
257,2022-09-06 00:25:55.350000
257,2022-09-08 02:26:44.700000
257,2022-09-18 05:54:59.040000
258,2022-07-26 08:49:15.010000
258,2022-07-30 02:25:11.840000
258,2022-07-30 15:36:51.540000
258,2022-08-03 07:04:11.900000
258,2022-08-04 23:21:23.990000
258,2022-08-06 09:50:31.800000
258,2022-08-13 02:58:30.090000
258,2022-08-15 14:13:02.360000
258,2022-08-27 06:43:37.380000
258,2022-09-02 12:39:38.120000
258,2022-09-04 07:33:00.390000
258,2022-09-11 11:56:53.330000
258,2022-09-16 13:32:22.520000
258,2022-09-22 03:35:57.700000
258,2022-09-30 05:28:47.230000
258,2022-10-03 02:32:57.680000
258,2022-10-17 08:19:12.080000
258,2022-11-10 23:17:18.440000
258,2023-08-20 06:04:35.830000
258,2023-08-22 09:10:01.730000
258,2023-08-25 04:01:18.790000
258,2023-08-31 02:07:14.410000
258,2023-09-28 02:49:12.290000
258,2023-11-07 12:57:12.390000
259,2022-07-30 11:23:03.750000
259,2022-07-30 17:25:06.650000
259,2022-07-31 02:04:29.440000
259,2022-08-01 19:04:58.470000
259,2022-08-01 23:02:02.650000
259,2022-08-02 11:54:43.510000
259,2022-08-02 12:04:35.650000
260,2022-07-30 11:23:23.590000
260,2022-08-01 22:35:03.310000
261,2022-08-07 07:49:57.230000
261,2022-08-08 07:47:01.830000
261,2022-12-13 09:17:28.060000
262,2022-08-09 08:32:52.760000
262,2022-08-09 10:28:42.490000
262,2022-08-12 00:42:11.850000
263,2022-08-14 06:58:15.170000
263,2022-08-15 07:59:57.080000
264,2022-08-15 20:36:27.600000
264,2022-08-17 23:52:09.640000
264,2022-08-24 00:20:12.310000
264,2022-08-24 18:59:24.810000
264,2022-08-25 03:19:17.110000
264,2022-08-25 05:55:27.340000
264,2022-08-25 11:49:54.650000
264,2022-08-25 16:53:39.640000
264,2022-08-25 19:54:35.520000
264,2022-08-30 23:01:36.470000
264,2022-08-31 03:47:27.170000
264,2022-08-31 08:20:54.490000
264,2022-08-31 13:12:15.930000
264,2022-09-01 01:25:35.660000
264,2022-09-01 12:43:39.390000
264,2022-09-01 18:10:01.300000
264,2022-09-02 06:56:21.310000
264,2022-09-03 01:33:23.880000
264,2022-09-03 04:55:54.330000
264,2022-09-03 07:53:24.560000
264,2022-09-03 23:39:50.030000
264,2022-09-04 07:12:09.490000
264,2022-09-12 01:09:21.640000
264,2022-09-30 21:32:18.260000
264,2022-10-01 21:25:34.330000
264,2022-10-02 23:14:51.280000
264,2023-08-26 00:39:47.570000
264,2023-08-27 22:26:39.020000
264,2023-09-10 21:39:58.170000
264,2023-10-08 22:54:39.190000
265,2022-08-16 15:57:42.970000
265,2022-08-22 22:52:38.950000
265,2022-10-18 20:55:59.930000
265,2023-02-14 18:37:08.930000
265,2023-07-20 20:21:43.340000
265,2023-08-21 18:14:43.640000
265,2023-09-22 16:43:47.830000
265,2024-06-14 17:13:47.670000
265,2024-10-09 22:11:32.870000
266,2022-08-31 19:07:07.310000
266,2022-08-31 19:34:51.090000
266,2022-10-02 14:56:46.050000
266,2022-12-25 03:45:45.150000
266,2023-02-16 16:08:32.980000
266,2023-08-07 07:30:53.350000
266,2024-02-13 07:20:33.610000
266,2024-04-01 01:53:38.760000
267,2022-09-05 17:42:01.240000
267,2022-09-09 12:57:17.920000
267,2022-09-09 12:58:24.240000
267,2022-09-10 10:57:13.470000
268,2022-09-08 11:45:14.660000
268,2022-09-08 23:46:20.020000
268,2022-09-11 21:34:41.990000
269,2022-09-14 19:29:07.900000
269,2022-09-15 18:59:00.650000
270,2022-09-17 09:10:36.120000
270,2022-09-17 09:12:50.090000
271,2022-09-24 21:52:35.690000
271,2022-09-25 02:02:04.300000
271,2022-09-25 03:12:56.520000
272,2022-09-26 06:51:10.000000
272,2022-09-26 06:56:12.140000
272,2022-09-26 19:53:58.800000
272,2022-09-26 20:21:37.910000
272,2022-09-27 02:35:18.320000
272,2022-09-27 03:51:27.480000
272,2022-09-27 17:33:32.910000
272,2022-10-04 22:02:20.410000
272,2022-10-05 06:03:44.600000
272,2022-10-11 08:32:11.380000
272,2022-10-14 10:14:06.930000
272,2022-10-24 14:22:50.590000
272,2022-10-26 11:06:53.560000
273,2022-10-09 01:38:21.420000
273,2022-10-09 06:01:40.470000
274,2022-10-09 01:38:55.790000
274,2022-10-09 06:02:14.810000
275,2022-10-15 11:28:55.100000
275,2022-10-15 12:26:45.340000
276,2022-10-22 08:08:55.040000
276,2022-10-22 18:04:32.490000
277,2022-10-22 08:09:14.040000
277,2022-10-22 18:04:51.490000
278,2022-10-31 02:42:45.250000
278,2022-11-01 06:16:36.270000
279,2022-10-31 02:43:16.510000
279,2022-11-01 06:17:07.530000
280,2022-11-09 14:06:52.540000
280,2022-11-09 14:14:17.780000
281,2022-11-23 07:26:29.310000
281,2022-11-23 09:40:58.590000
281,2022-11-24 08:25:03.820000
281,2022-11-30 01:28:35.390000
282,2022-11-24 22:16:02.520000
282,2022-11-24 23:45:58.110000
283,2022-11-29 23:55:05.180000
283,2022-11-30 01:00:02.480000
283,2022-11-30 02:59:44.390000
283,2023-03-16 15:03:15.640000
283,2023-03-16 15:11:52.160000
284,2022-11-30 01:44:37.560000
284,2022-12-01 17:41:54.390000
285,2022-11-30 12:51:14.680000
285,2022-11-30 21:48:33.150000
286,2022-12-05 17:22:34.200000
286,2022-12-07 12:16:36.360000
286,2022-12-16 07:58:57.830000
286,2022-12-17 02:25:40.540000
287,2022-12-13 07:24:59.070000
287,2022-12-13 20:18:52.380000
288,2022-12-14 20:57:18.480000
288,2022-12-16 09:47:45.540000
289,2022-12-15 12:49:54.580000
289,2022-12-15 23:38:19.580000
290,2023-01-09 06:46:26.680000
290,2023-01-09 09:39:46.200000
291,2023-02-23 10:37:25.970000
291,2023-02-23 10:38:07.060000
291,2023-02-23 13:28:59.540000
292,2023-02-23 10:37:51.680000
292,2023-02-23 11:55:48.870000
293,2023-03-01 11:36:00.420000
293,2023-03-03 03:53:45.170000
294,2023-03-17 22:20:18.100000
294,2023-03-21 22:49:54.460000
294,2023-04-01 17:14:46.290000
295,2023-03-22 22:08:20.900000
295,2023-03-23 01:45:45.950000
296,2023-03-22 22:08:38.670000
296,2023-03-23 01:46:03.720000
296,2023-03-23 01:46:35.450000
296,2023-03-23 01:54:29.500000
297,2023-03-25 08:25:31.110000
297,2023-03-25 11:43:47.180000
298,2023-03-26 10:51:43.030000
298,2023-03-29 07:14:16.770000
298,2023-04-04 03:19:28.750000
298,2023-09-04 06:47:02.350000
299,2023-03-27 03:17:30.850000
299,2023-03-27 03:27:00.410000
299,2023-03-27 03:30:26.550000
299,2023-03-28 18:33:00.780000
299,2023-04-06 10:34:16.100000
299,2023-04-19 21:10:59.950000
300,2023-04-28 17:19:27.990000
300,2023-04-28 17:21:23.630000
300,2023-04-28 17:24:12.850000
301,2023-05-08 04:34:47.550000
301,2023-05-08 05:00:22.850000
302,2023-05-31 06:23:04.380000
302,2023-05-31 06:24:39.070000
303,2023-06-16 07:25:26.380000
303,2023-06-18 17:48:43.280000
303,2023-06-24 09:08:32.270000
303,2023-06-25 05:20:35.190000
303,2023-06-27 01:52:09.380000
303,2023-06-28 17:55:26.750000
303,2023-06-29 17:39:51.730000
303,2023-06-29 23:56:19.010000
303,2023-07-03 03:49:02.720000
303,2023-07-04 17:05:44.300000
303,2023-07-04 20:08:15.380000
303,2023-07-06 10:40:58.240000
303,2023-07-08 10:19:19.370000
303,2023-07-11 09:55:46.560000
303,2023-07-13 09:37:19.330000
303,2023-07-15 03:18:18.140000
303,2023-07-17 14:06:19.420000
303,2023-07-20 02:36:27.700000
303,2023-07-20 13:38:17.710000
303,2023-07-27 12:20:18.370000
303,2023-07-28 03:27:35.900000
303,2023-08-01 04:04:35.670000
303,2023-08-02 12:04:47.260000
303,2023-08-04 15:36:20.100000
303,2023-08-05 06:49:42.440000
303,2023-08-07 04:14:50.860000
303,2023-08-11 22:54:18.560000
303,2023-08-13 12:17:19.550000
303,2023-08-14 23:58:24.640000
303,2023-08-15 13:32:23.050000
303,2023-08-16 06:04:55.620000
303,2023-08-16 18:11:04.300000
303,2023-08-17 09:27:26.250000
303,2023-08-17 21:24:10.530000
303,2023-08-17 21:25:48.660000
303,2023-08-19 08:24:30.790000
303,2023-08-20 04:32:14.460000
303,2023-08-21 02:45:53.590000
303,2023-08-21 12:37:33.310000
303,2023-08-22 07:20:48.590000
303,2023-08-25 06:59:12.310000
303,2023-08-27 00:56:51.800000
303,2023-08-27 05:00:35.720000
303,2023-08-28 07:33:08.030000
303,2023-08-28 11:02:04.600000
303,2023-08-29 10:01:04.320000
303,2023-08-30 16:21:01.530000
303,2023-08-31 02:25:23.240000
303,2023-09-01 14:51:42.230000
303,2023-09-01 22:13:54.450000
303,2023-09-03 06:26:57.890000
303,2023-09-04 11:02:56.900000
303,2023-09-06 02:28:20.310000
303,2023-09-07 21:36:11.530000
303,2023-09-09 21:15:37.990000
303,2023-09-10 21:37:20.620000
303,2023-09-10 23:16:43.630000
303,2023-09-11 22:41:15.050000
303,2023-09-12 08:48:54.080000
303,2023-09-14 21:13:27.970000
303,2023-09-16 11:31:56.130000
303,2023-09-18 02:15:38.760000
303,2023-09-19 22:00:07.110000
303,2023-09-21 13:11:30.570000
303,2023-09-23 01:11:34.740000
303,2023-09-23 01:18:25.370000
303,2023-09-25 20:44:03.610000
303,2023-09-28 06:36:40.420000
303,2023-09-30 16:07:33.730000
303,2023-10-01 21:30:12.430000
303,2023-10-01 21:33:26.700000
303,2023-10-05 19:48:11.820000
303,2023-10-07 14:26:52.490000
303,2023-10-07 14:28:21.060000
303,2023-10-09 12:18:20.440000
303,2023-10-11 06:18:39.960000
303,2023-10-12 21:05:23.990000
303,2023-10-14 19:36:12.700000
303,2023-10-15 19:17:25.260000
303,2023-10-15 23:14:49.260000
303,2023-10-21 21:43:31.480000
303,2023-10-24 07:30:03.310000
303,2023-10-25 03:01:38.560000
303,2023-11-03 08:16:43.370000
303,2023-11-06 21:51:30.770000
303,2023-11-07 10:37:37.850000
303,2023-11-07 12:35:53.880000
303,2023-11-11 03:49:33.310000
303,2023-11-19 04:07:14.360000
303,2023-11-24 08:51:31.910000
303,2023-11-27 07:51:47.950000
303,2023-12-02 18:16:18.480000
303,2023-12-02 19:02:01.440000
303,2023-12-07 03:29:19.520000
303,2023-12-10 21:29:36.000000
303,2023-12-10 21:36:29.240000
303,2023-12-11 02:12:00.350000
303,2023-12-14 05:06:58.960000
303,2023-12-16 08:39:28.440000
303,2023-12-22 13:49:42.570000
303,2023-12-29 16:37:34.890000
303,2024-01-06 16:43:10.670000
303,2024-01-10 09:51:23.200000
303,2024-01-22 08:38:45.900000
303,2024-01-27 18:26:38.660000
303,2024-01-30 22:42:37.830000
303,2024-02-01 06:52:15.650000
303,2024-02-07 11:18:06.980000
303,2024-02-07 11:24:37.010000
303,2024-02-16 23:26:34.250000
303,2024-02-22 21:24:23.490000
303,2024-02-26 13:29:37.350000
303,2024-03-04 14:38:14.410000
303,2024-03-12 01:14:45.570000
303,2024-03-16 07:16:01.510000
303,2024-03-19 05:51:30.380000
303,2024-03-24 05:07:31.430000
303,2024-04-04 09:08:18.140000
303,2024-04-06 13:26:11.310000
303,2024-04-11 09:38:13.470000
303,2024-04-15 13:58:56.280000
303,2024-04-18 10:52:15.360000
303,2024-05-05 05:50:42.330000
303,2024-05-10 08:16:54.500000
303,2024-05-11 20:21:45.470000
303,2024-05-15 08:23:50.500000
303,2024-05-19 17:21:26.700000
303,2024-05-24 08:42:02.940000
303,2024-05-25 16:52:51.110000
303,2024-05-28 08:06:24.250000
303,2024-05-31 19:10:52.000000
303,2024-06-01 02:50:18.150000
303,2024-06-01 15:46:54.730000
303,2024-06-02 20:55:02.210000
303,2024-06-04 21:30:45.550000
303,2024-06-06 11:10:31.910000
303,2024-06-09 10:22:10.070000
303,2024-06-10 07:42:13.390000
303,2024-06-12 09:54:56.410000
303,2024-06-13 05:44:48.260000
303,2024-06-17 06:45:21.460000
303,2024-06-17 06:46:11.410000
303,2024-06-18 21:41:03.850000
303,2024-06-20 05:25:02.650000
303,2024-06-23 08:30:47.900000
303,2024-06-27 13:35:40.960000
303,2024-06-28 03:54:07.640000
303,2024-06-29 21:22:05.440000
303,2024-07-01 04:53:02.630000
303,2024-07-03 05:39:09.270000
303,2024-07-06 13:52:49.060000
303,2024-07-11 07:17:38.430000
303,2024-07-12 05:55:54.460000
303,2024-07-13 01:13:55.690000
