evid,etype,orid,to_timestamp,datetime,lat,lon,depth,mbs_src_km,arid,to_timestamp,datetime,iphase,quality,fm,net,sta,location,seedchan,rflag,subsource,delta,seaz,ema,timeres,in_wgt,wgt,importance
10835733,uk,1156248,1969-10-02 04:17:43-07,-7821737,48.7998333,-121.6998333,18,9.04814637274832,,,,,,,,,,,,,,,,,,,
10857743,eq,1183783,1973-11-11 11:01:59.98-08,121892519.98,48.6563333,-121.682,-1.214,16.463183761106013,10943318,1973-11-11 11:02:22.1-08,121892542.1,P,0.5,+.,UW,RMW,  ,EHZ,F,UW2AQMS,133.4,184,,0.37,1,,
10857743,eq,1183783,1973-11-11 11:01:59.98-08,121892519.98,48.6563333,-121.682,-1.214,16.463183761106013,10943298,1973-11-11 11:02:30.2-08,121892550.2,P,0.5,,UW,FMW,  ,EHZ,F,UW2AQMS,190.7,179.7,,-0.07,0,,
10857743,eq,1183783,1973-11-11 11:01:59.98-08,121892519.98,48.6563333,-121.682,-1.214,16.463183761106013,10943303,1973-11-11 11:02:53-08,121892573,S,0.8,,UW,FMW,  ,EHZ,F,UW2AQMS,190.7,179.7,,-0.9,0,,
10857743,eq,1183783,1973-11-11 11:01:59.98-08,121892519.98,48.6563333,-121.682,-1.214,16.463183761106013,10943308,1973-11-11 11:02:04.15-08,121892524.15,P,1,,UW,MBW,  ,EHZ,F,UW2AQMS,21.4,311.5,,0.21,1,,
10857743,eq,1183783,1973-11-11 11:01:59.98-08,121892519.98,48.6563333,-121.682,-1.214,16.463183761106013,10943313,1973-11-11 11:02:06.75-08,121892526.75,S,0.8,,UW,MBW,  ,EHZ,F,UW2AQMS,21.4,311.5,,-0.28,1,,
10857743,eq,1183783,1973-11-11 11:01:59.98-08,121892519.98,48.6563333,-121.682,-1.214,16.463183761106013,10943328,1973-11-11 11:02:16.81-08,121892536.81,S,0.8,,UW,JCW,  ,EHZ,F,UW2AQMS,54.4,199.6,,0.29,1,,
10857743,eq,1183783,1973-11-11 11:01:59.98-08,121892519.98,48.6563333,-121.682,-1.214,16.463183761106013,10943323,1973-11-11 11:02:09.01-08,121892529.01,P,1,-.,UW,JCW,  ,EHZ,F,UW2AQMS,54.4,199.6,,-0.26,1,,
10857783,eq,1183823,1973-11-20 05:35:12.13-08,122650512.13,48.8071667,-122.0785,3.176,19.483455857712748,10943633,1973-11-20 05:35:23-08,122650523,P,1,-.,UW,JCW,  ,EHZ,F,UW2AQMS,68.9,170.7,,-0.3,1,,
10857783,eq,1183823,1973-11-20 05:35:12.13-08,122650512.13,48.8071667,-122.0785,3.176,19.483455857712748,10943683,1973-11-20 05:35:35.34-08,122650535.34,P,1,-.,UW,GMW,  ,EHZ,F,UW2AQMS,149.6,200.8,,-0.3,1,,
10857783,eq,1183823,1973-11-20 05:35:12.13-08,122650512.13,48.8071667,-122.0785,3.176,19.483455857712748,10943678,1973-11-20 05:35:14.63-08,122650514.63,P,1,-.,UW,MBW,  ,EHZ,F,UW2AQMS,13.3,101.2,,0,1,,
10857783,eq,1183823,1973-11-20 05:35:12.13-08,122650512.13,48.8071667,-122.0785,3.176,19.483455857712748,10943673,1973-11-20 05:35:21.15-08,122650521.15,P,1,+.,UW,MCW,  ,EHZ,F,UW2AQMS,57.1,255.8,,-0.27,1,,
10857783,eq,1183823,1973-11-20 05:35:12.13-08,122650512.13,48.8071667,-122.0785,3.176,19.483455857712748,10943668,1973-11-20 05:35:33.5-08,122650533.5,P,0.3,+.,UW,STW,  ,EHZ,F,UW2AQMS,138.2,238.7,,-0.31,1,,
10857783,eq,1183823,1973-11-20 05:35:12.13-08,122650512.13,48.8071667,-122.0785,3.176,19.483455857712748,10943663,1973-11-20 05:35:35.6-08,122650535.6,P,1,+.,UW,SPW,  ,EHZ,F,UW2AQMS,140,185.2,,0.59,1,,
10857783,eq,1183823,1973-11-20 05:35:12.13-08,122650512.13,48.8071667,-122.0785,3.176,19.483455857712748,10943658,1973-11-20 05:35:46.2-08,122650546.2,P,0.3,,UW,LON,  ,EHZ,F,UW2AQMS,,,,-1.24,0,,
10857783,eq,1183823,1973-11-20 05:35:12.13-08,122650512.13,48.8071667,-122.0785,3.176,19.483455857712748,10943653,1973-11-20 05:35:44.61-08,122650544.61,P,0.5,+.,UW,FMW,  ,EHZ,F,UW2AQMS,209.7,171.5,,-0.11,0,,
10857783,eq,1183823,1973-11-20 05:35:12.13-08,122650512.13,48.8071667,-122.0785,3.176,19.483455857712748,10943648,1973-11-20 05:35:29.7-08,122650529.7,P,0.3,-.,UW,BLN,  ,EHZ,F,UW2AQMS,110.8,216.9,,0.19,1,,
10857783,eq,1183823,1973-11-20 05:35:12.13-08,122650512.13,48.8071667,-122.0785,3.176,19.483455857712748,10943643,1973-11-20 05:35:54.32-08,122650554.32,S,0.8,,UW,RMW,  ,EHZ,F,UW2AQMS,151.2,172.2,,-0.57,1,,
10857783,eq,1183823,1973-11-20 05:35:12.13-08,122650512.13,48.8071667,-122.0785,3.176,19.483455857712748,10943638,1973-11-20 05:35:36.32-08,122650536.32,P,1,-.,UW,RMW,  ,EHZ,F,UW2AQMS,151.2,172.2,,0.16,1,,
10845458,eq,1166308,1977-12-28 13:13:06.71-08,252191586.71,48.6928333,-121.8336667,-0.312,9.160873714691071,10791103,1977-12-28 13:13:13.3-08,252191593.3,P,1,,UW,MCW,  ,EHZ,F,UW2AQMS,73.3,269.2,,-5.6,1,,
10845458,eq,1166308,1977-12-28 13:13:06.71-08,252191586.71,48.6928333,-121.8336667,-0.312,9.160873714691071,10791138,1977-12-28 13:13:12.4-08,252191592.4,S,1,,UW,RPW,  ,EHZ,F,UW2AQMS,35.9,139.1,,-6.02,1,,
10845458,eq,1166308,1977-12-28 13:13:06.71-08,252191586.71,48.6928333,-121.8336667,-0.312,9.160873714691071,10791133,1977-12-28 13:13:10.3-08,252191590.3,P,1,-.,UW,RPW,  ,EHZ,F,UW2AQMS,35.9,139.1,,-2.99,1,,
10845458,eq,1166308,1977-12-28 13:13:06.71-08,252191586.71,48.6928333,-121.8336667,-0.312,9.160873714691071,10791118,1977-12-28 13:13:24.05-08,252191604.05,S,0,,UW,HTW,  ,EHZ,F,UW2AQMS,99,177.2,,-11.52,0,,
10845458,eq,1166308,1977-12-28 13:13:06.71-08,252191586.71,48.6928333,-121.8336667,-0.312,9.160873714691071,10791128,1977-12-28 13:13:18.4-08,252191598.4,S,1,,UW,JCW,  ,EHZ,F,UW2AQMS,55.8,187.2,,-5.08,1,,
10845458,eq,1166308,1977-12-28 13:13:06.71-08,252191586.71,48.6928333,-121.8336667,-0.312,9.160873714691071,10791113,1977-12-28 13:13:20.55-08,252191600.55,P,0.5,-.,UW,HTW,  ,EHZ,F,UW2AQMS,99,177.2,,-2.37,1,,
10845458,eq,1166308,1977-12-28 13:13:06.71-08,252191586.71,48.6928333,-121.8336667,-0.312,9.160873714691071,10791108,1977-12-28 13:13:18.3-08,252191598.3,S,1,,UW,MCW,  ,EHZ,F,UW2AQMS,73.3,269.2,,-10.11,1,,
10845458,eq,1166308,1977-12-28 13:13:06.71-08,252191586.71,48.6928333,-121.8336667,-0.312,9.160873714691071,10791123,1977-12-28 13:13:13.6-08,252191593.6,P,0.5,,UW,JCW,  ,EHZ,F,UW2AQMS,55.8,187.2,,-2.53,1,,
10849148,eq,1169998,1979-03-10 21:35:26.4-08,289978526.4,48.7685,-121.7995,-0.828,1.458656107552195,10835193,1979-03-10 21:36:22.5-08,289978582.5,S,0.8,,UW,FMW,  ,EHZ,F,UW2AQMS,203.4,177.3,,-1.11,0,,
10849148,eq,1169998,1979-03-10 21:35:26.4-08,289978526.4,48.7685,-121.7995,-0.828,1.458656107552195,10835188,1979-03-10 21:35:58.6-08,289978558.6,P,0.5,,UW,FMW,  ,EHZ,F,UW2AQMS,203.4,177.3,,0.06,0,,
10849148,eq,1169998,1979-03-10 21:35:26.4-08,289978526.4,48.7685,-121.7995,-0.828,1.458656107552195,10835183,1979-03-10 21:35:37.45-08,289978537.45,S,0.8,,UW,LYW,  ,EHZ,F,UW2AQMS,34.2,220.8,,0.12,1,,
10849148,eq,1169998,1979-03-10 21:35:26.4-08,289978526.4,48.7685,-121.7995,-0.828,1.458656107552195,10835178,1979-03-10 21:35:32.45-08,289978532.45,P,0.8,+.,UW,LYW,  ,EHZ,F,UW2AQMS,34.2,220.8,,-0.09,1,,
10849148,eq,1169998,1979-03-10 21:35:26.4-08,289978526.4,48.7685,-121.7995,-0.828,1.458656107552195,10835228,1979-03-10 21:36:15.45-08,289978575.45,S,0.8,,UW,GSM,  ,EHZ,F,UW2AQMS,174.1,179.9,,-0.17,0,,
10849148,eq,1169998,1979-03-10 21:35:26.4-08,289978526.4,48.7685,-121.7995,-0.828,1.458656107552195,10835223,1979-03-10 21:35:54.45-08,289978554.45,P,0.8,,UW,GSM,  ,EHZ,F,UW2AQMS,174.1,179.9,,0.4,0,,
10849148,eq,1169998,1979-03-10 21:35:26.4-08,289978526.4,48.7685,-121.7995,-0.828,1.458656107552195,10835218,1979-03-10 21:35:27.75-08,289978527.75,P,0.8,-.,UW,MBW,  ,EHZ,F,UW2AQMS,7.6,283,,-0.05,1,,
10849148,eq,1169998,1979-03-10 21:35:26.4-08,289978526.4,48.7685,-121.7995,-0.828,1.458656107552195,10835213,1979-03-10 21:35:45.65-08,289978545.65,S,0.8,,UW,JCW,  ,EHZ,F,UW2AQMS,64.4,188.5,,-0.08,1,,
10849148,eq,1169998,1979-03-10 21:35:26.4-08,289978526.4,48.7685,-121.7995,-0.828,1.458656107552195,10835208,1979-03-10 21:35:37.15-08,289978537.15,P,0.5,,UW,JCW,  ,EHZ,F,UW2AQMS,64.4,188.5,,-0.11,1,,
10849148,eq,1169998,1979-03-10 21:35:26.4-08,289978526.4,48.7685,-121.7995,-0.828,1.458656107552195,10835203,1979-03-10 21:35:57.25-08,289978557.25,S,0.8,,UW,HTW,  ,EHZ,F,UW2AQMS,107.3,178.8,,-0.35,1,,
10849148,eq,1169998,1979-03-10 21:35:26.4-08,289978526.4,48.7685,-121.7995,-0.828,1.458656107552195,10835198,1979-03-10 21:35:44.75-08,289978544.75,P,0.8,+.,UW,HTW,  ,EHZ,F,UW2AQMS,107.3,178.8,,0.82,1,,
10849673,eq,1170523,1979-05-03 15:56:04.54-07,294620164.54,48.7838333,-121.784,-0.066,2.644800302389107,10842463,1979-05-03 15:56:29.85-07,294620189.85,P,0.5,,UW,GMW,  ,EHZ,F,UW2AQMS,156.3,208.8,,0.41,1,,
10849673,eq,1170523,1979-05-03 15:56:04.54-07,294620164.54,48.7838333,-121.784,-0.066,2.644800302389107,10842468,1979-05-03 15:56:48.85-07,294620208.85,S,0.8,,UW,GMW,  ,EHZ,F,UW2AQMS,156.3,208.8,,-0.02,1,,
10849673,eq,1170523,1979-05-03 15:56:04.54-07,294620164.54,48.7838333,-121.784,-0.066,2.644800302389107,10842473,1979-05-03 15:56:29-07,294620189,P,0.5,-.,UW,RMW,  ,EHZ,F,UW2AQMS,147.3,180.7,,0.67,1,,
10849673,eq,1170523,1979-05-03 15:56:04.54-07,294620164.54,48.7838333,-121.784,-0.066,2.644800302389107,10842383,1979-05-03 15:56:12.15-07,294620172.15,P,1,+.,UW,RPW,  ,EHZ,F,UW2AQMS,42.2,152,,0.25,1,,
10849673,eq,1170523,1979-05-03 15:56:04.54-07,294620164.54,48.7838333,-121.784,-0.066,2.644800302389107,10842478,1979-05-03 15:56:48-07,294620208,S,0.8,,UW,RMW,  ,EHZ,F,UW2AQMS,147.3,180.7,,1.11,1,,
10849673,eq,1170523,1979-05-03 15:56:04.54-07,294620164.54,48.7838333,-121.784,-0.066,2.644800302389107,10842378,1979-05-03 15:56:24.2-07,294620184.2,P,1,,CN,PGC,  ,EHZ,F,UW2AQMS,,,,0.3,1,,
10849673,eq,1170523,1979-05-03 15:56:04.54-07,294620164.54,48.7838333,-121.784,-0.066,2.644800302389107,10842373,1979-05-03 15:56:24-07,294620184,S,0.8,,UW,JCW,  ,EHZ,F,UW2AQMS,66.3,189.2,,-0.29,1,,
10849673,eq,1170523,1979-05-03 15:56:04.54-07,294620164.54,48.7838333,-121.784,-0.066,2.644800302389107,10842368,1979-05-03 15:56:16-07,294620176,P,0.8,-.,UW,JCW,  ,EHZ,F,UW2AQMS,66.3,189.2,,0.36,1,,
10849673,eq,1170523,1979-05-03 15:56:04.54-07,294620164.54,48.7838333,-121.784,-0.066,2.644800302389107,10842363,1979-05-03 15:56:17.75-07,294620177.75,P,0.5,,UW,OHW,  ,EHZ,F,UW2AQMS,75.3,227.4,,0.85,1,,
10849673,eq,1170523,1979-05-03 15:56:04.54-07,294620164.54,48.7838333,-121.784,-0.066,2.644800302389107,10842388,1979-05-03 15:56:17.15-07,294620177.15,S,0.8,,UW,RPW,  ,EHZ,F,UW2AQMS,42.2,152,,-0.49,1,,
10849673,eq,1170523,1979-05-03 15:56:04.54-07,294620164.54,48.7838333,-121.784,-0.066,2.644800302389107,10842393,1979-05-03 15:56:33-07,294620193,P,0.5,+.,UW,GSM,  ,EHZ,F,UW2AQMS,175.8,180.3,,0.61,0,,
10849673,eq,1170523,1979-05-03 15:56:04.54-07,294620164.54,48.7838333,-121.784,-0.066,2.644800302389107,10842398,1979-05-03 15:56:53.5-07,294620213.5,S,0.8,,UW,GSM,  ,EHZ,F,UW2AQMS,175.8,180.3,,-0.61,0,,
10849673,eq,1170523,1979-05-03 15:56:04.54-07,294620164.54,48.7838333,-121.784,-0.066,2.644800302389107,10842403,1979-05-03 15:56:22.9-07,294620182.9,P,1,-.,CN,PIB,  ,EHZ,F,UW2AQMS,112.5,272.5,,0.06,1,,
10849673,eq,1170523,1979-05-03 15:56:04.54-07,294620164.54,48.7838333,-121.784,-0.066,2.644800302389107,10842408,1979-05-03 15:56:17.3-07,294620177.3,P,1,-.,CN,HYC,  ,EHZ,F,UW2AQMS,78.6,313.3,,-0.31,1,,
10849673,eq,1170523,1979-05-03 15:56:04.54-07,294620164.54,48.7838333,-121.784,-0.066,2.644800302389107,10842413,1979-05-03 15:56:29.5-07,294620189.5,P,1,,UW,STW,  ,EHZ,F,UW2AQMS,155.9,243.9,,0.22,1,,
10849673,eq,1170523,1979-05-03 15:56:04.54-07,294620164.54,48.7838333,-121.784,-0.066,2.644800302389107,10842418,1979-05-03 15:56:38.5-07,294620198.5,S,0.8,,UW,STW,  ,EHZ,F,UW2AQMS,155.9,243.9,,-10.1,0,,
10849673,eq,1170523,1979-05-03 15:56:04.54-07,294620164.54,48.7838333,-121.784,-0.066,2.644800302389107,10842423,1979-05-03 15:56:22.8-07,294620182.8,P,0.5,,UW,HTW,  ,EHZ,F,UW2AQMS,109,179.4,,0.54,1,,
10849673,eq,1170523,1979-05-03 15:56:04.54-07,294620164.54,48.7838333,-121.784,-0.066,2.644800302389107,10842428,1979-05-03 15:56:10.5-07,294620170.5,P,1,-.,UW,LYW,  ,EHZ,F,UW2AQMS,36.2,220.4,,-0.45,1,,
10849673,eq,1170523,1979-05-03 15:56:04.54-07,294620164.54,48.7838333,-121.784,-0.066,2.644800302389107,10842433,1979-05-03 15:56:37.55-07,294620197.55,P,0.8,-.,UW,FMW,  ,EHZ,F,UW2AQMS,205,177.6,,0.69,0,,
10849673,eq,1170523,1979-05-03 15:56:04.54-07,294620164.54,48.7838333,-121.784,-0.066,2.644800302389107,10842438,1979-05-03 15:57:01.55-07,294620221.55,S,0.8,,UW,FMW,  ,EHZ,F,UW2AQMS,205,177.6,,-0.51,0,,
10849673,eq,1170523,1979-05-03 15:56:04.54-07,294620164.54,48.7838333,-121.784,-0.066,2.644800302389107,10842443,1979-05-03 15:56:17.9-07,294620177.9,P,1,-.,UW,MCW,  ,EHZ,F,UW2AQMS,77.8,261.8,,0.49,1,,
10849673,eq,1170523,1979-05-03 15:56:04.54-07,294620164.54,48.7838333,-121.784,-0.066,2.644800302389107,10842448,1979-05-03 15:56:25-07,294620185,P,0.8,,UW,BLN,  ,EHZ,F,UW2AQMS,123.1,225.9,,0.83,1,,
10849673,eq,1170523,1979-05-03 15:56:04.54-07,294620164.54,48.7838333,-121.784,-0.066,2.644800302389107,10842453,1979-05-03 15:56:40-07,294620200,S,0.8,,UW,BLN,  ,EHZ,F,UW2AQMS,123.1,225.9,,0.52,1,,
10849673,eq,1170523,1979-05-03 15:56:04.54-07,294620164.54,48.7838333,-121.784,-0.066,2.644800302389107,10842458,1979-05-03 15:56:06-07,294620166,P,1,,UW,MBW,  ,EHZ,F,UW2AQMS,8.6,270,,-0.12,1,,
10850003,eq,1170853,1979-06-18 14:16:00.56-07,298588560.56,48.7588333,-121.6743333,-0.298,10.614850345755645,10845998,1979-06-18 14:16:06.6-07,298588566.6,P,0.8,+.,UW,LYW,  ,EHZ,F,UW2AQMS,40.1,231.9,,-1.03,0,,
10850003,eq,1170853,1979-06-18 14:16:00.56-07,298588560.56,48.7588333,-121.6743333,-0.298,10.614850345755645,10846093,1979-06-18 14:16:49.7-07,298588609.7,S,0.8,,UW,GSM,  ,EHZ,F,UW2AQMS,173.2,183,,0.15,1,,
10850003,eq,1170853,1979-06-18 14:16:00.56-07,298588560.56,48.7588333,-121.6743333,-0.298,10.614850345755645,10846088,1979-06-18 14:16:28.7-07,298588588.7,P,0.8,,UW,GSM,  ,EHZ,F,UW2AQMS,173.2,183,,0.62,1,,
10850003,eq,1170853,1979-06-18 14:16:00.56-07,298588560.56,48.7588333,-121.6743333,-0.298,10.614850345755645,10846083,1979-06-18 14:16:55.3-07,298588615.3,S,0.8,,UW,GHW,  ,EHZ,F,UW2AQMS,196.1,193.4,,-0.28,0,,
10850003,eq,1170853,1979-06-18 14:16:00.56-07,298588560.56,48.7588333,-121.6743333,-0.298,10.614850345755645,10846078,1979-06-18 14:16:31.8-07,298588591.8,P,0.5,,UW,GHW,  ,EHZ,F,UW2AQMS,196.1,193.4,,0.33,0,,
10850003,eq,1170853,1979-06-18 14:16:00.56-07,298588560.56,48.7588333,-121.6743333,-0.298,10.614850345755645,10846073,1979-06-18 14:16:45.9-07,298588605.9,S,0.8,,UW,GMW,  ,EHZ,F,UW2AQMS,158,211.9,,0.45,1,,
10850003,eq,1170853,1979-06-18 14:16:00.56-07,298588560.56,48.7588333,-121.6743333,-0.298,10.614850345755645,10846068,1979-06-18 14:16:25.4-07,298588585.4,P,0.5,,UW,GMW,  ,EHZ,F,UW2AQMS,158,211.9,,-0.38,1,,
10850003,eq,1170853,1979-06-18 14:16:00.56-07,298588560.56,48.7588333,-121.6743333,-0.298,10.614850345755645,10846063,1979-06-18 14:16:13.8-07,298588573.8,P,1,,UW,OHW,  ,EHZ,F,UW2AQMS,79.6,232.9,,0.13,1,,
10850003,eq,1170853,1979-06-18 14:16:00.56-07,298588560.56,48.7588333,-121.6743333,-0.298,10.614850345755645,10846058,1979-06-18 14:16:49.65-07,298588609.65,S,0.8,,UW,FMW,  ,EHZ,F,UW2AQMS,202.1,179.9,,-7.78,0,,
10850003,eq,1170853,1979-06-18 14:16:00.56-07,298588560.56,48.7588333,-121.6743333,-0.298,10.614850345755645,10846053,1979-06-18 14:16:32.75-07,298588592.75,P,1,+.,UW,FMW,  ,EHZ,F,UW2AQMS,202.1,179.9,,0.24,0,,
10850003,eq,1170853,1979-06-18 14:16:00.56-07,298588560.56,48.7588333,-121.6743333,-0.298,10.614850345755645,10846048,1979-06-18 14:16:36.55-07,298588596.55,S,0.8,,UW,BLN,  ,EHZ,F,UW2AQMS,127.2,229.4,,-0.17,1,,
10850003,eq,1170853,1979-06-18 14:16:00.56-07,298588560.56,48.7588333,-121.6743333,-0.298,10.614850345755645,10846043,1979-06-18 14:16:20.75-07,298588580.75,P,1,+.,UW,BLN,  ,EHZ,F,UW2AQMS,127.2,229.4,,-0.12,1,,
10850003,eq,1170853,1979-06-18 14:16:00.56-07,298588560.56,48.7588333,-121.6743333,-0.298,10.614850345755645,10846038,1979-06-18 14:16:18-07,298588578,P,1,,UW,HTW,  ,EHZ,F,UW2AQMS,106.4,183.8,,0.05,1,,
10850003,eq,1170853,1979-06-18 14:16:00.56-07,298588560.56,48.7588333,-121.6743333,-0.298,10.614850345755645,10846033,1979-06-18 14:17:05.6-07,298588625.6,S,0.8,,UW,LMW,  ,EHZ,F,UW2AQMS,237.1,191.5,,-0.82,0,,
10850003,eq,1170853,1979-06-18 14:16:00.56-07,298588560.56,48.7588333,-121.6743333,-0.298,10.614850345755645,10846028,1979-06-18 14:16:37.6-07,298588597.6,P,0.8,,UW,LMW,  ,EHZ,F,UW2AQMS,237.1,191.5,,0.04,0,,
10850003,eq,1170853,1979-06-18 14:16:00.56-07,298588560.56,48.7588333,-121.6743333,-0.298,10.614850345755645,10846023,1979-06-18 14:16:17.3-07,298588577.3,S,0.8,,UW,JCW,  ,EHZ,F,UW2AQMS,65.4,196.7,,-2.86,0,,
10850003,eq,1170853,1979-06-18 14:16:00.56-07,298588560.56,48.7588333,-121.6743333,-0.298,10.614850345755645,10846018,1979-06-18 14:16:11.3-07,298588571.3,P,0.8,-.,UW,JCW,  ,EHZ,F,UW2AQMS,65.4,196.7,,-0.27,1,,
10850003,eq,1170853,1979-06-18 14:16:00.56-07,298588560.56,48.7588333,-121.6743333,-0.298,10.614850345755645,10846013,1979-06-18 14:16:25.75-07,298588585.75,P,0.8,-.,UW,STW,  ,EHZ,F,UW2AQMS,162,246.1,,-0.54,1,,
10850003,eq,1170853,1979-06-18 14:16:00.56-07,298588560.56,48.7588333,-121.6743333,-0.298,10.614850345755645,10846008,1979-06-18 14:16:42.2-07,298588602.2,S,0.8,,UW,RMW,  ,EHZ,F,UW2AQMS,144.8,183.9,,-0.15,1,,
10850003,eq,1170853,1979-06-18 14:16:00.56-07,298588560.56,48.7588333,-121.6743333,-0.298,10.614850345755645,10846003,1979-06-18 14:16:24.2-07,298588584.2,P,0.8,,UW,RMW,  ,EHZ,F,UW2AQMS,144.8,183.9,,0.16,1,,
10850658,eq,1171508,1979-09-10 13:20:26.33-07,305842826.33,48.7608333,-121.8175,-0.42,1.519826752591295,10853723,1979-09-10 13:20:31.95-07,305842831.95,P,1,+.,UW,LYW,  ,EHZ,F,UW2AQMS,32.7,220,,-0.29,1,,
10850658,eq,1171508,1979-09-10 13:20:26.33-07,305842826.33,48.7608333,-121.8175,-0.42,1.519826752591295,10853783,1979-09-10 13:21:14.65-07,305842874.65,S,0.8,,UW,GSM,  ,EHZ,F,UW2AQMS,173.2,179.5,,-0.67,1,,
10850658,eq,1171508,1979-09-10 13:20:26.33-07,305842826.33,48.7608333,-121.8175,-0.42,1.519826752591295,10853778,1979-09-10 13:20:54.05-07,305842854.05,P,1,+.,UW,GSM,  ,EHZ,F,UW2AQMS,173.2,179.5,,0.19,1,,
10850658,eq,1171508,1979-09-10 13:20:26.33-07,305842826.33,48.7608333,-121.8175,-0.42,1.519826752591295,10853773,1979-09-10 13:21:10.1-07,305842870.1,S,0.8,,UW,STW,  ,EHZ,F,UW2AQMS,152.6,244.3,,0.52,1,,
10850658,eq,1171508,1979-09-10 13:20:26.33-07,305842826.33,48.7608333,-121.8175,-0.42,1.519826752591295,10853768,1979-09-10 13:20:51-07,305842851,P,1,-.,UW,STW,  ,EHZ,F,UW2AQMS,152.6,244.3,,0.37,1,,
10850658,eq,1171508,1979-09-10 13:20:26.33-07,305842826.33,48.7608333,-121.8175,-0.42,1.519826752591295,10853763,1979-09-10 13:20:45.5-07,305842845.5,S,0.8,,UW,JCW,  ,EHZ,F,UW2AQMS,63.4,187.4,,0.12,1,,
10850658,eq,1171508,1979-09-10 13:20:26.33-07,305842826.33,48.7608333,-121.8175,-0.42,1.519826752591295,10853758,1979-09-10 13:20:37.2-07,305842837.2,P,1,+.,UW,JCW,  ,EHZ,F,UW2AQMS,63.4,187.4,,0.17,1,,
10850658,eq,1171508,1979-09-10 13:20:26.33-07,305842826.33,48.7608333,-121.8175,-0.42,1.519826752591295,10853753,1979-09-10 13:21:11.85-07,305842871.85,S,0.8,,UW,FMW,  ,EHZ,F,UW2AQMS,202.6,176.9,,-11.5,0,,
10850658,eq,1171508,1979-09-10 13:20:26.33-07,305842826.33,48.7608333,-121.8175,-0.42,1.519826752591295,10853748,1979-09-10 13:20:58.15-07,305842858.15,P,1,+.,UW,FMW,  ,EHZ,F,UW2AQMS,202.6,176.9,,-0.21,0,,
10850658,eq,1171508,1979-09-10 13:20:26.33-07,305842826.33,48.7608333,-121.8175,-0.42,1.519826752591295,10853743,1979-09-10 13:21:01.9-07,305842861.9,S,0.8,,UW,BLN,  ,EHZ,F,UW2AQMS,119.6,226,,1.47,0,,
10850658,eq,1171508,1979-09-10 13:20:26.33-07,305842826.33,48.7608333,-121.8175,-0.42,1.519826752591295,10853738,1979-09-10 13:20:46.3-07,305842846.3,P,0.5,+.,UW,BLN,  ,EHZ,F,UW2AQMS,119.6,226,,0.81,1,,
10850658,eq,1171508,1979-09-10 13:20:26.33-07,305842826.33,48.7608333,-121.8175,-0.42,1.519826752591295,10853733,1979-09-10 13:21:07.6-07,305842867.6,S,0.8,,UW,RMW,  ,EHZ,F,UW2AQMS,144.7,179.7,,-0.5,1,,
10850658,eq,1171508,1979-09-10 13:20:26.33-07,305842826.33,48.7608333,-121.8175,-0.42,1.519826752591295,10853728,1979-09-10 13:20:49.5-07,305842849.5,P,0.8,,UW,RMW,  ,EHZ,F,UW2AQMS,144.7,179.7,,-0.3,1,,
10851178,eq,1172028,1979-11-16 06:32:09.64-08,311610729.64,48.716,-121.655,3.094,13.555672632101189,10859503,1979-11-16 06:32:26.8-08,311610746.8,P,0,,UW,HTW,  ,EHZ,F,UW2AQMS,101.8,184.8,,0.9,0,,
10851178,eq,1172028,1979-11-16 06:32:09.64-08,311610729.64,48.716,-121.655,3.094,13.555672632101189,10859543,1979-11-16 06:33:04.3-08,311610784.3,S,0.8,,UW,FMW,  ,EHZ,F,UW2AQMS,197.3,180.4,,-0.15,0,,
10851178,eq,1172028,1979-11-16 06:32:09.64-08,311610729.64,48.716,-121.655,3.094,13.555672632101189,10859538,1979-11-16 06:32:41.3-08,311610761.3,P,0.8,,UW,FMW,  ,EHZ,F,UW2AQMS,197.3,180.4,,0.87,0,,
10851178,eq,1172028,1979-11-16 06:32:09.64-08,311610729.64,48.716,-121.655,3.094,13.555672632101189,10859533,1979-11-16 06:32:18.85-08,311610738.85,S,0.8,,UW,RPW,  ,EHZ,F,UW2AQMS,31.5,160.9,,-0.29,1,,
10851178,eq,1172028,1979-11-16 06:32:09.64-08,311610729.64,48.716,-121.655,3.094,13.555672632101189,10859528,1979-11-16 06:32:14.85-08,311610734.85,P,1,+.,UW,RPW,  ,EHZ,F,UW2AQMS,31.5,160.9,,-0.13,1,,
10851178,eq,1172028,1979-11-16 06:32:09.64-08,311610729.64,48.716,-121.655,3.094,13.555672632101189,10859523,1979-11-16 06:32:15.35-08,311610735.35,S,0.8,,UW,MBW,  ,EHZ,F,UW2AQMS,19.5,292.8,,-0.43,1,,
10851178,eq,1172028,1979-11-16 06:32:09.64-08,311610729.64,48.716,-121.655,3.094,13.555672632101189,10859518,1979-11-16 06:32:13.15-08,311610733.15,P,1,-.,UW,MBW,  ,EHZ,F,UW2AQMS,19.5,292.8,,0.06,1,,
10851178,eq,1172028,1979-11-16 06:32:09.64-08,311610729.64,48.716,-121.655,3.094,13.555672632101189,10859513,1979-11-16 06:32:27.3-08,311610747.3,S,0.8,,UW,JCW,  ,EHZ,F,UW2AQMS,61.3,199.2,,-0.11,1,,
10851178,eq,1172028,1979-11-16 06:32:09.64-08,311610729.64,48.716,-121.655,3.094,13.555672632101189,10859508,1979-11-16 06:32:19.9-08,311610739.9,P,0.8,,UW,JCW,  ,EHZ,F,UW2AQMS,61.3,199.2,,0.28,1,,
