evid,etype,remark,auth,calculated_distance_km,origin_time,lat,lon,depth,totalarr,no_defining_phases,no_S_phase,orig_quality,wrms,rflag,fixed_depth,fixed_epicenter,fixed_origin_time,origin_bogusflag,magnitude,magtype,mag_nsta,mag_nobs,mag_uncertainty,orid,sxx,syy,szz,stt,sxy,sxz,syz,stx,sty,stz,azismall,dipsmall,magsmall,aziinter,dipinter,maginter,azilarge,diplarge,maglarge,lddate,subsource,version,lddate
61057547,px,Canada blast,UW,47.04922854110096,2015-08-24 13:02:46.439999-07,49.0921667,-122.2426667,-0.68,4,4,1,0.3,0.11,F,y,n,n,0,1.07,d,2,2,0.073,2187448,,,,,,,,,,,,,1.47,231,0,6.57,0,90,31.61,2015-08-24 21:41:53,RT2,5,2015-08-24 20:06:19
61071321,px,Canada blast,UW,32.73333125023768,2015-08-25 11:52:41.009999-07,49.0688333,-121.825,-0.73,4,4,1,0.5,0.09,F,y,n,n,0,1.54,l,7,10,0.135,2188048,,,,,,,,,,,,,0.66,198,0,1.62,0,90,31.61,2015-08-25 19:22:31,RT1,9,2015-08-25 18:56:08
61072331,eq,Canada,UW,48.73572552253987,2015-08-27 19:07:27.53-07,49.12,-122.2278333,7.52,16,16,6,1,0.16,F,n,n,n,0,2.31,l,9,17,0.136,2607543,,,,,,,,,,,,,0.58,40,52,0.73,172,26,1.06,2016-10-14 17:48:39,RT1,6,2015-08-28 02:10:36
61072841,eq,Canada,UW,49.71763646875191,2015-08-29 04:39:53.189999-07,49.126,-122.238,6.12,29,21,6,1,0.14,F,n,n,n,0,2.55,l,16,34,0.188,2606243,,,,,,,,,,,,,0.31,12,20,0.74,157,65,1.24,2016-10-13 20:56:41,RT1,6,2015-08-29 11:42:43
61089541,eq,Just across Canadian border,UW,36.977674223644954,2015-10-07 14:13:20.419998-07,49.0083333,-122.1768333,9.2,11,9,4,0.8,0.12,F,n,n,n,0,1.35,l,4,5,0.053,2214368,,,,,,,,,,,,,0.49,283,24,0.95,29,30,1.91,2015-10-08 20:36:27,RT1,9,2015-10-07 21:16:52
61083737,px,Canada blast,UW,42.67233249227211,2015-10-26 12:09:27.62-07,49.0975,-122.1326667,-0.87,5,5,0,0.5,0.06,F,y,n,n,0,1.18,l,3,5,0.03,2243743,,,,,,,,,,,,,0.78,185,0,1.44,0,90,31.61,2015-10-26 19:47:43,RT2,8,2015-10-26 19:12:58
61102466,px,Canada blast,UW,47.2650346635046,2015-11-06 13:55:31.55-08,49.1483333,-122.1253333,-0.72,5,5,1,0.5,0.02,F,y,n,n,0,1.34,d,2,2,0.433,2255043,,,,,,,,,,,,,0.49,236,0,0.95,0,90,31.61,2015-11-06 22:10:02,RT1,5,2015-11-06 21:59:50
61093307,px,Canada blast,UW,42.92304136109206,2015-11-23 13:08:26.52-08,49.1033333,-122.125,-0.55,4,4,0,0.5,0.01,F,y,n,n,0,1.06,d,2,2,0.255,2280253,,,,,,,,,,,,,0.89,202,0,2.94,0,90,31.61,2015-11-26 05:17:07,RT2,8,2015-11-23 21:12:00
61117401,px,Canada blast,UW,38.517120646925356,2016-01-07 13:30:37.62-08,49.0518333,-122.133,-0.44,11,4,0,0.3,0.21,F,y,n,n,0,1.08,l,4,7,0.187,2307453,,,,,,,,,,,,,8.61,308,0,10.18,0,90,31.61,2016-01-07 22:50:56,RT1,5,2016-01-07 21:34:23
61105887,px,Canada blast,UW,44.27642812521484,2016-02-01 15:26:57.879999-08,49.092,-122.183,-0.72,5,5,1,0.3,0.29,F,y,n,n,0,1.14,d,2,2,0.193,2333143,,,,,,,,,,,,,4.27,279,0,11.28,0,90,31.61,2016-02-01 23:45:37,RT2,5,2016-02-01 23:30:30
61107117,px,Canada blast,UW,48.49337363665656,2016-02-04 12:29:48.119999-08,49.162,-122.122,-0.34,8,6,2,0.5,0.03,F,y,n,n,0,1.42,d,1,1,0,2340948,,,,,,,,,,,,,0.56,195,0,0.87,0,90,31.61,2016-02-08 21:39:34,RT2,8,2016-02-04 20:33:20
61127846,px,Canada blast,UW,46.34249945205728,2016-02-24 11:52:50.68-08,49.1175,-122.1776667,-0.73,4,4,1,0.3,0.05,F,y,n,n,0,1.38,d,2,2,0.509,2359343,,,,,,,,,,,,,1.14,241,0,9.22,0,90,31.61,2016-02-24 21:00:01,RT1,5,2016-02-24 19:56:24
61133016,px,Canada blast,UW,46.79819907890162,2016-03-16 15:39:07.549999-07,49.0978333,-122.2273333,4.06,5,5,1,0.3,0.46,F,y,n,n,0,1.11,d,2,2,0.221,2390563,,,,,,,,,,,,,5.61,214,0,11.25,0,90,31.61,2016-03-21 20:55:42,RT1,7,2016-03-16 22:42:39
61121632,px,Canada blast,UW,46.56527339622115,2016-03-31 14:01:58.669998-07,49.1221667,-122.1726667,-0.73,4,4,1,0.3,0.11,F,y,n,n,0,1.14,d,2,2,0.249,2400053,,,,,,,,,,,,,1.11,66,0,11.41,0,90,31.61,2016-03-31 21:16:22,RT2,4,2016-03-31 21:05:27
61139786,px,Canada blast,UW,47.91552140853891,2016-04-07 17:02:38.29-07,49.0823333,-122.2761667,-0.92,5,5,1,0.5,0.14,F,y,n,n,0,1.04,d,3,3,0.123,2415843,,,,,,,,,,,,,1.67,200,0,4.09,0,90,31.61,2016-04-12 18:26:12,RT1,6,2016-04-08 00:06:11
61127207,eq,Canada,UW,32.14959177415648,2016-04-15 20:58:58.43-07,49.0463333,-121.6673333,13.26,6,6,2,0.8,0.07,F,n,n,n,0,0.89,l,3,5,0.16,2430608,,,,,,,,,,,,,0.42,35,38,1.2,218,51,2.82,2016-04-22 17:32:00,RT2,4,2016-04-16 04:02:32
61127932,px,Canada blast,UW,35.908910010222066,2016-04-18 14:02:45.109999-07,49.0166667,-122.1421667,-0.74,7,7,0,0.5,0.15,F,y,n,n,0,1.21,d,4,4,0.365,2429553,,,,,,,,,,,,,0.55,149,0,1,0,90,31.61,2016-04-20 18:05:38,RT2,6,2016-04-18 21:06:36
61128502,lf,Mt. Baker DLP,UW,4.841730198691278,2016-04-19 23:18:37.13-07,48.732,-121.8028333,25.09,12,11,5,0.8,0.19,F,n,n,n,0,1.18,l,7,9,0.308,2430658,,,,,,,,,,,,,0.35,251,15,0.75,53,74,2.21,2016-04-22 17:51:17,RT2,5,2016-04-20 06:22:28
61129187,px,Canada blast,UW,35.719603332834005,2016-04-21 12:33:22.66-07,49.0151667,-122.1408333,-0.9,5,5,0,0.5,0.03,F,y,n,n,0,0.69,d,2,2,0.068,2433258,,,,,,,,,,,,,0.52,289,0,1.84,0,90,31.61,2016-04-26 17:46:44,RT2,6,2016-04-21 19:36:52
61130437,px,Canada blast,UW,36.917079546311115,2016-04-25 12:19:51.459999-07,49.0083333,-122.1756667,-0.9,6,4,0,0.5,0.09,F,y,n,n,0,0.77,d,3,3,0.106,2434153,,,,,,,,,,,,,0.97,290,0,3.54,0,90,31.61,2016-04-26 20:04:17,RT2,6,2016-04-25 19:23:22
61149356,px,Canada blast,UW,33.210878034189605,2016-05-03 14:39:29.54-07,49.0471667,-122.0026667,-0.92,4,4,0,0.5,0.02,F,y,n,n,0,1,l,2,4,0.032,2444843,,,,,,,,,,,,,0.42,189,0,1.64,0,90,31.61,2016-05-04 21:23:18,RT1,4,2016-05-03 21:43:02
61134617,px,Canada blast,UW,46.526495830712435,2016-05-05 11:53:14.369999-07,49.1043333,-122.2091667,-0.92,5,5,1,0.5,0.05,F,y,n,n,0,1.19,l,3,5,0.037,2449243,,,,,,,,,,,,,0.77,239,0,2.67,0,90,31.61,2016-05-05 20:34:49,RT2,2,2016-05-05 18:56:41
61135517,eq,Just across border in Canada,UW,31.17223327531263,2016-05-08 02:52:15.399998-07,49.0371667,-121.6681667,10.83,9,9,3,0.5,0.14,F,n,n,n,0,1.02,l,3,5,0.189,2459158,,,,,,,,,,,,,0.49,31,6,1.09,234,82,4.71,2016-05-12 17:49:00,RT2,3,2016-05-08 09:56:09
61140542,px,Canada blast,UW,31.368955302891752,2016-05-17 15:01:41.48-07,49.0365,-121.9763333,-0.92,4,4,0,0.5,0.04,F,y,n,n,0,0.89,d,3,3,0.345,2466758,,,,,,,,,,,,,0.43,195,0,1.59,0,90,31.61,2016-05-18 20:04:25,RT2,5,2016-05-17 22:05:08
61141827,px,Canada blast,UW,37.209435997059295,2016-05-20 12:12:54.07-07,49.0231667,-122.1578333,-1.05,4,4,0,0.5,0.18,F,y,n,n,0,1.03,l,3,4,0.062,2469483,,,,,,,,,,,,,0.99,152,0,2.28,0,90,31.61,2016-05-23 00:44:54,RT2,4,2016-05-20 19:16:02
61142982,px,Canada blast,UW,39.86539206395796,2016-05-23 14:40:05.369999-07,49.1313333,-121.7643333,-0.76,6,6,2,0.3,0.47,F,y,n,n,0,2.55,l,3,4,0.061,2470543,,,,,,,,,,,,,1.66,184,0,6.43,0,90,31.61,2016-05-23 22:31:08,RT2,2,2016-05-23 21:43:39
61143422,eq,Canada,UW,46.502926178795896,2016-05-24 03:08:18.09-07,49.1005,-122.216,7.78,5,5,1,0.8,0.07,F,n,n,n,0,0.89,d,3,3,0.012,2471063,,,,,,,,,,,,,0.78,274,30,1.58,11,8,3.41,2016-05-24 17:28:49,RT2,3,2016-05-24 10:11:51
61143767,px,Canada blast,UW,39.021089211482185,2016-05-24 16:32:12.18-07,49.0181667,-122.2013333,-0.9,5,4,0,0.5,0.06,F,y,n,n,0,0.77,d,2,2,0.055,2484063,,,,,,,,,,,,,1.04,297,0,4.23,0,90,31.61,2016-06-15 17:50:46,RT2,5,2016-05-24 23:35:42
61144682,px,Canada blast,UW,33.92861516566093,2016-05-26 11:40:45.449999-07,49.0321667,-122.0658333,-0.87,6,5,0,0.5,0.06,F,y,n,n,0,0.62,d,2,2,0.044,2483248,,,,,,,,,,,,,0.41,193,0,0.98,0,90,31.61,2016-06-14 20:09:15,RT2,5,2016-05-26 18:44:15
61145662,px,Canada blast,UW,44.74782320276412,2016-05-28 13:41:00.619999-07,49.0955,-122.1866667,-0.87,13,13,4,0.5,0.24,F,y,n,n,0,1.82,l,6,8,0.122,2480303,,,,,,,,,,,,,0.62,197,0,1.55,0,90,31.61,2016-06-09 20:59:43,RT2,6,2016-05-28 20:45:17
61168666,px,Canada blast,UW,41.43638805886091,2016-06-15 14:02:46.84-07,49.0421667,-122.2116667,-0.9,6,6,1,0.5,0.07,F,y,n,n,0,0.89,d,3,3,0.118,2487048,,,,,,,,,,,,,1.06,184,0,1.36,0,90,31.61,2016-06-20 18:40:35,RT1,5,2016-06-15 21:06:20
61169121,px,Canada blast,UW,37.406723984399896,2016-06-16 12:11:24.119999-07,49.0146667,-122.1755,-0.92,4,4,0,0.5,0.01,F,y,n,n,0,0.8,d,3,3,0.143,2485243,,,,,,,,,,,,,0.73,291,0,2.78,0,90,31.61,2016-06-16 22:04:39,RT1,3,2016-06-16 19:14:27
61169136,px,Canada blast,UW,33.77701497215236,2016-06-16 12:33:05.419998-07,49.0528333,-122.0023333,-0.92,4,4,0,0.5,0.01,F,y,n,n,0,0.6,d,2,2,0.007,2485253,,,,,,,,,,,,,0.42,193,0,1.8,0,90,31.61,2016-06-16 22:12:17,RT1,3,2016-06-16 19:36:29
61169691,px,Canada blast,UW,35.637956324182774,2016-06-17 10:47:30.39-07,49.0638333,-122.027,-0.73,5,5,2,0.5,0.28,F,y,n,n,0,0.9,d,2,2,0.4,2485833,,,,,,,,,,,,,1.23,204,0,2.42,0,90,31.61,2016-06-17 18:03:30,RT1,3,2016-06-17 17:51:01
61172136,px,Canada blast,UW,39.04322642725847,2016-06-22 13:28:56.369999-07,49.0315,-122.1811667,-0.92,4,4,0,0.3,0.19,F,y,n,n,0,0.69,d,3,3,0.021,2489463,,,,,,,,,,,,,2.11,306,0,7.67,0,90,31.61,2016-06-22 21:34:17,RT1,5,2016-06-22 20:32:27
61172696,px,Canada blast,UW,46.363904607626836,2016-06-23 13:48:48.689999-07,49.1418333,-122.1176667,-0.72,5,5,1,0.5,0.07,F,y,n,n,0,1.25,d,2,2,0.351,2490548,,,,,,,,,,,,,0.68,186,0,1.82,0,90,31.61,2016-06-23 22:21:24,RT1,3,2016-06-23 20:52:21
61177226,px,Canada blast,UW,35.614473534352406,2016-07-04 15:39:25.439999-07,49.0171667,-122.1351667,-0.9,5,4,0,0.5,0.05,F,y,n,n,0,0.79,d,3,3,0.174,2508768,,,,,,,,,,,,,0.55,288,0,2.37,0,90,31.61,2016-07-07 17:47:28,RT1,5,2016-07-04 22:42:54
61164662,px,Canada blast,UW,35.30286349723421,2016-07-11 10:22:56.99-07,49.0145,-122.1333333,-0.87,5,4,0,0.5,0,F,y,n,n,0,0.79,d,3,3,0.176,2515168,,,,,,,,,,,,,0.4,313,0,0.73,0,90,31.61,2016-07-12 23:41:54,RT2,5,2016-07-11 17:26:28
61179946,px,Canada blast,UW,37.40525664887889,2016-07-11 15:23:41.049999-07,49.014,-122.1765,-0.92,4,4,0,0.5,0.05,F,y,n,n,0,1.04,l,3,4,0.054,2514048,,,,,,,,,,,,,0.78,294,0,3.31,0,90,31.61,2016-07-11 23:39:28,RT1,2,2016-07-11 22:27:13
61179966,px,Canada blast,UW,32.717897203567595,2016-07-11 16:15:33.22-07,49.042,-122.0036667,-0.92,4,4,0,0.5,0.03,F,y,n,n,0,1.1,l,3,5,0.078,2514053,,,,,,,,,,,,,0.41,191,0,1.59,0,90,31.61,2016-07-11 23:41:23,RT1,2,2016-07-11 23:19:05
61165812,px,Canada blast,UW,37.85702707567992,2016-07-13 15:17:02.09-07,49.0256667,-122.1668333,-0.92,4,4,0,0.3,0.19,F,y,n,n,0,0.85,d,3,3,0.197,2516288,,,,,,,,,,,,,1.81,304,0,7.5,0,90,31.61,2016-07-14 18:01:08,RT2,5,2016-07-13 22:20:32
61168132,px,Canada blast,UW,35.6392537024011,2016-07-18 12:12:28.87-07,49.0108333,-122.1465,-0.87,5,4,0,0.5,0.06,F,y,n,n,0,0.69,d,3,3,0.084,2520778,,,,,,,,,,,,,0.49,148,0,0.83,0,90,31.61,2016-07-19 03:54:50,RT2,5,2016-07-18 19:16:00
61170682,px,Canada blast,UW,34.07024994781297,2016-07-22 11:37:25.189999-07,49.0121667,-122.1113333,-0.74,5,4,0,0.5,0.11,F,y,n,n,0,0.75,d,3,3,0.164,2527253,,,,,,,,,,,,,0.41,261,0,2.37,0,90,31.61,2016-07-27 18:44:00,RT2,5,2016-07-22 18:41:13
61190696,px,Canada blast,UW,46.39883699971689,2016-08-04 15:16:17.82-07,49.0878333,-122.2366667,-0.92,5,5,1,0.3,0.27,F,y,n,n,0,0.97,d,3,3,0.038,2538053,,,,,,,,,,,,,2.52,223,0,6.67,0,90,31.61,2016-08-05 17:44:49,RT1,6,2016-08-04 22:19:42
61192601,px,Canada blast,UW,48.80482031125538,2016-08-10 15:13:12.899998-07,49.1081667,-122.2513333,-0.92,5,5,1,0.5,0.12,F,y,n,n,0,1.29,l,3,5,0.117,2549043,,,,,,,,,,,,,1.59,228,0,3.64,0,90,31.61,2016-08-11 16:22:21,RT1,3,2016-08-10 22:16:57
61192986,eq,Canada,UW,46.89530988279935,2016-08-11 13:48:01.559998-07,49.058,-122.2923333,6.47,14,11,3,0.8,0.12,F,n,n,n,0,2.25,l,20,29,0.132,2549843,,,,,,,,,,,,,0.42,166,29,1,22,54,2.85,2016-08-11 22:36:44,RT1,2,2016-08-11 20:52:59
61180472,eq,Canada,UW,32.0939033847538,2016-08-17 14:29:59.099998-07,49.0446667,-121.6626667,14.53,7,6,3,1,0.03,F,n,n,n,0,2.56,l,2,4,0.063,2557848,,,,,,,,,,,,,0.37,53,13,0.77,196,73,1.93,2016-08-17 22:04:31,RT2,2,2016-08-17 21:33:36
61183177,px,Canada blast,UW,40.6498257467644,2016-08-22 12:54:13.450001-07,49.05,-122.1828333,-0.68,4,4,1,0.3,0.27,F,y,n,n,0,0.78,d,2,2,0.113,2564348,,,,,,,,,,,,,2.64,228,0,8.15,0,90,31.61,2016-08-22 20:06:14,RT2,3,2016-08-22 19:57:38
61183192,eq,Canada,UW,34.67140393672669,2016-08-22 13:48:00.380001-07,49.0211667,-122.1073333,17.37,4,4,2,0.3,0.15,F,y,n,n,0,-0.05,d,1,1,0,2564743,,,,,,,,,,,,,3.98,246,0,14.29,0,90,31.61,2016-08-22 21:02:18,RT2,3,2016-08-22 20:51:27
61205456,px,Canada blast,UW,34.27312743696387,2016-09-07 13:06:44.549999-07,49.0213333,-122.098,-0.92,4,4,0,0.5,0.03,F,y,n,n,0,0.69,d,3,3,0.083,2574053,,,,,,,,,,,,,0.29,238,0,1.61,0,90,31.61,2016-09-07 20:34:13,RT1,3,2016-09-07 20:10:15
61223461,eq,Canada,UW,49.18334826027241,2016-10-18 23:48:50.869999-07,49.215,-121.7561667,2.23,14,13,2,0.8,0.14,F,n,n,n,0,1.93,l,8,11,0.245,2614243,,,,,,,,,,,,,0.47,163,9,0.68,21,77,2.32,2016-10-19 17:50:00,RT1,4,2016-10-19 06:53:10
61225026,lf,DLP at Mt. Baker,UW,7.513394724557181,2016-10-23 22:33:46.809999-07,48.7143333,-121.8638333,25.19,12,10,5,0.8,0.23,F,n,n,n,0,1.47,l,7,11,0.2,2621243,,,,,,,,,,,,,0.54,237,35,1.02,43,53,2.06,2016-10-25 18:21:23,RT1,5,2016-10-24 05:37:43
61293761,eq,Just across border of BC,UW,40.55951347094939,2017-06-17 16:52:56.4-07,49.046,-122.1878333,6.87,27,24,6,1,0.25,F,n,n,n,0,2.16,l,15,23,0.202,2731663,,,,,,,,,,,,,0.39,27,6,0.91,146,77,1.5,2017-06-21 19:04:09,RT1,3,2017-06-17 23:55:48
61294181,lf,LF near Mt. Baker,UW,4.9882395669204325,2017-06-19 10:32:23.119999-07,48.7456667,-121.8693333,1.02,5,5,1,0.5,0.09,F,n,n,n,0,1.34,l,3,5,0.045,2730988,,,,,,,,,,,,,0.34,242,4,0.86,340,60,7.71,2017-06-19 18:07:43,RT1,2,2017-06-19 17:35:56
61294471,lf,LF near Mt. Baker,UW,6.32798738076398,2017-06-20 02:00:11.539997-07,48.7411667,-121.8871667,-1.03,5,5,1,0.5,0.2,F,n,n,n,0,1.43,l,3,5,0.097,2731853,,,,,,,,,,,,,0.57,248,14,1.57,11,63,5.88,2017-06-22 16:44:02,RT1,3,2017-06-20 09:03:44
61278762,lf,LF near Mt. Baker,UW,3.478268100365696,2017-07-01 09:30:04.989998-07,48.7563333,-121.8558333,-0.96,10,9,3,0.5,0.6,F,n,n,n,0,1.37,l,5,7,0.108,2739183,,,,,,,,,,,,,1.13,250,3,1.4,348,67,12.37,2017-07-08 06:42:35,RT2,5,2017-07-01 16:33:35
61280137,lf,DLP at Mt. Baker,UW,5.058368988366163,2017-07-07 06:19:59.149998-07,48.73016666666667,-121.83266666666667,23.92,6,5,0,0.5,0.22,F,n,n,n,0,1.24,l,5,7,0.03633344774326153,3114943,,,,,,,,,,,,,1.23,263,0,2.19,350,67,8.67,2020-02-05 20:11:59.453776,RT2,7,2017-07-07 13:23:33
60135818,lf,"LF near Mt. Baker, event in coda of earlier event",UW,9.586176744370517,2017-07-07 06:20:11.789997-07,48.6963333,-121.8723333,36.71,9,6,3,0.3,0.3,F,n,n,n,0,1.58,l,5,8,0.134,2739973,,,,,,,,,,,,,1.31,239,46,2.63,65,43,7.24,2017-07-10 00:48:09,Jiggle,3,2017-07-07 18:54:01
61280762,lf,LF near Mt. Baker,UW,5.876114211760364,2017-07-09 20:38:04.739998-07,48.8273333,-121.8155,-0.83,6,6,1,0.3,0.61,F,n,n,n,0,1.45,l,5,6,0.216,2740098,,,,,,,,,,,,,2.52,170,60,4.03,353,29,17.84,2017-07-10 17:15:19,RT2,2,2017-07-10 03:41:45
61281737,px,Canada blast,UW,45.74165241405329,2017-07-13 15:09:27.39-07,49.1488333,-122.077,-1.07,7,7,3,0.5,0.51,F,y,n,n,0,1.19,l,3,4,0.116,2741643,,,,,,,,,,,,,3.04,197,0,3.57,0,90,31.61,2017-07-13 23:16:39,RT2,2,2017-07-13 22:13:04
61336686,px,Canada blast,UW,44.40535075897115,2017-10-02 16:59:12.559998-07,49.145,-122.0441667,-1.01,6,5,1,0.5,0.07,F,y,n,n,0,1.47,d,5,5,0.293,2775173,,,,,,,,,,,,,0.73,296,0,2.36,0,90,31.61,2017-10-03 17:43:19,RT1,3,2017-10-03 00:03:05
61398786,px,Canada blast,UW,42.52960882758513,2018-06-12 11:13:13.950001-07,49.1556667,-121.769,-0.83,5,5,2,0.3,0.5,F,y,n,n,0,0.83,d,1,1,0,2942528,,,,,,,,,,,,,2.96,183,0,5.67,0,90,31.61,2018-06-18 17:58:30,RT1,5,2018-06-12 18:16:49
61404896,lf,LF near Mt. Baker,UW,3.4832285079630183,2018-06-30 16:05:20.669998-07,48.75083333333333,-121.84833333333333,-1.04,5,5,0,0.5,0.35,F,n,n,n,0,1.48,l,3,4,0.060330954400815484,3114953,,,,,,,,,,,,,1.04,247,8,1.46,2,69,11.63,2020-02-05 20:16:02.702774,RT1,3,2018-06-30 23:09:28
61410997,lf,LF near Mt. Baker,UW,4.478122202329669,2018-08-21 10:35:11.950001-07,48.76316666666666,-121.87583333333333,-0.33,5,4,1,0.25,0.33,F,y,n,n,0,-5,h,0,0,,3114958,,,,,,,,,,,,,1.04,235,7,1.26,341,64,28.4,2020-02-05 20:16:34.846698,RT2,4,2018-08-21 17:38:41
61500398,lf,LF near Mt. Baker,UW,4.804979552373793,2019-06-11 04:49:40.75-07,48.788833333333336,-121.75533333333334,-0.86,9,9,2,0.25,0.72,F,n,n,n,0,1.23,l,3,5,0.1283281583545266,3114948,,,,,,,,,,,,,2.52,220,46,3.25,31,43,8.12,2020-02-05 20:13:41.289117,Jiggle,6,2019-06-12 23:35:39.744531
61528601,lf,LF near Mt. Baker,UW,7.4023268627786045,2019-06-16 14:08:55.01-07,48.78483333333333,-121.917,-0.86,14,14,3,0.5,0.53,F,n,n,n,0,1.77,l,6,8,0.3774590958123998,3114968,,,,,,,,,,,,,1.05,132,42,2.24,346,41,5.81,2020-02-05 20:54:42.770425,RT1,5,2019-06-16 21:13:02.139834
61573757,px,Canada blast,UW,44.07017403753592,2020-02-12 11:02:09.149998-08,49.1005,-122.16033333333333,-0.72,10,10,4,0.5,0.21,F,y,n,n,0,0.99,d,2,2,0.1673702535965631,3115203,,,,,,,,,,,,,0.47,198,0,1.39,0,90,31.61,2020-02-13 23:11:37.435733,RT2,3,2020-02-12 19:05:52.962147
61574937,eq,On the border with Canada,UW,34.33405886358161,2020-02-18 02:21:54.379999-08,48.99483333333333,-122.14616666666667,7.86,21,14,7,1,0.13,F,n,n,n,0,1.48,l,5,7,0.5260970223214826,3115488,,,,,,,,,,,,,0.34,80,89,0.57,182,0,0.77,2020-02-18 19:20:09.127238,RT2,2,2020-02-18 10:25:41.4627
61574942,eq,On the border with Canada,UW,35.75677565604246,2020-02-18 02:23:52.25-08,49.01266666666667,-122.14583333333333,7.63,17,14,6,1,0.13,F,n,n,n,0,1.6300000000000001,l,5,6,0.3696489162480108,3115493,,,,,,,,,,,,,0.33,157,80,0.69,9,8,0.78,2020-02-18 19:25:57.556128,RT2,2,2020-02-18 10:27:57.485927
61574947,eq,On the border with Canada,UW,36.02774010811318,2020-02-18 02:49:43.19-08,49.01316666666666,-122.1505,7.9,22,18,8,1,0.16,F,n,n,n,0,1.55,l,5,8,0.191804006286052,3115498,,,,,,,,,,,,,0.32,178,3,0.59,308,85,0.89,2020-02-18 19:36:55.830384,RT2,2,2020-02-18 10:54:06.679724
61574977,eq,On the border with Canada,UW,36.80718111654225,2020-02-18 07:58:48.33-08,49.02016666666667,-122.15466666666667,8.33,24,21,10,1,0.16,F,n,n,n,0,1.83,l,6,10,0.155323463834939,3115463,,,,,,,,,,,,,0.27,357,5,0.43,205,83,0.79,2020-02-18 18:21:10.021919,RT2,1,2020-02-18 16:01:23.119786
61575912,px,Canada blast,UW,45.687178186764925,2020-02-20 13:59:51.369999-08,49.1585,-122.03983333333333,-1.01,8,7,2,0.5,0.23,F,y,n,n,0,1.6,d,4,4,0.053563800951646146,3115968,,,,,,,,,,,,,1.66,240,0,2.36,0,90,31.61,2020-02-22 05:29:58.396441,RT2,3,2020-02-20 22:03:33.557452
61595857,px,Canada blast,UW,40.01084520046679,2020-04-09 12:18:41.589999-07,49.098333333333336,-122.056,-0.98,11,10,3,0.5,0.24,F,y,n,n,0,1.46,d,8,8,0.221208246445185,3122458,,,,,,,,,,,,,0.67,294,0,1.47,0,90,31.61,2020-04-09 21:14:21.037619,RT2,3,2020-04-09 19:22:14.9717
61610622,px,Canada blast,UW,48.43396981085611,2020-05-07 11:24:49.26-07,49.20466666666667,-121.9215,-1.05,9,9,4,0.5,0.54,F,y,n,n,0,1.02,d,2,2,0.06658887314604622,3126308,,,,,,,,,,,,,1.35,300,0,3.74,0,90,31.61,2020-05-07 19:08:11.503305,RT2,3,2020-05-07 18:28:14.091937
61610642,px,Canada blast,UW,35.650441492967374,2020-05-07 11:40:46.119999-07,49.090833333333336,-121.89666666666666,-0.82,10,8,3,0.5,0.16,F,y,n,n,0,1.45,l,3,5,0.14454067918746016,3126313,,,,,,,,,,,,,0.43,285,0,1.43,0,90,31.61,2020-05-07 19:12:13.671666,RT2,2,2020-05-07 18:45:10.282074
61617462,px,Canada blast,UW,48.3279974894928,2020-05-20 14:28:39.34-07,49.158833333333334,-122.12633333333333,-1.02,13,13,4,0.5,0.53,F,y,n,n,0,1.1300000000000001,l,3,4,0.11630844868486806,3129393,,,,,,,,,,,,,1.91,193,0,2.43,0,90,31.61,2020-06-04 23:55:21.169508,RT2,3,2020-05-20 21:32:17.061983
61632956,px,Canada blast,UW,42.347886163375165,2020-05-29 10:42:05.790001-07,49.076,-122.17133333333334,-0.98,6,6,1,0.5,0.34,F,y,n,n,0,0.8200000000000001,d,2,2,0.10711272827052176,3128833,,,,,,,,,,,,,1.26,185,0,2.84,0,90,31.61,2020-05-29 18:16:36.352772,RT1,3,2020-05-29 17:45:35.654354
61638641,px,Canada blast,UW,42.81424434062222,2020-06-08 10:05:51.75-07,49.09,-122.15316666666666,-0.68,7,7,1,0.5,0.2,F,y,n,n,0,1.42,d,6,6,0.15523261920479747,3129578,,,,,,,,,,,,,0.84,197,0,1.72,0,90,31.61,2020-06-08 17:56:22.095085,RT1,3,2020-06-08 17:10:03.684491
61639552,px,Canada blast,UW,40.906277891322574,2020-06-29 12:37:26.859997-07,49.08166666666666,-122.12533333333333,-0.8,8,7,1,0.5,0.22,F,y,n,n,0,1.48,d,7,7,0.16681155664009895,3131518,,,,,,,,,,,,,0.83,200,0,3.23,0,90,31.61,2020-06-29 21:50:00.951451,RT2,3,2020-06-29 19:41:01.311093
61656686,px,Canada blast,UW,44.467572739728176,2020-07-08 16:51:18.66-07,49.119166666666665,-122.126,-0.69,13,13,4,0.5,0.3,F,y,n,n,0,1.42,l,3,5,0.40936445279318945,3132913,,,,,,,,,,,,,0.86,226,0,1.28,0,90,31.61,2020-07-10 18:33:36.592321,RT1,2,2020-07-08 23:56:07.69249
61660171,px,Canada blast,UW,43.67279622714413,2020-07-17 12:24:08.93-07,49.10733333333334,-122.13466666666666,-0.8,9,8,2,0.5,0.27,F,y,n,n,0,1.57,d,5,5,0.11909903215343265,3133813,,,,,,,,,,,,,1.24,218,0,2.27,0,90,31.61,2020-07-17 23:47:00.915847,RT1,3,2020-07-17 19:27:42.388858
