evid,etype,remark,auth,calculated_distance_km,origin_time,lat,lon,depth,totalarr,no_defining_phases,no_S_phase,orig_quality,wrms,rflag,fixed_depth,fixed_epicenter,fixed_origin_time,origin_bogusflag,magnitude,magtype,mag_nsta,mag_nobs,mag_uncertainty,orid,sxx,syy,szz,stt,sxy,sxz,syz,stx,sty,stz,azismall,dipsmall,magsmall,aziinter,dipinter,maginter,azilarge,diplarge,maglarge,lddate,subsource,version,lddate
10676123,lf,EVENT ID: 061471,UW,1.9897554928189771,2005-10-02 09:02:19.379997-07,48.7785,-121.8436667,-1.12,5,5,0,0.5,0.53,F,y,n,n,0,0.88,d,2,2,0.088,2466083,,,,,,,,,,,,,1.94,207,0,4.77,0,90,31.61,2016-05-18 01:16:58,UW2AQMS,7,2012-03-05 17:59:11
10693498,lf,1 triggered subnets: 7,UW,1.2132039120670994,2006-06-13 09:14:52.939999-07,48.763666666666666,-121.81916666666666,-1.03,4,4,0,0.5,0.32,F,n,n,n,0,1.37,d,3,3,0.0711110710212326,3114963,,,,,,,,,,,,,1.08,40,17,2.94,262,67,5.72,2020-02-05 20:17:56.054079,UW2AQMS,5,2012-03-05 18:51:59
10693498,lf,EVENT ID: 090038,UW,1.2132039120670994,2006-06-13 09:14:52.939999-07,48.763666666666666,-121.81916666666666,-1.03,4,4,0,0.5,0.32,F,n,n,n,0,1.37,d,3,3,0.0711110710212326,3114963,,,,,,,,,,,,,1.08,40,17,2.94,262,67,5.72,2020-02-05 20:17:56.054079,UW2AQMS,5,2012-03-05 18:51:59
10693498,lf,"NEAR:      1.7 km   S of Mt Baker, WA",UW,1.2132039120670994,2006-06-13 09:14:52.939999-07,48.763666666666666,-121.81916666666666,-1.03,4,4,0,0.5,0.32,F,n,n,n,0,1.37,d,3,3,0.0711110710212326,3114963,,,,,,,,,,,,,1.08,40,17,2.94,262,67,5.72,2020-02-05 20:17:56.054079,UW2AQMS,5,2012-03-05 18:51:59
10693498,lf,UW2 Q1=C  Q2=D,UW,1.2132039120670994,2006-06-13 09:14:52.939999-07,48.763666666666666,-121.81916666666666,-1.03,4,4,0,0.5,0.32,F,n,n,n,0,1.37,d,3,3,0.0711110710212326,3114963,,,,,,,,,,,,,1.08,40,17,2.94,262,67,5.72,2020-02-05 20:17:56.054079,UW2AQMS,5,2012-03-05 18:51:59
10711563,lf,EVENT ID: 007920,UW,5.480984812909457,2007-06-05 12:25:58.68-07,48.7325,-121.8563333,-0.98,6,6,0,0.3,0.56,F,y,y,n,0,1.49,l,4,4,0.135,2466058,,,,,,,,,,,,,1.4,238,0,5.18,0,90,31.61,2016-05-18 00:54:10,UW2AQMS,5,2012-03-06 10:09:41
10711563,lf,UW2 Q1=D  Q2=D,UW,5.480984812909457,2007-06-05 12:25:58.68-07,48.7325,-121.8563333,-0.98,6,6,0,0.3,0.56,F,y,y,n,0,1.49,l,4,4,0.135,2466058,,,,,,,,,,,,,1.4,238,0,5.18,0,90,31.61,2016-05-18 00:54:10,UW2AQMS,5,2012-03-06 10:09:41
10711563,lf,"NEAR:      5.7 km SSW of Mt Baker, WA",UW,5.480984812909457,2007-06-05 12:25:58.68-07,48.7325,-121.8563333,-0.98,6,6,0,0.3,0.56,F,y,y,n,0,1.49,l,4,4,0.135,2466058,,,,,,,,,,,,,1.4,238,0,5.18,0,90,31.61,2016-05-18 00:54:10,UW2AQMS,5,2012-03-06 10:09:41
10711563,lf,2 triggered subnets: 6 7,UW,5.480984812909457,2007-06-05 12:25:58.68-07,48.7325,-121.8563333,-0.98,6,6,0,0.3,0.56,F,y,y,n,0,1.49,l,4,4,0.135,2466058,,,,,,,,,,,,,1.4,238,0,5.18,0,90,31.61,2016-05-18 00:54:10,UW2AQMS,5,2012-03-06 10:09:41
10729713,lf,Event cut out from 07072506345p by amyw Tue Jul 31 14:38:41 PDT 2007,UW,3.081675682055234,2007-07-24 23:35:39.52-07,48.79,-121.7823333,35.744,18,18,13,1,0.28,F,n,n,n,0,0.78,d,2,2,0.165,1200513,,,,,,,,,,,,,0.53,101,16,0.71,341,60,0.87,2012-06-14 23:12:08,UW2AQMS,5,2012-03-06 11:49:47
10729713,lf,"NEAR:      2.8 km ENE of Mt Baker, WA",UW,3.081675682055234,2007-07-24 23:35:39.52-07,48.79,-121.7823333,35.744,18,18,13,1,0.28,F,n,n,n,0,0.78,d,2,2,0.165,1200513,,,,,,,,,,,,,0.53,101,16,0.71,341,60,0.87,2012-06-14 23:12:08,UW2AQMS,5,2012-03-06 11:49:47
10729713,lf,UW2 Q1=A  Q2=B,UW,3.081675682055234,2007-07-24 23:35:39.52-07,48.79,-121.7823333,35.744,18,18,13,1,0.28,F,n,n,n,0,0.78,d,2,2,0.165,1200513,,,,,,,,,,,,,0.53,101,16,0.71,341,60,0.87,2012-06-14 23:12:08,UW2AQMS,5,2012-03-06 11:49:47
10734128,eq,EVENT ID: 027275,UW,38.41865222448643,2008-01-11 08:47:51.4-08,48.434,-121.9058333,68.86,11,10,4,0.8,0.12,F,n,n,n,0,1.38,d,4,4,0.051,2303713,,,,,,,,,,,,,0.67,113,58,1.19,259,26,1.73,2016-01-03 17:30:31,UW2AQMS,6,2012-03-06 12:12:39
10734128,eq,3 triggered subnets: 5 6 22,UW,38.41865222448643,2008-01-11 08:47:51.4-08,48.434,-121.9058333,68.86,11,10,4,0.8,0.12,F,n,n,n,0,1.38,d,4,4,0.051,2303713,,,,,,,,,,,,,0.67,113,58,1.19,259,26,1.73,2016-01-03 17:30:31,UW2AQMS,6,2012-03-06 12:12:39
10734128,eq,"NEAR:     16.6 km  SW of Concrete, WA",UW,38.41865222448643,2008-01-11 08:47:51.4-08,48.434,-121.9058333,68.86,11,10,4,0.8,0.12,F,n,n,n,0,1.38,d,4,4,0.051,2303713,,,,,,,,,,,,,0.67,113,58,1.19,259,26,1.73,2016-01-03 17:30:31,UW2AQMS,6,2012-03-06 12:12:39
10734128,eq,UW2 Q1=B  Q2=D,UW,38.41865222448643,2008-01-11 08:47:51.4-08,48.434,-121.9058333,68.86,11,10,4,0.8,0.12,F,n,n,n,0,1.38,d,4,4,0.051,2303713,,,,,,,,,,,,,0.67,113,58,1.19,259,26,1.73,2016-01-03 17:30:31,UW2AQMS,6,2012-03-06 12:12:39
10794208,eq,EVENT ID: 036734,UW,34.41517393682449,2009-10-30 17:05:30.44-07,48.7493333,-122.2851667,68.12,27,25,8,1,0.24,F,n,n,n,0,1.93,l,11,18,0.179,2303708,,,,,,,,,,,,,0.53,155,16,0.82,21,66,1.9,2016-01-03 17:29:22,UW2AQMS,7,2012-03-07 18:43:45
10794208,eq,3 triggered subnets: 5 6 22,UW,34.41517393682449,2009-10-30 17:05:30.44-07,48.7493333,-122.2851667,68.12,27,25,8,1,0.24,F,n,n,n,0,1.93,l,11,18,0.179,2303708,,,,,,,,,,,,,0.53,155,16,0.82,21,66,1.9,2016-01-03 17:29:22,UW2AQMS,7,2012-03-07 18:43:45
10794208,eq,UW2 Q1=B  Q2=B,UW,34.41517393682449,2009-10-30 17:05:30.44-07,48.7493333,-122.2851667,68.12,27,25,8,1,0.24,F,n,n,n,0,1.93,l,11,18,0.179,2303708,,,,,,,,,,,,,0.53,155,16,0.82,21,66,1.9,2016-01-03 17:29:22,UW2AQMS,7,2012-03-07 18:43:45
10794208,eq,"NEAR:      8.4 km SSW of Deming, WA",UW,34.41517393682449,2009-10-30 17:05:30.44-07,48.7493333,-122.2851667,68.12,27,25,8,1,0.24,F,n,n,n,0,1.93,l,11,18,0.179,2303708,,,,,,,,,,,,,0.53,155,16,0.82,21,66,1.9,2016-01-03 17:29:22,UW2AQMS,7,2012-03-07 18:43:45
10784958,eq,UW2 Q1=B  Q2=D,UW,22.867320619258074,2009-12-09 17:21:59.079998-08,48.7111667,-121.5205,5.84,12,10,4,0.5,0.13,F,y,y,n,0,1.47,l,7,9,0.31,2647898,,,,,,,,,,,,,0.28,250,0,1.19,0,90,31.61,2016-12-01 22:34:45,UW2AQMS,6,2012-03-07 18:00:32
10784958,eq,"NEAR:     20.8 km WNW of Newhalem, WA",UW,22.867320619258074,2009-12-09 17:21:59.079998-08,48.7111667,-121.5205,5.84,12,10,4,0.5,0.13,F,y,y,n,0,1.47,l,7,9,0.31,2647898,,,,,,,,,,,,,0.28,250,0,1.19,0,90,31.61,2016-12-01 22:34:45,UW2AQMS,6,2012-03-07 18:00:32
10784958,eq,EVENT ID: 039077,UW,22.867320619258074,2009-12-09 17:21:59.079998-08,48.7111667,-121.5205,5.84,12,10,4,0.5,0.13,F,y,y,n,0,1.47,l,7,9,0.31,2647898,,,,,,,,,,,,,0.28,250,0,1.19,0,90,31.61,2016-12-01 22:34:45,UW2AQMS,6,2012-03-07 18:00:32
10784958,eq,2 triggered subnets: 5 6,UW,22.867320619258074,2009-12-09 17:21:59.079998-08,48.7111667,-121.5205,5.84,12,10,4,0.5,0.13,F,y,y,n,0,1.47,l,7,9,0.31,2647898,,,,,,,,,,,,,0.28,250,0,1.19,0,90,31.61,2016-12-01 22:34:45,UW2AQMS,6,2012-03-07 18:00:32
10787338,lf,EVENT ID: 041430,UW,2.7773312569823996,2010-02-12 06:42:30.29-08,48.7595,-121.8475,21.923,11,11,5,0.5,0.32,F,n,n,n,0,1.41,d,6,6,0.301,1248933,,,,,,,,,,,,,0.61,68,0,1.4,338,81,2.89,2012-09-03 16:16:56,UW2AQMS,5,2012-03-07 18:07:54
10787338,lf,"NEAR:      5.2 km  SW of Mt Baker, WA",UW,2.7773312569823996,2010-02-12 06:42:30.29-08,48.7595,-121.8475,21.923,11,11,5,0.5,0.32,F,n,n,n,0,1.41,d,6,6,0.301,1248933,,,,,,,,,,,,,0.61,68,0,1.4,338,81,2.89,2012-09-03 16:16:56,UW2AQMS,5,2012-03-07 18:07:54
10787338,lf,UW2 Q1=B  Q2=C,UW,2.7773312569823996,2010-02-12 06:42:30.29-08,48.7595,-121.8475,21.923,11,11,5,0.5,0.32,F,n,n,n,0,1.41,d,6,6,0.301,1248933,,,,,,,,,,,,,0.61,68,0,1.4,338,81,2.89,2012-09-03 16:16:56,UW2AQMS,5,2012-03-07 18:07:54
10787338,lf,2 triggered subnets: 5 6,UW,2.7773312569823996,2010-02-12 06:42:30.29-08,48.7595,-121.8475,21.923,11,11,5,0.5,0.32,F,n,n,n,0,1.41,d,6,6,0.301,1248933,,,,,,,,,,,,,0.61,68,0,1.4,338,81,2.89,2012-09-03 16:16:56,UW2AQMS,5,2012-03-07 18:07:54
10809973,lf,2 triggered subnets: 5 6,UW,4.548748128510726,2010-12-31 23:40:46.459999-08,48.809,-121.7838333,-0.89,13,12,5,1,0.34,F,n,n,n,0,1.2,l,6,8,0.185,2635643,,,,,,,,,,,,,0.59,216,8,0.72,356,78,1.52,2016-11-15 19:41:57,UW2AQMS,3,2012-03-08 14:41:10
10809973,lf,EVENT ID: 063761,UW,4.548748128510726,2010-12-31 23:40:46.459999-08,48.809,-121.7838333,-0.89,13,12,5,1,0.34,F,n,n,n,0,1.2,l,6,8,0.185,2635643,,,,,,,,,,,,,0.59,216,8,0.72,356,78,1.52,2016-11-15 19:41:57,UW2AQMS,3,2012-03-08 14:41:10
10809973,lf,"NEAR:      3.7 km NNE of Mt Baker, WA",UW,4.548748128510726,2010-12-31 23:40:46.459999-08,48.809,-121.7838333,-0.89,13,12,5,1,0.34,F,n,n,n,0,1.2,l,6,8,0.185,2635643,,,,,,,,,,,,,0.59,216,8,0.72,356,78,1.52,2016-11-15 19:41:57,UW2AQMS,3,2012-03-08 14:41:10
10809973,lf,UW2 Q1=B  Q2=B,UW,4.548748128510726,2010-12-31 23:40:46.459999-08,48.809,-121.7838333,-0.89,13,12,5,1,0.34,F,n,n,n,0,1.2,l,6,8,0.185,2635643,,,,,,,,,,,,,0.59,216,8,0.72,356,78,1.52,2016-11-15 19:41:57,UW2AQMS,3,2012-03-08 14:41:10
10821763,lf,UW2 Q1=A  Q2=C,UW,7.194040017025586,2011-07-10 09:26:11.169998-07,48.7311667,-121.7443333,-0.6,7,6,0,0.5,0.11,F,n,n,n,0,1.41,l,4,6,0.174,2468353,,,,,,,,,,,,,0.43,104,4,0.89,2,71,8.09,2016-05-20 23:59:59,UW2AQMS,4,2012-03-08 17:30:40
10821763,lf,EVENT ID: 081667,UW,7.194040017025586,2011-07-10 09:26:11.169998-07,48.7311667,-121.7443333,-0.6,7,6,0,0.5,0.11,F,n,n,n,0,1.41,l,4,6,0.174,2468353,,,,,,,,,,,,,0.43,104,4,0.89,2,71,8.09,2016-05-20 23:59:59,UW2AQMS,4,2012-03-08 17:30:40
10821763,lf,3 triggered subnets: 5 6 17,UW,7.194040017025586,2011-07-10 09:26:11.169998-07,48.7311667,-121.7443333,-0.6,7,6,0,0.5,0.11,F,n,n,n,0,1.41,l,4,6,0.174,2468353,,,,,,,,,,,,,0.43,104,4,0.89,2,71,8.09,2016-05-20 23:59:59,UW2AQMS,4,2012-03-08 17:30:40
10821763,lf,"NEAR:      6.2 km ESE of Mt Baker, WA",UW,7.194040017025586,2011-07-10 09:26:11.169998-07,48.7311667,-121.7443333,-0.6,7,6,0,0.5,0.11,F,n,n,n,0,1.41,l,4,6,0.174,2468353,,,,,,,,,,,,,0.43,104,4,0.89,2,71,8.09,2016-05-20 23:59:59,UW2AQMS,4,2012-03-08 17:30:40
60395352,px,blast?  crummy signals.,UW,40.381079541654806,2012-04-21 14:50:27.2-07,49.0653333,-122.1481667,-0.914,22,10,2,0.5,0.19,F,y,n,n,0,1.09,d,3,3,0.077,1137118,,,,,,,,,,,,,0.55,177,0,1.87,0,90,31.61,2012-04-21 23:32:08,RT2,8,2012-04-21 21:54:05
60398987,eq,"Canada, north of Mt. Baker",UW,49.22054029620083,2012-05-04 05:16:48.65-07,49.178,-122.0945,0.741,12,10,2,0.5,0.29,F,n,n,n,0,1.69,d,4,4,0.077,1142613,,,,,,,,,,,,,0.73,223,21,2.04,19,66,3.81,2012-05-04 14:37:13,RT2,6,2012-05-04 12:20:29
60401667,px,filled with trig-2-go,UW,49.57932711127075,2012-05-11 12:01:13.509998-07,49.1641667,-122.1473333,-0.85,13,12,4,0.5,0.35,F,y,n,n,0,1.59,d,6,6,0.187,1146908,,,,,,,,,,,,,0.73,218,0,1.56,0,90,31.61,2012-05-11 20:32:05,RT2,4,2012-05-11 20:24:04
60434112,eq,just across Canadian border,UW,44.410040423935065,2012-08-01 13:54:01.649998-07,49.0668333,-122.2313333,7.196,17,14,6,1,0.14,F,n,n,n,0,1.44,d,6,6,0.162,1235658,,,,,,,,,,,,,0.43,99,73,0.65,355,3,0.83,2012-08-07 21:47:28,RT2,9,2012-08-01 20:58:01
60449046,px,Canada blast,UW,48.76593552086682,2012-08-03 13:59:31.26-07,49.163,-122.1271667,-0.681,5,5,0,0.3,0.69,F,y,n,n,0,0.93,d,1,1,0,1233908,,,,,,,,,,,,,2.61,232,0,9.5,0,90,31.61,2012-08-03 22:12:05,RT1,5,2012-08-03 21:02:47
60442342,px,"Mainland Sand and Gravel, BC 0.6 km WNW",UW,45.53213415848305,2012-08-20 17:22:54.629999-07,49.1216667,-122.1478333,-0.63,15,14,4,0.5,0.22,F,y,n,n,0,1.49,d,6,6,0.171,1243363,,,,,,,,,,,,,0.55,210,0,0.87,0,90,31.61,2012-08-21 15:59:57,RT2,8,2012-08-21 00:26:40
60443222,px,Canada blast,UW,49.99867071688015,2012-08-22 10:16:13.399998-07,49.1373333,-122.2216667,-1.102,4,4,0,0.5,0.05,F,y,n,n,0,0.97,d,2,2,0.036,1243903,,,,,,,,,,,,,2.86,273,0,3.55,0,90,31.61,2012-08-22 20:03:10,RT2,5,2012-08-22 17:19:51
60458266,px,Canada blast,UW,49.57790091322698,2012-08-27 18:52:37-07,49.1705,-122.1293333,-0.863,13,12,3,0.5,0.29,F,y,n,n,0,1.49,d,6,6,0.302,1246323,,,,,,,,,,,,,0.95,202,0,1.95,0,90,31.61,2012-08-28 02:14:04,RT1,4,2012-08-28 01:56:41
60480091,px,Canadian Blast,UW,43.914652209407144,2012-10-23 16:57:01.290001-07,49.1008333,-122.1558333,-0.747,13,9,1,0.5,0.18,F,y,n,n,0,1.41,d,8,8,0.342,1281353,,,,,,,,,,,,,0.79,207,0,1.51,0,90,31.61,2012-10-24 16:55:24,RT1,8,2012-10-24 00:00:58
60474662,px,Canadian Blast,UW,44.77875598629004,2012-11-14 16:29:07.509998-08,49.104,-122.1696667,-0.972,7,7,1,0.5,0.24,F,y,n,n,0,0.86,d,2,2,0.086,1302618,,,,,,,,,,,,,0.82,219,0,1.86,0,90,31.61,2012-11-21 19:37:01,RT2,8,2012-11-15 00:32:46
60489481,px,Canada blast,UW,48.38795320785829,2012-11-26 14:58:56.019999-08,49.1183333,-122.2233333,-0.582,9,5,1,0.5,0.07,F,y,n,n,0,0.9,d,3,3,0,1305658,,,,,,,,,,,,,0.66,201,0,1.77,0,90,31.61,2012-11-27 19:57:46,RT1,7,2012-11-26 23:02:35
60493937,lf,Deep LP at Baker,UW,2.7307659730785767,2012-12-06 01:21:57.169998-08,48.7685,-121.8533333,35.48,24,16,7,0.8,0.41,F,n,n,n,0,0.84,d,3,3,0.004,2466048,,,,,,,,,,,,,0.75,269,25,1.41,52,58,2.15,2016-05-18 00:36:41,RT2,8,2013-01-17 20:18:05
60490977,eq,Just across Canadian border,UW,38.9487475717824,2013-01-11 23:03:39.54-08,49.0155,-122.2038333,12.788,29,11,5,1,0.07,F,n,n,n,0,1.59,d,7,7,0.114,1345468,,,,,,,,,,,,,0.25,141,43,0.47,358,39,0.65,2013-01-14 17:21:54,RT2,9,2013-01-12 07:08:06
60540267,px,Canada blast,UW,44.67938967161953,2013-06-13 11:07:06.41-07,49.1195,-122.1308333,-0.492,9,9,4,0.5,0.39,F,y,n,n,0,0.88,d,1,1,0,1428778,,,,,,,,,,,,,1.3,183,0,2.76,0,90,31.61,2013-06-13 18:45:48,RT2,5,2013-06-13 18:11:23
60546711,px,Caanadian Blast?,UW,44.17686491679167,2013-06-28 08:58:12.789997-07,49.0448333,-122.2601667,-1.189,4,4,1,0.5,0.24,F,y,n,n,0,0.88,d,2,2,0.118,1435423,,,,,,,,,,,,,2.03,167,0,4.99,0,90,31.61,2013-07-01 03:47:01,RT1,8,2013-06-28 16:01:39
60595961,px,Canada blast,UW,43.75470834741874,2013-09-18 15:13:28.85-07,49.0573333,-122.2335,-1.189,4,4,1,0.5,0.1,F,y,n,n,0,0.87,d,2,2,0.075,1479578,,,,,,,,,,,,,0.87,182,0,2.75,0,90,31.61,2013-09-19 19:47:18,RT1,5,2013-09-18 22:16:45
60599257,eq,Just over border w/Canada,UW,44.460866619238075,2013-09-26 12:20:15.25-07,49.1131667,-122.1408333,2.464,13,10,3,0.8,0.12,F,n,n,n,0,1.4,d,5,5,0.35,1481543,,,,,,,,,,,,,0.49,114,76,0.57,6,4,1.25,2013-09-27 19:58:19,RT2,9,2013-09-26 19:24:00
60610702,eq,Just across border with Canada,UW,36.493603093722314,2013-10-14 13:43:58.82-07,49.042,-122.1065,7.21,13,10,4,0.8,0.06,F,n,n,n,0,1.48,d,5,5,0.216,1488458,,,,,,,,,,,,,0.25,134,61,0.35,13,15,1.28,2013-10-14 21:27:56,RT2,9,2013-10-14 20:47:44
60613552,px,Canada blast,UW,40.68485679785663,2013-10-18 13:13:37.099999-07,49.0406667,-122.1991667,-1.062,5,4,1,0.5,0.07,F,y,n,n,0,0.81,d,2,2,0.08,1491863,,,,,,,,,,,,,0.39,170,0,2.27,0,90,31.61,2013-10-22 21:26:49,RT2,8,2013-10-18 20:17:07
60613742,px,Canada blast,UW,44.316646729721036,2013-10-18 16:49:51.349998-07,49.1018333,-122.1633333,-0.878,8,6,0,0.5,0.17,F,y,n,n,0,0.87,d,2,2,0.069,1491943,,,,,,,,,,,,,0.6,217,0,1.85,0,90,31.61,2013-10-22 22:06:53,RT2,8,2013-10-18 23:53:46
60648342,px,Canada blast,UW,42.87421805885224,2013-12-11 09:57:28.36-08,49.072,-122.1905,-0.562,16,15,6,0.5,0.38,F,y,n,n,0,1.52,d,6,6,0.237,1530063,,,,,,,,,,,,,0.73,179,0,2.52,0,90,31.61,2013-12-11 19:15:35,RT2,5,2013-12-11 18:01:20
60695817,px,Canada blast,UW,29.057736621735124,2014-02-18 19:32:47.34-08,48.985,-122.0526667,-0.95,17,12,3,0.5,0.13,F,y,n,n,0,2.07,l,7,12,0.226,1600543,,,,,,,,,,,,,0.27,213,0,0.53,0,90,31.61,2014-02-19 04:45:07,RT2,7,2014-02-19 03:37:03
60046613,eq,No auto trigger. Found in spectrograms and used scope mode...,UW,11.647546914111333,2014-03-01 09:15:57.25-08,48.7475,-121.6636667,3.12,8,7,3,0.5,0.13,F,y,n,n,0,1.1,l,4,5,0.24,1620948,,,,,,,,,,,,,0.32,247,2,0.67,22,86,9.8,2014-03-02 23:38:23,Jiggle,9,2014-03-01 20:01:00
60714771,eq,Just into Canada,UW,35.91567335019122,2014-03-09 20:44:46.209999-07,49.0186667,-122.1388333,5.748,7,7,3,0.8,0.17,F,n,n,n,0,0.51,d,1,1,0,1639043,,,,,,,,,,,,,0.69,59,6,0.94,321,50,1.78,2014-03-18 03:39:25,RT1,9,2014-03-10 03:47:39
60049208,eq,only barely visible on spectrogram,UW,4.3034545240667645,2014-04-06 17:54:40.21-07,48.7946667,-121.8673333,-1.236,4,4,2,0.3,0.02,C,y,n,n,0,-0.5,d,2,2,0.407,1670753,,,,,,,,,,,,,0.22,309,82,6.5,154,6,8.43,2014-04-08 17:58:15,Jiggle,8,2014-04-07 17:51:43
60738701,px,Just over the border w/Canada,UW,42.575431705728626,2014-04-08 13:11:55.65-07,49.0601667,-122.2051667,-1.189,4,4,1,0.5,0.14,F,y,n,n,0,0.85,d,2,2,0.055,1671748,,,,,,,,,,,,,1.96,179,0,3.4,0,90,31.61,2014-04-09 00:38:18,RT1,5,2014-04-08 20:15:51
60758217,px,Canada blast,UW,44.622369720015996,2014-05-06 16:26:08.629997-07,49.1045,-122.1648333,-0.634,7,7,1,0.5,0.18,F,y,n,n,0,1.04,d,2,2,0.113,1705953,,,,,,,,,,,,,0.6,193,0,1.16,0,90,31.61,2014-05-07 16:36:07,RT2,5,2014-05-06 23:30:20
60774026,px,Canada blast,UW,43.1739332097821,2014-05-14 11:15:27.62-07,49.0041667,-122.2933333,-0.95,5,5,2,0.5,0.12,F,y,n,n,0,2.24,d,2,2,0.223,1713843,,,,,,,,,,,,,0.44,201,0,1.66,0,90,31.61,2014-05-14 18:26:44,RT1,5,2014-05-14 18:19:28
60778891,eq,Canada,UW,46.676816627817196,2014-05-17 07:13:56.51-07,49.1338333,-122.1476667,9.99,22,19,4,1,0.2,F,n,n,n,0,2.04,l,6,12,0.232,1721748,,,,,,,,,,,,,0.41,22,0,0.74,110,82,1.63,2014-05-19 00:41:59,RT1,8,2014-05-17 14:18:45
60812286,px,Canada blast,UW,47.01293585431921,2014-06-18 11:21:15.459999-07,49.1341667,-122.1556667,-1.105,9,9,3,0.5,0.33,F,y,n,n,0,0.96,d,1,1,0,1757383,,,,,,,,,,,,,0.71,220,0,1.57,0,90,31.61,2014-06-18 18:46:06,RT1,5,2014-06-18 18:26:42
60812097,px,Canada blast,UW,41.99694747436127,2014-07-04 11:06:22.419998-07,49.1008333,-122.1066667,-0.677,15,4,0,0.3,0.03,F,y,n,n,0,1.57,d,4,4,0.137,1766048,,,,,,,,,,,,,0.9,142,0,5.14,0,90,31.61,2014-07-07 19:10:23,RT2,8,2014-07-04 18:10:16
60885041,px,Canada blast,UW,41.7133451398667,2014-09-22 14:12:03.950001-07,49.0791667,-122.1503333,-1.018,5,5,0,0.5,0.05,F,y,n,n,0,0.81,d,2,2,0.045,1869743,,,,,,,,,,,,,0.59,187,0,1.99,0,90,31.61,2014-09-22 23:08:32,RT1,5,2014-09-22 21:15:49
60914841,eq,Just across border in Canada,UW,38.75324727081311,2014-11-01 12:58:19.829998-07,49.0266667,-122.1831667,8.5,19,17,6,1,0.16,F,n,n,n,0,2.25,l,6,11,0.16,1923243,,,,,,,,,,,,,0.35,163,39,0.6,5,48,1.48,2014-11-03 21:10:57,RT1,9,2014-11-01 20:03:17
60917886,lf,Baker LF,UW,9.869554321177246,2014-11-05 00:38:13.829998-08,48.85883333333334,-121.77516666666666,-1.1,11,9,1,0.25,0.61,F,y,n,n,0,1.48,l,8,10,0.07548374442234429,3084183,,,,,,,,,,,,,2.64,181,0,9.99,0,90,31.61,2018-11-16 19:57:25.871106,RT1,10,2014-11-05 18:52:05
60988741,eq,On the border with Canada,UW,35.020267927826346,2015-03-24 17:51:14.450001-07,49.0021667,-122.1481667,9.972,16,11,5,1,0.15,F,n,n,n,0,1.7,l,5,8,0.2,2088448,,,,,,,,,,,,,0.46,134,60,0.56,347,25,1.1,2015-03-25 21:07:06,RT1,12,2015-03-25 00:55:11
61046076,px,Probable blast right across Canadian border,UW,48.69950179478034,2015-06-24 13:50:50.82-07,49.1195,-122.228,-2.222,4,4,1,0.5,0.01,F,y,n,n,0,1,d,3,3,0.073,2162843,,,,,,,,,,,,,1.13,257,0,2.43,0,90,31.61,2015-06-25 05:02:07,RT1,5,2015-06-24 20:53:44
61035442,lf,Mt. Baker glacier quake,UW,1.9770112655179295,2015-06-28 12:20:14.059998-07,48.7716667,-121.8438333,-0.86,8,6,2,0.5,0.49,F,n,n,n,0,1.32,l,4,7,0.105,2728478,,,,,,,,,,,,,1.13,217,15,1.67,351,68,4.9,2017-06-08 19:54:29,RT2,11,2015-06-28 19:23:50
61044117,eq,Just across Canadian border,UW,44.61074883914855,2015-07-20 21:50:41.21-07,49.0886667,-122.197,11.53,11,10,5,0.8,0.17,F,n,n,n,0,1.41,d,7,7,0.2,2173478,,,,,,,,,,,,,0.47,177,49,1.11,9,39,1.49,2015-07-21 05:39:23,RT2,9,2015-07-21 04:54:39
61044667,px,Canada blast,UW,46.53937083628802,2015-07-22 11:32:44.17-07,49.1101667,-122.1978333,-0.73,4,4,1,0.5,0.03,F,y,n,n,0,1.01,d,2,2,0.129,2174048,,,,,,,,,,,,,1.12,303,0,3.6,0,90,31.61,2015-07-22 21:59:11,RT2,5,2015-07-22 18:36:35
61046607,px,Canada blast,UW,49.44970034411242,2015-07-28 12:19:18.009998-07,49.1108333,-122.2601667,-0.92,4,4,0,0.5,0.02,F,y,n,n,0,1.02,d,3,3,0.093,2176683,,,,,,,,,,,,,2.84,291,0,3.22,0,90,31.61,2015-07-29 17:59:53,RT2,5,2015-07-28 19:22:49
61060636,px,Canada blast,UW,45.398418490651785,2015-07-31 12:22:30.59-07,49.1413333,-122.0901667,-1.03,5,5,1,0.3,0.38,F,y,n,n,0,0.88,d,2,2,0.066,2177668,,,,,,,,,,,,,2.86,307,0,7.4,0,90,31.61,2015-07-31 22:43:13,RT1,5,2015-07-31 19:26:08
61049187,eq,Canada,UW,47.976580834447184,2015-08-04 10:23:07.439999-07,49.1081667,-122.2336667,6.46,14,12,5,0.8,0.14,F,n,n,n,0,1.79,l,8,12,0.159,2673943,,,,,,,,,,,,,0.45,11,22,1.16,152,62,1.66,2017-01-04 19:45:50,RT2,8,2015-08-04 17:27:09
61056387,px,Canada blast,UW,37.40894227795429,2015-08-20 13:04:55.08-07,49.0261667,-122.1568333,-0.87,5,5,0,0.5,0.11,F,y,n,n,0,0.71,d,2,2,0.087,2186188,,,,,,,,,,,,,0.64,158,0,1.63,0,90,31.61,2015-08-20 20:34:43,RT2,5,2015-08-20 20:08:41
