evid,etype,selectflag,version,commid,remark,magid,magnitude,magtype,uncertainty,nobs,nsta,orid,auth,subsource,to_timestamp,lat,lon,depth,mbs_distance_km,distance,quality,wrms,erhor,sdep,erlat,erlon,bogusflag,fdepth,fepi,ftime,stt,stx,sty,stz,sxx,sxy,sxz,syy,syz,szz,maglarge,azilarge,diplarge,maginter,aziinter,dipinter,magsmall,azismall,dipsmall
10855248,eq,1,3,1056988,UW2 Q1=C  Q2=D,923958,2.6,d,0.06,5,5,1181288,UW,UW2AQMS,1972-12-09 05:30:49.32-08,48.8146667,-122.1236667,9.146,22.88891301672353,16,0.5,0.3,3.877,11.91,2.48,2.98,0,n,n,n,,,,,,,,,,,,,,,,,,,
10855893,eq,1,3,1057633,UW2 Q1=B  Q2=D,924553,2.5,d,0.2,2,2,1181933,UW,UW2AQMS,1973-02-26 12:41:09.63-08,48.8008333,-122.3688333,8.39,40.51902062071514,36,0,0.1,1.79,0,1.05,1.45,0,n,n,n,,,,,,,,,,,,,,,,,,,
10840178,eq,1,3,1038113,UW2 Q1=C  Q2=D,904628,1.9,d,0.13,4,4,1161023,UW,UW2AQMS,1973-06-01 12:05:52.67-07,48.51,-121.7658333,-0.742,29.65221382867158,37,0.8,0.34,1.727,2.48,0.57,1.63,0,y,n,n,,,,,,,,,,,,,,,,,,,
10856308,eq,1,3,1058048,UW2 Q1=B  Q2=D,924958,1.9,d,0.12,6,6,1182348,UW,UW2AQMS,1973-06-03 04:16:05.61-07,48.4266667,-122.2085,18.21,48.206292159953804,33,1,0.16,1.902,1.61,1.34,1.35,0,n,n,n,,,,,,,,,,,,,,,,,,,
10856378,eq,1,3,1058118,UW2 Q1=B  Q2=D,925028,2.3,d,0.14,4,4,1182418,UW,UW2AQMS,1973-06-12 08:44:29.73-07,48.8665,-122.0925,10.247,22.603014513832896,58,0.5,0.19,1.806,4.1,1.02,1.49,0,n,n,n,,,,,,,,,,,,,,,,,,,
10856638,eq,1,3,1058378,UW2 Q1=A  Q2=C,925283,2.1,d,0.08,2,2,1182678,UW,UW2AQMS,1973-07-27 13:16:14.62-07,48.4973333,-122.3268333,10.893,48.50001739259606,42,1,0.04,0.014,0.06,0.01,0.01,0,y,y,n,,,,,,,,,,,,,,,,,,,
10840218,eq,1,3,1038153,UW2 Q1=B  Q2=C,904663,2,d,0.14,4,4,1161063,UW,UW2AQMS,1973-09-01 15:29:39.05-07,48.4353333,-121.8913333,-0.907,38.10548438263531,27,1,0.24,0.139,0.16,0.13,0.05,0,y,n,n,,,,,,,,,,,,,,,,,,,
10856908,eq,1,3,1058648,UW2 Q1=C  Q2=D,925543,2.3,d,0.09,5,5,1182948,UW,UW2AQMS,1973-09-03 22:38:47.33-07,48.4528333,-121.841,0.432,35.810472745847974,29,0.5,0.3,3.389,2.67,3.35,0.51,0,n,n,n,,,,,,,,,,,,,,,,,,,
10857013,eq,1,3,1058753,UW2 Q1=B  Q2=D,925643,1.8,d,0.12,4,4,1183053,UW,UW2AQMS,1973-09-10 14:20:37.21-07,48.902,-122.2496667,15.406,34.68106367740831,28,0.5,0.22,2.451,4.9,0.82,2.31,0,n,n,n,,,,,,,,,,,,,,,,,,,
10857028,eq,1,3,1058768,UW2 Q1=D  Q2=D,925658,2.4,d,0.1,5,5,1183068,UW,UW2AQMS,1973-09-11 08:33:23.05-07,48.9156667,-122.2426667,21.176,34.86750399655418,29,0.5,0.39,5.34,10.72,2.46,4.74,0,n,n,n,,,,,,,,,,,,,,,,,,,
10857138,eq,1,3,1058878,UW2 Q1=B  Q2=C,925768,2.3,d,0.14,5,5,1183178,UW,UW2AQMS,1973-09-16 14:54:38.69-07,48.7178333,-122.4446667,24.023,46.436151761164986,28,0.5,0.25,1.19,2.57,0.66,0.99,0,y,y,n,,,,,,,,,,,,,,,,,,,
10857708,eq,1,3,1059448,UW2 Q1=B  Q2=D,926338,1.9,d,0.09,5,5,1183748,UW,UW2AQMS,1973-11-07 03:45:17.37-08,48.5926667,-122.2768333,13.956,39.33680656003608,34,0.5,0.19,1.315,3.11,1.16,0.62,0,n,n,n,,,,,,,,,,,,,,,,,,,
10857743,eq,1,3,1059483,UW2 Q1=B  Q2=D,926373,1.8,d,0.12,4,4,1183783,UW,UW2AQMS,1973-11-11 11:01:59.98-08,48.6563333,-121.682,-1.214,16.463183761106013,21,1,0.25,0.928,1.4,0.61,0.7,0,y,n,n,,,,,,,,,,,,,,,,,,,
10857783,eq,1,3,1059523,UW2 Q1=D  Q2=D,926413,2.4,d,0.17,10,10,1183823,UW,UW2AQMS,1973-11-20 05:35:12.13-08,48.8071667,-122.0785,3.176,19.483455857712748,13,0.5,0.31,,99.9,71.03,0,0,y,y,y,,,,,,,,,,,,,,,,,,,
10858288,eq,1,3,1060028,UW2 Q1=C  Q2=D,926908,1.7,d,0.24,5,5,1184328,UW,UW2AQMS,1974-02-17 17:30:54.55-07,48.4991667,-121.6375,-1.194,33.3418135638331,37,1,0.39,0.667,1.11,0.51,0.43,0,y,n,n,,,,,,,,,,,,,,,,,,,
10840313,eq,1,3,1038248,UW2 Q1=B  Q2=C,904758,2.2,d,0.14,6,6,1161158,UW,UW2AQMS,1974-03-02 13:33:33.38-07,48.7116667,-122.4405,11.073,46.23490418607979,29,0.5,0.07,0.684,2.55,0.29,0.62,0,n,n,n,,,,,,,,,,,,,,,,,,,
10858483,eq,1,3,1060223,UW2 Q1=C  Q2=D,927098,2.1,d,0.16,6,6,1184523,UW,UW2AQMS,1974-04-19 17:39:02.74-07,48.84,-122.1241667,13.816,23.630286965809383,17,0.5,0.36,4.289,7.54,3.47,2.52,0,n,n,n,,,,,,,,,,,,,,,,,,,
10858603,eq,1,3,1060343,UW2 Q1=C  Q2=D,927218,1.3,d,0.11,5,5,1184643,UW,UW2AQMS,1974-05-04 00:38:52.1-07,48.8066667,-122.3791667,4.513,41.32280446981594,35,0.5,0.41,4.622,9.67,0.92,4.53,0,n,n,n,,,,,,,,,,,,,,,,,,,
10858608,eq,1,3,1060348,UW2 Q1=C  Q2=D,927223,1.4,d,0.09,4,4,1184648,UW,UW2AQMS,1974-05-04 03:25:08.83-07,48.713,-122.4355,22.326,45.84958035993488,29,0.5,0.41,2.509,5.19,1.09,2.26,0,n,n,n,,,,,,,,,,,,,,,,,,,
10858613,eq,1,3,1060353,UW2 Q1=C  Q2=D,927228,1.4,d,0.11,4,4,1184653,UW,UW2AQMS,1974-05-04 04:33:16.76-07,48.7113333,-122.4371667,23.216,45.99910541062136,29,0.5,0.33,1.937,3.8,0.89,1.72,0,n,n,n,,,,,,,,,,,,,,,,,,,
10858883,eq,1,4,1060623,UW2 Q1=C  Q2=D,927483,1.8,d,0.1,2,2,1184923,UW,UW2AQMS,1974-05-31 15:53:22.23-07,49.0196667,-122.0421667,2.486,31.83746041177215,28,0.5,0.12,2.737,3.31,1.26,2.43,0,y,y,n,,,,,,,,,,,,,,,,,,,
10859478,eq,1,3,1061218,UW2 Q1=D  Q2=D,928028,1.7,d,0.07,3,3,1185518,UW,UW2AQMS,1974-09-16 01:14:06.99-07,48.6128333,-122.2606667,0.206,37.183668578819535,32,0.5,0.25,6.206,6.38,5.96,1.73,0,n,n,n,,,,,,,,,,,,,,,,,,,
10859488,eq,1,3,1061228,UW2 Q1=B  Q2=D,928033,1.7,d,0.09,7,7,1185528,UW,UW2AQMS,1974-09-17 06:36:40.49-07,48.9058333,-122.1383333,15.396,27.66952119475145,22,0.8,0.21,1.535,2.02,0.73,1.35,0,n,n,n,,,,,,,,,,,,,,,,,,,
10859813,eq,1,3,1061553,UW2 Q1=D  Q2=D,928338,2.2,d,0.26,2,2,1185853,UW,UW2AQMS,1974-11-12 07:36:44.49-08,48.9903333,-122.3621667,3.827,46.51808527684762,48,0,0.12,,99.9,18.16,0,0,y,y,y,,,,,,,,,,,,,,,,,,,
10859858,eq,1,3,1061598,UW2 Q1=D  Q2=D,928383,2.2,d,0.2,6,6,1185898,UW,UW2AQMS,1974-11-15 05:49:43.06-08,48.5326667,-121.9973333,1.74,29.96981337797895,38,0.5,0.35,8.031,21.68,4.98,6.3,0,y,y,n,,,,,,,,,,,,,,,,,,,
10860103,eq,1,3,1061843,UW2 Q1=B  Q2=C,928598,1.8,d,0.12,5,5,1186143,UW,UW2AQMS,1974-12-08 04:24:27.37-08,48.4055,-122.1865,18.713,49.20650203307225,30,1,0.28,0.848,1.79,0.67,0.52,0,n,n,n,,,,,,,,,,,,,,,,,,,
10860158,eq,1,3,1061898,U Focal Mechanism attempted but judged UNRELIABLE,928653,2.8,d,0.16,10,10,1186198,UW,UW2AQMS,1974-12-15 09:58:10.24-08,48.4978333,-122.0233333,1.173,34.29067895767551,33,0.5,0.37,4.269,33.18,2.62,3.37,0,y,y,n,,,,,,,,,,,,,,,,,,,
10860158,eq,1,3,1061898,fealt,928653,2.8,d,0.16,10,10,1186198,UW,UW2AQMS,1974-12-15 09:58:10.24-08,48.4978333,-122.0233333,1.173,34.29067895767551,33,0.5,0.37,4.269,33.18,2.62,3.37,0,y,y,n,,,,,,,,,,,,,,,,,,,
10860158,eq,1,3,1061898,UW2 Q1=C  Q2=C,928653,2.8,d,0.16,10,10,1186198,UW,UW2AQMS,1974-12-15 09:58:10.24-08,48.4978333,-122.0233333,1.173,34.29067895767551,33,0.5,0.37,4.269,33.18,2.62,3.37,0,y,y,n,,,,,,,,,,,,,,,,,,,
10860163,eq,1,3,1061903,fealt,928658,2.1,d,0.15,8,8,1186203,UW,UW2AQMS,1974-12-15 10:07:02.67-08,48.4971667,-122.03,-0.407,34.57600799570396,33,0.5,0.46,2.2,9.62,1.76,1.32,0,n,n,n,,,,,,,,,,,,,,,,,,,
10860163,eq,1,3,1061903,UW2 Q1=C  Q2=C,928658,2.1,d,0.15,8,8,1186203,UW,UW2AQMS,1974-12-15 10:07:02.67-08,48.4971667,-122.03,-0.407,34.57600799570396,33,0.5,0.46,2.2,9.62,1.76,1.32,0,n,n,n,,,,,,,,,,,,,,,,,,,
10860163,eq,1,3,1061903,U Focal Mechanism attempted but judged UNRELIABLE,928658,2.1,d,0.15,8,8,1186203,UW,UW2AQMS,1974-12-15 10:07:02.67-08,48.4971667,-122.03,-0.407,34.57600799570396,33,0.5,0.46,2.2,9.62,1.76,1.32,0,n,n,n,,,,,,,,,,,,,,,,,,,
10860563,eq,1,3,1062303,UW2 Q1=B  Q2=C,929023,2.7,d,0.08,3,3,1186603,UW,UW2AQMS,1975-04-08 17:04:45.33-07,48.5091667,-122.018,-0.647,32.98686176930686,31,1,0.23,0.072,1.92,0.06,0.04,0,y,n,n,,,,,,,,,,,,,,,,,,,
10860563,eq,1,3,1062303,fealt,929023,2.7,d,0.08,3,3,1186603,UW,UW2AQMS,1975-04-08 17:04:45.33-07,48.5091667,-122.018,-0.647,32.98686176930686,31,1,0.23,0.072,1.92,0.06,0.04,0,y,n,n,,,,,,,,,,,,,,,,,,,
10862603,eq,1,3,1064558,UW2 Q1=A  Q2=D,931953,1.9,d,0.09,4,4,1189558,UW,UW2AQMS,1975-05-22 00:00:02.4-07,48.4891667,-122.1168333,7.683,38.61987315975374,5,1,0.13,0.524,1.36,0.43,0.3,0,n,n,n,,,,,,,,,,,,,,,,,,,
10861213,uk,1,2,1062953,UW2 Q1=D  Q2=D,929653,2.2,d,0.06,4,4,1187253,UW,UW2AQMS,1975-07-02 15:30:51.85-07,48.4311667,-121.5833333,-0.483,41.87106299700925,36,0.5,0.5,15.56,99.9,8.76,12.86,0,y,y,y,,,,,,,,,,,,,,,,,,,
10861348,eq,1,3,1063088,UW2 Q1=B  Q2=D,929773,2,d,0.07,4,4,1187388,UW,UW2AQMS,1975-07-21 00:16:43.83-07,48.6068333,-122.0096667,6.608,23.391734374597817,10,1,0.11,1.404,1.98,1.34,0.42,0,n,n,n,,,,,,,,,,,,,,,,,,,
10861463,eq,1,4,1063203,UW2 Q1=D  Q2=D,929883,1.7,d,0.17,3,3,1187503,UW,UW2AQMS,1975-08-14 15:53:37.05-07,49.0293333,-122.0356667,-0.227,32.52587511479331,29,0.5,0.35,10.304,12.85,3.77,9.59,0,n,n,n,,,,,,,,,,,,,,,,,,,
