evid,etype,selectflag,version,commid,remark,magid,magnitude,magtype,uncertainty,nobs,nsta,orid,auth,subsource,to_timestamp,lat,lon,depth,mbs_distance_km,distance,quality,wrms,erhor,sdep,erlat,erlon,bogusflag,fdepth,fepi,ftime,stt,stx,sty,stz,sxx,sxy,sxz,syy,syz,szz,maglarge,azilarge,diplarge,maginter,aziinter,dipinter,magsmall,azismall,dipsmall
10257838,eq,1,3,436138,rbb,447403,2.1,d,0.11,4,4,534783,UW,UW2AQMS,1990-04-13 23:02:31.87-07,48.824,-122.1833333,0.471,27.376076678390685,21,0.5,0.47,1.634,3.82,1.26,1.04,0,y,y,n,,,,,,,,,,,,,,,,,,,
10257873,eq,1,3,436178,rbb,447438,3.6,d,0.06,10,10,534818,UW,UW2AQMS,1990-04-13 23:03:04.53-07,48.8298333,-122.1786667,2.341,27.179289930835445,21,0.5,0.32,0.99,7.22,0.61,0.78,0,n,n,n,,,,,,,,,,,,,,,,,,,
10257873,eq,1,3,436178,Canadian data added 5/15/90  ruth,447438,3.6,d,0.06,10,10,534818,UW,UW2AQMS,1990-04-13 23:03:04.53-07,48.8298333,-122.1786667,2.341,27.179289930835445,21,0.5,0.32,0.99,7.22,0.61,0.78,0,n,n,n,,,,,,,,,,,,,,,,,,,
10257873,eq,1,3,436178,"PGC comment:NEAR DEMING, WASHINGTON. AFTERSHOCK",447438,3.6,d,0.06,10,10,534818,UW,UW2AQMS,1990-04-13 23:03:04.53-07,48.8298333,-122.1786667,2.341,27.179289930835445,21,0.5,0.32,0.99,7.22,0.61,0.78,0,n,n,n,,,,,,,,,,,,,,,,,,,
10257873,eq,1,3,436178,slashed from earlier event,447438,3.6,d,0.06,10,10,534818,UW,UW2AQMS,1990-04-13 23:03:04.53-07,48.8298333,-122.1786667,2.341,27.179289930835445,21,0.5,0.32,0.99,7.22,0.61,0.78,0,n,n,n,,,,,,,,,,,,,,,,,,,
10257873,eq,1,3,436178,UW2 Q1=C  Q2=C,447438,3.6,d,0.06,10,10,534818,UW,UW2AQMS,1990-04-13 23:03:04.53-07,48.8298333,-122.1786667,2.341,27.179289930835445,21,0.5,0.32,0.99,7.22,0.61,0.78,0,n,n,n,,,,,,,,,,,,,,,,,,,
10257923,eq,1,3,436223,Canadian data added 7/20/90  ruth,447483,1.5,d,0.09,3,3,534868,UW,UW2AQMS,1990-04-13 23:12:49.5-07,48.8426667,-122.154,11.602,25.8024143429923,19,1,0.36,0.234,0.57,0.18,0.15,0,y,y,n,,,,,,,,,,,,,,,,,,,
10257923,eq,1,3,436223,UW2 Q1=C  Q2=B,447483,1.5,d,0.09,3,3,534868,UW,UW2AQMS,1990-04-13 23:12:49.5-07,48.8426667,-122.154,11.602,25.8024143429923,19,1,0.36,0.234,0.57,0.18,0.15,0,y,y,n,,,,,,,,,,,,,,,,,,,
10257923,eq,1,3,436223,rbb,447483,1.5,d,0.09,3,3,534868,UW,UW2AQMS,1990-04-13 23:12:49.5-07,48.8426667,-122.154,11.602,25.8024143429923,19,1,0.36,0.234,0.57,0.18,0.15,0,y,y,n,,,,,,,,,,,,,,,,,,,
10257948,eq,1,3,436248,UW2 Q1=C  Q2=C,447508,3.1,d,0.08,5,5,534893,UW,UW2AQMS,1990-04-13 23:15:14.91-07,48.8255,-122.1916667,0.861,28.007144916089537,21,0.5,0.45,1.408,2.61,1.02,0.97,0,y,y,n,,,,,,,,,,,,,,,,,,,
10257948,eq,1,3,436248,rbb,447508,3.1,d,0.08,5,5,534893,UW,UW2AQMS,1990-04-13 23:15:14.91-07,48.8255,-122.1916667,0.861,28.007144916089537,21,0.5,0.45,1.408,2.61,1.02,0.97,0,y,y,n,,,,,,,,,,,,,,,,,,,
10257948,eq,1,3,436248,"PGC comment:NEAR DEMING, WASHINGTON. AFTERSHOCK",447508,3.1,d,0.08,5,5,534893,UW,UW2AQMS,1990-04-13 23:15:14.91-07,48.8255,-122.1916667,0.861,28.007144916089537,21,0.5,0.45,1.408,2.61,1.02,0.97,0,y,y,n,,,,,,,,,,,,,,,,,,,
10257948,eq,1,3,436248,Canadian data added 5/15/90  ruth,447508,3.1,d,0.08,5,5,534893,UW,UW2AQMS,1990-04-13 23:15:14.91-07,48.8255,-122.1916667,0.861,28.007144916089537,21,0.5,0.45,1.408,2.61,1.02,0.97,0,y,y,n,,,,,,,,,,,,,,,,,,,
10257998,eq,1,3,436298,rbb,447543,3,d,0.09,7,7,534943,UW,UW2AQMS,1990-04-13 23:19:28.07-07,48.8323333,-122.1955,0.521,28.442405548206406,22,0.5,0.43,2.554,16.63,0.72,2.45,0,y,y,n,,,,,,,,,,,,,,,,,,,
10257998,eq,1,3,436298,"PGC comment:NEAR DEMING, WASHINGTON. AFTERSHOCK",447543,3,d,0.09,7,7,534943,UW,UW2AQMS,1990-04-13 23:19:28.07-07,48.8323333,-122.1955,0.521,28.442405548206406,22,0.5,0.43,2.554,16.63,0.72,2.45,0,y,y,n,,,,,,,,,,,,,,,,,,,
10257998,eq,1,3,436298,Canadian data added 5/15/90  ruth,447543,3,d,0.09,7,7,534943,UW,UW2AQMS,1990-04-13 23:19:28.07-07,48.8323333,-122.1955,0.521,28.442405548206406,22,0.5,0.43,2.554,16.63,0.72,2.45,0,y,y,n,,,,,,,,,,,,,,,,,,,
10257998,eq,1,3,436298,UW2 Q1=C  Q2=C,447543,3,d,0.09,7,7,534943,UW,UW2AQMS,1990-04-13 23:19:28.07-07,48.8323333,-122.1955,0.521,28.442405548206406,22,0.5,0.43,2.554,16.63,0.72,2.45,0,y,y,n,,,,,,,,,,,,,,,,,,,
10258043,eq,1,3,436343,UW2 Q1=C  Q2=C,447588,1.7,d,0.08,4,4,534988,UW,UW2AQMS,1990-04-13 23:55:09.99-07,48.8146667,-122.1768333,2.402,26.719347235902855,20,0.5,0.31,3.146,34.5,3.05,0.77,0,y,y,n,,,,,,,,,,,,,,,,,,,
10258043,eq,1,3,436343,Canadian data added 7/20/90  ruth,447588,1.7,d,0.08,4,4,534988,UW,UW2AQMS,1990-04-13 23:55:09.99-07,48.8146667,-122.1768333,2.402,26.719347235902855,20,0.5,0.31,3.146,34.5,3.05,0.77,0,y,y,n,,,,,,,,,,,,,,,,,,,
10258043,eq,1,3,436343,rbb,447588,1.7,d,0.08,4,4,534988,UW,UW2AQMS,1990-04-13 23:55:09.99-07,48.8146667,-122.1768333,2.402,26.719347235902855,20,0.5,0.31,3.146,34.5,3.05,0.77,0,y,y,n,,,,,,,,,,,,,,,,,,,
10258078,eq,1,3,436378,UW2 Q1=C  Q2=C,447618,2.1,d,0.09,3,3,535023,UW,UW2AQMS,1990-04-14 00:15:26.65-07,48.8226667,-122.2008333,2.762,28.605065984963552,22,0.5,0.47,1.341,5.51,0.87,1.02,0,y,y,n,,,,,,,,,,,,,,,,,,,
10258078,eq,1,3,436378,rbb,447618,2.1,d,0.09,3,3,535023,UW,UW2AQMS,1990-04-14 00:15:26.65-07,48.8226667,-122.2008333,2.762,28.605065984963552,22,0.5,0.47,1.341,5.51,0.87,1.02,0,y,y,n,,,,,,,,,,,,,,,,,,,
10258078,eq,1,3,436378,"PGC comment:NEAR DEMING, WASHINGTON. AFTERSHOCK",447618,2.1,d,0.09,3,3,535023,UW,UW2AQMS,1990-04-14 00:15:26.65-07,48.8226667,-122.2008333,2.762,28.605065984963552,22,0.5,0.47,1.341,5.51,0.87,1.02,0,y,y,n,,,,,,,,,,,,,,,,,,,
10258078,eq,1,3,436378,Canadian data added 5/15/90  ruth,447618,2.1,d,0.09,3,3,535023,UW,UW2AQMS,1990-04-14 00:15:26.65-07,48.8226667,-122.2008333,2.762,28.605065984963552,22,0.5,0.47,1.341,5.51,0.87,1.02,0,y,y,n,,,,,,,,,,,,,,,,,,,
10258118,eq,1,3,436418,rbb,447658,1.5,d,0.11,3,3,535063,UW,UW2AQMS,1990-04-14 00:26:07.33-07,48.7656667,-122.2108333,-1.02,28.864730920150635,22,0.5,0.56,1.254,10.86,0.62,1.09,0,y,n,n,,,,,,,,,,,,,,,,,,,
10258118,eq,1,3,436418,UW2 Q1=D  Q2=D,447658,1.5,d,0.11,3,3,535063,UW,UW2AQMS,1990-04-14 00:26:07.33-07,48.7656667,-122.2108333,-1.02,28.864730920150635,22,0.5,0.56,1.254,10.86,0.62,1.09,0,y,n,n,,,,,,,,,,,,,,,,,,,
10258193,eq,1,3,436488,"PGC comment:NEAR DEMING, WASHINGTON. AFTERSHOCK",447723,2,d,0.1,3,3,535138,UW,UW2AQMS,1990-04-14 01:45:06.1-07,48.8288333,-122.1958333,0.642,28.381742709075006,22,0.5,0.6,5.977,12.49,4.95,3.35,0,y,y,n,,,,,,,,,,,,,,,,,,,
10258193,eq,1,3,436488,Canadian data added 5/15/90  ruth,447723,2,d,0.1,3,3,535138,UW,UW2AQMS,1990-04-14 01:45:06.1-07,48.8288333,-122.1958333,0.642,28.381742709075006,22,0.5,0.6,5.977,12.49,4.95,3.35,0,y,y,n,,,,,,,,,,,,,,,,,,,
10258193,eq,1,3,436488,rbb,447723,2,d,0.1,3,3,535138,UW,UW2AQMS,1990-04-14 01:45:06.1-07,48.8288333,-122.1958333,0.642,28.381742709075006,22,0.5,0.6,5.977,12.49,4.95,3.35,0,y,y,n,,,,,,,,,,,,,,,,,,,
10258193,eq,1,3,436488,UW2 Q1=D  Q2=C,447723,2,d,0.1,3,3,535138,UW,UW2AQMS,1990-04-14 01:45:06.1-07,48.8288333,-122.1958333,0.642,28.381742709075006,22,0.5,0.6,5.977,12.49,4.95,3.35,0,y,y,n,,,,,,,,,,,,,,,,,,,
10258213,eq,1,3,436513,not located,447738,1.7,d,0.09,2,2,535158,UW,UW2AQMS,1990-04-14 02:17:06.86-07,48.8136667,-122.1095,1.743,21.84985181969037,15,1,0.41,1.74,0.9,0.61,1.63,0,y,n,n,,,,,,,,,,,,,,,,,,,
10258213,eq,1,3,436513,UW2 Q1=C  Q2=D,447738,1.7,d,0.09,2,2,535158,UW,UW2AQMS,1990-04-14 02:17:06.86-07,48.8136667,-122.1095,1.743,21.84985181969037,15,1,0.41,1.74,0.9,0.61,1.63,0,y,n,n,,,,,,,,,,,,,,,,,,,
10258213,eq,1,3,436513,"rbb there is another event right on the heels of the ""S"" phase",447738,1.7,d,0.09,2,2,535158,UW,UW2AQMS,1990-04-14 02:17:06.86-07,48.8136667,-122.1095,1.743,21.84985181969037,15,1,0.41,1.74,0.9,0.61,1.63,0,y,n,n,,,,,,,,,,,,,,,,,,,
10258238,eq,1,3,436538,Canadian data added 5/15/90  ruth,447758,2,d,0.09,3,3,535183,UW,UW2AQMS,1990-04-14 02:44:32.41-07,48.8311667,-122.1701667,1.322,26.607675440238044,20,0.5,0.47,3.542,7.12,2.93,1.99,0,y,y,n,,,,,,,,,,,,,,,,,,,
10258238,eq,1,3,436538,UW2 Q1=C  Q2=C,447758,2,d,0.09,3,3,535183,UW,UW2AQMS,1990-04-14 02:44:32.41-07,48.8311667,-122.1701667,1.322,26.607675440238044,20,0.5,0.47,3.542,7.12,2.93,1.99,0,y,y,n,,,,,,,,,,,,,,,,,,,
10258238,eq,1,3,436538,"PGC comment:NEAR DEMING, WASHINGTON. AFTERSHOCK",447758,2,d,0.09,3,3,535183,UW,UW2AQMS,1990-04-14 02:44:32.41-07,48.8311667,-122.1701667,1.322,26.607675440238044,20,0.5,0.47,3.542,7.12,2.93,1.99,0,y,y,n,,,,,,,,,,,,,,,,,,,
10258238,eq,1,3,436538,rbb,447758,2,d,0.09,3,3,535183,UW,UW2AQMS,1990-04-14 02:44:32.41-07,48.8311667,-122.1701667,1.322,26.607675440238044,20,0.5,0.47,3.542,7.12,2.93,1.99,0,y,y,n,,,,,,,,,,,,,,,,,,,
10258268,eq,1,3,436563,UW2 Q1=D  Q2=D,447783,1.8,d,0.13,2,2,535213,UW,UW2AQMS,1990-04-14 02:45:29.38-07,48.7446667,-122.0245,-0.914,15.553368707551886,36,0.5,0.85,5.243,22.27,1.67,4.97,0,y,n,n,,,,,,,,,,,,,,,,,,,
10258313,eq,1,3,436623,UW2 Q1=C  Q2=C,447823,1.8,d,0.11,4,4,535258,UW,UW2AQMS,1990-04-14 03:13:54.31-07,48.823,-122.1845,4.491,27.43798160453096,21,0.5,0.46,1.493,5.74,1.22,0.86,0,n,n,n,,,,,,,,,,,,,,,,,,,
10258313,eq,1,3,436623,Canadian data added 7/20/90  ruth,447823,1.8,d,0.11,4,4,535258,UW,UW2AQMS,1990-04-14 03:13:54.31-07,48.823,-122.1845,4.491,27.43798160453096,21,0.5,0.46,1.493,5.74,1.22,0.86,0,n,n,n,,,,,,,,,,,,,,,,,,,
10258313,eq,1,3,436623,rbb,447823,1.8,d,0.11,4,4,535258,UW,UW2AQMS,1990-04-14 03:13:54.31-07,48.823,-122.1845,4.491,27.43798160453096,21,0.5,0.46,1.493,5.74,1.22,0.86,0,n,n,n,,,,,,,,,,,,,,,,,,,
10258343,eq,1,3,436643,rbb,447843,1.6,d,0.08,2,2,535288,UW,UW2AQMS,1990-04-14 03:23:32.56-07,48.8628333,-122.1823333,0.58,28.48074166928491,22,0.5,0.42,19.313,16.42,5.71,18.45,0,y,y,y,,,,,,,,,,,,,,,,,,,
10258343,eq,1,3,436643,UW2 Q1=D  Q2=D,447843,1.6,d,0.08,2,2,535288,UW,UW2AQMS,1990-04-14 03:23:32.56-07,48.8628333,-122.1823333,0.58,28.48074166928491,22,0.5,0.42,19.313,16.42,5.71,18.45,0,y,y,y,,,,,,,,,,,,,,,,,,,
10258378,eq,1,3,436673,UW2 Q1=B  Q2=D,447878,1.5,d,0.09,2,2,535323,UW,UW2AQMS,1990-04-14 04:06:10.42-07,48.8208333,-122.1826667,-0.861,27.260343189424916,44,0.5,0.22,0.383,3.78,0.13,0.36,0,y,n,n,,,,,,,,,,,,,,,,,,,
10258378,eq,1,3,436673,rbb,447878,1.5,d,0.09,2,2,535323,UW,UW2AQMS,1990-04-14 04:06:10.42-07,48.8208333,-122.1826667,-0.861,27.260343189424916,44,0.5,0.22,0.383,3.78,0.13,0.36,0,y,n,n,,,,,,,,,,,,,,,,,,,
10258518,eq,1,3,436818,UW2 Q1=C  Q2=B,447998,1.9,d,0.09,2,2,535463,UW,UW2AQMS,1990-04-14 05:46:54.12-07,48.834,-122.1946667,14.458,28.4250765481003,22,0.5,0.38,1.254,2.75,0.99,0.77,0,y,y,n,,,,,,,,,,,,,,,,,,,
10258518,eq,1,3,436818,rbb,447998,1.9,d,0.09,2,2,535463,UW,UW2AQMS,1990-04-14 05:46:54.12-07,48.834,-122.1946667,14.458,28.4250765481003,22,0.5,0.38,1.254,2.75,0.99,0.77,0,y,y,n,,,,,,,,,,,,,,,,,,,
10258518,eq,1,3,436818,sort of multiple out front,447998,1.9,d,0.09,2,2,535463,UW,UW2AQMS,1990-04-14 05:46:54.12-07,48.834,-122.1946667,14.458,28.4250765481003,22,0.5,0.38,1.254,2.75,0.99,0.77,0,y,y,n,,,,,,,,,,,,,,,,,,,
10258518,eq,1,3,436818,Canadian data added 7/20/90  ruth,447998,1.9,d,0.09,2,2,535463,UW,UW2AQMS,1990-04-14 05:46:54.12-07,48.834,-122.1946667,14.458,28.4250765481003,22,0.5,0.38,1.254,2.75,0.99,0.77,0,y,y,n,,,,,,,,,,,,,,,,,,,
10258573,eq,1,3,436873,UW2 Q1=D  Q2=D,448053,1.5,d,0.07,2,2,535518,UW,UW2AQMS,1990-04-14 06:46:46.79-07,48.859,-122.1658333,-0.28,27.200724072242405,21,0.5,0.46,5.169,99.9,3.68,3.63,0,y,y,n,,,,,,,,,,,,,,,,,,,
10258573,eq,1,3,436873,rbvb,448053,1.5,d,0.07,2,2,535518,UW,UW2AQMS,1990-04-14 06:46:46.79-07,48.859,-122.1658333,-0.28,27.200724072242405,21,0.5,0.46,5.169,99.9,3.68,3.63,0,y,y,n,,,,,,,,,,,,,,,,,,,
10258593,eq,1,3,436893,rbb,448073,2,d,0.1,3,3,535538,UW,UW2AQMS,1990-04-14 08:35:56.87-07,48.5285,-122.0886667,-0.872,33.85131093229492,11,1,0.38,0.212,0.35,0.15,0.15,0,y,n,n,,,,,,,,,,,,,,,,,,,
10258593,eq,1,3,436893,UW2 Q1=C  Q2=C,448073,2,d,0.1,3,3,535538,UW,UW2AQMS,1990-04-14 08:35:56.87-07,48.5285,-122.0886667,-0.872,33.85131093229492,11,1,0.38,0.212,0.35,0.15,0.15,0,y,n,n,,,,,,,,,,,,,,,,,,,
10258643,eq,1,3,436943,UW2 Q1=C  Q2=D,448113,1.4,d,0.09,1,1,535588,UW,UW2AQMS,1990-04-14 13:21:03.69-07,48.7981667,-122.173,14.95,26.19941057728184,20,0.5,0.22,2.982,16.63,0.97,2.82,0,y,y,n,,,,,,,,,,,,,,,,,,,
10258643,eq,1,3,436943,rbb,448113,1.4,d,0.09,1,1,535588,UW,UW2AQMS,1990-04-14 13:21:03.69-07,48.7981667,-122.173,14.95,26.19941057728184,20,0.5,0.22,2.982,16.63,0.97,2.82,0,y,y,n,,,,,,,,,,,,,,,,,,,
10258783,eq,1,3,437093,Canadian data added 5/15/90  ruth,448228,2,d,0.09,7,7,535728,UW,UW2AQMS,1990-04-14 18:50:07.16-07,48.8235,-122.1981667,0.602,28.430613371732104,22,0.5,0.44,2.666,5.74,2.14,1.59,0,y,y,n,,,,,,,,,,,,,,,,,,,
10258783,eq,1,3,437093,UW2 Q1=C  Q2=C,448228,2,d,0.09,7,7,535728,UW,UW2AQMS,1990-04-14 18:50:07.16-07,48.8235,-122.1981667,0.602,28.430613371732104,22,0.5,0.44,2.666,5.74,2.14,1.59,0,y,y,n,,,,,,,,,,,,,,,,,,,
10258783,eq,1,3,437093,rbb,448228,2,d,0.09,7,7,535728,UW,UW2AQMS,1990-04-14 18:50:07.16-07,48.8235,-122.1981667,0.602,28.430613371732104,22,0.5,0.44,2.666,5.74,2.14,1.59,0,y,y,n,,,,,,,,,,,,,,,,,,,
10258783,eq,1,3,437093,"PGC comment:NEAR DEMING, WASHINGTON. AFTERSHOCK",448228,2,d,0.09,7,7,535728,UW,UW2AQMS,1990-04-14 18:50:07.16-07,48.8235,-122.1981667,0.602,28.430613371732104,22,0.5,0.44,2.666,5.74,2.14,1.59,0,y,y,n,,,,,,,,,,,,,,,,,,,
10258823,eq,1,3,437123,"PGC comment:NEAR DEMING, WASHINGTON. AFTERSHOCK",448268,2.6,d,0.09,7,7,535768,UW,UW2AQMS,1990-04-14 19:05:42.45-07,48.8261667,-122.2068333,0.666,29.11020063443514,23,0.5,0.47,1.237,3.73,0.96,0.78,0,y,y,n,,,,,,,,,,,,,,,,,,,
10258823,eq,1,3,437123,UW2 Q1=C  Q2=C,448268,2.6,d,0.09,7,7,535768,UW,UW2AQMS,1990-04-14 19:05:42.45-07,48.8261667,-122.2068333,0.666,29.11020063443514,23,0.5,0.47,1.237,3.73,0.96,0.78,0,y,y,n,,,,,,,,,,,,,,,,,,,
10258823,eq,1,3,437123,Canadian data added 5/15/90  ruth,448268,2.6,d,0.09,7,7,535768,UW,UW2AQMS,1990-04-14 19:05:42.45-07,48.8261667,-122.2068333,0.666,29.11020063443514,23,0.5,0.47,1.237,3.73,0.96,0.78,0,y,y,n,,,,,,,,,,,,,,,,,,,
10258823,eq,1,3,437123,rbb,448268,2.6,d,0.09,7,7,535768,UW,UW2AQMS,1990-04-14 19:05:42.45-07,48.8261667,-122.2068333,0.666,29.11020063443514,23,0.5,0.47,1.237,3.73,0.96,0.78,0,y,y,n,,,,,,,,,,,,,,,,,,,
10258848,eq,1,3,437148,rbb,448293,2.1,d,0.08,5,5,535793,UW,UW2AQMS,1990-04-14 19:13:26.89-07,48.8101667,-122.2008333,4.781,28.381153688413658,22,0.5,0.32,2.583,52.27,2.02,1.61,0,y,y,n,,,,,,,,,,,,,,,,,,,
10258848,eq,1,3,437148,UW2 Q1=C  Q2=C,448293,2.1,d,0.08,5,5,535793,UW,UW2AQMS,1990-04-14 19:13:26.89-07,48.8101667,-122.2008333,4.781,28.381153688413658,22,0.5,0.32,2.583,52.27,2.02,1.61,0,y,y,n,,,,,,,,,,,,,,,,,,,
10258848,eq,1,3,437148,Canadian data added 5/15/90  ruth,448293,2.1,d,0.08,5,5,535793,UW,UW2AQMS,1990-04-14 19:13:26.89-07,48.8101667,-122.2008333,4.781,28.381153688413658,22,0.5,0.32,2.583,52.27,2.02,1.61,0,y,y,n,,,,,,,,,,,,,,,,,,,
10258848,eq,1,3,437148,"PGC comment:NEAR DEMING, WASHINGTON. AFTERSHOCK",448293,2.1,d,0.08,5,5,535793,UW,UW2AQMS,1990-04-14 19:13:26.89-07,48.8101667,-122.2008333,4.781,28.381153688413658,22,0.5,0.32,2.583,52.27,2.02,1.61,0,y,y,n,,,,,,,,,,,,,,,,,,,
10258873,eq,1,3,437173,UW2 Q1=D  Q2=D,448318,1.4,d,0.08,3,3,535818,UW,UW2AQMS,1990-04-14 23:51:44.88-07,48.8641667,-122.1801667,8.24,28.3833091761031,22,0,0.39,6.895,0,2.54,6.41,0,n,n,n,,,,,,,,,,,,,,,,,,,
10258873,eq,1,3,437173,rbb,448318,1.4,d,0.08,3,3,535818,UW,UW2AQMS,1990-04-14 23:51:44.88-07,48.8641667,-122.1801667,8.24,28.3833091761031,22,0,0.39,6.895,0,2.54,6.41,0,n,n,n,,,,,,,,,,,,,,,,,,,
10258938,eq,1,3,437238,"PGC comment:NEAR DEMING, WASHINGTON. AFTERSHOCK",448383,3,d,0.09,17,17,535883,UW,UW2AQMS,1990-04-15 04:07:46.6-07,48.8471667,-122.1778333,0.651,27.61660434308938,20,0.5,0.46,1.8,10.69,0.72,1.65,0,y,y,n,,,,,,,,,,,,,,,,,,,
10258938,eq,1,3,437238,Canadian data added 5/15/90  ruth,448383,3,d,0.09,17,17,535883,UW,UW2AQMS,1990-04-15 04:07:46.6-07,48.8471667,-122.1778333,0.651,27.61660434308938,20,0.5,0.46,1.8,10.69,0.72,1.65,0,y,y,n,,,,,,,,,,,,,,,,,,,
10258938,eq,1,3,437238,UW2 Q1=C  Q2=C,448383,3,d,0.09,17,17,535883,UW,UW2AQMS,1990-04-15 04:07:46.6-07,48.8471667,-122.1778333,0.651,27.61660434308938,20,0.5,0.46,1.8,10.69,0.72,1.65,0,y,y,n,,,,,,,,,,,,,,,,,,,
10258938,eq,1,3,437238,rbb,448383,3,d,0.09,17,17,535883,UW,UW2AQMS,1990-04-15 04:07:46.6-07,48.8471667,-122.1778333,0.651,27.61660434308938,20,0.5,0.46,1.8,10.69,0.72,1.65,0,y,y,n,,,,,,,,,,,,,,,,,,,
10258968,eq,1,3,437268,UW2 Q1=D  Q2=D,448408,1.7,d,0.08,1,1,535913,UW,UW2AQMS,1990-04-15 04:11:48.79-07,48.9003333,-122.1668333,-0.61,29.164604886008345,23,0.5,0.41,21.222,61.06,1.97,21.13,0,y,y,y,,,,,,,,,,,,,,,,,,,
10258968,eq,1,3,437268,rbb,448408,1.7,d,0.08,1,1,535913,UW,UW2AQMS,1990-04-15 04:11:48.79-07,48.9003333,-122.1668333,-0.61,29.164604886008345,23,0.5,0.41,21.222,61.06,1.97,21.13,0,y,y,y,,,,,,,,,,,,,,,,,,,
10258978,eq,1,3,437278,UW2 Q1=C  Q2=C,448418,2.5,d,0.09,8,8,535923,UW,UW2AQMS,1990-04-15 04:12:58.72-07,48.8385,-122.1803333,4.021,27.529197037397772,21,1,0.42,0.164,0.58,0.13,0.1,0,y,n,n,,,,,,,,,,,,,,,,,,,
10258978,eq,1,3,437278,Canadian data added 5/15/90  ruth,448418,2.5,d,0.09,8,8,535923,UW,UW2AQMS,1990-04-15 04:12:58.72-07,48.8385,-122.1803333,4.021,27.529197037397772,21,1,0.42,0.164,0.58,0.13,0.1,0,y,n,n,,,,,,,,,,,,,,,,,,,
10258978,eq,1,3,437278,"PGC comment:NEAR DEMING, WASHINGTON. AFTERSHOCK",448418,2.5,d,0.09,8,8,535923,UW,UW2AQMS,1990-04-15 04:12:58.72-07,48.8385,-122.1803333,4.021,27.529197037397772,21,1,0.42,0.164,0.58,0.13,0.1,0,y,n,n,,,,,,,,,,,,,,,,,,,
10258978,eq,1,3,437278,rbb,448418,2.5,d,0.09,8,8,535923,UW,UW2AQMS,1990-04-15 04:12:58.72-07,48.8385,-122.1803333,4.021,27.529197037397772,21,1,0.42,0.164,0.58,0.13,0.1,0,y,n,n,,,,,,,,,,,,,,,,,,,
10259038,eq,1,3,437338,rbb,448478,2.1,d,0.09,1,1,535983,UW,UW2AQMS,1990-04-15 10:34:49.2-07,48.826,-122.1933333,2.722,28.137821370901044,22,0.5,0.41,1.292,5.11,0.83,0.99,0,n,n,n,,,,,,,,,,,,,,,,,,,
10259038,eq,1,3,437338,"PGC comment:NEAR DEMING, WASHINGTON. AFTERSHOCK",448478,2.1,d,0.09,1,1,535983,UW,UW2AQMS,1990-04-15 10:34:49.2-07,48.826,-122.1933333,2.722,28.137821370901044,22,0.5,0.41,1.292,5.11,0.83,0.99,0,n,n,n,,,,,,,,,,,,,,,,,,,
10259038,eq,1,3,437338,UW2 Q1=C  Q2=C,448478,2.1,d,0.09,1,1,535983,UW,UW2AQMS,1990-04-15 10:34:49.2-07,48.826,-122.1933333,2.722,28.137821370901044,22,0.5,0.41,1.292,5.11,0.83,0.99,0,n,n,n,,,,,,,,,,,,,,,,,,,
10259038,eq,1,3,437338,Canadian data added 5/15/90  ruth,448478,2.1,d,0.09,1,1,535983,UW,UW2AQMS,1990-04-15 10:34:49.2-07,48.826,-122.1933333,2.722,28.137821370901044,22,0.5,0.41,1.292,5.11,0.83,0.99,0,n,n,n,,,,,,,,,,,,,,,,,,,
10259113,eq,1,3,437413,UW2 Q1=B  Q2=C,448548,2.8,d,0.08,7,7,536058,UW,UW2AQMS,1990-04-15 18:13:14.79-07,48.8326667,-122.173,3.281,26.848637378254455,20,0.5,0.21,0.734,3.07,0.58,0.45,0,y,y,n,,,,,,,,,,,,,,,,,,,
10259113,eq,1,3,437413,rbb,448548,2.8,d,0.08,7,7,536058,UW,UW2AQMS,1990-04-15 18:13:14.79-07,48.8326667,-122.173,3.281,26.848637378254455,20,0.5,0.21,0.734,3.07,0.58,0.45,0,y,y,n,,,,,,,,,,,,,,,,,,,
10259113,eq,1,3,437413,"PGC comment:NEAR DEMING, WASHINGTON. AFTERSHOCK",448548,2.8,d,0.08,7,7,536058,UW,UW2AQMS,1990-04-15 18:13:14.79-07,48.8326667,-122.173,3.281,26.848637378254455,20,0.5,0.21,0.734,3.07,0.58,0.45,0,y,y,n,,,,,,,,,,,,,,,,,,,
10259113,eq,1,3,437413,Canadian data added 5/15/90  ruth,448548,2.8,d,0.08,7,7,536058,UW,UW2AQMS,1990-04-15 18:13:14.79-07,48.8326667,-122.173,3.281,26.848637378254455,20,0.5,0.21,0.734,3.07,0.58,0.45,0,y,y,n,,,,,,,,,,,,,,,,,,,
10259148,eq,1,3,437448,UW2 Q1=C  Q2=D,448578,1.7,d,0.1,1,1,536093,UW,UW2AQMS,1990-04-15 19:42:52.61-07,48.4745,-121.8111667,-0.891,33.361425200967,22,0.5,0.37,4.106,4.31,0.46,4.08,0,y,n,n,,,,,,,,,,,,,,,,,,,
10259148,eq,1,3,437448,rbb,448578,1.7,d,0.1,1,1,536093,UW,UW2AQMS,1990-04-15 19:42:52.61-07,48.4745,-121.8111667,-0.891,33.361425200967,22,0.5,0.37,4.106,4.31,0.46,4.08,0,y,n,n,,,,,,,,,,,,,,,,,,,
