evid,etype,uw_evid
10449313,eq,uw10449313
10449503,eq,uw10449503
10451203,eq,uw10451203
10451438,eq,uw10451438
10457788,eq,uw10457788
10459393,eq,uw10459393
10460828,eq,uw10460828
10462318,eq,uw10462318
10456903,eq,uw10456903
10458648,eq,uw10458648
10463318,eq,uw10463318
10448853,eq,uw10448853
10455638,eq,uw10455638
10455938,eq,uw10455938
10455988,eq,uw10455988
10456733,eq,uw10456733
10462013,eq,uw10462013
10462473,eq,uw10462473
10466073,eq,uw10466073
10466813,eq,uw10466813
10467903,eq,uw10467903
10471193,eq,uw10471193
10471943,eq,uw10471943
10471388,eq,uw10471388
10469563,eq,uw10469563
10470538,eq,uw10470538
10470788,px,uw10470788
10834508,eq,uw10834508
10470573,eq,uw10470573
10477148,eq,uw10477148
10498548,eq,uw10498548
10498578,eq,uw10498578
10498803,eq,uw10498803
10499413,eq,uw10499413
10471928,eq,uw10471928
10471953,eq,uw10471953
10476808,eq,uw10476808
10480063,eq,uw10480063
10473918,eq,uw10473918
10475423,eq,uw10475423
10485768,eq,uw10485768
10483148,eq,uw10483148
10483153,eq,uw10483153
10483273,eq,uw10483273
10487993,eq,uw10487993
10482798,eq,uw10482798
10482823,eq,uw10482823
10489903,eq,uw10489903
10490748,eq,uw10490748
10491213,eq,uw10491213
10483133,eq,uw10483133
10489408,eq,uw10489408
10489853,eq,uw10489853
10485033,eq,uw10485033
10485903,eq,uw10485903
10488108,eq,uw10488108
10487263,eq,uw10487263
10493763,eq,uw10493763
10491473,eq,uw10491473
10492433,eq,uw10492433
10492873,eq,uw10492873
10496473,eq,uw10496473
10497508,eq,uw10497508
10491948,eq,uw10491948
10492853,eq,uw10492853
10492858,eq,uw10492858
10497018,eq,uw10497018
10497203,eq,uw10497203
10495353,eq,uw10495353
10496963,eq,uw10496963
10498418,eq,uw10498418
10498478,lf,uw10498478
10500013,eq,uw10500013
10499668,eq,uw10499668
10500448,eq,uw10500448
10520263,eq,uw10520263
10520623,eq,uw10520623
10523253,eq,uw10523253
10524358,eq,uw10524358
10501263,eq,uw10501263
10507413,eq,uw10507413
10510153,eq,uw10510153
10513203,eq,uw10513203
10502438,eq,uw10502438
10502488,eq,uw10502488
10502913,eq,uw10502913
10503953,eq,uw10503953
10506323,eq,uw10506323
10507608,eq,uw10507608
10508353,eq,uw10508353
10511023,eq,uw10511023
10511048,eq,uw10511048
10512768,eq,uw10512768
10501748,eq,uw10501748
10505008,eq,uw10505008
10503733,eq,uw10503733
10504233,eq,uw10504233
10505043,eq,uw10505043
10515818,eq,uw10515818
10516553,eq,uw10516553
10517018,lf,uw10517018
10517193,eq,uw10517193
10517233,eq,uw10517233
10518738,eq,uw10518738
10518813,eq,uw10518813
10518823,eq,uw10518823
10521078,eq,uw10521078
10521103,eq,uw10521103
10521413,lf,uw10521413
10525513,eq,uw10525513
10526813,eq,uw10526813
10527623,eq,uw10527623
10529973,eq,uw10529973
10530013,eq,uw10530013
10519083,eq,uw10519083
10519218,eq,uw10519218
10519343,eq,uw10519343
10521633,eq,uw10521633
10525918,eq,uw10525918
10527743,eq,uw10527743
10528313,eq,uw10528313
10530233,eq,uw10530233
10522933,eq,uw10522933
10529103,eq,uw10529103
10531448,px,uw10531448
10528288,px,uw10528288
10532758,eq,uw10532758
10535493,px,uw10535493
10536683,eq,uw10536683
10536713,eq,uw10536713
10544043,eq,uw10544043
10544878,eq,uw10544878
10534073,px,uw10534073
10536933,px,uw10536933
10537848,px,uw10537848
10539588,eq,uw10539588
10539733,eq,uw10539733
10543758,eq,uw10543758
10544193,eq,uw10544193
10545058,eq,uw10545058
10547223,eq,uw10547223
10532853,eq,uw10532853
10535308,px,uw10535308
10538068,eq,uw10538068
10539233,eq,uw10539233
10541303,px,uw10541303
10541908,eq,uw10541908
10542313,eq,uw10542313
10544738,eq,uw10544738
10546343,px,uw10546343
10533923,px,uw10533923
10538623,eq,uw10538623
10534193,eq,uw10534193
10534363,eq,uw10534363
10534538,eq,uw10534538
10535178,eq,uw10535178
10535218,eq,uw10535218
10535313,eq,uw10535313
10535348,eq,uw10535348
10541513,eq,uw10541513
10542543,eq,uw10542543
10542558,eq,uw10542558
10542958,eq,uw10542958
10544088,eq,uw10544088
10544103,eq,uw10544103
10546213,eq,uw10546213
10546908,eq,uw10546908
10537853,eq,uw10537853
10538843,eq,uw10538843
10542343,eq,uw10542343
10546998,eq,uw10546998
10547473,eq,uw10547473
10548088,eq,uw10548088
10549048,eq,uw10549048
10551593,eq,uw10551593
10551088,eq,uw10551088
10551098,eq,uw10551098
10553428,eq,uw10553428
10553458,eq,uw10553458
10554313,eq,uw10554313
10555368,eq,uw10555368
10551398,eq,uw10551398
10551598,px,uw10551598
10553808,eq,uw10553808
10553823,eq,uw10553823
10553833,eq,uw10553833
10553843,eq,uw10553843
10555068,eq,uw10555068
10556438,eq,uw10556438
10559583,eq,uw10559583
10559638,eq,uw10559638
10559818,eq,uw10559818
10549638,eq,uw10549638
10549808,eq,uw10549808
10552478,eq,uw10552478
10553863,eq,uw10553863
10554518,lf,uw10554518
10554973,eq,uw10554973
10557083,eq,uw10557083
10562373,eq,uw10562373
10556338,eq,uw10556338
10557513,eq,uw10557513
10557848,eq,uw10557848
10567803,eq,uw10567803
10555988,eq,uw10555988
10557898,eq,uw10557898
10557938,eq,uw10557938
10565513,eq,uw10565513
10564053,eq,uw10564053
10571568,eq,uw10571568
10577598,eq,uw10577598
10559213,eq,uw10559213
10562948,eq,uw10562948
10562978,eq,uw10562978
10562998,eq,uw10562998
10563018,eq,uw10563018
10563093,eq,uw10563093
10564153,eq,uw10564153
10565878,eq,uw10565878
10566378,eq,uw10566378
10568143,eq,uw10568143
10568218,eq,uw10568218
10568243,eq,uw10568243
10568278,eq,uw10568278
10568283,eq,uw10568283
10568288,eq,uw10568288
10568293,eq,uw10568293
10568303,eq,uw10568303
10568378,eq,uw10568378
10568388,eq,uw10568388
10568398,eq,uw10568398
10568408,eq,uw10568408
10568423,eq,uw10568423
10568443,eq,uw10568443
10568488,eq,uw10568488
10568703,eq,uw10568703
10568838,eq,uw10568838
10568943,eq,uw10568943
10568993,eq,uw10568993
10573668,eq,uw10573668
10573763,eq,uw10573763
10572443,eq,uw10572443
10573563,eq,uw10573563
10581258,eq,uw10581258
10581283,eq,uw10581283
10581643,eq,uw10581643
10584198,eq,uw10584198
10585428,eq,uw10585428
10569808,eq,uw10569808
10574073,eq,uw10574073
10575403,eq,uw10575403
10573743,eq,uw10573743
10577898,eq,uw10577898
10580923,eq,uw10580923
10834223,eq,uw10834223
10578028,eq,uw10578028
10580118,eq,uw10580118
10581038,eq,uw10581038
10582303,eq,uw10582303
10584853,eq,uw10584853
10586363,eq,uw10586363
10586988,eq,uw10586988
10582333,eq,uw10582333
10583633,eq,uw10583633
10583803,eq,uw10583803
10585973,eq,uw10585973
10587223,eq,uw10587223
10585173,eq,uw10585173
10585548,eq,uw10585548
10594963,eq,uw10594963
10588548,eq,uw10588548
10592388,eq,uw10592388
10592393,eq,uw10592393
10592448,eq,uw10592448
10592523,eq,uw10592523
10592603,eq,uw10592603
10592898,eq,uw10592898
10593303,eq,uw10593303
10589193,lf,uw10589193
10599193,eq,uw10599193
10610438,eq,uw10610438
10594438,eq,uw10594438
10597568,eq,uw10597568
10599588,eq,uw10599588
10603843,eq,uw10603843
10591608,eq,uw10591608
10590528,eq,uw10590528
10591093,su,uw10591093
10597243,eq,uw10597243
10597303,eq,uw10597303
10597353,eq,uw10597353
10598628,eq,uw10598628
10599338,px,uw10599338
10601503,eq,uw10601503
10603293,eq,uw10603293
10603768,eq,uw10603768
10601098,eq,uw10601098
10601248,eq,uw10601248
10602338,eq,uw10602338
10605193,eq,uw10605193
10613483,eq,uw10613483
10613498,eq,uw10613498
10613268,lf,uw10613268
10613388,eq,uw10613388
10607013,eq,uw10607013
10607828,eq,uw10607828
10608053,eq,uw10608053
10609348,eq,uw10609348
10609393,eq,uw10609393
10609398,eq,uw10609398
10609403,eq,uw10609403
10609458,eq,uw10609458
10609508,eq,uw10609508
10609543,eq,uw10609543
10609693,eq,uw10609693
10610018,eq,uw10610018
10610328,eq,uw10610328
10611953,eq,uw10611953
10615113,eq,uw10615113
10613758,px,uw10613758
10616348,eq,uw10616348
10616418,eq,uw10616418
10607393,px,uw10607393
10608853,lf,uw10608853
10609268,eq,uw10609268
10609623,eq,uw10609623
10610408,eq,uw10610408
10610593,px,uw10610593
10611658,eq,uw10611658
10613473,eq,uw10613473
10614288,px,uw10614288
10615413,eq,uw10615413
10616133,eq,uw10616133
10617933,eq,uw10617933
10618073,px,uw10618073
10618733,eq,uw10618733
10619503,eq,uw10619503
10622473,eq,uw10622473
10625678,eq,uw10625678
10637193,eq,uw10637193
10638758,eq,uw10638758
10639458,eq,uw10639458
10644983,eq,uw10644983
10654543,eq,uw10654543
10663258,eq,uw10663258
10664213,eq,uw10664213
10670983,eq,uw10670983
10622718,eq,uw10622718
10647418,eq,uw10647418
10648153,eq,uw10648153
10652113,eq,uw10652113
10630568,eq,uw10630568
10624203,eq,uw10624203
10624343,eq,uw10624343
10624393,eq,uw10624393
10626713,lf,uw10626713
10627123,lf,uw10627123
10631643,eq,uw10631643
10654233,eq,uw10654233
10659948,eq,uw10659948
10665963,eq,uw10665963
10668883,eq,uw10668883
10669233,eq,uw10669233
10669248,eq,uw10669248
10675443,eq,uw10675443
10657648,eq,uw10657648
10659408,eq,uw10659408
10659483,eq,uw10659483
10659753,eq,uw10659753
10660403,eq,uw10660403
10660468,eq,uw10660468
10661383,eq,uw10661383
10664218,eq,uw10664218
10664448,eq,uw10664448
10652628,eq,uw10652628
10652708,eq,uw10652708
10656558,eq,uw10656558
10678838,eq,uw10678838
10680223,eq,uw10680223
10660283,lf,uw10660283
10662058,eq,uw10662058
10664798,eq,uw10664798
10665323,lf,uw10665323
10665733,eq,uw10665733
10671218,lf,uw10671218
10673223,eq,uw10673223
10674173,eq,uw10674173
10674548,eq,uw10674548
10676868,lf,uw10676868
10682208,eq,uw10682208
10682258,eq,uw10682258
10683183,eq,uw10683183
10684443,eq,uw10684443
10676123,lf,uw10676123
10676563,eq,uw10676563
10676593,eq,uw10676593
10676628,eq,uw10676628
10676668,eq,uw10676668
10679373,eq,uw10679373
10679678,eq,uw10679678
10683373,eq,uw10683373
10685868,eq,uw10685868
10686143,eq,uw10686143
10687763,eq,uw10687763
10687778,eq,uw10687778
10677408,eq,uw10677408
10677568,eq,uw10677568
10677593,eq,uw10677593
10679093,eq,uw10679093
10682713,eq,uw10682713
10684038,eq,uw10684038
10678863,eq,uw10678863
10678898,eq,uw10678898
10678908,eq,uw10678908
10679548,eq,uw10679548
10680043,eq,uw10680043
10680203,eq,uw10680203
10681138,eq,uw10681138
10681363,eq,uw10681363
10682238,eq,uw10682238
10683318,eq,uw10683318
10685168,eq,uw10685168
10685983,eq,uw10685983
10687753,eq,uw10687753
10688178,eq,uw10688178
10688743,eq,uw10688743
10689843,eq,uw10689843
10690463,eq,uw10690463
10690558,eq,uw10690558
10690583,eq,uw10690583
10688633,eq,uw10688633
10688643,eq,uw10688643
10688763,eq,uw10688763
10688838,eq,uw10688838
10688973,eq,uw10688973
10689913,eq,uw10689913
10690393,eq,uw10690393
10690618,eq,uw10690618
10690633,eq,uw10690633
10691493,eq,uw10691493
10691878,eq,uw10691878
10686763,eq,uw10686763
10686773,eq,uw10686773
10686788,eq,uw10686788
10686898,eq,uw10686898
10687068,eq,uw10687068
10687848,eq,uw10687848
10688888,eq,uw10688888
10690283,eq,uw10690283
10691373,eq,uw10691373
10691668,eq,uw10691668
10691733,eq,uw10691733
10691743,eq,uw10691743
10692508,eq,uw10692508
10693133,eq,uw10693133
10690173,eq,uw10690173
10690233,eq,uw10690233
10691318,eq,uw10691318
10697308,eq,uw10697308
10698153,eq,uw10698153
10689723,eq,uw10689723
10689993,eq,uw10689993
10692178,eq,uw10692178
10692303,eq,uw10692303
10693483,eq,uw10693483
10693888,eq,uw10693888
10696288,eq,uw10696288
10698238,eq,uw10698238
10698278,eq,uw10698278
10698553,eq,uw10698553
10698738,eq,uw10698738
10691983,eq,uw10691983
10692098,eq,uw10692098
10692468,eq,uw10692468
10692928,eq,uw10692928
10692948,eq,uw10692948
10693328,eq,uw10693328
10693498,lf,uw10693498
10693573,eq,uw10693573
10694868,eq,uw10694868
10695013,eq,uw10695013
10695108,eq,uw10695108
10695123,eq,uw10695123
10695338,eq,uw10695338
10695533,eq,uw10695533
10697688,eq,uw10697688
10697698,eq,uw10697698
10697788,eq,uw10697788
10697808,eq,uw10697808
10692873,eq,uw10692873
10693713,lf,uw10693713
10694393,lf,uw10694393
10694648,eq,uw10694648
10696488,eq,uw10696488
10696723,eq,uw10696723
10698913,eq,uw10698913
10699223,eq,uw10699223
10701388,eq,uw10701388
10701613,eq,uw10701613
10701643,eq,uw10701643
10701953,eq,uw10701953
10705603,eq,uw10705603
10695893,eq,uw10695893
10696273,eq,uw10696273
10697783,eq,uw10697783
10707733,eq,uw10707733
10696753,eq,uw10696753
10698518,px,uw10698518
10698853,eq,uw10698853
10702143,eq,uw10702143
10703483,eq,uw10703483
10705878,eq,uw10705878
10706063,eq,uw10706063
10699733,eq,uw10699733
10699763,eq,uw10699763
10700243,eq,uw10700243
10700973,eq,uw10700973
10703953,eq,uw10703953
10705438,eq,uw10705438
10705993,eq,uw10705993
10707743,eq,uw10707743
10707938,eq,uw10707938
10707953,eq,uw10707953
10708113,eq,uw10708113
10709848,eq,uw10709848
10709863,eq,uw10709863
10709998,eq,uw10709998
10701223,eq,uw10701223
10705318,eq,uw10705318
10717978,eq,uw10717978
10720253,eq,uw10720253
10713598,eq,uw10713598
10713978,eq,uw10713978
10719918,eq,uw10719918
10711443,eq,uw10711443
10716363,eq,uw10716363
10719628,eq,uw10719628
10720688,eq,uw10720688
10720883,eq,uw10720883
10710563,eq,uw10710563
10710903,eq,uw10710903
10712853,eq,uw10712853
10712958,eq,uw10712958
10714853,eq,uw10714853
10715333,eq,uw10715333
10716993,eq,uw10716993
10717058,eq,uw10717058
10718073,eq,uw10718073
10727903,eq,uw10727903
10728053,eq,uw10728053
10728473,eq,uw10728473
10710433,px,uw10710433
10711313,eq,uw10711313
10711353,eq,uw10711353
10711518,eq,uw10711518
10711538,eq,uw10711538
10711903,eq,uw10711903
10715693,eq,uw10715693
10710448,eq,uw10710448
10710853,eq,uw10710853
10711563,lf,uw10711563
10712468,lf,uw10712468
10712878,px,uw10712878
10713153,eq,uw10713153
10716233,eq,uw10716233
10717203,eq,uw10717203
10719148,eq,uw10719148
10722093,eq,uw10722093
10722513,eq,uw10722513
10727158,eq,uw10727158
10729563,eq,uw10729563
10729683,lf,uw10729683
10729713,lf,uw10729713
10731078,eq,uw10731078
10733193,eq,uw10733193
10734188,eq,uw10734188
10725083,lf,uw10725083
10725348,eq,uw10725348
10727563,eq,uw10727563
10736593,eq,uw10736593
10726428,eq,uw10726428
10729373,eq,uw10729373
10732233,px,uw10732233
10736828,eq,uw10736828
10722768,eq,uw10722768
10723753,eq,uw10723753
10725658,eq,uw10725658
10726333,eq,uw10726333
10726948,eq,uw10726948
10727073,eq,uw10727073
10727248,eq,uw10727248
10728248,eq,uw10728248
10730068,eq,uw10730068
10724648,eq,uw10724648
10728953,eq,uw10728953
10731953,eq,uw10731953
10731958,eq,uw10731958
10733388,eq,uw10733388
10733478,eq,uw10733478
10734058,eq,uw10734058
10737603,eq,uw10737603
10737798,eq,uw10737798
10738453,eq,uw10738453
10738483,eq,uw10738483
10738498,eq,uw10738498
10738563,eq,uw10738563
10738573,eq,uw10738573
10738583,eq,uw10738583
10738668,eq,uw10738668
10738798,eq,uw10738798
10739098,eq,uw10739098
10734128,eq,uw10734128
10734148,eq,uw10734148
10735873,eq,uw10735873
10738598,eq,uw10738598
10738823,eq,uw10738823
10739783,eq,uw10739783
10740838,eq,uw10740838
10740883,eq,uw10740883
10740898,eq,uw10740898
10735193,eq,uw10735193
10735278,eq,uw10735278
10737338,eq,uw10737338
10739038,eq,uw10739038
10739068,eq,uw10739068
10739088,eq,uw10739088
10739128,eq,uw10739128
10737028,eq,uw10737028
10738413,lf,uw10738413
10739698,eq,uw10739698
10739713,eq,uw10739713
10739723,eq,uw10739723
10739738,eq,uw10739738
10739963,eq,uw10739963
10740848,eq,uw10740848
10740878,eq,uw10740878
10740888,eq,uw10740888
10740903,eq,uw10740903
10742093,eq,uw10742093
10742098,eq,uw10742098
10742153,eq,uw10742153
10742303,eq,uw10742303
10744498,eq,uw10744498
10745568,eq,uw10745568
10749223,eq,uw10749223
10751293,eq,uw10751293
10752558,eq,uw10752558
10740893,eq,uw10740893
10745088,eq,uw10745088
10746103,eq,uw10746103
10748273,eq,uw10748273
10741173,eq,uw10741173
10744558,px,uw10744558
10745773,eq,uw10745773
10746433,eq,uw10746433
10748853,eq,uw10748853
10744743,eq,uw10744743
10744813,px,uw10744813
10748838,px,uw10748838
10751963,eq,uw10751963
10745988,eq,uw10745988
10749923,eq,uw10749923
10752748,eq,uw10752748
10753388,eq,uw10753388
10746343,eq,uw10746343
10750028,eq,uw10750028
10753453,eq,uw10753453
10759153,eq,uw10759153
10759193,eq,uw10759193
10760168,eq,uw10760168
10762408,eq,uw10762408
10756193,eq,uw10756193
10762058,eq,uw10762058
10754198,px,uw10754198
10757963,eq,uw10757963
10760988,eq,uw10760988
10761008,eq,uw10761008
10755533,eq,uw10755533
10756458,eq,uw10756458
10757568,lf,uw10757568
10757978,eq,uw10757978
10758843,eq,uw10758843
10759083,eq,uw10759083
10759983,eq,uw10759983
10762838,eq,uw10762838
10754808,eq,uw10754808
10761448,eq,uw10761448
10762728,eq,uw10762728
10755703,eq,uw10755703
10761683,eq,uw10761683
10763153,eq,uw10763153
10769948,eq,uw10769948
10769953,eq,uw10769953
10770588,eq,uw10770588
10780223,eq,uw10780223
10764228,eq,uw10764228
10765593,eq,uw10765593
10767303,eq,uw10767303
10772653,eq,uw10772653
10772738,eq,uw10772738
10779853,eq,uw10779853
10765608,eq,uw10765608
10765753,eq,uw10765753
10772768,lf,uw10772768
10773688,lf,uw10773688
10776743,lf,uw10776743
10765968,lf,uw10765968
10769513,lf,uw10769513
10771253,lf,uw10771253
10772278,eq,uw10772278
10773263,lf,uw10773263
10774443,lf,uw10774443
10775668,lf,uw10775668
10776873,lf,uw10776873
10777573,lf,uw10777573
10778393,eq,uw10778393
10778433,lf,uw10778433
10778993,lf,uw10778993
10765353,lf,uw10765353
10766078,lf,uw10766078
10766718,lf,uw10766718
10767633,lf,uw10767633
10767883,eq,uw10767883
10768748,lf,uw10768748
10770698,lf,uw10770698
10773908,eq,uw10773908
10775928,eq,uw10775928
10776168,eq,uw10776168
10776358,lf,uw10776358
10778033,eq,uw10778033
10779473,eq,uw10779473
10773498,eq,uw10773498
10773513,lf,uw10773513
10776578,eq,uw10776578
10778643,eq,uw10778643
10780353,eq,uw10780353
10780358,eq,uw10780358
10780698,eq,uw10780698
10780803,eq,uw10780803
10781488,eq,uw10781488
10782373,eq,uw10782373
10788803,eq,uw10788803
10794208,eq,uw10794208
10780898,eq,uw10780898
10787293,px,uw10787293
10782493,eq,uw10782493
10784958,eq,uw10784958
10787818,eq,uw10787818
10788048,px,uw10788048
10790328,eq,uw10790328
10792343,eq,uw10792343
10792378,eq,uw10792378
10792393,eq,uw10792393
10785723,eq,uw10785723
10783103,eq,uw10783103
10783518,eq,uw10783518
10787338,lf,uw10787338
10788428,eq,uw10788428
10790088,eq,uw10790088
10790548,eq,uw10790548
10795778,px,uw10795778
10792198,eq,uw10792198
10793968,px,uw10793968
10794108,eq,uw10794108
10794403,px,uw10794403
10796448,eq,uw10796448
10796668,eq,uw10796668
10796888,eq,uw10796888
10796898,eq,uw10796898
10798463,eq,uw10798463
10802038,eq,uw10802038
10803628,eq,uw10803628
10803988,eq,uw10803988
10804583,lf,uw10804583
10793683,lf,uw10793683
10795288,px,uw10795288
10796903,eq,uw10796903
10798538,eq,uw10798538
10800098,px,uw10800098
10796033,eq,uw10796033
10798558,eq,uw10798558
10799388,eq,uw10799388
10799398,px,uw10799398
10801128,eq,uw10801128
10801528,eq,uw10801528
10801573,px,uw10801573
10801943,px,uw10801943
10805103,eq,uw10805103
10806208,eq,uw10806208
10806433,eq,uw10806433
10806453,eq,uw10806453
10806463,eq,uw10806463
10806473,eq,uw10806473
10806478,eq,uw10806478
10806488,eq,uw10806488
10808243,px,uw10808243
10808903,eq,uw10808903
10809358,px,uw10809358
10810093,eq,uw10810093
10805453,eq,uw10805453
10806868,eq,uw10806868
10807968,px,uw10807968
10808523,eq,uw10808523
10809433,eq,uw10809433
10809888,eq,uw10809888
10809903,eq,uw10809903
10805038,eq,uw10805038
10805448,eq,uw10805448
10806063,eq,uw10806063
10806393,eq,uw10806393
10806408,eq,uw10806408
10807223,eq,uw10807223
10807373,eq,uw10807373
10808118,eq,uw10808118
10809158,eq,uw10809158
10810718,eq,uw10810718
10812653,eq,uw10812653
10813408,eq,uw10813408
10813978,eq,uw10813978
10815143,eq,uw10815143
10809973,lf,uw10809973
10811913,eq,uw10811913
10814593,eq,uw10814593
10816598,eq,uw10816598
10816693,eq,uw10816693
10821333,eq,uw10821333
10824303,eq,uw10824303
10824963,eq,uw10824963
10826408,eq,uw10826408
10815488,eq,uw10815488
10821268,eq,uw10821268
10826348,eq,uw10826348
10830363,eq,uw10830363
10812323,eq,uw10812323
10812388,eq,uw10812388
10825498,eq,uw10825498
10826288,eq,uw10826288
10827528,eq,uw10827528
10811048,eq,uw10811048
10817838,eq,uw10817838
10818908,px,uw10818908
10817968,eq,uw10817968
10819448,eq,uw10819448
10820043,eq,uw10820043
10819878,eq,uw10819878
10819933,eq,uw10819933
10821183,lf,uw10821183
10821438,lf,uw10821438
10821763,lf,uw10821763
10822453,eq,uw10822453
10828173,eq,uw10828173
10828513,eq,uw10828513
10828528,eq,uw10828528
10819118,eq,uw10819118
10819228,eq,uw10819228
10819243,eq,uw10819243
10819498,eq,uw10819498
10821213,eq,uw10821213
10823298,eq,uw10823298
10824703,eq,uw10824703
10830128,eq,uw10830128
10832478,eq,uw10832478
10832493,eq,uw10832493
10832803,eq,uw10832803
10833288,eq,uw10833288
10833438,eq,uw10833438
10828063,eq,uw10828063
10828073,eq,uw10828073
10830173,px,uw10830173
10831343,eq,uw10831343
10831558,eq,uw10831558
10830673,px,uw10830673
60390791,eq,uw60390791
60013403,eq,uw60013403
60405696,eq,uw60405696
60405701,eq,uw60405701
60405706,eq,uw60405706
60405736,eq,uw60405736
60405746,eq,uw60405746
60406116,eq,uw60406116
60406456,eq,uw60406456
60394657,eq,uw60394657
60394682,eq,uw60394682
60394672,eq,uw60394672
60394677,eq,uw60394677
60395227,eq,uw60395227
60395352,px,uw60395352
60395412,eq,uw60395412
60398652,eq,uw60398652
60398987,eq,uw60398987
60401667,px,uw60401667
60402032,eq,uw60402032
60403867,eq,uw60403867
60427451,px,uw60427451
60429241,px,uw60429241
60432081,eq,uw60432081
60432626,eq,uw60432626
60421392,eq,uw60421392
60423002,eq,uw60423002
60424422,eq,uw60424422
60425282,eq,uw60425282
60427182,eq,uw60427182
60443946,eq,uw60443946
60444741,eq,uw60444741
60444781,eq,uw60444781
60431962,px,uw60431962
60434112,eq,uw60434112
60434957,eq,uw60434957
60449046,px,uw60449046
60442342,px,uw60442342
60443222,px,uw60443222
60458266,px,uw60458266
60461881,eq,uw60461881
60451922,px,uw60451922
60463647,eq,uw60463647
60477691,eq,uw60477691
60480091,px,uw60480091
60474662,px,uw60474662
60489171,eq,uw60489171
60489286,eq,uw60489286
60489291,eq,uw60489291
60489456,eq,uw60489456
60489481,px,uw60489481
60493937,lf,uw60493937
60494821,eq,uw60494821
60490977,eq,uw60490977
60492222,eq,uw60492222
60493297,eq,uw60493297
60495962,eq,uw60495962
60503761,eq,uw60503761
60505046,eq,uw60505046
60507306,eq,uw60507306
60507351,eq,uw60507351
60512161,eq,uw60512161
60512396,eq,uw60512396
60512636,px,uw60512636
60513422,eq,uw60513422
60521332,eq,uw60521332
60530022,eq,uw60530022
60530672,px,uw60530672
60531702,eq,uw60531702
60533107,eq,uw60533107
60533161,eq,uw60533161
60540267,px,uw60540267
60546711,px,uw60546711
60551271,px,uw60551271
60552001,eq,uw60552001
60552846,eq,uw60552846
60556377,px,uw60556377
60561697,eq,uw60561697
60570851,eq,uw60570851
60032508,px,uw60032508
60032813,eq,uw60032813
60574667,eq,uw60574667
60575467,px,uw60575467
60580862,eq,uw60580862
60583866,eq,uw60583866
60590297,px,uw60590297
60591562,eq,uw60591562
60593167,px,uw60593167
60595961,px,uw60595961
60599257,eq,uw60599257
60610702,eq,uw60610702
60613552,px,uw60613552
60613742,px,uw60613742
60621302,eq,uw60621302
60623217,eq,uw60623217
60627261,eq,uw60627261
60648342,px,uw60648342
60662266,eq,uw60662266
60673032,eq,uw60673032
60680987,eq,uw60680987
60687496,eq,uw60687496
60689186,eq,uw60689186
60692912,px,uw60692912
60695817,px,uw60695817
60046613,eq,uw60046613
60705722,eq,uw60705722
60714771,eq,uw60714771
60714901,eq,uw60714901
60732691,eq,uw60732691
60738461,eq,uw60738461
60738701,px,uw60738701
60739576,eq,uw60739576
60742391,eq,uw60742391
60051708,eq,uw60051708
60758217,px,uw60758217
60774026,px,uw60774026
60778891,eq,uw60778891
60796466,px,uw60796466
60805386,eq,uw60805386
60812386,eq,uw60812386
60812286,px,uw60812286
60812786,eq,uw60812786
60812846,eq,uw60812846
60813331,px,uw60813331
60812097,px,uw60812097
60817242,eq,uw60817242
60824277,eq,uw60824277
60827247,px,uw60827247
60828042,eq,uw60828042
60064913,eq,uw60064913
60064908,eq,uw60064908
60828457,eq,uw60828457
60831957,eq,uw60831957
60838757,eq,uw60838757
60840157,eq,uw60840157
60843577,eq,uw60843577
60850497,eq,uw60850497
60851762,eq,uw60851762
60865751,px,uw60865751
60870916,px,uw60870916
60884716,px,uw60884716
60885041,px,uw60885041
60885336,eq,uw60885336
60890212,eq,uw60890212
60890342,px,uw60890342
60892982,eq,uw60892982
60894537,px,uw60894537
60094908,px,uw60094908
60911071,eq,uw60911071
60914841,eq,uw60914841
60917886,lf,uw60917886
60914762,eq,uw60914762
60939762,eq,uw60939762
60940902,eq,uw60940902
60941362,eq,uw60941362
60945732,eq,uw60945732
60950497,eq,uw60950497
60967761,eq,uw60967761
60968581,eq,uw60968581
60972091,px,uw60972091
60979956,eq,uw60979956
60981326,eq,uw60981326
60981361,eq,uw60981361
60981381,eq,uw60981381
60988741,eq,uw60988741
60990261,eq,uw60990261
60990266,eq,uw60990266
60993646,eq,uw60993646
60999321,eq,uw60999321
60999521,eq,uw60999521
60988572,eq,uw60988572
61005657,eq,uw61005657
61019581,eq,uw61019581
61021871,eq,uw61021871
61024442,px,uw61024442
61046076,px,uw61046076
61035442,lf,uw61035442
61036582,eq,uw61036582
61036927,eq,uw61036927
61037322,eq,uw61037322
61037352,eq,uw61037352
61038437,eq,uw61038437
61038472,eq,uw61038472
61040147,eq,uw61040147
61040262,eq,uw61040262
61040282,eq,uw61040282
61040817,eq,uw61040817
61041082,eq,uw61041082
61041272,eq,uw61041272
61043557,eq,uw61043557
61044117,eq,uw61044117
61044667,px,uw61044667
61046377,eq,uw61046377
61046607,px,uw61046607
61060636,px,uw61060636
61060676,eq,uw61060676
61049187,eq,uw61049187
61049682,eq,uw61049682
61067376,eq,uw61067376
61056387,px,uw61056387
61057012,eq,uw61057012
61057017,eq,uw61057017
61057547,px,uw61057547
61071321,px,uw61071321
61072331,eq,uw61072331
61072841,eq,uw61072841
61073636,px,uw61073636
61074971,eq,uw61074971
61076581,px,uw61076581
61065667,eq,uw61065667
61071097,eq,uw61071097
