evid,orid,lat,lon,depth,datetime,etype,separation_km
10267083,544028,48.8313333,-122.1711667,0.551,649468201.52,eq,26.75946533086
10259708,536653,48.8336667,-122.1848333,1.121,649479390.57,eq,27.79569048714
10259798,536743,48.8353333,-122.1793333,1.243,649505497.71,eq,27.44798296899
10260703,537648,48.8588333,-121.9236667,0.223,649685994.9,eq,12.21021759475
10262093,539038,48.8765,-122.165,0.32,650134312.35,eq,27.94367372323
10263238,540183,48.825,-122.2023333,3.142,650613195.75,eq,28.84561566906
10263763,540708,48.8176667,-122.173,0.852,650714444.98,eq,26.57772251908
10264168,541113,48.8561667,-122.1471667,13.392,650822847.42,eq,25.879249347509997
10264653,541598,48.829,-122.1441667,3.532,650943654.61,eq,24.77236406412
10265728,542673,48.7835,-122.1501667,-0.99,651285681.95,eq,24.49181974903
10261128,538073,48.8385,-122.1408333,13.408,652533946.15,eq,24.8149443022
10261933,538878,48.7541667,-122.1328333,12.54,652793250.35,eq,23.31411469195
10263978,540923,48.7288333,-121.9418333,-1.02,653514950.81,eq,10.4778340182
10264228,541173,48.7225,-121.9353333,-1.062,653616987.43,eq,10.43604592366
10265283,542228,48.8223333,-122.1388333,12.962,654068624.32,eq,24.220630043619998
10268273,545218,48.6835,-121.9183333,-0.872,659285113.8,eq,12.56035512456
10269673,546618,48.863,-122.2006667,13.707,663617291.58,eq,29.83082315758
10271493,548438,48.8415,-122.1471667,0.879,664808993.61,eq,25.35629445699
10272208,549153,48.8801667,-122.1261667,15.971,665161263.2,eq,25.548401134840002
10273783,550728,48.8933333,-122.1298333,15.919,671921466.3,eq,26.48443697835
10273888,550833,48.5338333,-121.82,2.772,672014925.68,eq,26.76366187027
10273893,550838,48.5293333,-121.821,2.714,672016939.95,eq,27.264707366
10274578,551523,48.5256667,-121.8133333,-1.008,673253304.59,eq,27.67246447403
10278198,555143,48.5221667,-121.8045,9.552,674960121.42,eq,28.075799616650002
10279273,556218,48.6646667,-122.1851667,19.527,675338760.57,eq,29.70296781018
10279393,556338,48.8393333,-122.162,12.441,675426808.87,eq,26.33321394737
10274388,551333,48.8466667,-122.1948333,-0.671,675830688.4,eq,28.874401690120003
10276753,553698,48.8413333,-122.1693333,0.701,679100259.36,eq,26.9117737518
10282078,559023,48.5546667,-122.0143333,-1.01,680515884.16,eq,28.433773981890003
10278308,555253,48.7318333,-121.935,-0.882,682462618.92,eq,9.8765103606
10282168,559113,48.7421667,-121.6288333,-1.02,683473914.72,eq,14.30881893883
10276198,553143,48.8915,-122.0821667,16.132,684300924.55,eq,23.403027196750003
10280743,557688,48.8243333,-122.1736667,0.882,687237907.7,eq,26.767797497790003
10283833,560778,48.8415,-122.1968333,-0.898,689168703.02,eq,28.863286705580002
10285253,562198,48.6801667,-121.5371667,-0.428,695241294.55,eq,23.11912439035
10285328,562273,48.6848333,-121.5475,2.62,695279866.32,eq,22.2056889344
10285563,562508,48.6845,-121.5323333,-0.538,695404280.59,eq,23.22405627572
10286433,563378,48.519,-121.8166667,8.153,695620444.64,eq,28.41236513252
10286903,563848,48.6738333,-121.5533333,5.998,695790033.19,eq,22.410283919
10286938,563883,48.6688333,-121.5715,0.442,695799302.36,eq,21.56153322717
10289133,566078,48.7555,-121.7746667,23.693,698914014.39,lf,3.77379791235
10285688,562633,48.6375,-121.536,0.572,699997849.95,eq,25.699364786630003
10286073,563018,48.5286667,-121.7248333,2.433,700077678.92,eq,28.17179067043
10289983,566928,48.7495,-121.8128333,0.703,701149320.11,eq,2.79860291272
10290783,567728,48.6843333,-121.6476667,9.801,701803698.37,eq,16.002905014350002
10288923,565868,48.8561667,-122.1365,1.412,703630043.06,eq,25.14719332756
10294463,1200403,48.768,-121.7818333,25.84,705618378.8699999,lf,2.69829573803
10294928,571873,48.6346667,-121.4706667,0.442,705752947.47,eq,29.872409681460002
10296238,573183,48.6673333,-121.659,6.463,708826650.35,eq,16.65896522856
10299148,576093,48.6326667,-121.8915,15.483,709509506.6,eq,16.69364522343
10291183,1248913,48.6716667,-121.865,19.133,710106037.0699997,lf,11.96411029291
10300058,577003,48.7396667,-121.795,15.103,712578209.07,lf,4.2035070155100005
10299028,575973,48.761,-122.0981667,16.55,714504946.15,eq,20.70873303298
10296328,573273,48.6708333,-121.5623333,-1.02,716417853.77,eq,22.0124940804
10292118,569063,48.6591667,-122.1396667,14.42,718112598.64,eq,26.9732354621
10292948,569893,48.8301667,-121.5886667,0.733,718427571.27,eq,17.89322113007
10302903,580213,48.6011667,-122.0228333,3.307,723824393.52,eq,24.51054680013
10303063,580373,48.8976667,-122.1661667,13.22,726877166.59,eq,29.049895361049998
10303973,581288,48.8813333,-122.1508333,5.86,727270257.95,eq,27.225465225700002
10303983,581298,48.875,-122.1428333,-0.19,727270501.67,eq,26.39367667435
10304248,581563,48.8265,-122.0323333,9.493,729954775.1,eq,16.82915664586
10305343,582658,48.7048333,-121.8166667,21.763,732287264.27,lf,7.74736315881
10301918,579223,48.5806667,-121.852,2.069,733758674.65,eq,21.70675388919
10302448,579758,48.5806667,-121.8375,3.03,733968742.66,eq,21.606717825439997
10304188,581503,48.8213333,-122.1261667,11.56,734713077.05,eq,23.28877346257
10305083,582398,48.7958333,-122.1503333,-0.863,735181925.79,eq,24.59528948051
10305373,582688,48.8123333,-122.1381667,1.01,735273620.5,eq,23.955027193059998
10835003,1149778,48.8045,-122.1575,1.58,735958512.68,eq,25.22667628561
10306843,584158,48.8611667,-122.1953333,2.913,736505461.09,eq,29.394370153529998
10308988,586308,48.5805,-121.8515,0.363,737689903.86,eq,21.72084935381
10309033,586353,48.5778333,-121.8506667,3.193,737703989.6,eq,22.00845637397
10309628,587033,48.5726667,-122.0835,-1.097,737925640.21,px,29.806242202649997
10309913,587318,48.5178333,-121.8235,2.183,738049623.56,eq,28.54585061773
10311478,588883,48.8101667,-121.7921667,-0.807,738831546.29,eq,4.37207163132
10306618,583933,48.8313333,-121.9531667,7.748,738952945.91,eq,11.81978966252
10307888,585208,48.722,-121.8206667,17.683,739580704.67,lf,5.84381865434
10309273,586678,48.6118333,-121.9661667,2.022,740382810.32,eq,21.15398842414
10307518,584843,48.7556667,-122.1198333,12.753,741870468.77,eq,22.34652157502
10307733,585053,48.5148333,-121.774,16.833,742004258.17,eq,29.05062720966
10309558,586963,48.6121667,-121.9628333,0.45,742675880.1,eq,20.99590621552
10312133,589538,48.7373333,-121.6368333,-0.872,745494383.19,eq,13.891239465140002
10310233,587638,48.6115,-121.9693333,2.653,747056335.77,eq,21.30732306457
10311663,589068,48.6156667,-121.982,1.792,747526157.67,eq,21.42814802609
10311673,589078,48.6368333,-122.0685,3.188,747531591.61,eq,24.009909567359998
10314348,591758,48.7118333,-122.1078333,0.97,749525402.51,eq,22.482589751589998
10315928,593333,48.6056667,-121.9583333,-1.01,749771184.57,eq,21.45849287519
10315953,593358,48.622,-121.9693333,1.112,749777251.18,eq,20.322650172379998
10315973,593378,48.6135,-121.963,1.37,749777581.45,eq,20.87480098484
10315993,593398,48.6125,-121.9796667,2.983,749778899.36,eq,21.62405715338
10316753,594158,48.7488333,-122.1053333,0.717,749906431.54,eq,21.37505421957
10316893,594298,48.7193333,-122.1251667,-0.873,749932423.01,eq,23.464573287060002
10317398,594803,48.7938333,-122.0601667,21.707,749999896.06,eq,17.98396838295
10318043,595448,48.8555,-122.0278333,1.387,750075594.31,eq,17.900869986980002
10321568,598973,48.7408333,-122.103,0.907,750317925.31,eq,21.34466161653
10333218,610623,48.6231667,-121.9645,2.893,750814471.11,eq,20.019525992909998
10323888,601293,48.7958333,-122.183,77.381,753164446.21,eq,26.98562759417
10335098,612503,48.5685,-121.5601667,-0.066,756393472.97,eq,29.71785173895
10335133,612538,48.569,-121.576,1.618,756404747.5,eq,28.944961439980002
10335653,613058,48.5698333,-121.5576667,1.352,756507240.39,eq,29.72163453813
10324533,601938,48.6793333,-122.1318333,10.647,758179018.38,eq,25.45235008229
10335548,612953,48.5813333,-121.5715,1.192,759044770.13,eq,28.0858394664
10328678,606083,48.8206667,-122.1213333,11.083,761598009.89,eq,22.92623800166
10333528,610933,48.5888333,-121.832,19.111,764113596.74,eq,20.67554186623
10338458,615863,48.9453333,-121.9518333,7.162,765175153.67,eq,21.41289818971
10341323,618728,48.5445,-122.0218333,-0.904,770574850.99,eq,29.68885834984
10341573,618978,48.5361667,-121.997,-0.882,770625509.26,eq,29.62949308652
10350208,627613,48.671,-122.1498333,13.032,774444451.25,eq,27.045441283659997
10350328,627733,48.672,-122.1558333,6.438,774488618.2,eq,27.39890136636
10355908,633313,48.5685,-121.7118333,-1.038,780094211.82,px,24.18668639233
10360703,638108,48.6701667,-122.1493333,13.884,782005783.52,eq,27.05195108983
10364613,642018,48.8375,-122.0756667,14.582,783230818.8,eq,20.23720218518
10362518,639923,48.668,-122.1581667,13.267,785924390.14,eq,27.742970248680002
10365733,643138,48.7118333,-121.8046667,23.656,790953815.23,lf,7.029534953860001
10368988,646398,48.7466667,-122.1593333,-0.581,796561016.8,eq,25.34397073528
10367828,645238,48.5885,-121.8273333,23.596,798326859.53,eq,20.69731790207
10365203,642603,48.5986667,-122.0976667,2.584,799626182.13,eq,28.43908258315
10366923,644328,48.5363333,-121.8213333,5.696,799976712.81,eq,26.48661561111
10372668,650088,48.6391667,-122.013,3.396,801203440.39,eq,20.83663243609
10374493,651918,48.5576667,-121.939,-0.886,801475390.73,eq,25.727570056770002
10374318,651743,48.6243333,-121.9743333,2.993,805556866.53,eq,20.31379144197
10385333,662758,48.5896667,-121.9956667,-1.107,811787262.81,eq,24.39618513953
10382878,660303,48.8508333,-121.904,2.419,816373208.59,eq,10.61604210138
10389783,667208,48.9051667,-122.1168333,3.697,823473062.81,eq,26.36142906609
10393313,670738,48.6571667,-121.6776667,0.553,824769841.77,eq,16.60355200888
10390493,667918,48.8348333,-121.5295,0.236,828806452.37,eq,22.1731792452
10394278,671703,48.7655,-122.0838333,13.487,829931041.72,eq,19.62523938048
10394528,671953,48.604,-121.8076667,-1.008,829957248.15,eq,18.97322052453
10405833,683258,48.8741667,-122.1106667,11.447,832224946.82,eq,24.232198457819997
10399773,677198,48.5898333,-121.5925,0.154,835501326.39,eq,26.37198540505
10401823,679248,48.6698333,-121.7975,24.964,835908195.77,px,11.729299287989999
10405073,682498,48.9831667,-121.8415,-0.748,838064174.48,eq,23.27362988632
10408173,685598,48.559,-121.9165,14.04,838536190.03,eq,25.05567362932
10399958,677383,48.5708333,-121.569,0.432,841940806.34,eq,29.10508385068
10403798,681223,48.8698333,-121.8991667,-1.086,842651728.22,eq,12.191113727989999
10404688,682113,48.7486667,-121.5773333,0.053,846916396.91,eq,17.86754882963
10404733,682158,48.8485,-122.1168333,10.093,846926928.66,eq,23.49557164208
10409213,686638,48.8176667,-122.1023333,11.55,847929900.54,eq,21.49170540934
10415498,692923,48.9001667,-122.1781667,9.193,853239744.96,eq,29.957748972810002
10415598,693023,48.6265,-121.6053333,9.603,858191726.44,eq,22.67349936927
10414023,691448,48.6005,-121.8106667,16.533,860187436.69,eq,19.35541862263
10416033,693458,48.6295,-121.8755,15.573,860622574.67,eq,16.68583718267
10420258,697683,48.971,-122.0896667,1.18,862095502.62,eq,29.61456336249
10415548,692973,48.559,-122.005,-1.097,863305775.65,eq,27.6702292736
10420213,697638,48.7758333,-121.4773333,-0.096,864560844.24,eq,24.98081775051
10419753,697178,48.9586667,-121.5346667,-0.566,866943428.44,eq,29.13985172921
10419763,697188,48.9243333,-122.0556667,13.034,867833626.93,eq,24.1649022786
10420728,698153,48.8041667,-122.1191667,20.907,868029746.06,eq,22.43238917515
10424003,701428,48.8451667,-121.5663333,0.504,868727783.61,eq,20.03196088544
10424023,701448,48.8413333,-121.5655,1.344,868727938.23,eq,19.926022507459997
10424078,701503,48.8521667,-121.5641667,1.367,868734268.22,eq,20.492977733479997
10423913,701338,48.872,-122.1766667,0.07,871808117.77,eq,28.53588586014
10434103,711528,48.5788333,-122.0815,1.211,887199998.41,eq,29.19414476087
10432193,709618,48.769,-122.1796667,1.69,889009371.58,eq,26.65031353304
10435148,712573,48.7876667,-121.7598333,21.289,889820380.64,lf,4.46301240699
10437053,714478,48.7375,-121.5088333,0.511,890185287.24,eq,23.04405083372
10442073,719498,48.8071667,-121.9138333,-1.048,893625598.56,eq,7.975728248149999
10442113,719538,48.8291667,-121.911,-1.189,893625621.43,eq,9.189077396590001
10442143,719568,48.8305,-121.9195,-1.189,893625671.83,eq,9.76000666503
10448233,725658,48.8121667,-122.0806667,2.841,896512776.26,eq,19.80596047545
10458183,735608,48.5895,-121.8898333,3.237,898892499.68,eq,21.25653512498
10460908,738333,48.5875,-121.8065,2.179,899086428.58,eq,20.809986259050003
10448513,725938,48.5546667,-121.8145,16.511,903062425.38,eq,24.44698300945
10449313,726738,48.5448333,-121.8686667,-1.103,903237974.44,eq,25.81955696305
10449503,726928,48.5438333,-121.7923333,8.081,903248147.53,eq,25.716191066340002
10451203,728628,48.5496667,-121.9308333,13.123,903473070.53,eq,26.3662612509
10451438,728863,48.5443333,-121.8266667,9.271,903484561.92,eq,25.60475785888
10463318,740743,48.8985,-122.1155,-1.048,906174312.33,eq,25.87849073864
10455938,733373,48.545,-121.8008333,1.967,908058113.89,eq,25.54958608163
10456733,734158,48.544,-121.8668333,-1.103,908144733.19,eq,25.89180525282
10462473,739898,48.848,-122.1883333,0.734,911583581.2,eq,28.45799103093
10471388,748818,48.5431667,-121.8586667,3.024,916376468.79,eq,25.90573280546
10469563,746988,48.8486667,-122.0761667,2.734,918343205.98,eq,20.731671598789998
10470788,748218,48.7045,-122.0298333,9.222,919038119.05,px,17.46988458239
10470573,748003,48.965,-122.0938333,10.148,923116433.41,eq,29.3371242586
10485768,763198,48.5641667,-122.0158333,3.286,935693244.26,eq,27.58851414507
10483153,760583,48.643,-122.1246667,23.954,937620662.92,eq,26.94256261563
10489903,767333,48.8785,-121.4808333,1.693,940830566.7,eq,27.27170459028
10489408,766838,48.9385,-121.9608333,5.354,943669889.4,eq,21.064545345080003
10485033,762463,48.5676667,-122.0678333,-0.914,944701074.41,eq,29.49212891199
10485903,763333,48.6326667,-121.5405,4.069,944959456.21,eq,25.75971037023
10493763,771193,48.8945,-121.9036667,-1.097,950655149.09,eq,14.77763492117
10497508,774938,48.6176667,-121.6763333,0.333,954454494.88,eq,20.29056802176
10498418,775848,48.5718333,-122.0211667,-0.847,959038281.61,eq,27.084797844519997
10498478,775908,48.7736667,-121.7951667,24.9,959078031.47,lf,1.6221441402299999
10500013,777443,48.9355,-122.1426667,8.357,959675512.51,eq,29.849773534479997
10520623,802823,48.9043333,-121.9521667,1.22,961372802.89,eq,17.51064842269
10501263,778693,48.6181667,-121.8935,1.583,962922767.1,eq,18.26971951553
10507413,784843,48.9096667,-121.6083333,2.341,964006886.38,eq,21.4708079792
10513203,790633,48.7466667,-122.1081667,0.676,964831212.85,eq,21.61515821042
10503953,781383,48.5436667,-121.8246667,1.787,965901227.76,eq,25.6752779611
10511048,788478,48.5741667,-121.9593333,-1.107,967207442.4,eq,24.61446798284
10512768,790198,48.6118333,-121.5078333,0.492,967507913.25,eq,29.08513066248
10516553,793983,48.7116667,-121.6566667,-1.01,974377769.68,eq,13.71946775542
10517018,794448,48.7286667,-121.8028333,21.374,974569638.08,lf,5.20522530234
10518813,801013,48.8945,-121.9213333,-0.831,978545994.03,eq,15.37942201187
10521078,803278,48.717,-122.0528333,-0.886,979158432.15,eq,18.47135736408
10521103,803303,48.7593333,-122.0746667,1.387,979159327.5,eq,19.002042045059998
10521413,1248958,48.6841667,-121.7978333,-1.028,979249540.6800003,lf,10.14600294556
10522933,805133,48.606,-121.8803333,-1.107,989344776.87,eq,19.30573747462
10536683,818893,48.9508333,-121.5535,0.554,993213426.76,eq,27.547985530090003
10539733,821958,48.7095,-122.094,17.044,995515856.51,eq,21.60348354678
10539233,821458,48.592,-121.8376667,9.304,997982434.81,eq,20.35053546327
10544738,826973,48.6003333,-121.9298333,3.793,998987915.31,eq,21.06875986671
10534193,816398,48.8298333,-122.1133333,11.152,1002248823.21,eq,22.60780235188
10534363,816568,48.8235,-122.1116667,11.482,1002284660.65,eq,22.30892764361
10534538,816743,48.8186667,-122.113,11.846,1002285115.58,eq,22.28031575229
10535178,817383,48.8248333,-122.1106667,14.032,1002364474.59,eq,22.274213789130002
10535218,817423,48.839,-122.1073333,12.272,1002365551.98,eq,22.48625642731
10535313,817518,48.8358333,-122.0948333,12.851,1002366224.79,eq,21.5043584992
10535348,817553,48.8238333,-122.1121667,12.331,1002366288.45,eq,22.353547848639998
10541513,823743,48.922,-122.1505,11.832,1003395920.59,eq,29.45256065111
10542958,825193,48.9148333,-122.1593333,12.017,1003665904.26,eq,29.5663772903
10544088,826323,48.8351667,-122.1005,14.763,1004084380.65,eq,21.87667744286
10544103,826338,48.8353333,-122.0893333,13.688,1004087223.02,eq,21.10380021098
10546908,829143,48.831,-122.0921667,14.631,1004527587.09,eq,21.15377730148
10537853,820073,48.923,-122.1335,11.517,1004866272.61,eq,28.488904636890002
10538843,821068,48.8415,-122.0658333,13.617,1005119517.62,eq,19.72416744347
10549048,831283,48.8383333,-122.0896667,12.621,1007705043.18,eq,21.235616392849998
10553458,835693,48.7176667,-121.486,2.944,1016677989.11,eq,25.16402769739
10554313,836548,48.7071667,-121.5076667,5.129,1016934102.57,eq,23.96610460156
10556438,838673,48.9281667,-122.1061667,12.367,1019613149.96,eq,27.235358031529998
10552478,834713,48.614,-121.955,2.882,1020837015.48,eq,20.52978692977
10554518,1248923,48.7445,-121.761,24.354,1021390028.079998,lf,5.31069472647
10554973,837208,48.675,-122.0358333,4.214,1021441723.27,eq,19.523876891129998
10557513,839748,48.8236667,-122.1018333,14.182,1023454951.35,eq,21.61376112985
10555988,838223,48.8326667,-122.1791667,-0.904,1025510288.74,eq,27.3651974815
10557898,840133,48.824,-122.1196667,11.142,1025929717.89,eq,22.8925005753
10557938,840173,48.8378333,-122.0978333,11.491,1025933777.52,eq,21.78396220095
10565513,847748,48.5711667,-121.5823333,3.212,1027524673.04,eq,28.469083784120002
10571568,853803,48.636,-121.5126667,0.933,1029862391.35,eq,27.19594298085
10562948,845183,48.606,-121.9621667,-0.939,1031927606.67,eq,21.56433965859
10562978,845213,48.6068333,-121.9726667,3.104,1031928410.22,eq,21.87815955321
10562998,845233,48.6125,-121.9648333,2.615,1031929137.85,eq,21.039711451210003
10563018,845253,48.6025,-121.9733333,-0.939,1031929216.05,eq,22.3157441836
10563093,845328,48.6126667,-121.9555,7.924,1031932741.72,eq,20.676982780080003
10568143,850378,48.6033333,-121.9758333,2.425,1032921367.84,eq,22.33203493391
10568218,850453,48.6083333,-121.9645,-0.949,1032931876.22,eq,21.425578852610002
10568243,850478,48.6155,-121.952,-0.949,1032932171.45,eq,20.2758613753
10568278,850513,48.603,-121.9798333,1.555,1032932603.87,eq,22.51886289745
10568283,850518,48.5861667,-121.983,1.817,1032932742.17,eq,24.24232098533
10568288,850523,48.6026667,-121.9706667,2.495,1032935286.25,eq,22.19927561197
10568293,850528,48.6101667,-121.9603333,9.614,1032936531.5,eq,21.09499832979
10568303,850538,48.6113333,-121.963,6.904,1032938554.95,eq,21.081932038279998
10568378,850613,48.6071667,-121.9718333,3.063,1032939794.33,eq,21.814467878520002
10568388,850623,48.6041667,-121.9741667,2.913,1032939950.36,eq,22.18889100106
10568398,850633,48.6028333,-121.9668333,2.901,1032941794.72,eq,22.04089849026
10568408,850643,48.6043333,-121.9811667,2.933,1032943354.96,eq,22.4459967851
10568423,850658,48.6035,-121.9751667,3.201,1032944124.49,eq,22.29057977911
10568443,850678,48.6031667,-121.9813333,2.933,1032945463.07,eq,22.56211455789
10568488,850723,48.6036667,-121.9576667,4.221,1032950055.38,eq,21.62994021859
10572443,854678,48.6975,-121.8728333,1.267,1036464259.24,eq,9.49038255274
10581258,863498,48.8266667,-122.1085,14.476,1037991670.44,eq,22.17227450567
10584198,866438,48.8288333,-122.0921667,11.678,1038468083.32,eq,21.0838820855
10575403,857638,48.841,-122.1996667,1.012,1040689455.07,eq,29.05033326794
10573743,855978,48.8255,-121.5076667,2.783,1042492167.19,eq,23.436228921599998
10834223,1148948,48.7465,-122.0915,15.371,1044008110.9,eq,20.40602967288
10578028,860268,48.8341667,-122.09,14.42,1046886191.5,eq,21.1092779538
10582303,864543,48.6073333,-121.9666667,-0.706,1048193958.94,eq,21.602433278590002
10584853,867093,48.9018333,-121.9605,1.697,1049021037.77,eq,17.64008810902
10583803,866043,48.6771667,-122.0586667,0.594,1055104791.46,eq,20.802951686569997
10585973,868213,48.5628333,-121.9365,2.442,1056052698.77,eq,25.12474539395
10589193,871438,48.7425,-121.7693333,19.258,1062848243.5,lf,5.004947335980001
10610438,892693,48.6065,-121.5285,0.056,1064810909.48,eq,28.29859104106
10599588,881843,48.6038333,-121.9191667,-1.097,1066278640.85,eq,20.40967002074
10598628,880883,48.5688333,-121.9621667,3.052,1073801305.72,eq,25.24030595836
10603768,886023,48.5981667,-121.9461667,-0.924,1075168788.04,eq,21.78714903541
10605193,887448,48.8171667,-122.1103333,9.259,1080917015.51,eq,22.05308052607
10613268,2466063,48.6041667,-122.0385,-0.98,1085767281.2299995,lf,24.985219416889997
10613388,3320738,48.7815,-121.76133333333334,-0.79,1085779229.19,su,4.179139898430001
10607828,890083,48.8185,-122.1216667,11.726,1086652366.55,eq,22.89788456761
10608053,890308,48.7876667,-122.2111667,3.216,1086704463.64,eq,28.990343993499998
10609348,891603,48.6315,-121.6558333,-1.074,1086985751.65,eq,19.84828533197
10609393,891648,48.6531667,-121.6213333,-0.027,1086986077.61,eq,19.743689679710002
10609398,891653,48.6285,-121.6615,-0.076,1086986202.86,eq,19.87333383468
10609403,891658,48.625,-121.6883333,0.244,1086986243.75,eq,19.140878585760003
10609458,891713,48.6678333,-121.599,0.273,1086994766.14,eq,19.961597683809998
10609508,891763,48.629,-121.6913333,-0.438,1087003497.48,eq,18.64493384227
10609543,891798,48.6536667,-121.6036667,0.073,1087012944.98,eq,20.675639816700002
10609693,891948,48.8261667,-122.1751667,16.151,1087043191.76,eq,26.91792922721
10610328,892583,48.6411667,-121.6583333,0.324,1087179460.85,eq,18.88274192834
10608853,891108,48.7366667,-121.7311667,14.723,1091971793.95,lf,7.5972812334199995
10609623,891878,48.6896667,-121.9426667,2.493,1092131510.77,eq,13.197951720479999
10617933,900188,48.546,-121.9555,10.873,1093874983.46,eq,27.37635809603
10619503,901758,48.8601667,-122.055,-0.619,1094821589.13,eq,19.8932398904
10622473,904728,48.7316667,-122.1236667,13.982,1095534814.23,eq,23.03324362438
10644983,927238,48.6006667,-121.9203333,3.391,1096971462.7,eq,20.76885501615
10654543,936798,48.8248333,-122.1115,13.606,1097339104.52,eq,22.33347275921
10664213,946468,48.9585,-122.0043333,6.507,1098112830.29,eq,24.641321770620003
10670983,953238,48.8478333,-122.058,10.673,1099096906.29,eq,19.4758785794
10647418,929673,48.8648333,-122.1226667,12.574,1101101969.33,eq,24.57872671979
10630568,912823,48.8313333,-122.0956667,12.192,1103444105.79,eq,21.41026821513
10626713,2466068,48.7376667,-121.8028333,-0.71,1107911261.25,lf,4.23007129051
10627123,2466073,48.7178333,-121.8398333,-0.94,1107951181.5,lf,6.517738081679999
10631643,913898,48.7455,-122.0775,13.062,1108379695.97,eq,19.40776915168
10665963,948218,48.9243333,-122.0583333,3.246,1111975114.89,eq,24.30701854472
10669233,951488,48.6018333,-121.9558333,-0.886,1113967120.59,eq,21.745622101600002
10669248,951503,48.5991667,-121.9511667,-1.087,1113967529.03,eq,21.850778376450002
10660283,2466108,48.7823333,-121.7663333,23.93,1120771041.3899994,lf,3.83863714857
10665323,3320068,48.736666666666665,-121.798,20.25,1121402370.5599995,lf,4.43779981492
10671218,3320073,48.785666666666664,-121.798,25.79,1122969760.0200005,lf,1.87967582738
10673223,955478,48.724,-121.6596667,0.11,1123151389.85,eq,12.87416044309
10674173,956428,48.6296667,-121.968,-0.873,1123261721.33,eq,19.56050390318
10674548,956803,48.7766667,-122.094,12.41,1123293591.6,eq,20.346206812320002
10676868,2466093,48.8055,-121.7423333,34.15,1123623605.4799995,lf,6.4920537197
10676123,3320743,48.7838,-121.9009,-0.9823999999999999,1128268939.4,su,6.23784273187
10676563,958818,48.8196667,-122.0893333,11.73,1128350791.07,eq,20.61450663167
10676593,958848,48.8503333,-122.02,11.944,1128351485.5,eq,17.116510913149998
10676628,958883,48.8108333,-122.1163333,3.234,1128369083.45,eq,22.34711496261
10679373,961628,48.6538333,-122.1385,10.238,1128873838.7,eq,27.18662602424
10679678,961933,48.58,-121.8431667,2.896,1128938739,eq,21.713446310949998
10685868,968123,48.8611667,-122.128,0.457,1130219534,eq,24.77600560149
10686143,968398,48.8615,-122.122,0.624,1130352369.81,eq,24.38529861043
10687778,970033,48.8086667,-122.2031667,-1.243,1130741148.96,eq,28.61288536236
10679093,961348,48.6168333,-122.0903333,10.527,1131667326.27,eq,26.67782276754
10682713,964968,48.865,-122.1068333,1.485,1132439718.59,eq,23.53023572026
10684038,966293,48.8538333,-122.138,-0.71,1132779217.3,eq,25.15829711953
10678863,961118,48.7441667,-122.1093333,1.744,1133443283.62,eq,21.741970393939997
10678898,961153,48.7931667,-122.0211667,13.194,1133443825.13,eq,15.13214361666
10678908,961163,48.8521667,-121.8978333,13.397,1133448636.86,eq,10.472307426199999
10679548,961803,48.9358333,-122.1071667,-0.326,1133648194.85,eq,27.833073028679998
10680043,962298,48.867,-122.1435,-0.01,1133736735.51,eq,26.07616815746
10680203,962458,48.7068333,-122.1866667,3.254,1133787757.44,eq,28.197188842510002
10681138,963393,48.796,-122.036,15.214,1133982360.34,eq,16.25549345744
10681363,963618,48.7641667,-122.0996667,9.813,1134001691.89,eq,20.79563157721
10682238,964493,48.8473333,-122.1513333,1.2,1134137601.48,eq,25.84353264591
10683318,965573,48.8455,-121.5738333,0.073,1134324552.37,eq,19.54133525494
10685168,967423,48.7566667,-121.9238333,4.813,1134692339.58,eq,8.08606168326
10687753,970008,48.8631667,-122.141,0.53,1135845768.39,eq,25.742126635159998
10690463,972718,48.8213333,-122.1625,-0.31,1138247621.08,eq,25.897355099389998
10690558,972813,48.8396667,-122.157,1.285,1138311834.57,eq,25.99040645527
10690583,972838,48.8026667,-122.2138333,19.055,1138312520.13,eq,29.31280799271
10688763,971018,48.8718333,-122.1571667,6.796,1139797084.3,eq,27.20948494436
10688838,971093,48.838,-122.1385,1.221,1139892708.27,eq,24.63491842526
10686763,969018,48.6001667,-121.9688333,-0.895,1141387287.26,eq,22.371488783289998
10686773,969028,48.748,-122.0108333,-1.066,1141387334.53,eq,14.53790333428
10686788,969043,48.6043333,-121.9786667,3.073,1141387353.6,eq,22.34754050415
10686898,969153,48.5983333,-121.9863333,2.391,1141392665.05,eq,23.213506445769998
10687068,969323,48.6033333,-121.9815,2.662,1141488889.31,eq,22.55304208045
10688888,971143,48.8021667,-122.1128333,9.18,1142234541.82,eq,21.94031405212
10690283,972538,48.535,-121.7673333,1.818,1142628226.94,eq,26.88534274016
10691373,973628,48.8671667,-122.1405,6.274,1142890485.75,eq,25.881217944510002
10692508,974763,48.6626667,-122.0403333,2.254,1143320933.79,eq,20.59710158667
10693133,975388,48.599,-121.9855,-0.916,1143626613.13,eq,23.11798356044
10690233,972488,48.8691667,-122.1425,15.784,1144468898.65,eq,26.10447014292
10689723,971978,48.5796667,-121.608,2.063,1146705729.98,eq,26.58520199443
10689993,972248,48.9516667,-122.105,-0.895,1146762800.86,eq,28.880457714320002
10692178,974433,48.6053333,-121.8725,-0.856,1147248944.35,eq,19.247515092500002
10693483,975738,48.612,-121.8608333,1.993,1147558938.76,eq,18.35390739699
