evid,etype,selectflag,version,commid,remark,magid,magnitude,magtype,uncertainty,nobs,nsta,orid,auth,subsource,origin_datetime,lat,lon,depth,mbs_distance_km,distance,quality,wrms,erhor,sdep,erlat,erlon,bogusflag,fdepth,fepi,ftime,stt,stx,sty,stz,sxx,sxy,sxz,syy,syz,szz,maglarge,azilarge,diplarge,maginter,aziinter,dipinter,magsmall,azismall,dipsmall
10852948,eq,1,3,1054688.0,UW2 Q1=B  Q2=D,921743.0,2.8,d,0.07,6.0,6.0,1178988,UW,UW2AQMS,1972-04-19T10:16:04.000000Z,48.7416667,-122.1273333,-0.762,23.025315396775596,62.0,1.0,0.16,0.655,0.88,0.18,0.63,0,True,False,False,,,,,,,,,,,,,,,,,,,
10853018,eq,1,3,1054758.0,UW2 Q1=B  Q2=D,921813.0,2.4,d,0.07,7.0,7.0,1179058,UW,UW2AQMS,1972-04-24T04:09:59.000000Z,48.6711667,-122.207,14.071,30.81617539543825,56.0,0.8,0.25,1.775,2.35,0.9,1.53,0,True,True,False,,,,,,,,,,,,,,,,,,,
10853073,eq,1,3,1054813.0,UW2 Q1=D  Q2=D,921868.0,2.2,d,0.07,5.0,5.0,1179113,UW,UW2AQMS,1972-04-29T21:02:27.000000Z,48.5376667,-122.3431667,-0.569,46.75537215282228,49.0,0.5,0.31,9.08,12.63,1.2,9.0,0,False,False,False,,,,,,,,,,,,,,,,,,,
10853163,eq,1,3,1054903.0,UW2 Q1=D  Q2=D,921958.0,2.9,d,0.12,3.0,3.0,1179203,UW,UW2AQMS,1972-05-20T16:32:16.000000Z,48.6298333,-122.4021667,17.541,45.84299912356737,59.0,0.5,0.28,7.506,13.36,5.9,4.64,0,True,True,False,,,,,,,,,,,,,,,,,,,
10853168,eq,1,3,1054908.0,UW2 Q1=C  Q2=D,921963.0,2.8,d,0.06,3.0,3.0,1179208,UW,UW2AQMS,1972-05-20T19:56:17.000000Z,48.6628333,-122.3776667,13.811,42.95058278770175,61.0,0.5,0.19,3.292,3.46,1.24,3.05,0,False,False,False,,,,,,,,,,,,,,,,,,,
10854393,eq,1,3,1056133.0,UW2 Q1=B  Q2=D,923128.0,2.7,d,0.07,5.0,5.0,1180433,UW,UW2AQMS,1972-10-10T11:26:53.000000Z,48.4996667,-122.2856667,19.651,46.031057556551914,43.0,0.8,0.22,2.217,2.08,0.82,2.06,0,True,True,False,,,,,,,,,,,,,,,,,,,
10854468,eq,1,3,1056208.0,UW2 Q1=B  Q2=D,923203.0,3.0,d,0.07,5.0,5.0,1180508,UW,UW2AQMS,1972-10-16T22:08:32.000000Z,48.821,-122.1306667,11.328,23.53522564729695,71.0,0.5,0.28,2.23,3.02,1.33,1.79,0,False,False,False,,,,,,,,,,,,,,,,,,,
10854683,eq,1,3,1056423.0,UW2 Q1=B  Q2=D,923413.0,2.1,d,0.09,2.0,2.0,1180723,UW,UW2AQMS,1972-10-30T20:28:41.000000Z,48.626,-122.3445,24.811,42.07334113026796,57.0,0.8,0.21,1.62,2.35,0.78,1.42,0,False,False,False,,,,,,,,,,,,,,,,,,,
10854903,eq,1,3,1056643.0,UW2 Q1=C  Q2=C,923633.0,2.4,d,0.13,5.0,5.0,1180943,UW,UW2AQMS,1972-11-22T12:38:27.000000Z,48.7011667,-122.1555,16.883,26.114487731937096,20.0,0.5,0.37,3.128,8.78,2.12,2.3,0,False,False,False,,,,,,,,,,,,,,,,,,,
10854908,eq,1,3,1056648.0,UW2 Q1=C  Q2=D,923638.0,2.0,d,0.14,3.0,3.0,1180948,UW,UW2AQMS,1972-11-22T13:58:50.000000Z,48.6973333,-122.1466667,16.943,25.64025767245064,20.0,0.5,0.4,3.445,8.7,2.5,2.37,0,True,True,False,,,,,,,,,,,,,,,,,,,
10855023,eq,1,3,1056763.0,UW2 Q1=C  Q2=C,923753.0,2.4,d,0.15,5.0,5.0,1181063,UW,UW2AQMS,1972-11-29T09:13:53.000000Z,48.6763333,-122.166,8.503,27.81629923280839,22.0,0.5,0.2,1.097,6.52,0.75,0.8,0,True,True,False,,,,,,,,,,,,,,,,,,,
10855128,eq,1,3,1056868.0,UW2 Q1=B  Q2=D,923838.0,2.1,d,0.13,3.0,3.0,1181168,UW,UW2AQMS,1972-12-02T16:29:08.000000Z,48.4823333,-122.2556667,21.663,45.758346654460695,40.0,0.5,0.16,1.173,4.33,0.97,0.66,0,False,False,False,,,,,,,,,,,,,,,,,,,
10855243,eq,1,3,1056983.0,UW2 Q1=D  Q2=D,923953.0,2.7,d,0.09,5.0,5.0,1181283,UW,UW2AQMS,1972-12-09T13:14:38.000000Z,48.8061667,-122.133,7.506,23.40099009267531,17.0,0.5,0.32,25.589,40.86,10.31,23.42,0,True,True,True,,,,,,,,,,,,,,,,,,,
10855248,eq,1,3,1056988.0,UW2 Q1=C  Q2=D,923958.0,2.6,d,0.06,5.0,5.0,1181288,UW,UW2AQMS,1972-12-09T13:30:48.000000Z,48.8146667,-122.1236667,9.146,22.88891301672353,16.0,0.5,0.3,3.877,11.91,2.48,2.98,0,False,False,False,,,,,,,,,,,,,,,,,,,
10855893,eq,1,3,1057633.0,UW2 Q1=B  Q2=D,924553.0,2.5,d,0.2,2.0,2.0,1181933,UW,UW2AQMS,1973-02-26T20:41:07.000000Z,48.8008333,-122.3688333,8.39,40.51902062071514,36.0,0.0,0.1,1.79,0.0,1.05,1.45,0,False,False,False,,,,,,,,,,,,,,,,,,,
10840178,eq,1,3,1038113.0,UW2 Q1=C  Q2=D,904628.0,1.9,d,0.13,4.0,4.0,1161023,UW,UW2AQMS,1973-06-01T19:05:50.000000Z,48.51,-121.7658333,-0.742,29.65221382867158,37.0,0.8,0.34,1.727,2.48,0.57,1.63,0,True,False,False,,,,,,,,,,,,,,,,,,,
10856308,eq,1,3,1058048.0,UW2 Q1=B  Q2=D,924958.0,1.9,d,0.12,6.0,6.0,1182348,UW,UW2AQMS,1973-06-03T11:16:03.000000Z,48.4266667,-122.2085,18.21,48.20629215995381,33.0,1.0,0.16,1.902,1.61,1.34,1.35,0,False,False,False,,,,,,,,,,,,,,,,,,,
10856378,eq,1,3,1058118.0,UW2 Q1=B  Q2=D,925028.0,2.3,d,0.14,4.0,4.0,1182418,UW,UW2AQMS,1973-06-12T15:44:27.000000Z,48.8665,-122.0925,10.247,22.603014513832896,58.0,0.5,0.19,1.806,4.1,1.02,1.49,0,False,False,False,,,,,,,,,,,,,,,,,,,
10856638,eq,1,3,1058378.0,UW2 Q1=A  Q2=C,925283.0,2.1,d,0.08,2.0,2.0,1182678,UW,UW2AQMS,1973-07-27T20:16:12.000000Z,48.4973333,-122.3268333,10.893,48.50001739259606,42.0,1.0,0.04,0.014,0.06,0.01,0.01,0,True,True,False,,,,,,,,,,,,,,,,,,,
10840218,eq,1,3,1038153.0,UW2 Q1=B  Q2=C,904663.0,2.0,d,0.14,4.0,4.0,1161063,UW,UW2AQMS,1973-09-01T22:29:37.000000Z,48.4353333,-121.8913333,-0.907,38.10548438263531,27.0,1.0,0.24,0.139,0.16,0.13,0.05,0,True,False,False,,,,,,,,,,,,,,,,,,,
10856908,eq,1,3,1058648.0,UW2 Q1=C  Q2=D,925543.0,2.3,d,0.09,5.0,5.0,1182948,UW,UW2AQMS,1973-09-04T05:38:45.000000Z,48.4528333,-121.841,0.432,35.810472745847974,29.0,0.5,0.3,3.389,2.67,3.35,0.51,0,False,False,False,,,,,,,,,,,,,,,,,,,
10857013,eq,1,3,1058753.0,UW2 Q1=B  Q2=D,925643.0,1.8,d,0.12,4.0,4.0,1183053,UW,UW2AQMS,1973-09-10T21:20:35.000000Z,48.902,-122.2496667,15.406,34.68106367740831,28.0,0.5,0.22,2.451,4.9,0.82,2.31,0,False,False,False,,,,,,,,,,,,,,,,,,,
10857028,eq,1,3,1058768.0,UW2 Q1=D  Q2=D,925658.0,2.4,d,0.1,5.0,5.0,1183068,UW,UW2AQMS,1973-09-11T15:33:21.000000Z,48.9156667,-122.2426667,21.176,34.86750399655418,29.0,0.5,0.39,5.34,10.72,2.46,4.74,0,False,False,False,,,,,,,,,,,,,,,,,,,
10857138,eq,1,3,1058878.0,UW2 Q1=B  Q2=C,925768.0,2.3,d,0.14,5.0,5.0,1183178,UW,UW2AQMS,1973-09-16T21:54:36.000000Z,48.7178333,-122.4446667,24.023,46.436151761164986,28.0,0.5,0.25,1.19,2.57,0.66,0.99,0,True,True,False,,,,,,,,,,,,,,,,,,,
10857708,eq,1,3,1059448.0,UW2 Q1=B  Q2=D,926338.0,1.9,d,0.09,5.0,5.0,1183748,UW,UW2AQMS,1973-11-07T11:45:15.000000Z,48.5926667,-122.2768333,13.956,39.33680656003608,34.0,0.5,0.19,1.315,3.11,1.16,0.62,0,False,False,False,,,,,,,,,,,,,,,,,,,
10857743,eq,1,3,1059483.0,UW2 Q1=B  Q2=D,926373.0,1.8,d,0.12,4.0,4.0,1183783,UW,UW2AQMS,1973-11-11T19:01:57.000000Z,48.6563333,-121.682,-1.214,16.463183761106013,21.0,1.0,0.25,0.928,1.4,0.61,0.7,0,True,False,False,,,,,,,,,,,,,,,,,,,
10858288,eq,1,3,1060028.0,UW2 Q1=C  Q2=D,926908.0,1.7,d,0.24,5.0,5.0,1184328,UW,UW2AQMS,1974-02-18T00:30:51.000000Z,48.4991667,-121.6375,-1.194,33.3418135638331,37.0,1.0,0.39,0.667,1.11,0.51,0.43,0,True,False,False,,,,,,,,,,,,,,,,,,,
10840313,eq,1,3,1038248.0,UW2 Q1=B  Q2=C,904758.0,2.2,d,0.14,6.0,6.0,1161158,UW,UW2AQMS,1974-03-02T20:33:30.000000Z,48.7116667,-122.4405,11.073,46.23490418607979,29.0,0.5,0.07,0.684,2.55,0.29,0.62,0,False,False,False,,,,,,,,,,,,,,,,,,,
10858483,eq,1,3,1060223.0,UW2 Q1=C  Q2=D,927098.0,2.1,d,0.16,6.0,6.0,1184523,UW,UW2AQMS,1974-04-20T00:38:59.000000Z,48.84,-122.1241667,13.816,23.630286965809383,17.0,0.5,0.36,4.289,7.54,3.47,2.52,0,False,False,False,,,,,,,,,,,,,,,,,,,
10858603,eq,1,3,1060343.0,UW2 Q1=C  Q2=D,927218.0,1.3,d,0.11,5.0,5.0,1184643,UW,UW2AQMS,1974-05-04T07:38:49.000000Z,48.8066667,-122.3791667,4.513,41.32280446981594,35.0,0.5,0.41,4.622,9.67,0.92,4.53,0,False,False,False,,,,,,,,,,,,,,,,,,,
10858608,eq,1,3,1060348.0,UW2 Q1=C  Q2=D,927223.0,1.4,d,0.09,4.0,4.0,1184648,UW,UW2AQMS,1974-05-04T10:25:05.000000Z,48.713,-122.4355,22.326,45.84958035993488,29.0,0.5,0.41,2.509,5.19,1.09,2.26,0,False,False,False,,,,,,,,,,,,,,,,,,,
10858613,eq,1,3,1060353.0,UW2 Q1=C  Q2=D,927228.0,1.4,d,0.11,4.0,4.0,1184653,UW,UW2AQMS,1974-05-04T11:33:13.000000Z,48.7113333,-122.4371667,23.216,45.99910541062136,29.0,0.5,0.33,1.937,3.8,0.89,1.72,0,False,False,False,,,,,,,,,,,,,,,,,,,
10858883,eq,1,4,1060623.0,UW2 Q1=C  Q2=D,927483.0,1.8,d,0.1,2.0,2.0,1184923,UW,UW2AQMS,1974-05-31T22:53:19.000000Z,49.0196667,-122.0421667,2.486,31.83746041177215,28.0,0.5,0.12,2.737,3.31,1.26,2.43,0,True,True,False,,,,,,,,,,,,,,,,,,,
10859478,eq,1,3,1061218.0,UW2 Q1=D  Q2=D,928028.0,1.7,d,0.07,3.0,3.0,1185518,UW,UW2AQMS,1974-09-16T08:14:03.000000Z,48.6128333,-122.2606667,0.206,37.183668578819535,32.0,0.5,0.25,6.206,6.38,5.96,1.73,0,False,False,False,,,,,,,,,,,,,,,,,,,
10859488,eq,1,3,1061228.0,UW2 Q1=B  Q2=D,928033.0,1.7,d,0.09,7.0,7.0,1185528,UW,UW2AQMS,1974-09-17T13:36:37.000000Z,48.9058333,-122.1383333,15.396,27.66952119475145,22.0,0.8,0.21,1.535,2.02,0.73,1.35,0,False,False,False,,,,,,,,,,,,,,,,,,,
10859858,eq,1,3,1061598.0,UW2 Q1=D  Q2=D,928383.0,2.2,d,0.2,6.0,6.0,1185898,UW,UW2AQMS,1974-11-15T13:49:40.000000Z,48.5326667,-121.9973333,1.74,29.96981337797895,38.0,0.5,0.35,8.031,21.68,4.98,6.3,0,True,True,False,,,,,,,,,,,,,,,,,,,
10860103,eq,1,3,1061843.0,UW2 Q1=B  Q2=C,928598.0,1.8,d,0.12,5.0,5.0,1186143,UW,UW2AQMS,1974-12-08T12:24:24.000000Z,48.4055,-122.1865,18.713,49.20650203307225,30.0,1.0,0.28,0.848,1.79,0.67,0.52,0,False,False,False,,,,,,,,,,,,,,,,,,,
10860158,eq,1,3,1061898.0,U Focal Mechanism attempted but judged UNRELIABLE,928653.0,2.8,d,0.16,10.0,10.0,1186198,UW,UW2AQMS,1974-12-15T17:58:07.000000Z,48.4978333,-122.0233333,1.173,34.29067895767551,33.0,0.5,0.37,4.269,33.18,2.62,3.37,0,True,True,False,,,,,,,,,,,,,,,,,,,
10860158,eq,1,3,1061898.0,fealt,928653.0,2.8,d,0.16,10.0,10.0,1186198,UW,UW2AQMS,1974-12-15T17:58:07.000000Z,48.4978333,-122.0233333,1.173,34.29067895767551,33.0,0.5,0.37,4.269,33.18,2.62,3.37,0,True,True,False,,,,,,,,,,,,,,,,,,,
10860158,eq,1,3,1061898.0,UW2 Q1=C  Q2=C,928653.0,2.8,d,0.16,10.0,10.0,1186198,UW,UW2AQMS,1974-12-15T17:58:07.000000Z,48.4978333,-122.0233333,1.173,34.29067895767551,33.0,0.5,0.37,4.269,33.18,2.62,3.37,0,True,True,False,,,,,,,,,,,,,,,,,,,
10860163,eq,1,3,1061903.0,fealt,928658.0,2.1,d,0.15,8.0,8.0,1186203,UW,UW2AQMS,1974-12-15T18:06:59.000000Z,48.4971667,-122.03,-0.407,34.57600799570396,33.0,0.5,0.46,2.2,9.62,1.76,1.32,0,False,False,False,,,,,,,,,,,,,,,,,,,
10860163,eq,1,3,1061903.0,UW2 Q1=C  Q2=C,928658.0,2.1,d,0.15,8.0,8.0,1186203,UW,UW2AQMS,1974-12-15T18:06:59.000000Z,48.4971667,-122.03,-0.407,34.57600799570396,33.0,0.5,0.46,2.2,9.62,1.76,1.32,0,False,False,False,,,,,,,,,,,,,,,,,,,
10860163,eq,1,3,1061903.0,U Focal Mechanism attempted but judged UNRELIABLE,928658.0,2.1,d,0.15,8.0,8.0,1186203,UW,UW2AQMS,1974-12-15T18:06:59.000000Z,48.4971667,-122.03,-0.407,34.57600799570396,33.0,0.5,0.46,2.2,9.62,1.76,1.32,0,False,False,False,,,,,,,,,,,,,,,,,,,
10860563,eq,1,3,1062303.0,UW2 Q1=B  Q2=C,929023.0,2.7,d,0.08,3.0,3.0,1186603,UW,UW2AQMS,1975-04-09T00:04:41.000000Z,48.5091667,-122.018,-0.647,32.98686176930686,31.0,1.0,0.23,0.072,1.92,0.06,0.04,0,True,False,False,,,,,,,,,,,,,,,,,,,
10860563,eq,1,3,1062303.0,fealt,929023.0,2.7,d,0.08,3.0,3.0,1186603,UW,UW2AQMS,1975-04-09T00:04:41.000000Z,48.5091667,-122.018,-0.647,32.98686176930686,31.0,1.0,0.23,0.072,1.92,0.06,0.04,0,True,False,False,,,,,,,,,,,,,,,,,,,
10862603,eq,1,3,1064558.0,UW2 Q1=A  Q2=D,931953.0,1.9,d,0.09,4.0,4.0,1189558,UW,UW2AQMS,1975-05-22T06:59:58.000000Z,48.4891667,-122.1168333,7.683,38.61987315975374,5.0,1.0,0.13,0.524,1.36,0.43,0.3,0,False,False,False,,,,,,,,,,,,,,,,,,,
10861213,uk,1,2,1062953.0,UW2 Q1=D  Q2=D,929653.0,2.2,d,0.06,4.0,4.0,1187253,UW,UW2AQMS,1975-07-02T22:30:47.000000Z,48.4311667,-121.5833333,-0.483,41.87106299700925,36.0,0.5,0.5,15.56,99.9,8.76,12.86,0,True,True,True,,,,,,,,,,,,,,,,,,,
10861348,eq,1,3,1063088.0,UW2 Q1=B  Q2=D,929773.0,2.0,d,0.07,4.0,4.0,1187388,UW,UW2AQMS,1975-07-21T07:16:39.000000Z,48.6068333,-122.0096667,6.608,23.391734374597817,10.0,1.0,0.11,1.404,1.98,1.34,0.42,0,False,False,False,,,,,,,,,,,,,,,,,,,
10861463,eq,1,4,1063203.0,UW2 Q1=D  Q2=D,929883.0,1.7,d,0.17,3.0,3.0,1187503,UW,UW2AQMS,1975-08-14T22:53:33.000000Z,49.0293333,-122.0356667,-0.227,32.52587511479331,29.0,0.5,0.35,10.304,12.85,3.77,9.59,0,False,False,False,,,,,,,,,,,,,,,,,,,
10861718,eq,1,4,1063458.0,UW2 Q1=C  Q2=D,930113.0,1.9,d,0.1,4.0,4.0,1187758,UW,UW2AQMS,1975-09-09T22:55:14.000000Z,49.0916667,-121.9646667,5.523,36.875782570067045,34.0,0.5,0.36,4.008,4.86,3.1,2.54,0,False,False,False,,,,,,,,,,,,,,,,,,,
10861783,eq,1,3,1063523.0,UW2 Q1=B  Q2=D,930178.0,2.5,d,0.07,4.0,4.0,1187823,UW,UW2AQMS,1975-09-16T23:09:19.000000Z,48.9405,-122.1343333,11.423,29.64794853524938,24.0,0.5,0.19,1.566,3.51,1.03,1.18,0,False,False,False,,,,,,,,,,,,,,,,,,,
10862013,eq,1,3,1063753.0,UW2 Q1=B  Q2=C,930388.0,2.3,d,0.12,3.0,3.0,1188053,UW,UW2AQMS,1975-10-13T08:39:29.000000Z,48.5921667,-122.2185,1.27,35.76288019560954,10.0,1.0,0.16,0.841,0.68,0.76,0.36,0,False,False,False,,,,,,,,,,,,,,,,,,,
10840778,eq,1,3,1038713.0,UW2 Q1=B  Q2=D,905203.0,1.7,d,0.12,5.0,5.0,1161628,UW,UW2AQMS,1976-02-29T13:30:50.000000Z,48.3445,-121.9218333,13.301,48.42989688810654,16.0,1.0,0.2,0.801,0.24,0.77,0.22,0,True,False,False,,,,,,,,,,,,,,,,,,,
10840858,eq,1,3,1038793.0,UW2 Q1=B  Q2=C,905283.0,1.9,d,0.11,8.0,8.0,1161708,UW,UW2AQMS,1976-03-13T22:21:42.000000Z,48.6466667,-122.2971667,13.266,37.97716882773261,19.0,0.8,0.23,1.949,2.46,0.77,1.79,0,True,True,False,,,,,,,,,,,,,,,,,,,
10841038,eq,1,4,1038973.0,UW2 Q1=A  Q2=D,905463.0,1.4,d,0.14,4.0,4.0,1161888,UW,UW2AQMS,1976-04-06T00:01:46.000000Z,49.0468333,-122.0138333,-0.777,33.51872521328005,30.0,1.0,0.09,0.685,0.84,0.27,0.63,0,True,False,False,,,,,,,,,,,,,,,,,,,
10841153,eq,1,3,1039088.0,UW2 Q1=C  Q2=D,905573.0,1.0,d,0.11,4.0,4.0,1162003,UW,UW2AQMS,1976-04-14T20:27:01.000000Z,48.6376667,-122.3023333,5.662,38.71417847600136,18.0,0.8,0.15,3.235,1.89,2.84,1.55,0,True,True,False,,,,,,,,,,,,,,,,,,,
10841238,eq,1,3,1039173.0,UW2 Q1=B  Q2=C,905658.0,1.9,d,0.13,5.0,5.0,1162088,UW,UW2AQMS,1976-04-28T09:09:51.000000Z,48.5481667,-122.2843333,-0.769,42.54949113732513,13.0,1.0,0.26,0.092,0.11,0.07,0.06,0,True,False,False,,,,,,,,,,,,,,,,,,,
10841493,eq,1,3,1039428.0,UW2 Q1=B  Q2=D,905898.0,1.2,d,0.11,3.0,3.0,1162343,UW,UW2AQMS,1976-06-02T07:16:34.000000Z,48.7058333,-122.3515,3.343,39.91731791135165,26.0,0.0,0.19,0.86,0.0,0.47,0.72,0,False,False,False,,,,,,,,,,,,,,,,,,,
10841508,eq,1,3,1039443.0,UW2 Q1=A  Q2=D,905913.0,2.2,d,0.08,3.0,3.0,1162358,UW,UW2AQMS,1976-06-04T08:22:14.000000Z,48.4595,-121.7301667,3.558,35.60590042149117,28.0,1.0,0.11,0.045,0.15,0.04,0.02,0,True,False,False,,,,,,,,,,,,,,,,,,,
10841643,eq,1,3,1039578.0,UW2 Q1=A  Q2=D,906048.0,1.9,d,0.06,2.0,2.0,1162493,UW,UW2AQMS,1976-07-04T05:55:48.000000Z,48.4356667,-122.0278333,18.993,40.73541038013394,12.0,1.0,0.01,0.032,0.01,0.03,0.01,0,True,False,False,,,,,,,,,,,,,,,,,,,
10842043,eq,1,3,1039978.0,UW2 Q1=D  Q2=C,906438.0,2.1,d,0.06,3.0,3.0,1162893,UW,UW2AQMS,1976-08-24T03:52:11.000000Z,48.4115,-121.8465,3.43,40.4212362075763,25.0,0.5,0.14,10.216,33.44,10.19,0.73,0,True,True,False,,,,,,,,,,,,,,,,,,,
10842478,eq,1,3,1040413.0,UW2 Q1=C  Q2=C,906873.0,2.4,d,0.09,3.0,3.0,1163328,UW,UW2AQMS,1976-10-30T13:46:56.000000Z,48.4943333,-122.012,4.484,34.28450016355457,33.0,0.5,0.29,3.05,25.08,2.73,1.36,0,True,True,False,,,,,,,,,,,,,,,,,,,
10842748,eq,1,3,1040683.0,UW2 Q1=A  Q2=D,907128.0,1.7,d,0.07,2.0,2.0,1163598,UW,UW2AQMS,1976-12-13T02:10:54.000000Z,48.7476667,-122.4065,8.419,43.29835297324348,32.0,1.0,0.01,0.022,0.06,0.01,0.02,0,True,False,False,,,,,,,,,,,,,,,,,,,
10843488,eq,1,3,1041423.0,UW2 Q1=B  Q2=D,907848.0,2.1,d,0.09,5.0,5.0,1164338,UW,UW2AQMS,1977-04-08T01:10:57.000000Z,48.6378333,-122.1936667,2.049,31.529019367097977,13.0,1.0,0.15,1.289,0.69,1.2,0.47,0,False,False,False,,,,,,,,,,,,,,,,,,,
10843998,eq,1,3,1041933.0,UW2 Q1=B  Q2=D,908333.0,2.6,d,0.09,14.0,14.0,1164848,UW,UW2AQMS,1977-07-04T14:19:47.000000Z,48.7963333,-122.108,-0.777,21.443097568775304,15.0,1.0,0.24,0.516,0.87,0.27,0.44,0,True,False,False,,,,,,,,,,,,,,,,,,,
10844038,eq,1,3,1041973.0,UW2 Q1=C  Q2=C,908368.0,3.6,d,0.08,5.0,5.0,1164888,UW,UW2AQMS,1977-07-10T07:19:30.000000Z,48.5775,-122.3996667,12.143,48.05038323417165,22.0,0.5,0.31,2.066,3.85,1.13,1.73,0,False,False,False,,,,,,,,,,,,,,,,,,,
10844038,eq,1,3,1041973.0,fealt,908368.0,3.6,d,0.08,5.0,5.0,1164888,UW,UW2AQMS,1977-07-10T07:19:30.000000Z,48.5775,-122.3996667,12.143,48.05038323417165,22.0,0.5,0.31,2.066,3.85,1.13,1.73,0,False,False,False,,,,,,,,,,,,,,,,,,,
10844108,eq,1,3,1042043.0,UW2 Q1=B  Q2=D,908433.0,1.9,d,0.09,6.0,6.0,1164958,UW,UW2AQMS,1977-07-15T09:36:16.000000Z,48.5426667,-122.3593333,5.338,47.4351857651368,19.0,0.8,0.19,0.828,2.16,0.61,0.56,0,False,False,False,,,,,,,,,,,,,,,,,,,
10844758,eq,1,3,1042693.0,fealt,909068.0,3.0,d,0.09,4.0,4.0,1165608,UW,UW2AQMS,1977-09-25T06:24:34.000000Z,48.4936667,-122.1326667,5.986,38.8914032578911,5.0,1.0,0.23,1.07,1.77,0.8,0.71,0,False,False,False,,,,,,,,,,,,,,,,,,,
10844758,eq,1,3,1042693.0,UW2 Q1=B  Q2=B,909068.0,3.0,d,0.09,4.0,4.0,1165608,UW,UW2AQMS,1977-09-25T06:24:34.000000Z,48.4936667,-122.1326667,5.986,38.8914032578911,5.0,1.0,0.23,1.07,1.77,0.8,0.71,0,False,False,False,,,,,,,,,,,,,,,,,,,
10844913,eq,1,3,1042848.0,fealt,909223.0,3.3,d,0.06,5.0,5.0,1165763,UW,UW2AQMS,1977-10-14T02:53:32.000000Z,48.4965,-122.1528333,4.146,39.54534492745182,5.0,0.8,0.18,0.913,2.06,0.67,0.62,0,False,False,False,,,,,,,,,,,,,,,,,,,
10844913,eq,1,3,1042848.0,UW2 Q1=B  Q2=B,909223.0,3.3,d,0.06,5.0,5.0,1165763,UW,UW2AQMS,1977-10-14T02:53:32.000000Z,48.4965,-122.1528333,4.146,39.54534492745182,5.0,0.8,0.18,0.913,2.06,0.67,0.62,0,False,False,False,,,,,,,,,,,,,,,,,,,
10845458,eq,1,3,1043393.0,UW2 Q1=D  Q2=D,909738.0,1.1,d,0.06,3.0,3.0,1166308,UW,UW2AQMS,1977-12-28T21:13:00.000000Z,48.6928333,-121.8336667,-0.312,9.160873714691071,36.0,0.5,3.86,65.862,99.9,54.5,36.98,0,True,True,True,,,,,,,,,,,,,,,,,,,
10845523,eq,1,3,1043458.0,UW2 Q1=B  Q2=D,909803.0,2.7,d,0.08,3.0,3.0,1166373,UW,UW2AQMS,1978-01-10T16:47:59.000000Z,48.932,-122.2948333,0.225,39.08880580623813,33.0,0.5,0.15,1.967,2.94,0.47,1.91,0,False,False,False,,,,,,,,,,,,,,,,,,,
10845753,eq,1,3,1043688.0,UW2 Q1=B  Q2=C,910033.0,1.4,d,0.08,2.0,2.0,1166603,UW,UW2AQMS,1978-02-05T16:37:46.000000Z,48.6826667,-122.1775,8.124,28.331181429608403,17.0,1.0,0.23,1.112,1.64,0.68,0.88,0,False,False,False,,,,,,,,,,,,,,,,,,,
10846488,eq,1,3,1044423.0,UW2 Q1=C  Q2=D,910758.0,1.6,d,0.09,4.0,4.0,1167338,UW,UW2AQMS,1978-04-08T20:38:21.000000Z,48.7981667,-122.1175,7.654,22.157658728819136,16.0,0.5,0.43,4.3,3.99,3.22,2.85,0,False,False,False,,,,,,,,,,,,,,,,,,,
10846533,eq,1,3,1044468.0,UW2 Q1=B  Q2=D,910803.0,1.9,d,0.08,4.0,4.0,1167383,UW,UW2AQMS,1978-04-14T11:59:57.000000Z,48.7738333,-122.1411667,-0.667,23.74058537725599,17.0,1.0,0.19,1.162,1.74,0.77,0.87,0,False,False,False,,,,,,,,,,,,,,,,,,,
10846643,eq,1,3,1044578.0,UW2 Q1=C  Q2=D,910908.0,1.4,d,0.08,4.0,4.0,1167493,UW,UW2AQMS,1978-04-25T15:28:59.000000Z,48.7831667,-122.3623333,-0.797,39.95554233915688,33.0,1.0,0.46,0.112,0.22,0.05,0.1,0,True,False,False,,,,,,,,,,,,,,,,,,,
10846648,eq,1,3,1044583.0,UW2 Q1=B  Q2=D,910913.0,1.3,d,0.07,4.0,4.0,1167498,UW,UW2AQMS,1978-04-25T19:06:33.000000Z,48.7906667,-122.36,-0.774,39.810585763448834,33.0,1.0,0.23,0.076,0.15,0.03,0.07,0,True,False,False,,,,,,,,,,,,,,,,,,,
10846703,eq,1,3,1044638.0,UW2 Q1=C  Q2=D,910968.0,1.7,d,0.09,4.0,4.0,1167553,UW,UW2AQMS,1978-04-30T19:16:10.000000Z,48.5275,-122.0726667,-0.77,33.26437113936227,2.0,1.0,0.37,0.121,0.19,0.11,0.05,0,True,False,False,,,,,,,,,,,,,,,,,,,
10846923,eq,1,3,1044858.0,UW2 Q1=C  Q2=D,911183.0,2.5,d,0.11,5.0,5.0,1167773,UW,UW2AQMS,1978-05-17T04:43:37.000000Z,48.804,-122.1133333,2.286,21.94089363850123,15.0,1.0,0.3,0.117,0.39,0.06,0.1,0,True,False,False,,,,,,,,,,,,,,,,,,,
10847488,eq,1,3,1045423.0,UW2 Q1=B  Q2=C,911743.0,1.5,d,0.08,6.0,6.0,1168338,UW,UW2AQMS,1978-07-14T05:03:42.000000Z,48.6211667,-122.2978333,18.0,39.17895945138295,34.0,0.5,0.25,1.109,2.72,0.62,0.92,0,False,False,False,,,,,,,,,,,,,,,,,,,
