#Network|Station|Location|Channel|Latitude|Longitude|Elevation|Depth|Azimuth|Dip|SensorDescription|Scale|ScaleFreq|ScaleUnits|SampleRate|StartTime|EndTime
TA|A05A||LHE|48.998299|-122.085197|174.3|0.0|90.9|0.0|Guralp CMG3T/Quanterra 330 Linear Phase Composite|629044000.0|0.03|M/S|1.0|2007-05-08T17:00:00|2009-01-08T17:59:40
TA|A05A||LHN|48.998299|-122.085197|174.3|0.0|0.9|0.0|Guralp CMG3T/Quanterra 330 Linear Phase Composite|629044000.0|0.03|M/S|1.0|2005-11-25T17:12:09|2006-01-26T00:37:00
TA|A05A||LHN|48.998299|-122.085197|174.3|0.0|0.9|0.0|Guralp CMG3T/Quanterra 330 Linear Phase Composite|629044000.0|0.03|M/S|1.0|2006-01-26T00:37:00|2007-05-08T17:00:00
TA|A05A||LHN|48.998299|-122.085197|174.3|0.0|0.9|0.0|Guralp CMG3T/Quanterra 330 Linear Phase Composite|629044000.0|0.03|M/S|1.0|2007-05-08T17:00:00|2009-01-08T17:59:40
TA|A05A||LHZ|48.998299|-122.085197|174.3|0.0|0.0|-90.0|Guralp CMG3T/Quanterra 330 Linear Phase Composite|629044000.0|0.03|M/S|1.0|2005-11-25T17:12:09|2006-01-26T00:37:00
TA|A05A||LHZ|48.998299|-122.085197|174.3|0.0|0.0|-90.0|Guralp CMG3T/Quanterra 330 Linear Phase Composite|629044000.0|0.03|M/S|1.0|2006-01-26T00:37:00|2007-05-08T17:00:00
TA|A05A||LHZ|48.998299|-122.085197|174.3|0.0|0.0|-90.0|Guralp CMG3T/Quanterra 330 Linear Phase Composite|629044000.0|0.03|M/S|1.0|2007-05-08T17:00:00|2009-01-08T17:59:40
TA|A05A||LOG|48.998299|-122.085197|174.3|0.0|0.0|0.0|Quanterra 330 Linear Phase Composite Baler Dec10 B||||0.0|2005-11-25T17:12:09|2006-01-26T00:37:00
TA|A05A||LOG|48.998299|-122.085197|174.3|0.0|0.0|0.0|Quanterra 330 Linear Phase Composite||||0.0|2006-01-26T00:37:00|2007-05-08T17:00:00
TA|A05A||LOG|48.998299|-122.085197|174.3|0.0|0.0|0.0|Quanterra 330 Linear Phase Composite||||0.0|2007-05-08T17:00:00|2009-01-08T17:59:40
TA|A05A||OCF|48.998299|-122.085197|174.3|0.0|0.0|0.0|Quanterra 330 Linear Phase Composite Baler Dec10 B||||0.0|2005-11-25T17:12:09|2006-01-26T00:37:00
TA|A05A||OCF|48.998299|-122.085197|174.3|0.0|0.0|0.0|Quanterra 330 Linear Phase Composite||||0.0|2006-01-26T00:37:00|2007-05-08T17:00:00
TA|A05A||OCF|48.998299|-122.085197|174.3|0.0|0.0|0.0|Quanterra 330 Linear Phase Composite||||0.0|2007-05-08T17:00:00|2009-01-08T17:59:40
TA|A05A||UHE|48.998299|-122.085197|174.3|0.0|90.9|0.0|Guralp CMG3T/Quanterra 330 Linear Phase Composite|36307700.0|0.002|M/S|0.01|2005-11-25T17:12:09|2006-01-26T00:37:00
TA|A05A||UHE|48.998299|-122.085197|174.3|0.0|90.9|0.0|Guralp CMG3T/Quanterra 330 Linear Phase Composite|36307700.0|0.002|M/S|0.01|2006-01-26T00:37:00|2007-05-08T17:00:00
TA|A05A||UHE|48.998299|-122.085197|174.3|0.0|90.9|0.0|Guralp CMG3T/Quanterra 330 Linear Phase Composite|36307700.0|0.002|M/S|0.01|2007-05-08T17:00:00|2009-01-08T17:59:40
TA|A05A||UHN|48.998299|-122.085197|174.3|0.0|0.9|0.0|Guralp CMG3T/Quanterra 330 Linear Phase Composite|36307700.0|0.002|M/S|0.01|2005-11-25T17:12:09|2006-01-26T00:37:00
TA|A05A||UHN|48.998299|-122.085197|174.3|0.0|0.9|0.0|Guralp CMG3T/Quanterra 330 Linear Phase Composite|36307700.0|0.002|M/S|0.01|2006-01-26T00:37:00|2007-05-08T17:00:00
TA|A05A||UHN|48.998299|-122.085197|174.3|0.0|0.9|0.0|Guralp CMG3T/Quanterra 330 Linear Phase Composite|36307700.0|0.002|M/S|0.01|2007-05-08T17:00:00|2009-01-08T17:59:40
TA|A05A||UHZ|48.998299|-122.085197|174.3|0.0|0.0|-90.0|Guralp CMG3T/Quanterra 330 Linear Phase Composite|36307700.0|0.002|M/S|0.01|2005-11-25T17:12:09|2006-01-26T00:37:00
TA|A05A||UHZ|48.998299|-122.085197|174.3|0.0|0.0|-90.0|Guralp CMG3T/Quanterra 330 Linear Phase Composite|36307700.0|0.002|M/S|0.01|2006-01-26T00:37:00|2007-05-08T17:00:00
TA|A05A||UHZ|48.998299|-122.085197|174.3|0.0|0.0|-90.0|Guralp CMG3T/Quanterra 330 Linear Phase Composite|36307700.0|0.002|M/S|0.01|2007-05-08T17:00:00|2009-01-08T17:59:40
TA|A05A||VCO|48.998299|-122.085197|174.3|0.0|0.0|0.0|Quanterra 330 Linear Phase Composite Baler Dec10 B|6.66667||V|0.1|2005-11-25T17:12:09|2006-01-26T00:37:00
TA|A05A||VCO|48.998299|-122.085197|174.3|0.0|0.0|0.0|Quanterra 330 Linear Phase Composite|6.66667||V|0.1|2006-01-26T00:37:00|2007-05-08T17:00:00
TA|A05A||VCO|48.998299|-122.085197|174.3|0.0|0.0|0.0|Quanterra 330 Linear Phase Composite|6.66667||V|0.1|2007-05-08T17:00:00|2009-01-08T17:59:40
TA|A05A||VEA|48.998299|-122.085197|174.3|0.0|0.0|0.0|Quanterra 330 Linear Phase Composite Baler Dec10 B|1000.0||A|0.1|2005-11-25T17:12:09|2006-01-26T00:37:00
TA|A05A||VEA|48.998299|-122.085197|174.3|0.0|0.0|0.0|Quanterra 330 Linear Phase Composite|1000.0||A|0.1|2006-01-26T00:37:00|2007-05-08T17:00:00
TA|A05A||VEA|48.998299|-122.085197|174.3|0.0|0.0|0.0|Quanterra 330 Linear Phase Composite|1000.0||A|0.1|2007-05-08T17:00:00|2009-01-08T17:59:40
TA|A05A||VEC|48.998299|-122.085197|174.3|0.0|0.0|0.0|Quanterra 330 Linear Phase Composite Baler Dec10 B|1000.0||A|0.1|2005-11-25T17:12:09|2006-01-26T00:37:00
TA|A05A||VEC|48.998299|-122.085197|174.3|0.0|0.0|0.0|Quanterra 330 Linear Phase Composite|1000.0||A|0.1|2006-01-26T00:37:00|2007-05-08T17:00:00
TA|A05A||VEC|48.998299|-122.085197|174.3|0.0|0.0|0.0|Quanterra 330 Linear Phase Composite|1000.0||A|0.1|2007-05-08T17:00:00|2009-01-08T17:59:40
TA|A05A||VEP|48.998299|-122.085197|174.3|0.0|0.0|0.0|Quanterra 330 Linear Phase Composite Baler Dec10 B|6.66667||V|0.1|2005-11-25T17:12:09|2006-01-26T00:37:00
TA|A05A||VEP|48.998299|-122.085197|174.3|0.0|0.0|0.0|Quanterra 330 Linear Phase Composite|6.66667||V|0.1|2006-01-26T00:37:00|2007-05-08T17:00:00
TA|A05A||VEP|48.998299|-122.085197|174.3|0.0|0.0|0.0|Quanterra 330 Linear Phase Composite|6.66667||V|0.1|2007-05-08T17:00:00|2009-01-08T17:59:40
TA|A05A||VHE|48.998299|-122.085197|174.3|0.0|90.9|0.0|Guralp CMG3T/Quanterra 330 Linear Phase Composite|518339000.0|0.01|M/S|0.1|2005-11-25T17:12:09|2006-01-26T00:37:00
TA|A05A||VHE|48.998299|-122.085197|174.3|0.0|90.9|0.0|Guralp CMG3T/Quanterra 330 Linear Phase Composite|518339000.0|0.01|M/S|0.1|2006-01-26T00:37:00|2007-05-08T17:00:00
TA|A05A||VHE|48.998299|-122.085197|174.3|0.0|90.9|0.0|Guralp CMG3T/Quanterra 330 Linear Phase Composite|518339000.0|0.01|M/S|0.1|2007-05-08T17:00:00|2009-01-08T17:59:40
TA|A05A||VHN|48.998299|-122.085197|174.3|0.0|0.9|0.0|Guralp CMG3T/Quanterra 330 Linear Phase Composite|518339000.0|0.01|M/S|0.1|2005-11-25T17:12:09|2006-01-26T00:37:00
TA|A05A||VHN|48.998299|-122.085197|174.3|0.0|0.9|0.0|Guralp CMG3T/Quanterra 330 Linear Phase Composite|518339000.0|0.01|M/S|0.1|2006-01-26T00:37:00|2007-05-08T17:00:00
TA|A05A||VHN|48.998299|-122.085197|174.3|0.0|0.9|0.0|Guralp CMG3T/Quanterra 330 Linear Phase Composite|518339000.0|0.01|M/S|0.1|2007-05-08T17:00:00|2009-01-08T17:59:40
TA|A05A||VHZ|48.998299|-122.085197|174.3|0.0|0.0|-90.0|Guralp CMG3T/Quanterra 330 Linear Phase Composite|518339000.0|0.01|M/S|0.1|2005-11-25T17:12:09|2006-01-26T00:37:00
TA|A05A||VHZ|48.998299|-122.085197|174.3|0.0|0.0|-90.0|Guralp CMG3T/Quanterra 330 Linear Phase Composite|518339000.0|0.01|M/S|0.1|2006-01-26T00:37:00|2007-05-08T17:00:00
TA|A05A||VHZ|48.998299|-122.085197|174.3|0.0|0.0|-90.0|Guralp CMG3T/Quanterra 330 Linear Phase Composite|518339000.0|0.01|M/S|0.1|2007-05-08T17:00:00|2009-01-08T17:59:40
TA|A05A||VKI|48.998299|-122.085197|174.3|0.0|0.0|0.0|Quanterra 330 Linear Phase Composite Baler Dec10 B|1.0||CELSIUS|0.1|2005-11-25T17:12:09|2006-01-26T00:37:00
TA|A05A||VKI|48.998299|-122.085197|174.3|0.0|0.0|0.0|Quanterra 330 Linear Phase Composite|1.0||CELSIUS|0.1|2006-01-26T00:37:00|2007-05-08T17:00:00
TA|A05A||VKI|48.998299|-122.085197|174.3|0.0|0.0|0.0|Quanterra 330 Linear Phase Composite|1.0||CELSIUS|0.1|2007-05-08T17:00:00|2009-01-08T17:59:40
TA|A05A||VM1|48.998299|-122.085197|174.3|0.0|0.0|0.0|Quanterra 330 Linear Phase Composite Baler Dec10 B|10.0||V|0.1|2005-11-25T17:12:09|2006-01-26T00:37:00
TA|A05A||VM1|48.998299|-122.085197|174.3|0.0|0.0|0.0|Quanterra 330 Linear Phase Composite|10.0||V|0.1|2006-01-26T00:37:00|2007-05-08T17:00:00
TA|A05A||VM1|48.998299|-122.085197|174.3|0.0|0.0|0.0|Quanterra 330 Linear Phase Composite|10.0||V|0.1|2007-05-08T17:00:00|2009-01-08T17:59:40
TA|A05A||VM2|48.998299|-122.085197|174.3|0.0|0.0|0.0|Quanterra 330 Linear Phase Composite Baler Dec10 B|10.0||V|0.1|2005-11-25T17:12:09|2006-01-26T00:37:00
TA|A05A||VM2|48.998299|-122.085197|174.3|0.0|0.0|0.0|Quanterra 330 Linear Phase Composite|10.0||V|0.1|2006-01-26T00:37:00|2007-05-08T17:00:00
TA|A05A||VM2|48.998299|-122.085197|174.3|0.0|0.0|0.0|Quanterra 330 Linear Phase Composite|10.0||V|0.1|2007-05-08T17:00:00|2009-01-08T17:59:40
TA|A05A||VM3|48.998299|-122.085197|174.3|0.0|0.0|0.0|Quanterra 330 Linear Phase Composite Baler Dec10 B|10.0||V|0.1|2005-11-25T17:12:09|2006-01-26T00:37:00
TA|A05A||VM3|48.998299|-122.085197|174.3|0.0|0.0|0.0|Quanterra 330 Linear Phase Composite|10.0||V|0.1|2006-01-26T00:37:00|2007-05-08T17:00:00
TA|A05A||VM3|48.998299|-122.085197|174.3|0.0|0.0|0.0|Quanterra 330 Linear Phase Composite|10.0||V|0.1|2007-05-08T17:00:00|2009-01-08T17:59:40
TA|A05A||VM4|48.998299|-122.085197|174.3|0.0|0.0|0.0|Quanterra 330 Linear Phase Composite|10.0||V|0.1|2007-05-08T17:00:00|2009-01-08T17:59:40
TA|A05A||VM5|48.998299|-122.085197|174.3|0.0|0.0|0.0|Quanterra 330 Linear Phase Composite|10.0||V|0.1|2007-05-08T17:00:00|2009-01-08T17:59:40
TA|A05A||VM6|48.998299|-122.085197|174.3|0.0|0.0|0.0|Quanterra 330 Linear Phase Composite|10.0||V|0.1|2007-05-08T17:00:00|2009-01-08T17:59:40
TA|A05A||VPB|48.998299|-122.085197|174.3|0.0|0.0|0.0|Quanterra 330 Linear Phase Composite|10.0||PERCENT|0.1|2006-01-26T00:37:00|2007-05-08T17:00:00
TA|A06A||ACE|49.098301|-121.4804|576.0|0.0|0.0|0.0|Quanterra 330 Linear Phase Composite||||0.0|2006-10-18T00:00:00|2008-05-21T17:38:59
TA|A06A||BHE|49.098301|-121.4804|576.0|0.0|93.4|0.0|Guralp CMG3T/Quanterra 330 Linear Phase Composite|630907000.0|0.2|M/S|40.0|2006-10-18T00:00:00|2008-05-21T17:38:59
TA|A06A||BHN|49.098301|-121.4804|576.0|0.0|3.4|0.0|Guralp CMG3T/Quanterra 330 Linear Phase Composite|630907000.0|0.2|M/S|40.0|2006-10-18T00:00:00|2008-05-21T17:38:59
TA|A06A||BHZ|49.098301|-121.4804|576.0|0.0|0.0|-90.0|Guralp CMG3T/Quanterra 330 Linear Phase Composite|630907000.0|0.2|M/S|40.0|2006-10-18T00:00:00|2008-05-21T17:38:59
TA|A06A||LCE|49.098301|-121.4804|576.0|0.0|0.0|0.0|Quanterra 330 Linear Phase Composite|1000000.0||S|1.0|2006-10-18T00:00:00|2008-05-21T17:38:59
TA|A06A||LCQ|49.098301|-121.4804|576.0|0.0|0.0|0.0|Quanterra 330 Linear Phase Composite|1.0||PERCENT|1.0|2006-10-18T00:00:00|2008-05-21T17:38:59
TA|A06A||LHE|49.098301|-121.4804|576.0|0.0|93.4|0.0|Guralp CMG3T/Quanterra 330 Linear Phase Composite|629044000.0|0.03|M/S|1.0|2006-10-18T00:00:00|2008-05-21T17:38:59
TA|A06A||LHN|49.098301|-121.4804|576.0|0.0|3.4|0.0|Guralp CMG3T/Quanterra 330 Linear Phase Composite|629044000.0|0.03|M/S|1.0|2006-10-18T00:00:00|2008-05-21T17:38:59
TA|A06A||LHZ|49.098301|-121.4804|576.0|0.0|0.0|-90.0|Guralp CMG3T/Quanterra 330 Linear Phase Composite|629044000.0|0.03|M/S|1.0|2006-10-18T00:00:00|2008-05-21T17:38:59
TA|A06A||LOG|49.098301|-121.4804|576.0|0.0|0.0|0.0|Quanterra 330 Linear Phase Composite||||0.0|2006-10-18T00:00:00|2008-05-21T17:38:59
TA|A06A||OCF|49.098301|-121.4804|576.0|0.0|0.0|0.0|Quanterra 330 Linear Phase Composite||||0.0|2006-10-18T00:00:00|2008-05-21T17:38:59
TA|A06A||UHE|49.098301|-121.4804|576.0|0.0|93.4|0.0|Guralp CMG3T/Quanterra 330 Linear Phase Composite|36307700.0|0.002|M/S|0.01|2006-10-18T00:00:00|2008-05-21T17:38:59
TA|A06A||UHN|49.098301|-121.4804|576.0|0.0|3.4|0.0|Guralp CMG3T/Quanterra 330 Linear Phase Composite|36307700.0|0.002|M/S|0.01|2006-10-18T00:00:00|2008-05-21T17:38:59
TA|A06A||UHZ|49.098301|-121.4804|576.0|0.0|0.0|-90.0|Guralp CMG3T/Quanterra 330 Linear Phase Composite|36307700.0|0.002|M/S|0.01|2006-10-18T00:00:00|2008-05-21T17:38:59
TA|A06A||VCO|49.098301|-121.4804|576.0|0.0|0.0|0.0|Quanterra 330 Linear Phase Composite|6.66667||V|0.1|2006-10-18T00:00:00|2008-05-21T17:38:59
TA|A06A||VEA|49.098301|-121.4804|576.0|0.0|0.0|0.0|Quanterra 330 Linear Phase Composite|1000.0||A|0.1|2006-10-18T00:00:00|2008-05-21T17:38:59
TA|A06A||VEC|49.098301|-121.4804|576.0|0.0|0.0|0.0|Quanterra 330 Linear Phase Composite|1000.0||A|0.1|2006-10-18T00:00:00|2008-05-21T17:38:59
TA|A06A||VEP|49.098301|-121.4804|576.0|0.0|0.0|0.0|Quanterra 330 Linear Phase Composite|6.66667||V|0.1|2006-10-18T00:00:00|2008-05-21T17:38:59
TA|A06A||VHE|49.098301|-121.4804|576.0|0.0|93.4|0.0|Guralp CMG3T/Quanterra 330 Linear Phase Composite|518339000.0|0.01|M/S|0.1|2006-10-18T00:00:00|2008-05-21T17:38:59
TA|A06A||VHN|49.098301|-121.4804|576.0|0.0|3.4|0.0|Guralp CMG3T/Quanterra 330 Linear Phase Composite|518339000.0|0.01|M/S|0.1|2006-10-18T00:00:00|2008-05-21T17:38:59
TA|A06A||VHZ|49.098301|-121.4804|576.0|0.0|0.0|-90.0|Guralp CMG3T/Quanterra 330 Linear Phase Composite|518339000.0|0.01|M/S|0.1|2006-10-18T00:00:00|2008-05-21T17:38:59
TA|A06A||VKI|49.098301|-121.4804|576.0|0.0|0.0|0.0|Quanterra 330 Linear Phase Composite|1.0||CELSIUS|0.1|2006-10-18T00:00:00|2008-05-21T17:38:59
TA|A06A||VM1|49.098301|-121.4804|576.0|0.0|0.0|0.0|Quanterra 330 Linear Phase Composite|10.0||V|0.1|2006-10-18T00:00:00|2008-05-21T17:38:59
TA|A06A||VM2|49.098301|-121.4804|576.0|0.0|0.0|0.0|Quanterra 330 Linear Phase Composite|10.0||V|0.1|2006-10-18T00:00:00|2008-05-21T17:38:59
TA|A06A||VM3|49.098301|-121.4804|576.0|0.0|0.0|0.0|Quanterra 330 Linear Phase Composite|10.0||V|0.1|2006-10-18T00:00:00|2008-05-21T17:38:59
TA|A06A||VPB|49.098301|-121.4804|576.0|0.0|0.0|0.0|Quanterra 330 Linear Phase Composite|10.0||PERCENT|0.1|2006-10-18T00:00:00|2008-05-21T17:38:59
TA|B06A||ACE|48.518299|-121.484497|75.0|0.0|0.0|0.0|Quanterra 330 Linear Phase Composite||||0.0|2006-09-17T00:00:00|2008-11-12T23:35:05
TA|B06A||BHE|48.518299|-121.484497|75.0|0.0|89.9|0.0|Guralp CMG3T/Quanterra 330 Linear Phase Composite|630907000.0|0.2|M/S|40.0|2006-09-17T00:00:00|2008-11-12T23:35:05
TA|B06A||BHN|48.518299|-121.484497|75.0|0.0|359.9|0.0|Guralp CMG3T/Quanterra 330 Linear Phase Composite|630907000.0|0.2|M/S|40.0|2006-09-17T00:00:00|2008-11-12T23:35:05
TA|B06A||BHZ|48.518299|-121.484497|75.0|0.0|0.0|-90.0|Guralp CMG3T/Quanterra 330 Linear Phase Composite|630907000.0|0.2|M/S|40.0|2006-09-17T00:00:00|2008-11-12T23:35:05
TA|B06A||LCE|48.518299|-121.484497|75.0|0.0|0.0|0.0|Quanterra 330 Linear Phase Composite|1000000.0||S|1.0|2006-09-17T00:00:00|2008-11-12T23:35:05
TA|B06A||LCQ|48.518299|-121.484497|75.0|0.0|0.0|0.0|Quanterra 330 Linear Phase Composite|1.0||PERCENT|1.0|2006-09-17T00:00:00|2008-11-12T23:35:05
TA|B06A||LHE|48.518299|-121.484497|75.0|0.0|89.9|0.0|Guralp CMG3T/Quanterra 330 Linear Phase Composite|629044000.0|0.03|M/S|1.0|2006-09-17T00:00:00|2008-11-12T23:35:05
TA|B06A||LHN|48.518299|-121.484497|75.0|0.0|359.9|0.0|Guralp CMG3T/Quanterra 330 Linear Phase Composite|629044000.0|0.03|M/S|1.0|2006-09-17T00:00:00|2008-11-12T23:35:05
TA|B06A||LHZ|48.518299|-121.484497|75.0|0.0|0.0|-90.0|Guralp CMG3T/Quanterra 330 Linear Phase Composite|629044000.0|0.03|M/S|1.0|2006-09-17T00:00:00|2008-11-12T23:35:05
TA|B06A||LOG|48.518299|-121.484497|75.0|0.0|0.0|0.0|Quanterra 330 Linear Phase Composite||||0.0|2006-09-17T00:00:00|2008-11-12T23:35:05
TA|B06A||OCF|48.518299|-121.484497|75.0|0.0|0.0|0.0|Quanterra 330 Linear Phase Composite||||0.0|2006-09-17T00:00:00|2008-11-12T23:35:05
TA|B06A||UHE|48.518299|-121.484497|75.0|0.0|89.9|0.0|Guralp CMG3T/Quanterra 330 Linear Phase Composite|36307700.0|0.002|M/S|0.01|2006-09-17T00:00:00|2008-11-12T23:35:05
TA|B06A||UHN|48.518299|-121.484497|75.0|0.0|359.9|0.0|Guralp CMG3T/Quanterra 330 Linear Phase Composite|36307700.0|0.002|M/S|0.01|2006-09-17T00:00:00|2008-11-12T23:35:05
TA|B06A||UHZ|48.518299|-121.484497|75.0|0.0|0.0|-90.0|Guralp CMG3T/Quanterra 330 Linear Phase Composite|36307700.0|0.002|M/S|0.01|2006-09-17T00:00:00|2008-11-12T23:35:05
TA|B06A||VCO|48.518299|-121.484497|75.0|0.0|0.0|0.0|Quanterra 330 Linear Phase Composite|6.66667||V|0.1|2006-09-17T00:00:00|2008-11-12T23:35:05
TA|B06A||VEA|48.518299|-121.484497|75.0|0.0|0.0|0.0|Quanterra 330 Linear Phase Composite|1000.0||A|0.1|2006-09-17T00:00:00|2008-11-12T23:35:05
TA|B06A||VEC|48.518299|-121.484497|75.0|0.0|0.0|0.0|Quanterra 330 Linear Phase Composite|1000.0||A|0.1|2006-09-17T00:00:00|2008-11-12T23:35:05
TA|B06A||VEP|48.518299|-121.484497|75.0|0.0|0.0|0.0|Quanterra 330 Linear Phase Composite|6.66667||V|0.1|2006-09-17T00:00:00|2008-11-12T23:35:05
TA|B06A||VHE|48.518299|-121.484497|75.0|0.0|89.9|0.0|Guralp CMG3T/Quanterra 330 Linear Phase Composite|518339000.0|0.01|M/S|0.1|2006-09-17T00:00:00|2008-11-12T23:35:05
TA|B06A||VHN|48.518299|-121.484497|75.0|0.0|359.9|0.0|Guralp CMG3T/Quanterra 330 Linear Phase Composite|518339000.0|0.01|M/S|0.1|2006-09-17T00:00:00|2008-11-12T23:35:05
TA|B06A||VHZ|48.518299|-121.484497|75.0|0.0|0.0|-90.0|Guralp CMG3T/Quanterra 330 Linear Phase Composite|518339000.0|0.01|M/S|0.1|2006-09-17T00:00:00|2008-11-12T23:35:05
TA|B06A||VKI|48.518299|-121.484497|75.0|0.0|0.0|0.0|Quanterra 330 Linear Phase Composite|1.0||CELSIUS|0.1|2006-09-17T00:00:00|2008-11-12T23:35:05
TA|B06A||VM1|48.518299|-121.484497|75.0|0.0|0.0|0.0|Quanterra 330 Linear Phase Composite|10.0||V|0.1|2006-09-17T00:00:00|2008-11-12T23:35:05
TA|B06A||VM2|48.518299|-121.484497|75.0|0.0|0.0|0.0|Quanterra 330 Linear Phase Composite|10.0||V|0.1|2006-09-17T00:00:00|2008-11-12T23:35:05
TA|B06A||VM3|48.518299|-121.484497|75.0|0.0|0.0|0.0|Quanterra 330 Linear Phase Composite|10.0||V|0.1|2006-09-17T00:00:00|2008-11-12T23:35:05
TA|B06A||VPB|48.518299|-121.484497|75.0|0.0|0.0|0.0|Quanterra 330 Linear Phase Composite|10.0||PERCENT|0.1|2006-09-17T00:00:00|2008-11-12T23:35:05
4P|WAA05||LFE|48.985785|-122.118056|176.1|0.0|107.8|0.0|NIMS|100.9048|0.011|nT|1.0|2007-07-29T03:26:48|2007-08-09T00:45:06
4P|WAA05||LFE|48.985785|-122.118056|176.1|0.0|107.8|0.0|NIMS|100.9048|0.011|nT|1.0|2007-08-09T01:21:44|2007-08-18T22:10:40
4P|WAA05||LFN|48.985785|-122.118056|176.1|0.0|17.8|0.0|NIMS|100.9048|0.011|nT|1.0|2007-07-29T03:26:48|2007-08-09T00:45:06
4P|WAA05||LFN|48.985785|-122.118056|176.1|0.0|17.8|0.0|NIMS|100.9048|0.011|nT|1.0|2007-08-09T01:21:44|2007-08-18T22:10:40
4P|WAA05||LFZ|48.985785|-122.118056|176.1|0.0|0.0|90.0|NIMS|100.9048|0.011|nT|1.0|2007-07-29T03:26:48|2007-08-09T00:45:06
4P|WAA05||LFZ|48.985785|-122.118056|176.1|0.0|0.0|90.0|NIMS|100.9048|0.011|nT|1.0|2007-08-09T01:21:44|2007-08-18T22:10:40
4P|WAA05||LQE|48.985785|-122.118056|176.1|0.0|107.8|0.0|100.0 meters|40960.0|0.359|mV/km|1.0|2007-07-29T03:26:48|2007-08-18T22:10:40
4P|WAA05||LQN|48.985785|-122.118056|176.1|0.0|17.8|0.0|94.0 meters|38502.4|0.359|mV/km|1.0|2007-07-29T03:26:48|2007-08-18T22:10:40
4P|WAB06||LFE|48.521098|-121.387116|117.9|0.0|107.5|0.0|NIMS|100.9048|0.011|nT|1.0|2007-08-13T01:21:27|2007-08-21T23:56:41
4P|WAB06||LFE|48.521098|-121.387116|117.9|0.0|107.5|0.0|NIMS|100.9048|0.011|nT|1.0|2007-08-22T02:32:40|2007-09-01T18:22:23
4P|WAB06||LFN|48.521098|-121.387116|117.9|0.0|17.5|0.0|NIMS|100.9048|0.011|nT|1.0|2007-08-13T01:21:27|2007-08-21T23:56:41
4P|WAB06||LFN|48.521098|-121.387116|117.9|0.0|17.5|0.0|NIMS|100.9048|0.011|nT|1.0|2007-08-22T02:32:40|2007-09-01T18:22:23
4P|WAB06||LFZ|48.521098|-121.387116|117.9|0.0|0.0|90.0|NIMS|100.9048|0.011|nT|1.0|2007-08-13T01:21:27|2007-08-21T23:56:41
4P|WAB06||LFZ|48.521098|-121.387116|117.9|0.0|0.0|90.0|NIMS|100.9048|0.011|nT|1.0|2007-08-22T02:32:40|2007-09-01T18:22:23
4P|WAB06||LQE|48.521098|-121.387116|117.9|0.0|107.5|0.0|99.0 meters|40550.4|0.359|mV/km|1.0|2007-08-13T01:21:27|2007-08-21T23:56:41
4P|WAB06||LQE|48.521098|-121.387116|117.9|0.0|107.5|0.0|99.0 meters|40550.4|0.359|mV/km|1.0|2007-08-22T02:32:40|2007-09-01T18:22:23
4P|WAB06||LQN|48.521098|-121.387116|117.9|0.0|17.5|0.0|88.0 meters|36044.8|0.359|mV/km|1.0|2007-08-13T01:21:27|2007-08-21T23:56:41
4P|WAB06||LQN|48.521098|-121.387116|117.9|0.0|17.5|0.0|88.0 meters|36044.8|0.359|mV/km|1.0|2007-08-22T02:32:40|2007-09-01T18:22:23
